state,month,year_month,routed_in_state,answered_in_state,in_state_answer_rate_reported,in_state_answer_rate,abandoned_in_state_count,abandoned_in_state_rate,flowout_to_national_backup_count,flowout_to_national_backup_rate,average_speed_to_answer_seconds,average_talk_time_seconds,source_pdf,page,raw_row_text,fee_cents_max,fee_schedule_note,primary_policy_group,actual_collection_start,operational_start,ever_core_fee_collection,post_2024_monitor_policy,established_not_collected_by_2024,fee_collection_active,operational_treatment_active,months_since_collection_start,months_since_operational_start,post2025_policy_monitor_active,state_name,primary_policy_group_timing,first_revenue_year,fcc_confirmed_collection_by_2024,date_confidence,source_ids,policy_note,year,population,population_lookup_year,population_carried_forward,has_population_denominator,population_source_note,fee_revenue_nominal,fee_revenue_nominal_for_2021_2024,fee_revenue_per_capita,fee_revenue_per_100k,fee_revenue_per_routed_contact,fee_active_months,operational_active_months,mechanism_observation_note,month_id,calendar_month,post_988_launch,months_since_988_launch,is_state_dc,is_territory_or_pr,answer_rate_pp,flowout_rate_pp,abandoned_rate_pp,routed_per_100k,answered_per_100k,log_routed_in_state,log_routed_per_100k,asa_minutes,talk_minutes,treated_ever_by_2024,primary_analysis_sample,observed_month_count,balanced_full_window_state,baseline_prelaunch_answer_rate,baseline_prelaunch_flowout_rate,baseline_prelaunch_asa_seconds,baseline_prelaunch_routed_per_100k,baseline_prelaunch_months,low_baseline_answer_rate,high_baseline_volume,baseline_answer_rate_centered,baseline_volume_centered,received_in_state,answer_rate_validated,answer_rate_routed_calc,answer_rate_received_calc,answer_rate_denominator_note,in_state_answer_rate_original,in_state_answer_rate_rescue,answer_rate_pp_rescue,answer_rate_rescue_change,bill_enactment_date,statutory_effective_date,fee_collection_start_date,first_observed_fee_revenue_date,first_operational_use_date,restricted_988_only_funding_indicator,broader_crisis_system_funding_indicator,enacted_start,collection_start_audit,operational_lag_0m_start,operational_lag_0m_active,operational_lag_1m_start,operational_lag_1m_active,operational_lag_3m_start,operational_lag_3m_active,operational_lag_6m_start,operational_lag_6m_active,operational_lag_12m_start,operational_lag_12m_active,enacted_active,collection_start_audit_active,first_revenue_positive_start,revenue_positive_active,fee_amount_per_line_dollars,restricted_988_only_active,broader_crisis_system_active
AK,2022-05-01,2022-05,578.0,345.0,0.6,0.596885813148789,169.0,0.29238754325259514,64.0,0.11072664359861592,34.0,834.0,temp/raw_downloads/988_state_monthly_reports/2022-05_988_in_state_monthly_report.pdf,1,AK 578 578 345 60% 169 64 00:34 13:54,0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Alaska,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2022,733659.0,2022,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2022-05,5,0,-2,True,False,59.688581314878896,11.072664359861593,29.238754325259514,78.78319491752981,47.02457136080931,6.361302477572996,4.379312892272682,0.5666666666666667,13.9,False,True,58,True,0.5645439674456266,0.1384873576924766,34.916666666666664,81.44499467604665,12.0,True,True,-0.1834880625139561,33.07028358814298,578.0,0.596885813148789,0.596885813148789,0.596885813148789,routed and received denominators match or received denominator unavailable,0.596885813148789,0.596885813148789,59.688581314878896,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
AK,2022-06-01,2022-06,467.0,298.0,0.64,0.6381156316916489,120.0,0.2569593147751606,49.0,0.10492505353319058,34.0,859.0,temp/raw_downloads/988_state_monthly_reports/2022-06_988_in_state_monthly_report.pdf,1,AK 467 467 298 64% 120 49 00:34 14:19,0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Alaska,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2022,733659.0,2022,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2022-06,6,0,-1,True,False,63.811563169164884,10.492505353319057,25.69593147751606,63.65355021883464,40.61832540730775,6.148468295917647,4.169043018154588,0.5666666666666667,14.316666666666666,False,True,58,True,0.5645439674456266,0.1384873576924766,34.916666666666664,81.44499467604665,12.0,True,True,-0.1834880625139561,33.07028358814298,467.0,0.6381156316916489,0.6381156316916489,0.6381156316916489,routed and received denominators match or received denominator unavailable,0.6381156316916489,0.6381156316916489,63.811563169164884,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
AK,2022-07-01,2022-07,701.0,360.0,0.54,0.5135520684736091,196.0,0.2796005706134094,110.0,0.15691868758915833,34.0,875.0,temp/raw_downloads/988_state_monthly_reports/2022-07_988_in_state_monthly_report.pdf,1,AK 701 666 360 54% 196 110 00:34 14:35,0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Alaska,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2022,733659.0,2022,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2022-07,7,1,0,True,False,51.35520684736091,15.691868758915833,27.960057061340944,95.54847688094878,49.06911794171407,6.553933404025811,4.570045233306784,0.5666666666666667,14.583333333333334,False,True,58,True,0.5645439674456266,0.1384873576924766,34.916666666666664,81.44499467604665,12.0,True,True,-0.1834880625139561,33.07028358814298,666.0,0.5405405405405406,0.5135520684736091,0.5405405405405406,official reported answer rate aligns with answered/received contacts; current pipeline used answered/routed,0.5135520684736091,0.5405405405405406,54.054054054054056,0.026988472066931446,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
AK,2022-08-01,2022-08,703.0,541.0,0.81,0.7695590327169275,86.0,0.12233285917496443,43.0,0.06116642958748222,27.0,743.0,temp/raw_downloads/988_state_monthly_reports/2022-08_988_in_state_monthly_report.pdf,1,AK 703 670 541 81% 86 43 00:27 12:23,0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Alaska,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2022,733659.0,2022,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2022-08,8,1,1,True,False,76.95590327169275,6.116642958748222,12.233285917496444,95.82108309173607,73.73998001796475,6.556778356158042,4.5728647711019015,0.45,12.383333333333333,False,True,58,True,0.5645439674456266,0.1384873576924766,34.916666666666664,81.44499467604665,12.0,True,True,-0.1834880625139561,33.07028358814298,670.0,0.8074626865671641,0.7695590327169275,0.8074626865671641,official reported answer rate aligns with answered/received contacts; current pipeline used answered/routed,0.7695590327169275,0.8074626865671641,80.74626865671641,0.03790365385023664,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
AK,2022-09-01,2022-09,689.0,499.0,0.74,0.7242380261248186,88.0,0.12772133526850507,87.0,0.1262699564586357,26.0,751.0,temp/raw_downloads/988_state_monthly_reports/2022-09_988_in_state_monthly_report.pdf,1,AK 689 674 499 74% 88 87 00:26 12:31,0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Alaska,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2022,733659.0,2022,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2022-09,9,1,2,True,False,72.42380261248186,12.62699564586357,12.772133526850507,93.91283961622497,68.01524959143144,6.536691597591305,4.552958992736295,0.43333333333333335,12.516666666666667,False,True,58,True,0.5645439674456266,0.1384873576924766,34.916666666666664,81.44499467604665,12.0,True,True,-0.1834880625139561,33.07028358814298,674.0,0.7403560830860534,0.7242380261248186,0.7403560830860534,official reported answer rate aligns with answered/received contacts; current pipeline used answered/routed,0.7242380261248186,0.7403560830860534,74.03560830860533,0.016118056961234806,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
AK,2022-10-01,2022-10,848.0,543.0,0.64,0.6403301886792453,119.0,0.1403301886792453,186.0,0.21933962264150944,18.0,914.0,temp/raw_downloads/988_state_monthly_reports/2022-10_988_in_state_monthly_report.pdf,1,AK 848 848 543 64% 119 186 00:18 15:14,0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Alaska,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2022,733659.0,2022,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2022-10,10,1,3,True,False,64.03301886792453,21.933962264150946,14.033018867924529,115.58503337381536,74.01258622875204,6.744059186311348,4.758620906962573,0.3,15.233333333333333,False,True,58,True,0.5645439674456266,0.1384873576924766,34.916666666666664,81.44499467604665,12.0,True,True,-0.1834880625139561,33.07028358814298,848.0,0.6403301886792453,0.6403301886792453,0.6403301886792453,routed and received denominators match or received denominator unavailable,0.6403301886792453,0.6403301886792453,64.03301886792453,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
AK,2022-11-01,2022-11,776.0,581.0,0.75,0.7487113402061856,86.0,0.11082474226804123,109.0,0.1404639175257732,18.0,862.0,temp/raw_downloads/988_state_monthly_reports/2022-11_988_in_state_monthly_report.pdf,1,AK 776 776 581 75% 86 109 00:18 14:22,0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Alaska,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2022,733659.0,2022,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2022-11,11,1,4,True,False,74.87113402061856,14.04639175257732,11.082474226804123,105.77120978547254,79.19210423371075,6.655440350367647,4.670688318888147,0.3,14.366666666666667,False,True,58,True,0.5645439674456266,0.1384873576924766,34.916666666666664,81.44499467604665,12.0,True,True,-0.1834880625139561,33.07028358814298,776.0,0.7487113402061856,0.7487113402061856,0.7487113402061856,routed and received denominators match or received denominator unavailable,0.7487113402061856,0.7487113402061856,74.87113402061856,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
AK,2022-12-01,2022-12,987.0,666.0,0.67,0.6747720364741642,128.0,0.12968591691995948,193.0,0.1955420466058764,17.0,913.0,temp/raw_downloads/988_state_monthly_reports/2022-12_988_in_state_monthly_report.pdf,1,AK 987 987 666 67% 128 193 00:17 15:13,0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Alaska,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2022,733659.0,2022,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2022-12,12,1,5,True,False,67.47720364741642,19.55420466058764,12.968591691995949,134.53116502353274,90.77786819217103,6.895682697747868,4.909201614047444,0.2833333333333333,15.216666666666667,False,True,58,True,0.5645439674456266,0.1384873576924766,34.916666666666664,81.44499467604665,12.0,True,True,-0.1834880625139561,33.07028358814298,987.0,0.6747720364741642,0.6747720364741642,0.6747720364741642,routed and received denominators match or received denominator unavailable,0.6747720364741642,0.6747720364741642,67.47720364741642,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
AK,2023-01-01,2023-01,964.0,647.0,0.67,0.671161825726141,134.0,0.13900414937759337,183.0,0.18983402489626555,19.0,872.0,temp/raw_downloads/988_state_monthly_reports/2023-01_988_in_state_monthly_report.pdf,1,AK 964 964 647 67% 134 183 00:19 14:32,0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Alaska,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2023,734654.0,2023,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2023-01,1,1,6,True,False,67.11618257261411,18.983402489626556,13.900414937759336,131.21823334522102,88.06866906053735,6.872128101338986,4.884453840336973,0.31666666666666665,14.533333333333333,False,True,58,True,0.5645439674456266,0.1384873576924766,34.916666666666664,81.44499467604665,12.0,True,True,-0.1834880625139561,33.07028358814298,964.0,0.671161825726141,0.671161825726141,0.671161825726141,routed and received denominators match or received denominator unavailable,0.671161825726141,0.671161825726141,67.11618257261411,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
AK,2023-02-01,2023-02,896.0,579.0,0.65,0.6462053571428571,97.0,0.10825892857142858,220.0,0.24553571428571427,19.0,999.0,temp/raw_downloads/988_state_monthly_reports/2023-02_988_in_state_monthly_report.pdf,1,AK 896 896 579 65% 97 220 00:19 16:39,0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Alaska,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2023,734654.0,2023,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2023-02,2,1,7,True,False,64.62053571428571,24.553571428571427,10.825892857142858,121.96217539140873,78.81261110672507,6.799055862058796,4.8118767909363065,0.31666666666666665,16.65,False,True,58,True,0.5645439674456266,0.1384873576924766,34.916666666666664,81.44499467604665,12.0,True,True,-0.1834880625139561,33.07028358814298,896.0,0.6462053571428571,0.6462053571428571,0.6462053571428571,routed and received denominators match or received denominator unavailable,0.6462053571428571,0.6462053571428571,64.62053571428571,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
