metric,value,interpretation
empirical_no_go_blocked_rows,6,Go/no-go threshold rows blocked or failing.
first_batch_raw_acquisition_checklist_rows,10,First-batch manual raw acquisition dataset rows.
first_batch_raw_file_target_rows,183,First-batch file/module target rows.
first_batch_raw_acquisition_summary_rows,12,First-batch raw acquisition summary rows.
first_batch_official_raw_access_probe_rows,10,First-batch official get-microdata page probe rows.
first_batch_access_gate_detected_rows,10,"First-batch rows with login, registration, request, or terms signals."
first_batch_possible_direct_raw_route_rows,0,First-batch rows with possible direct raw routes; links are not downloaded by the probe.
first_batch_manual_download_handoff_rows,10,First-batch dataset-level manual download handoff rows.
first_batch_manual_download_file_queue_rows,143,First-batch deduplicated file/module queue rows.
first_batch_handoff_raw_ready_rows,1,First-batch handoff rows ready for raw schema and value audit.
first_batch_public_documentation_rows,60,First-batch public documentation resource rows.
first_batch_public_documentation_saved_rows,58,First-batch public documentation rows saved or reused.
first_batch_public_documentation_failed_rows,2,First-batch public documentation rows that failed to fetch.
first_batch_file_source_traceability_rows,143,First-batch file-source traceability rows.
first_batch_file_source_supported_rows,143,First-batch queued files supported by public schema and candidate examples.
first_batch_file_source_unsupported_rows,0,First-batch queued files missing from public schema inventory.
first_batch_merge_key_lineage_plan_rows,10,First-batch dataset-level merge-key lineage plan rows.
first_batch_merge_key_candidate_rows,5112,"First-batch key, design, timing, and geography candidate variable rows."
first_batch_merge_key_planned_rows,8,First-batch rows with metadata-planned key lineage before raw verification.
first_batch_merge_key_raw_ready_rows,1,First-batch rows with raw files ready for value/key audit.
first_batch_raw_value_key_audit_rows,535,First-batch observed value-audit rows.
first_batch_raw_value_key_read_ok_rows,176,First-batch value-audit rows read successfully from raw files.
first_batch_raw_merge_key_audit_rows,56,First-batch file-level key cardinality audit rows.
first_batch_harmonization_value_audit_auto_rows,431,Fail-closed auto value-audit rows provided to the harmonization gate.
first_batch_harmonization_value_audit_auto_ready_rows,0,Auto value-audit rows marked ready for recipe; should remain zero.
alb2002_household_core_candidate_rows,3599,ALB_2002 temp household core candidate rows.
alb2002_household_core_recipe_ready_rows,0,ALB_2002 household core rows ready for data promotion; should remain zero until gates pass.
alb2002_provisional_outcome_feasibility_rows,30,ALB_2002 provisional outcome feasibility audit rows.
alb2002_provisional_outcome_ready_rows,0,ALB_2002 provisional outcome rows ready for final promotion; should remain zero.
alb2002_outcome_semantics_raw_value_rows,42,ALB_2002 raw outcome-semantics value audit rows.
alb2002_outcome_semantics_outcome_ready_rows,0,ALB_2002 raw outcome-semantics rows ready for final promotion; should remain zero.
alb2002_outcome_semantics_sdg382_ready_rows,0,ALB_2002 raw outcome-semantics rows ready for SDG 3.8.2 construction; should remain zero.
alb2002_health_questionnaire_semantics_rows,65,ALB_2002 health questionnaire semantics and skip-path audit rows.
alb2002_health_questionnaire_oop_item_rows,25,ALB_2002 questionnaire-backed OOP payment item rows.
alb2002_health_questionnaire_gift_item_rows,6,ALB_2002 gift/payment-scope rows requiring inclusion policy.
alb2002_health_questionnaire_new_lek_unit_rows,31,ALB_2002 questionnaire rows explicitly recording NEW LEKS units.
alb2002_health_questionnaire_four_week_oop_rows,17,ALB_2002 OOP item rows with four-week recall.
alb2002_health_questionnaire_twelve_month_oop_rows,8,ALB_2002 OOP item rows with twelve-month recall.
alb2002_health_questionnaire_payment_positive_when_not_triggered_rows,0,ALB_2002 positive skipped-payment downstream rows; should remain zero.
alb2002_health_questionnaire_outcome_ready_rows,0,ALB_2002 questionnaire rows ready for final outcome promotion; should remain zero.
alb2002_health_questionnaire_sdg382_ready_rows,0,ALB_2002 questionnaire rows ready for SDG 3.8.2 construction; should remain zero.
alb2002_health_questionnaire_climate_linkage_ready_rows,0,ALB_2002 questionnaire rows ready for climate linkage; should remain zero.
alb2002_oop_aggregation_policy_rows,11,ALB_2002 OOP aggregation policy stress-test rows.
alb2002_oop_aggregation_policy_core_4w_match_rows,3599,Rows where recomputed four-week OOP matches the existing ALB_2002 core candidate sum.
alb2002_oop_aggregation_policy_core_12m_match_rows,3599,Rows where recomputed twelve-month OOP matches the existing ALB_2002 core candidate sum.
alb2002_oop_aggregation_policy_outcome_ready_rows,0,ALB_2002 OOP policy rows ready for final outcome promotion; should remain zero.
alb2002_oop_aggregation_policy_sdg382_ready_rows,0,ALB_2002 OOP policy rows ready for SDG 3.8.2 construction; should remain zero.
alb2002_oop_aggregation_policy_climate_linkage_ready_rows,0,ALB_2002 OOP policy rows ready for climate linkage; should remain zero.
alb2002_skip_missing_semantics_rows,12,ALB_2002 skip/missing semantics audit rows.
alb2002_skip_missing_payment_positive_when_not_triggered_rows,0,ALB_2002 skipped payment rows with positive downstream values; should remain zero.
alb2002_skip_missing_payment_zero_cells_when_not_triggered,11,ALB_2002 skipped payment downstream cells equal to zero; downstream decision audit records no positive leakage.
alb2002_skip_missing_payment_positive_cells_when_not_triggered,0,ALB_2002 skipped payment downstream cells positive; should remain zero.
alb2002_skip_missing_outcome_ready_rows,0,ALB_2002 skip/missing rows ready for final outcome promotion; should remain zero.
alb2002_skip_missing_sdg382_ready_rows,0,ALB_2002 skip/missing rows ready for SDG 3.8.2 construction; should remain zero.
alb2002_skip_missing_climate_linkage_ready_rows,0,ALB_2002 skip/missing rows ready for climate linkage; should remain zero.
alb2002_oop_skip_value_decision_rows,5,ALB_2002 OOP skip-value decision audit rows.
alb2002_oop_skip_value_payment_zero_skipped_cells,11,ALB_2002 zero-valued downstream payment cells when payment block was not triggered.
alb2002_oop_skip_value_payment_positive_skipped_rows,0,ALB_2002 rows with positive downstream payment values when payment block was not triggered; should remain zero.
alb2002_oop_skip_value_payment_positive_skipped_cells,0,ALB_2002 positive downstream payment cells when payment block was not triggered; should remain zero.
alb2002_oop_skip_value_zero_skip_policy_ready_rows,4,ALB_2002 rows supporting the narrow no-positive-leakage skipped-payment decision.
alb2002_oop_skip_value_oop_recall_scope_ready_rows,0,ALB_2002 OOP recall-scope rows accepted by the skip-value audit; should remain zero.
alb2002_oop_skip_value_oop_inclusion_scope_ready_rows,0,ALB_2002 OOP inclusion-scope rows accepted by the skip-value audit; should remain zero.
alb2002_oop_skip_value_outcome_ready_rows,0,ALB_2002 OOP skip-value rows ready for outcome promotion; should remain zero.
alb2002_access_need_denominator_policy_rows,24,ALB_2002 access/need denominator policy audit rows.
alb2002_access_need_q01_need_rows,3247,ALB_2002 households not coded as no-one-needed-health-care in m5b_q01.
alb2002_access_need_person_need_household_rows,2202,ALB_2002 households with any Health A chronic/disability or sudden-illness proxy.
alb2002_access_need_composite_any_access_barrier_rows,1861,ALB_2002 composite any-access-barrier candidate rows; not a final outcome.
alb2002_access_need_low_event_rate_rows,3,ALB_2002 access/need denominator policies with event rate below 3 percent.
alb2002_access_need_outcome_ready_rows,0,ALB_2002 access/need rows ready for final outcome promotion; should remain zero.
alb2002_access_need_sdg382_ready_rows,0,ALB_2002 access/need rows ready for SDG 3.8.2 construction; should remain zero.
alb2002_access_need_climate_linkage_ready_rows,0,ALB_2002 access/need rows ready for climate linkage; should remain zero.
alb2002_consumption_sdg_denominator_policy_rows,14,ALB_2002 consumption/SDG denominator policy audit rows.
alb2002_consumption_sdg_positive_total_consumption_rows,3599,ALB_2002 rows with positive total consumption in the temp candidate.
alb2002_consumption_sdg_spl_ready_rows,0,ALB_2002 rows with SPL inputs accepted; should remain zero.
alb2002_consumption_sdg_ppp_cpi_ready_rows,0,ALB_2002 rows with PPP/CPI inputs accepted; should remain zero.
alb2002_consumption_sdg_discretionary_budget_ready_rows,0,ALB_2002 rows with discretionary budget accepted; should remain zero.
alb2002_consumption_sdg_che_denominator_ready_rows,0,ALB_2002 rows with CHE denominator accepted; should remain zero.
alb2002_consumption_sdg_outcome_ready_rows,0,ALB_2002 consumption/SDG rows ready for final outcome promotion; should remain zero.
alb2002_consumption_sdg_sdg382_ready_rows,0,ALB_2002 rows ready for SDG 3.8.2 construction; should remain zero.
alb2002_consumption_sdg_climate_linkage_ready_rows,0,ALB_2002 consumption/SDG rows ready for climate linkage; should remain zero.
alb2002_consumption_construction_source_audit_rows,9,ALB_2002 public consumption-construction source audit rows.
alb2002_consumption_construction_do_file_rows,19,Extracted public ALB_2002 Stata do-files documenting consumption construction.
alb2002_consumption_construction_documentation_ready_rows,9,ALB_2002 source-audit rows with accepted public construction documentation.
alb2002_consumption_construction_released_variable_mapping_ready_rows,3,ALB_2002 source-audit rows supporting local `totcons` to public `totcons3` mapping.
alb2002_consumption_construction_denominator_variant_ready_rows,8,ALB_2002 source-audit rows documenting the final total-budget denominator variant.
alb2002_consumption_construction_outcome_ready_rows,0,ALB_2002 source-audit rows ready for outcome promotion; should remain zero.
alb2002_consumption_construction_sdg382_ready_rows,0,ALB_2002 source-audit rows ready for SDG 3.8.2 promotion; should remain zero.
alb2002_consumption_construction_climate_linkage_ready_rows,0,ALB_2002 source-audit rows ready for climate linkage; should remain zero.
alb2002_consumption_aggregate_crosswalk_rows,11,ALB_2002 aggregate metadata/local evidence crosswalk rows.
alb2002_consumption_aggregate_crosswalk_metadata_catalog_rows,0,Local master metadata rows available for ALB_2002 aggregate verification; public source evidence now sits in the construction-source audit instead.
alb2002_consumption_aggregate_crosswalk_raw_totcons_positive_rows,3599,Positive raw `totcons` rows in local ALB_2002 Poverty_2002.sav.
alb2002_consumption_aggregate_crosswalk_candidate_totcons_match_rows,3599,ALB_2002 candidate total_consumption rows exactly matching raw `totcons`.
alb2002_consumption_aggregate_crosswalk_questionnaire_aggregate_formula_hits,0,Questionnaire aggregate-formula evidence hits; source-code documentation is captured separately.
alb2002_consumption_aggregate_crosswalk_construction_source_rows,9,Rows imported from the upstream ALB_2002 public consumption-construction source audit.
alb2002_consumption_aggregate_crosswalk_construction_do_file_rows,19,Extracted public Stata do-files used as ALB_2002 denominator-construction evidence.
alb2002_consumption_aggregate_crosswalk_metadata_unit_period_ready_rows,8,ALB_2002 rows with denominator-variant and unit/period context documented by public sources.
alb2002_consumption_aggregate_crosswalk_official_documentation_ready_rows,9,ALB_2002 rows with accepted public aggregate-construction documentation.
alb2002_consumption_aggregate_crosswalk_released_variable_mapping_ready_rows,3,ALB_2002 rows supporting the local `totcons` to public `totcons3` mapping.
alb2002_consumption_aggregate_crosswalk_denominator_variant_ready_rows,8,ALB_2002 rows documenting the total-budget denominator variant.
alb2002_consumption_aggregate_crosswalk_recipe_ready_rows,0,ALB_2002 aggregate crosswalk rows ready for recipe promotion; should remain zero.
alb2002_consumption_aggregate_crosswalk_outcome_ready_rows,0,ALB_2002 aggregate crosswalk rows ready for outcome promotion; should remain zero.
alb2002_consumption_aggregate_crosswalk_sdg382_ready_rows,0,ALB_2002 aggregate crosswalk rows ready for SDG 3.8.2 promotion; should remain zero.
alb2002_consumption_aggregate_crosswalk_climate_linkage_ready_rows,0,ALB_2002 aggregate crosswalk rows ready for climate linkage; should remain zero.
alb2002_period_aligned_che_policy_rows,3,ALB_2002 period-aligned CHE stress-test policy rows.
alb2002_period_aligned_che_period_alignment_ready_rows,3,"ALB_2002 period-aligned CHE rows ready for stress testing, not outcome promotion."
alb2002_period_aligned_che_combined_che10_rate,0.228952,Combined monthly-equivalent unweighted CHE10 rate for ALB_2002 no-gifts-with-transport stress test.
alb2002_period_aligned_che_combined_che25_rate,0.0805779,Combined monthly-equivalent unweighted CHE25 rate for ALB_2002 no-gifts-with-transport stress test.
alb2002_period_aligned_che_outcome_ready_rows,0,ALB_2002 period-aligned CHE rows promoted to final outcomes; should remain zero.
alb2002_period_aligned_che_current_decision,blocked_alb2002_period_aligned_che_policy_not_outcome_ready,Current ALB_2002 period-aligned CHE policy decision.
alb2002_che_candidate_household_rows,3599,ALB_2002 temp-only household CHE candidate rows.
alb2002_che_candidate_denominator_rows,3599,ALB_2002 CHE candidate rows with positive monthly total-budget candidate denominator.
alb2002_che_candidate_che10_rows,824,ALB_2002 candidate CHE10 rows under the period-aligned combined OOP policy.
alb2002_che_candidate_che10_rate,0.228952,ALB_2002 candidate CHE10 rate; audit only.
alb2002_che_candidate_che25_rows,290,ALB_2002 candidate CHE25 rows under the period-aligned combined OOP policy.
alb2002_che_candidate_che25_rate,0.0805779,ALB_2002 candidate CHE25 rate; audit only.
alb2002_che_candidate_outcome_promotion_ready_rows,0,ALB_2002 candidate outcome rows ready for final promotion; should remain zero.
alb2002_che_candidate_current_decision,blocked_alb2002_che_candidate_not_promoted_due_recipe_sdg_climate_gates,Current ALB_2002 CHE candidate outcome decision.
alb2002_access_candidate_household_rows,3599,ALB_2002 temp-only household access candidate rows.
alb2002_access_candidate_q01_need_rows,3247,ALB_2002 q01 household need candidate rows.
alb2002_access_candidate_person_need_rows,2202,ALB_2002 person-level need proxy rows aggregated to household.
alb2002_access_candidate_composite_cost_rows,1661,ALB_2002 temp-only composite cost-barrier candidate rows.
alb2002_access_candidate_composite_any_rows,1861,ALB_2002 temp-only composite any-access-barrier candidate rows.
alb2002_access_candidate_outcome_promotion_ready_rows,0,ALB_2002 access candidate outcome rows ready for final promotion; should remain zero.
alb2002_access_candidate_current_decision,blocked_alb2002_access_candidate_not_promoted_due_denominator_skip_climate_gates,Current ALB_2002 access candidate outcome decision.
alb2002_uhc_composite_candidate_household_rows,3599,ALB_2002 temp-only composite UHC candidate rows.
alb2002_uhc_composite_candidate_che10_or_access_rows,2004,ALB_2002 temp-only CHE10-or-access candidate rows.
alb2002_uhc_composite_candidate_che25_or_access_rows,1889,ALB_2002 temp-only CHE25-or-access candidate rows.
alb2002_uhc_composite_candidate_both_che10_access_rows,681,ALB_2002 temp-only both CHE10 and access-barrier candidate rows.
alb2002_uhc_composite_candidate_coping_rows,1476,ALB_2002 temp-only health-cost coping candidate rows.
alb2002_uhc_composite_candidate_outcome_promotion_ready_rows,0,ALB_2002 composite UHC candidate rows ready for final promotion; should remain zero.
alb2002_uhc_composite_candidate_current_decision,blocked_alb2002_uhc_composite_candidate_not_promoted_due_outcome_recipe_climate_gates,Current ALB_2002 composite UHC candidate outcome decision.
alb2002_analysis_candidate_rows,3599,ALB_2002 temp-only joined analysis-candidate household rows.
alb2002_analysis_candidate_complete_candidate_gates,9,ALB_2002 analysis-candidate field families with complete observed coverage.
alb2002_analysis_candidate_missing_gates,1,ALB_2002 analysis-candidate field families with missing required coverage.
alb2002_analysis_candidate_data_write_ready_rows,0,ALB_2002 analysis-candidate rows allowed to be written to data/; should remain zero.
alb2002_analysis_candidate_current_decision,blocked_alb2002_analysis_candidate_not_promoted_due_recipe_outcome_climate_gates,Current ALB_2002 joined analysis-candidate decision.
alb2002_climate_centroid_input_rows,96,ALB_2002 observed district-month cells used for the temp-only climate centroid stress test.
alb2002_climate_centroid_exposure_rows,384,ALB_2002 temp-only NASA POWER district-centroid exposure rows.
alb2002_climate_centroid_nasa_api_rows,36,ALB_2002 district centroid API/cache manifest rows.
alb2002_climate_centroid_nasa_failed_rows,0,ALB_2002 NASA POWER district centroid requests that failed.
alb2002_climate_centroid_precip_nonmissing_rows,384,ALB_2002 centroid exposure rows with nonmissing precipitation summaries.
alb2002_climate_centroid_temp_nonmissing_rows,384,ALB_2002 centroid exposure rows with nonmissing temperature summaries.
alb2002_climate_centroid_climate_linkage_ready_rows,0,ALB_2002 centroid exposure rows ready for promoted climate linkage; should remain zero.
alb2002_climate_centroid_data_write_ready_rows,0,ALB_2002 centroid exposure rows allowed for data/ write; should remain zero.
alb2002_climate_shock_candidate_exposure_rows,384,ALB_2002 temp-only climate shock diagnostic rows.
alb2002_climate_shock_candidate_reference_group_rows,16,ALB_2002 survey-month/window diagnostic reference groups.
alb2002_climate_shock_candidate_precip_z_nonmissing_rows,384,ALB_2002 diagnostic rainfall z-score rows.
alb2002_climate_shock_candidate_temp_z_nonmissing_rows,384,ALB_2002 diagnostic temperature z-score rows.
alb2002_climate_shock_candidate_low_rain_rows,37,ALB_2002 diagnostic low-rain rows.
alb2002_climate_shock_candidate_extreme_wet_rows,44,ALB_2002 diagnostic extreme-wet rows.
alb2002_climate_shock_candidate_extreme_heat_rows,29,ALB_2002 diagnostic extreme-heat rows.
alb2002_climate_shock_candidate_combined_stress_rows,73,ALB_2002 diagnostic combined climate-stress rows; not accepted treatment variables.
alb2002_climate_shock_candidate_climate_linkage_ready_rows,0,ALB_2002 shock diagnostic rows ready for promoted climate linkage; should remain zero.
alb2002_climate_shock_candidate_data_write_ready_rows,0,ALB_2002 shock diagnostic rows allowed for data/ write; should remain zero.
alb2002_climate_outcome_linked_candidate_rows,14396,ALB_2002 temp-only household-window climate/outcome linked candidate rows.
alb2002_climate_outcome_linked_candidate_household_rows,3599,ALB_2002 households represented in the linked candidate.
alb2002_climate_outcome_linked_candidate_window_rows,4,Diagnostic exposure windows per household in the linked candidate.
alb2002_climate_outcome_linked_candidate_unmatched_rows,0,Linked candidate rows without a diagnostic climate window; should remain zero.
alb2002_climate_outcome_linked_candidate_precip_z_rows,14396,ALB_2002 linked diagnostic rainfall z-score rows.
alb2002_climate_outcome_linked_candidate_temp_z_rows,14396,ALB_2002 linked diagnostic temperature z-score rows.
alb2002_climate_outcome_linked_candidate_combined_stress_rows,3092,ALB_2002 linked diagnostic combined climate-stress rows; not accepted treatment variables.
alb2002_climate_outcome_linked_candidate_climate_linkage_ready_rows,0,ALB_2002 linked rows ready for promoted climate linkage; should remain zero.
alb2002_climate_outcome_linked_candidate_outcome_promotion_ready_rows,0,ALB_2002 linked rows ready for outcome promotion; should remain zero.
alb2002_climate_outcome_linked_candidate_data_write_ready_rows,0,ALB_2002 linked rows allowed for data/ write; should remain zero.
alb2002_linked_candidate_descriptive_input_rows,14396,ALB_2002 temp-only linked household-window rows screened descriptively.
alb2002_linked_candidate_descriptive_household_rows,3599,Deduplicated ALB_2002 households used for candidate outcome rates.
alb2002_linked_candidate_descriptive_cell_rows,108,ALB_2002 linked-candidate descriptive screen cells; not promoted descriptive diagnostics.
alb2002_linked_candidate_descriptive_combined_stress_rows,3092,Long rows with diagnostic combined climate-stress flag in the descriptive screen.
alb2002_linked_candidate_descriptive_climate_linkage_ready_rows,0,ALB_2002 descriptive-screen rows ready for promoted climate linkage; should remain zero.
alb2002_linked_candidate_descriptive_data_write_ready_rows,0,ALB_2002 descriptive-screen rows allowed for data/ write; should remain zero.
alb2002_weight_design_evidence_audit_rows,6,ALB_2002 household weight/design evidence audit rows.
alb2002_weight_design_source_page_flag_rows,9,World Bank study-page weight/design source flags found by the audit.
alb2002_weight_design_raw_weight_file_rows,3599,Rows read from the ALB_2002 household weight file.
alb2002_weight_design_positive_weight_rows,3599,Rows with positive ALB_2002 household weights.
alb2002_weight_design_candidate_key_match_rows,3599,ALB_2002 household-weight rows matching the temp core candidate by key.
alb2002_weight_design_distinct_psu_rows,450,Distinct PSU values observed in the ALB_2002 household weight file.
alb2002_weight_design_distinct_stratum_rows,4,Distinct stratum values observed in the ALB_2002 household weight file.
alb2002_weight_design_weighted_inference_ready_rows,0,ALB_2002 rows ready for promoted weighted inference; should remain zero.
alb2002_weight_design_harmonized_promotion_ready_rows,0,ALB_2002 weight/design rows ready for harmonized data promotion; should remain zero.
alb2002_weight_design_current_decision,blocked_alb2002_weight_design_semantics_not_promotion_ready,Current ALB_2002 weight/design evidence decision.
alb2002_sample_design_documentation_ready_rows,1,ALB_2002 official sample-design documentation ready; not a data-promotion pass.
alb2002_sample_design_raw_design_concordance_rows,1,ALB_2002 raw count evidence concordant with official sample-design documentation.
alb2002_sample_design_weighted_inference_ready_rows,0,ALB_2002 weighted inference ready rows after sample-design audit; should remain zero.
alb2002_sample_design_current_decision,candidate_alb2002_sample_design_documented_not_promoted_due_downstream_gates,Current ALB_2002 sample-design documentation decision.
alb2002_minimum_recipe_promotion_action_rows,6,ALB_2002 minimum recipe promotion action rows.
alb2002_minimum_recipe_promotion_gate_rows,10,ALB_2002 minimum recipe promotion gate rows.
alb2002_minimum_recipe_promotion_blocked_gates,7,ALB_2002 minimum recipe gates still blocked.
alb2002_minimum_recipe_promotion_weight_positive_rows,3599,Positive ALB_2002 household-weight rows surfaced in the promotion packet.
alb2002_minimum_recipe_promotion_weight_key_match_rows,3599,ALB_2002 household-weight key matches surfaced in the promotion packet.
alb2002_minimum_recipe_promotion_weighted_inference_ready_rows,0,ALB_2002 rows ready for promoted weighted inference in the promotion packet; should remain zero.
alb2002_minimum_recipe_promotion_harmonized_ready_rows,0,ALB_2002 rows ready for harmonized data promotion; should remain zero.
alb2002_minimum_recipe_promotion_outcome_ready_rows,0,ALB_2002 rows ready for outcome promotion; should remain zero.
alb2002_minimum_recipe_promotion_sdg382_ready_rows,0,ALB_2002 rows ready for SDG 3.8.2 promotion; should remain zero.
alb2002_minimum_recipe_promotion_climate_linkage_ready_rows,0,ALB_2002 rows ready for climate linkage after minimum recipe gates; should remain zero.
alb2002_district_climate_crosswalk_rows,36,ALB_2002 district climate crosswalk template rows.
alb2002_boundary_name_match_rows,36,ALB_2002 survey district rows compared to public boundary names.
alb2002_boundary_name_match_unmatched_survey_rows,1,ALB_2002 survey district rows without a current public boundary-name match.
alb2002_boundary_name_match_duplicate_boundary_name_keys,2,Duplicate boundary-name keys in the public current ADM2 GeoJSON.
alb2002_boundary_name_match_historical_year_ready_rows,0,ALB_2002 boundary-name rows ready for 2002 historical crosswalk validation; should remain zero.
alb2002_boundary_name_match_climate_linkage_ready_rows,0,ALB_2002 boundary-name rows ready for climate-linkage promotion; should remain zero.
alb2002_boundary_resource_search_candidate_rows,3,ALB_2002 public boundary/gazetteer resources parsed or probed.
alb2002_boundary_resource_search_complete_name_coverage_rows,1,Boundary resources with complete ALB_2002 district-name coverage after documented repairs.
alb2002_boundary_resource_search_exact_unit_count_rows,1,Boundary resources with feature and distinct-key counts matching the 36 ALB_2002 district groups.
alb2002_boundary_resource_search_2002_historical_ready_rows,0,Boundary resources verified as 2002 historical inputs; should remain zero.
alb2002_boundary_resource_search_climate_linkage_ready_rows,0,Boundary resources ready for climate-linkage promotion; should remain zero.
alb2002_boundary_geometry_feature_rows,36,Features parsed in the best ALB_2002 boundary lead.
alb2002_boundary_geometry_coordinate_structure_ok_rows,36,Boundary features with parseable coordinate structure; not topology validation.
alb2002_boundary_geometry_metadata_boundary_year,2013,Boundary year reported by the candidate source metadata.
alb2002_boundary_geometry_boundary_year_matches_2002_rows,0,Candidate source rows whose metadata directly verifies a 2002 boundary vintage; should remain zero.
alb2002_boundary_geometry_historical_2002_boundary_ready_rows,0,Geometry/provenance rows ready as verified 2002 historical boundary inputs; should remain zero.
alb2002_boundary_geometry_climate_linkage_ready_rows,0,Geometry/provenance rows ready for climate-linkage promotion; should remain zero.
alb2002_boundary_manual_verification_action_rows,7,Source/action rows in the ALB_2002 manual boundary verification packet.
alb2002_boundary_manual_verification_gate_rows,9,Pass/fail gate rows in the ALB_2002 manual boundary verification packet.
alb2002_boundary_manual_verification_blocked_gates,6,Manual boundary verification gates still blocked.
alb2002_boundary_manual_verification_pre2011_digital_map_absence_rows,1,Negative-evidence rows documenting pre-2011 national digital map absence.
alb2002_boundary_manual_verification_climate_linkage_ready_rows,0,Manual verification rows ready for climate-linkage promotion; should remain zero.
alb2002_boundary_manual_source_followup_rows,7,Manual-source follow-up rows for ALB_2002 boundary leads.
alb2002_boundary_manual_source_followup_conclusive_blocker_rows,7,ALB_2002 source leads with documented source-specific blockers after follow-up.
alb2002_boundary_manual_source_followup_district_level_ready_rows,0,ALB_2002 source leads verified as district-level-ready after follow-up; should remain zero.
alb2002_boundary_manual_source_followup_climate_linkage_ready_rows,0,ALB_2002 source leads ready for climate-linkage promotion after follow-up; should remain zero.
alb2002_boundary_manual_source_followup_unece_pre2011_map_status,blocked_pre2011_digital_boundary_source_absence_documented,UNECE/INSTAT pre-2011 national digital map availability blocker status.
alb2002_gadm_boundary_lead_candidate_rows,2,GADM Albania ADM2 source candidates audited for ALB_2002 district-boundary linkage.
alb2002_gadm36_adm2_row_count,37,GADM 3.6 Albania ADM2 feature rows.
