country,wave,idno,raw_dist_code,raw_dist_label,adm2_name,interview_month,household_rows,lag_months,window_start_month,window_end_month,months_expected,months_available,precip_total_mm,precip_mean_monthly_mm,window_complete
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2004-08,20,1,2004-07,2004-07,1,1,1.818296,1.818296,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2004-08,20,3,2004-05,2004-07,3,3,20.188159,6.729386,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2004-08,20,6,2004-02,2004-07,6,6,570.127719,95.021286,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2004-08,20,12,2003-08,2004-07,12,12,1021.830326,85.152527,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2004-09,20,1,2004-08,2004-08,1,1,0.996450,0.996450,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2004-09,20,3,2004-06,2004-08,3,3,5.010817,1.670272,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2004-09,20,6,2004-03,2004-08,6,6,412.831932,68.805322,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2004-09,20,12,2003-09,2004-08,12,12,1021.835698,85.152975,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2004-10,20,1,2004-09,2004-09,1,1,2.434760,2.434760,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2004-10,20,3,2004-07,2004-09,3,3,5.249505,1.749835,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2004-10,20,6,2004-04,2004-09,6,6,218.279021,36.379837,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2004-10,20,12,2003-10,2004-09,12,12,1021.357915,85.113160,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2004-11,20,1,2004-10,2004-10,1,1,8.360453,8.360453,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2004-11,20,3,2004-08,2004-10,3,3,11.791662,3.930554,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2004-11,20,6,2004-05,2004-10,6,6,31.979821,5.329970,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2004-11,20,12,2003-11,2004-10,12,12,1019.012207,84.917684,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2004-12,20,1,2004-11,2004-11,1,1,113.262581,113.262581,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2004-12,20,3,2004-09,2004-11,3,3,124.057793,41.352598,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2004-12,20,6,2004-06,2004-11,6,6,129.068610,21.511435,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2004-12,20,12,2003-12,2004-11,12,12,1099.737839,91.644820,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2005-01,20,1,2004-12,2004-12,1,1,363.179565,363.179565,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2005-01,20,3,2004-10,2004-12,3,3,484.802599,161.600866,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2005-01,20,6,2004-07,2004-12,6,6,490.052104,81.675351,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2005-01,20,12,2004-01,2004-12,12,12,1274.412095,106.201008,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2005-02,20,1,2005-01,2005-01,1,1,244.391830,244.391830,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2005-02,20,3,2004-11,2005-01,3,3,720.833977,240.277992,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2005-02,20,6,2004-08,2005-01,6,6,732.625639,122.104273,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,101,Chitipa,Chitipa,2005-02,20,12,2004-02,2005-01,12,12,1302.753357,108.562780,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-03,20,1,2004-02,2004-02,1,1,145.032974,145.032974,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-03,20,3,2003-12,2004-02,3,3,520.297440,173.432480,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-03,20,6,2003-09,2004-02,6,6,552.407956,92.067993,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-03,20,12,2003-03,2004-02,12,12,910.368169,75.864014,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-04,20,1,2004-03,2004-03,1,1,179.122513,179.122513,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-04,20,3,2004-01,2004-03,3,3,518.229874,172.743291,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-04,20,6,2003-10,2004-03,6,6,728.022161,121.337027,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-04,20,12,2003-04,2004-03,12,12,916.377019,76.364752,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-05,16,1,2004-04,2004-04,1,1,241.197891,241.197891,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-05,16,3,2004-02,2004-04,3,3,565.353378,188.451126,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-05,16,6,2003-11,2004-04,6,6,960.655458,160.109243,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-05,16,12,2003-05,2004-04,12,12,1006.225179,83.852098,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-06,24,1,2004-05,2004-05,1,1,21.878731,21.878731,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-06,24,3,2004-03,2004-05,3,3,442.199135,147.399712,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-06,24,6,2003-12,2004-05,6,6,962.496574,160.416096,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-06,24,12,2003-06,2004-05,12,12,999.594085,83.299507,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-07,17,1,2004-06,2004-06,1,1,1.305094,1.305094,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-07,17,3,2004-04,2004-06,3,3,264.381716,88.127239,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-07,17,6,2004-01,2004-06,6,6,782.611590,130.435265,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-07,17,12,2003-07,2004-06,12,12,999.553992,83.296166,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-08,23,1,2004-07,2004-07,1,1,1.489976,1.489976,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-08,23,3,2004-05,2004-07,3,3,24.673801,8.224600,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-08,23,6,2004-02,2004-07,6,6,590.027179,98.337863,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-08,23,12,2003-08,2004-07,12,12,999.220698,83.268392,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-09,20,1,2004-08,2004-08,1,1,1.835737,1.835737,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-09,20,3,2004-06,2004-08,3,3,4.630807,1.543602,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-09,20,6,2004-03,2004-08,6,6,446.829942,74.471657,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-09,20,12,2003-09,2004-08,12,12,999.237898,83.269825,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-10,20,1,2004-09,2004-09,1,1,2.735502,2.735502,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-10,20,3,2004-07,2004-09,3,3,6.061215,2.020405,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-10,20,6,2004-04,2004-09,6,6,270.442932,45.073822,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-10,20,12,2003-10,2004-09,12,12,998.465092,83.205424,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-11,13,1,2004-10,2004-10,1,1,7.564587,7.564587,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-11,13,3,2004-08,2004-10,3,3,12.135827,4.045276,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-11,13,6,2004-05,2004-10,6,6,36.809627,6.134938,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-11,13,12,2003-11,2004-10,12,12,997.465086,83.122090,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-12,19,1,2004-11,2004-11,1,1,79.103271,79.103271,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-12,19,3,2004-09,2004-11,3,3,89.403361,29.801120,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-12,19,6,2004-06,2004-11,6,6,94.034168,15.672361,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2004-12,19,12,2003-12,2004-11,12,12,1056.530743,88.044229,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2005-01,12,1,2004-12,2004-12,1,1,305.506317,305.506317,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2005-01,12,3,2004-10,2004-12,3,3,392.174176,130.724725,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2005-01,12,6,2004-07,2004-12,6,6,398.235391,66.372565,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2005-01,12,12,2004-01,2004-12,12,12,1180.846981,98.403915,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2005-02,33,1,2005-01,2005-01,1,1,210.815704,210.815704,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2005-02,33,3,2004-11,2005-01,3,3,595.425293,198.475098,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2005-02,33,6,2004-08,2005-01,6,6,607.561120,101.260187,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2005-02,33,12,2004-02,2005-01,12,12,1197.588299,99.799025,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2005-03,3,1,2005-02,2005-02,1,1,137.618973,137.618973,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2005-03,3,3,2004-12,2005-02,3,3,653.940994,217.980331,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2005-03,3,6,2004-09,2005-02,6,6,743.344355,123.890726,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,102,Karonga,Karonga,2005-03,3,12,2004-03,2005-02,12,12,1190.174297,99.181191,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-03,20,1,2004-02,2004-02,1,1,150.169205,150.169205,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-03,20,3,2003-12,2004-02,3,3,669.151703,223.050568,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-03,20,6,2003-09,2004-02,6,6,740.610945,123.435157,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-03,20,12,2003-03,2004-02,12,12,1308.332623,109.027719,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-04,20,1,2004-03,2004-03,1,1,259.593109,259.593109,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-04,20,3,2004-01,2004-03,3,3,659.114288,219.704763,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-04,20,6,2003-10,2004-03,6,6,996.789490,166.131582,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-04,20,12,2003-04,2004-03,12,12,1250.787580,104.232298,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-05,15,1,2004-04,2004-04,1,1,404.831726,404.831726,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-05,15,3,2004-02,2004-04,3,3,814.594040,271.531347,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-05,15,6,2003-11,2004-04,6,6,1393.050861,232.175144,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-05,15,12,2003-05,2004-04,12,12,1452.928708,121.077392,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-06,25,1,2004-05,2004-05,1,1,35.295307,35.295307,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-06,25,3,2004-03,2004-05,3,3,699.720142,233.240047,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-06,25,6,2003-12,2004-05,6,6,1368.871845,228.145308,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-06,25,12,2003-06,2004-05,12,12,1454.321256,121.193438,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-07,7,1,2004-06,2004-06,1,1,3.478236,3.478236,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-07,7,3,2004-04,2004-06,3,3,443.605270,147.868423,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-07,7,6,2004-01,2004-06,6,6,1102.719558,183.786593,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-07,7,12,2003-07,2004-06,12,12,1453.955809,121.162984,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-08,33,1,2004-07,2004-07,1,1,5.559239,5.559239,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-08,33,3,2004-05,2004-07,3,3,44.332783,14.777594,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-08,33,6,2004-02,2004-07,6,6,858.926822,143.154470,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-08,33,12,2003-08,2004-07,12,12,1453.844646,121.153721,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-09,20,1,2004-08,2004-08,1,1,4.912058,4.912058,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-09,20,3,2004-06,2004-08,3,3,13.949534,4.649845,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-09,20,6,2004-03,2004-08,6,6,713.669676,118.944946,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-09,20,12,2003-09,2004-08,12,12,1454.280621,121.190052,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-10,20,1,2004-09,2004-09,1,1,2.810657,2.810657,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-10,20,3,2004-07,2004-09,3,3,13.281954,4.427318,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-10,20,6,2004-04,2004-09,6,6,456.887223,76.147871,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-10,20,12,2003-10,2004-09,12,12,1453.676713,121.139726,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-11,18,1,2004-10,2004-10,1,1,20.392239,20.392239,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-11,18,3,2004-08,2004-10,3,3,28.114954,9.371651,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-11,18,6,2004-05,2004-10,6,6,72.447736,12.074623,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-11,18,12,2003-11,2004-10,12,12,1465.498597,122.124883,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-12,2,1,2004-11,2004-11,1,1,114.205452,114.205452,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-12,2,3,2004-09,2004-11,3,3,137.408347,45.802782,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-12,2,6,2004-06,2004-11,6,6,151.357881,25.226313,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2004-12,2,12,2003-12,2004-11,12,12,1520.229726,126.685811,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2005-01,24,1,2004-12,2004-12,1,1,328.865021,328.865021,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2005-01,24,3,2004-10,2004-12,3,3,463.462711,154.487570,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2005-01,24,6,2004-07,2004-12,6,6,476.744665,79.457444,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2005-01,24,12,2004-01,2004-12,12,12,1579.464223,131.622019,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2005-02,22,1,2005-01,2005-01,1,1,223.004547,223.004547,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2005-02,22,3,2004-11,2005-01,3,3,666.075020,222.025007,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2005-02,22,6,2004-08,2005-01,6,6,694.189973,115.698329,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2005-02,22,12,2004-02,2005-01,12,12,1553.116796,129.426400,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2005-03,14,1,2005-02,2005-02,1,1,194.478745,194.478745,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2005-03,14,3,2004-12,2005-02,3,3,746.348312,248.782771,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2005-03,14,6,2004-09,2005-02,6,6,883.756660,147.292777,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,103,Nkhata Bay,Nkhata Bay,2005-03,14,12,2004-03,2005-02,12,12,1597.426336,133.118861,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-03,20,1,2004-02,2004-02,1,1,140.866898,140.866898,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-03,20,3,2003-12,2004-02,3,3,585.201569,195.067190,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-03,20,6,2003-09,2004-02,6,6,644.661484,107.443581,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-03,20,12,2003-03,2004-02,12,12,969.536097,80.794675,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-04,20,1,2004-03,2004-03,1,1,176.676178,176.676178,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-04,20,3,2004-01,2004-03,3,3,556.218979,185.406326,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-04,20,6,2003-10,2004-03,6,6,818.748517,136.458086,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-04,20,12,2003-04,2004-03,12,12,972.944407,81.078701,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-05,20,1,2004-04,2004-04,1,1,189.563690,189.563690,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-05,20,3,2004-02,2004-04,3,3,507.106766,169.035589,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-05,20,6,2003-11,2004-04,6,6,998.407780,166.401297,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-05,20,12,2003-05,2004-04,12,12,1054.375514,87.864626,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-06,21,1,2004-05,2004-05,1,1,28.540987,28.540987,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-06,21,3,2004-03,2004-05,3,3,394.780855,131.593618,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-06,21,6,2003-12,2004-05,6,6,979.982424,163.330404,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-06,21,12,2003-06,2004-05,12,12,1053.342829,87.778569,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-07,17,1,2004-06,2004-06,1,1,4.758412,4.758412,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-07,17,3,2004-04,2004-06,3,3,222.863090,74.287697,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-07,17,6,2004-01,2004-06,6,6,779.082068,129.847011,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-07,17,12,2003-07,2004-06,12,12,1052.794433,87.732869,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-08,16,1,2004-07,2004-07,1,1,4.514125,4.514125,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-08,16,3,2004-05,2004-07,3,3,37.813525,12.604508,1
