artifact_group,relative_path,exists,bytes,rows,sha256,role,current_status
dataset_promotion,temp/priority_credentialed_raw_core_file_checklist.csv,1,106967,156,290ce451c954922955e5d0eff6fbdf359e53addaf47923e46f70b89942ef60da,priority credentialed raw core file checklist,present_nonempty
dataset_promotion,result/priority_credentialed_raw_acquisition_summary.csv,1,1593,12,e79a2d98fc3ef2fa8e3668bbd43b29d502e06be2d55cf727848f9f6fdff38617,priority credentialed raw acquisition summary,present_nonempty
dataset_promotion,report/priority_official_endpoint_matrix.md,1,9051,101,2b538435045548fa63733d8b283644dcc5caec25fa216e5582378a625f26ce1f,priority official endpoint matrix report,present_nonempty
dataset_promotion,temp/priority_official_endpoint_matrix.csv,1,88843,104,f0f3bded1b2742df8f1e64ab39eab110a29d48190281dcaa2d9332c0d25562d2,priority official endpoint matrix rows,present_nonempty
dataset_promotion,temp/priority_official_endpoint_dataset_matrix.csv,1,3105,13,b35092f1c88e1ace5c6ee0a20353d64a35817adf2434a53075d36061a566c5a5,priority official endpoint dataset matrix,present_nonempty
dataset_promotion,result/priority_official_endpoint_matrix_summary.csv,1,1687,14,7563b4028fe46fd3d8a10ef89625ab02df13ce0ebd4b364577d4c868ccd9b8d9,priority official endpoint matrix summary,present_nonempty
dataset_promotion,report/priority_core_file_endpoint_matrix.md,1,12002,114,156c9e21e0527c5e0bfa796c43699dcea6f3c710c03fb103f2e04635b96e010d,priority core file endpoint matrix report,present_nonempty
dataset_promotion,temp/priority_core_file_endpoint_matrix.csv,1,553895,780,80404a948bb0de72cfb9e2e410879b9944780ef3eed611b99bfc757c3f1f997d,priority core file endpoint matrix rows,present_nonempty
dataset_promotion,temp/priority_core_file_endpoint_dataset_matrix.csv,1,3343,13,b51987e911d8a188181619c3c433c21edd84e781bc795a1bbc5e20a5a328ae1f,priority core file endpoint dataset matrix,present_nonempty
dataset_promotion,result/priority_core_file_endpoint_matrix_summary.csv,1,2025,16,e828a1c0cbeb988d710996c9a2a20ffae1162803f9138ae76deb46456bd72556,priority core file endpoint matrix summary,present_nonempty
dataset_promotion,report/priority_threshold_acquisition_campaign.md,1,7048,73,2b3f9ace5ea73f4b457a8557b02e9fdf87f979369c77a29903a6df25a6fa76e1,priority threshold acquisition campaign report,present_nonempty
dataset_promotion,temp/priority_threshold_acquisition_campaign.csv,1,25294,13,22e63d530dbce53d0c64523fbb0c10ffe04a83c32a61a55534b65c8345d317e9,priority threshold acquisition campaign queue,present_nonempty
dataset_promotion,temp/priority_threshold_country_coverage.csv,1,2029,8,b73caa6b3692589b21666657d03a264c79c12f12668e6cc5d76cc28e697616f9,priority threshold country coverage,present_nonempty
dataset_promotion,result/priority_threshold_acquisition_campaign_summary.csv,1,1997,16,fd716d44f503007a53001353005df94f6f6481c4fb1348177fde410bf21b4659,priority threshold acquisition campaign summary,present_nonempty
dataset_promotion,report/priority_first_pass_variable_review_queue.md,1,14092,153,6429dff80e5f95b5b8fe3d4791d8c88f371154282d0a391951fcd5d0df360106,priority first-pass variable review queue report,present_nonempty
dataset_promotion,temp/priority_first_pass_variable_review_queue.csv,1,385562,465,1d60f0785f639a3c842bd926508ad53bc1b15485c6dd4d19cabcb9266d6c3ffa,priority first-pass selected variable review queue,present_nonempty
dataset_promotion,temp/priority_first_pass_requirement_coverage.csv,1,50832,104,66834b9cb51c160d7219eb5df5db726749df46559ec1c2bd26ab1fbd402d1b7d,priority first-pass requirement coverage,present_nonempty
dataset_promotion,result/priority_first_pass_variable_review_summary.csv,1,1451,13,5954b8fc63f896349adee5f065799d52ddf211c4b619cbef6a4c030ccd5b1016,priority first-pass variable review summary,present_nonempty
dataset_promotion,report/priority_download_execution_packet.md,1,13819,131,a70a68b5cebd20cb83ca284eaddbe6cee3411474a739dbf36757148ccff901e4,priority manual download execution packet report,present_nonempty
dataset_promotion,temp/priority_download_execution_packet.csv,1,31951,13,f79944e413676cec0a4d5eb6a9b6b911c03d0d7eeff028b1a28694e1f6bd17cd,priority manual download execution packet,present_nonempty
dataset_promotion,temp/priority_download_file_acceptance_matrix.csv,1,113137,156,3cc944a7c422c5fc82af221a2287fc6a87e67128f33353640ae16f97f68f7100,priority core-file acceptance matrix,present_nonempty
dataset_promotion,result/priority_download_execution_packet_summary.csv,1,1379,12,a9b9a39713a837d528b17ba9604f1829545b68635255d7fd2160ad70158287b5,priority manual download execution packet summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_alignment_audit.md,1,9691,100,655e654c80190551c36a895eb57f7707495fc71be47293603b6a3ca8c297de80,priority LSMS/ISA family-alignment audit report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_alignment_audit.csv,1,8242,13,75e1d25f6ad8b3db469ce80c46a73ca6d51e133efdc7e5069c459f2e1c9d1cae,priority LSMS/ISA current-campaign alignment audit,present_nonempty
dataset_promotion,temp/priority_lsms_isa_replacement_candidates.csv,1,11960,17,79bdafad1d401dd7138979c11b5903e9f86a403fe4c7f8280426c5d7d873e017,priority Malawi/Uganda LSMS/ISA replacement candidates,present_nonempty
dataset_promotion,result/priority_lsms_isa_alignment_summary.csv,1,2407,19,70ba693c56e9c75d166856a3c97837da433aa99811cd4d1d52deeda988ca9afd,priority LSMS/ISA alignment summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_refocused_acquisition_queue.md,1,14993,128,5d76b2e9c5bc8abd8be10b8c0d8e00d9f4294d96a3b17e5685620a1eeda32d3c,priority LSMS/ISA refocused acquisition queue report,present_nonempty
dataset_promotion,result/priority_lsms_isa_refocused_wave_plan.csv,1,8278,13,719abd8fd02962d714919a8364f9dcfb0ebe460e44dc84c2bd920f4970abebdf,priority LSMS/ISA refocused selected wave plan,present_nonempty
dataset_promotion,temp/priority_lsms_isa_refocused_acquisition_queue.csv,1,29554,19,a910e5eb94c5dc49f03d33950eba43ad5698c9550077e8bdae87e5310205cd5c,priority LSMS/ISA refocused manual acquisition queue,present_nonempty
dataset_promotion,temp/priority_lsms_isa_refocused_requirement_matrix.csv,1,64267,152,a9f293744c01471313d8a8d20eb4076146cb70ca27104872fd64be4dfce9ab1d,priority LSMS/ISA refocused requirement matrix,present_nonempty
dataset_promotion,result/priority_lsms_isa_refocused_acquisition_summary.csv,1,2401,19,abd1ee85f966cf248ee726680cb262449e19edcaf93025991142ca86e208a80b,priority LSMS/ISA refocused acquisition summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_public_documentation_receipt.md,1,13074,150,4527f1b2c3386461faf459fc8966c949e369067e24061efa51f2325a6d918757,priority LSMS/ISA public documentation receipt report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_public_documentation_receipt.csv,1,121167,133,901eea1b0a88d08269fbc8d145b6232f489e08d9ab485e9499f9bd63a5137701,priority LSMS/ISA public documentation resource receipt,present_nonempty
dataset_promotion,temp/priority_lsms_isa_public_documentation_dataset_receipt.csv,1,9309,19,ee494bd247d3d3c7aa10a377cf49e20f9a23f24c1334aab534226b7f5ac76871,priority LSMS/ISA public documentation dataset receipt,present_nonempty
dataset_promotion,temp/priority_lsms_isa_public_documentation_catalog_digest.csv,1,10245,19,1b4863c8c867b3bd936e6742b611df52962b55f5eced33372807bc7696f58e88,priority LSMS/ISA compact official catalog digest,present_nonempty
dataset_promotion,temp/priority_lsms_isa_public_documentation_file_inventory.csv,1,597171,1597,a2fcc9aae24b4e1232e959d8274e55ca82301dacc69cb63ec2f5c75c33de9963,priority LSMS/ISA official DDI file inventory,present_nonempty
dataset_promotion,result/priority_lsms_isa_public_documentation_receipt_summary.csv,1,3092,25,81a4426d2b374d44ac60dd57ec675e72625b00e59c7f5bf1f401324467b09c90,priority LSMS/ISA public documentation receipt summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_variable_evidence_matrix.md,1,30511,262,38cd4c3dd346aa8661fb6244191673c7d9bd47e8579b8d1cc6e9998ba04275e9,priority LSMS/ISA official variable evidence matrix report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_variable_evidence_matrix.csv,1,802338,1531,bb8ec21423280760f05837da589448ca6aebd5f09b29d05fcb7fb48402e6698e,priority LSMS/ISA candidate variable evidence matrix,present_nonempty
dataset_promotion,temp/priority_lsms_isa_requirement_variable_coverage.csv,1,53935,152,896cbaa2db460b41f3c0bf37f8856a462e816bbbd7c5fe81f1e726e7415f6f81,priority LSMS/ISA requirement variable coverage,present_nonempty
dataset_promotion,temp/priority_lsms_isa_concept_file_shortlist.csv,1,181042,629,521566b0c876255d333a4b777e346ce9119253abe798cbf10c25f0176a503164,priority LSMS/ISA concept file shortlist,present_nonempty
dataset_promotion,result/priority_lsms_isa_variable_evidence_summary.csv,1,2353,18,67bdfd379f74748ce33b9c0ba023c02ba9ddeab45efde3f7b7bd7e13bc99a8f5,priority LSMS/ISA official variable evidence summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_raw_package_intake_packet.md,1,10241,96,bee3c1fc8a5b627a6f7793fb6ab525191a24056d60823f1cb6c93c9349010840,priority LSMS/ISA raw package intake packet report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_raw_package_intake_ledger.csv,1,25909,19,7dc11169813d0ebd695fcdc06a7dd53a12acec4ca06ad1b268a3c8f1d05fbfcf,priority LSMS/ISA raw package intake ledger,present_nonempty
dataset_promotion,temp/priority_lsms_isa_raw_package_file_manifest.csv,1,91310,431,55769aa59d52e90853fa7fa8dcecce1b66a42afac32b3bb4def1c386e08f5bea,priority LSMS/ISA raw package file manifest,present_nonempty
dataset_promotion,temp/priority_lsms_isa_raw_package_acceptance_matrix.csv,1,93240,152,dcc399ef43aa96a4b1f7dfbfae6bf561e5d7b4b44729bdb1d1888b5b79271422,priority LSMS/ISA raw package acceptance matrix,present_nonempty
dataset_promotion,result/priority_lsms_isa_raw_package_intake_summary.csv,1,2199,19,0990ba0a804d8c58bb7db4b5b8fb8891f5b47fbd08cbb31640c3a5ce3e895e47,priority LSMS/ISA raw package intake summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_archive_member_preflight.md,1,14717,125,0b864364659056642384a8886c21edbd28296267223e9517946a24b2f2ad92e0,priority LSMS/ISA archive/direct-file preflight report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_archive_member_preflight.csv,1,23839,19,e56a2ed25c454557ee994c8e93d8ca3877307cd22256fd13436a2f0ccec0b734,priority LSMS/ISA dataset archive/direct-file preflight,present_nonempty
dataset_promotion,temp/priority_lsms_isa_archive_member_manifest.csv,1,14327,52,6975c03c0af11db36f8d69d528f5c8729b8c3657e326d0e6faa246a99828c6e6,priority LSMS/ISA archive member manifest,present_nonempty
dataset_promotion,temp/priority_lsms_isa_direct_file_preflight.csv,1,394,1,a0d8836bc8867fece6090d4ffc272f01fcf1ff7dcd074170cd3a97352cf08bee,priority LSMS/ISA direct original file preflight,present_nonempty
dataset_promotion,temp/priority_lsms_isa_archive_requirement_preflight.csv,1,50867,152,3e19f7025841d5e79c6a2b425b9d3a51699a5a1210e58ce25d981cc63bd6eca0,priority LSMS/ISA requirement archive preflight,present_nonempty
dataset_promotion,result/priority_lsms_isa_archive_member_preflight_summary.csv,1,2692,22,635e3ae9e7b0d6185dff68ae0a22a81f1b57879d1cd60ece1dee36827388e968,priority LSMS/ISA archive/direct-file preflight summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_raw_value_verification_workbook.md,1,36500,303,c13c5cd02e14988b206a040efd411a2ea958a69781391c2724b4fd7ad8f73883,priority LSMS/ISA raw value verification workbook report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_raw_value_requirement_workbook.csv,1,98352,152,49460b1d5c56bfa11e788df21095c03f26ed2a3cf29145667edb5f01992c4848,priority LSMS/ISA requirement raw value verification workbook,present_nonempty
dataset_promotion,temp/priority_lsms_isa_raw_value_variable_workbook.csv,1,539155,1531,b5bab99f0f964aed4226086aff2e5eb9c6e7ec28a7dc82729965147c2016bb56,priority LSMS/ISA variable raw value verification workbook,present_nonempty
dataset_promotion,temp/priority_lsms_isa_raw_value_file_workbook.csv,1,328504,629,a4db940789210835e0bf6faf030a012f6ea44d6e5fcebe01e22839b8f6f95b35,priority LSMS/ISA file raw value verification workbook,present_nonempty
dataset_promotion,result/priority_lsms_isa_raw_value_verification_workbook_summary.csv,1,2441,20,61b02f88d9339eb626cc0e8782682f89128e62aa514f1529ba54a58b9c2eb768,priority LSMS/ISA raw value verification workbook summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_received_raw_schema_audit.md,1,3680,49,00345fa04ae2de1504e65a4cbf8535fda685ff87585d33e4cf85bc986ed16e10,priority LSMS/ISA received raw schema audit report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_received_raw_schema_file_inventory.csv,1,11246,52,2aae039ba42fa5ebdf8dfa6bdbb7b744cd20875e7f9ad4a065a55d484186f35e,priority LSMS/ISA received raw schema file inventory,present_nonempty
dataset_promotion,temp/priority_lsms_isa_received_raw_variable_schema.csv,1,279641,1901,66cade5b892cc2ae757dd8d8b9f1bb29080debaa2c03135599049c24ae39d437,priority LSMS/ISA received raw variable schema,present_nonempty
dataset_promotion,temp/priority_lsms_isa_received_raw_requirement_evidence.csv,1,27627,84,df2abb7a8dd37ed6ce23a4c0c754617931fbbdcf591a77a78c493388f4dbb6a2,priority LSMS/ISA received raw requirement evidence,present_nonempty
dataset_promotion,result/priority_lsms_isa_received_raw_schema_audit_summary.csv,1,2337,18,b1c878c7603183307dd320d0c2e1c1d52cf35277252d9c2bf7bc44523b695db8,priority LSMS/ISA received raw schema audit summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_received_raw_value_profile.md,1,27042,205,11f5b35b16bb7afcc485879932e388a3fd955ab7171ff34da1f44ec1b5f33ab8,priority LSMS/ISA received raw value profile report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_received_raw_value_profile.csv,1,34219,84,c3584c93d3f7d40094a7d33d4261c05d8b1780b5f7aff4f2fb0530f8233a1eaa,priority LSMS/ISA received raw candidate variable value profile,present_nonempty
dataset_promotion,temp/priority_lsms_isa_received_raw_key_design_geography_profile.csv,1,140211,459,2bac38f1e11941f61feadd65c3357a0ad1b266c7ef9a30dcdc7e9db795496122,priority LSMS/ISA received raw key design geography profile,present_nonempty
dataset_promotion,temp/priority_lsms_isa_received_raw_value_requirement_profile.csv,1,3078,7,8dde3894b220796b68bc7442a3abc9416e7492fdcbc3376ac3dc04e5428ff6eb,priority LSMS/ISA received raw requirement value profile,present_nonempty
dataset_promotion,result/priority_lsms_isa_received_raw_value_profile_summary.csv,1,3472,26,8a8e9d1eb4c08c1e245be4db0bf0d50ed4b99afe0c4289ed10b7749abaca5275,priority LSMS/ISA received raw value profile summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_received_raw_semantics_review.md,1,33437,138,7cb2627c3a74b9be32048bf15c1c0934851d2a1d87c9fac96df8ca8484609ca6,priority LSMS/ISA received raw semantics review report,present_nonempty
