cell_id,diagnostic_scope,population,group_variable,group_value,window_months,climate_flag,outcome,rows,households,nonmissing,events,event_rate,candidate_weighted_rate_not_inference,positive_weight_rows,weight_sum,interpretation
cell_028,household_outcome_rate_by_subgroup,deduplicated_households,health_insurance_candidate,1,,,coping_health_cost_candidate,2164,2164,2164,825,0.381238,0.401057,2164,441805,Candidate subgroup screen only; survey design and outcome promotion gates remain blocked.
cell_029,household_window_climate_flag_rate,household_window_rows,window_months,1,1,diagnostic_low_rain_z_le_m1,,3599,3599,3599,287,0.0797444,0.0833368,3599,726851,Diagnostic climate flag prevalence within the linked candidate; not an accepted exposure.
cell_030,household_window_climate_flag_rate,household_window_rows,window_months,1,1,diagnostic_extreme_wet_z_ge_15,,3599,3599,3599,370,0.102806,0.0385881,3599,726851,Diagnostic climate flag prevalence within the linked candidate; not an accepted exposure.
cell_031,household_window_climate_flag_rate,household_window_rows,window_months,1,1,diagnostic_extreme_heat_z_ge_15,,3599,3599,3599,324,0.090025,0.105617,3599,726851,Diagnostic climate flag prevalence within the linked candidate; not an accepted exposure.
cell_032,household_window_climate_flag_rate,household_window_rows,window_months,1,1,diagnostic_combined_climate_stress,,3599,3599,3599,694,0.192831,0.144205,3599,726851,Diagnostic climate flag prevalence within the linked candidate; not an accepted exposure.
cell_033,household_window_climate_flag_rate,household_window_rows,window_months,3,3,diagnostic_low_rain_z_le_m1,,3599,3599,3599,372,0.103362,0.114775,3599,726851,Diagnostic climate flag prevalence within the linked candidate; not an accepted exposure.
cell_034,household_window_climate_flag_rate,household_window_rows,window_months,3,3,diagnostic_extreme_wet_z_ge_15,,3599,3599,3599,357,0.0991942,0.0445426,3599,726851,Diagnostic climate flag prevalence within the linked candidate; not an accepted exposure.
cell_035,household_window_climate_flag_rate,household_window_rows,window_months,3,3,diagnostic_extreme_heat_z_ge_15,,3599,3599,3599,447,0.124201,0.14025,3599,726851,Diagnostic climate flag prevalence within the linked candidate; not an accepted exposure.
cell_036,household_window_climate_flag_rate,household_window_rows,window_months,3,3,diagnostic_combined_climate_stress,,3599,3599,3599,804,0.223395,0.184792,3599,726851,Diagnostic climate flag prevalence within the linked candidate; not an accepted exposure.
cell_037,household_window_climate_flag_rate,household_window_rows,window_months,6,6,diagnostic_low_rain_z_le_m1,,3599,3599,3599,303,0.0841901,0.0885575,3599,726851,Diagnostic climate flag prevalence within the linked candidate; not an accepted exposure.
cell_038,household_window_climate_flag_rate,household_window_rows,window_months,6,6,diagnostic_extreme_wet_z_ge_15,,3599,3599,3599,312,0.0866907,0.117954,3599,726851,Diagnostic climate flag prevalence within the linked candidate; not an accepted exposure.
cell_039,household_window_climate_flag_rate,household_window_rows,window_months,6,6,diagnostic_extreme_heat_z_ge_15,,3599,3599,3599,683,0.189775,0.221423,3599,726851,Diagnostic climate flag prevalence within the linked candidate; not an accepted exposure.
cell_040,household_window_climate_flag_rate,household_window_rows,window_months,6,6,diagnostic_combined_climate_stress,,3599,3599,3599,995,0.276466,0.339378,3599,726851,Diagnostic climate flag prevalence within the linked candidate; not an accepted exposure.
cell_041,household_window_climate_flag_rate,household_window_rows,window_months,12,12,diagnostic_low_rain_z_le_m1,,3599,3599,3599,46,0.0127813,0.015717,3599,726851,Diagnostic climate flag prevalence within the linked candidate; not an accepted exposure.
cell_042,household_window_climate_flag_rate,household_window_rows,window_months,12,12,diagnostic_extreme_wet_z_ge_15,,3599,3599,3599,359,0.0997499,0.126384,3599,726851,Diagnostic climate flag prevalence within the linked candidate; not an accepted exposure.
cell_043,household_window_climate_flag_rate,household_window_rows,window_months,12,12,diagnostic_extreme_heat_z_ge_15,,3599,3599,3599,240,0.0666852,0.0710932,3599,726851,Diagnostic climate flag prevalence within the linked candidate; not an accepted exposure.
cell_044,household_window_climate_flag_rate,household_window_rows,window_months,12,12,diagnostic_combined_climate_stress,,3599,3599,3599,599,0.166435,0.197477,3599,726851,Diagnostic climate flag prevalence within the linked candidate; not an accepted exposure.
cell_045,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_low_rain_z_le_m1,0,1,diagnostic_low_rain_z_le_m1,uhc_double_failure_che10_or_access_candidate,3312,3312,3312,1863,0.5625,0.57765,3312,666278,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_046,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_low_rain_z_le_m1,0,1,diagnostic_low_rain_z_le_m1,uhc_double_failure_che25_or_access_candidate,3312,3312,3312,1761,0.531703,0.545895,3312,666278,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_047,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_low_rain_z_le_m1,1,1,diagnostic_low_rain_z_le_m1,uhc_double_failure_che10_or_access_candidate,287,287,287,141,0.491289,0.492225,287,60573.4,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_048,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_low_rain_z_le_m1,1,1,diagnostic_low_rain_z_le_m1,uhc_double_failure_che25_or_access_candidate,287,287,287,128,0.445993,0.445814,287,60573.4,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_049,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_wet_z_ge_15,0,1,diagnostic_extreme_wet_z_ge_15,uhc_double_failure_che10_or_access_candidate,3229,3229,3229,1740,0.538867,0.564831,3229,698803,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_050,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_wet_z_ge_15,0,1,diagnostic_extreme_wet_z_ge_15,uhc_double_failure_che25_or_access_candidate,3229,3229,3229,1634,0.506039,0.531509,3229,698803,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_051,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_wet_z_ge_15,1,1,diagnostic_extreme_wet_z_ge_15,uhc_double_failure_che10_or_access_candidate,370,370,370,264,0.713514,0.712532,370,28047.8,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_052,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_wet_z_ge_15,1,1,diagnostic_extreme_wet_z_ge_15,uhc_double_failure_che25_or_access_candidate,370,370,370,255,0.689189,0.688177,370,28047.8,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_053,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_heat_z_ge_15,0,1,diagnostic_extreme_heat_z_ge_15,uhc_double_failure_che10_or_access_candidate,3275,3275,3275,1803,0.550534,0.564952,3275,650083,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_054,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_heat_z_ge_15,0,1,diagnostic_extreme_heat_z_ge_15,uhc_double_failure_che25_or_access_candidate,3275,3275,3275,1702,0.519695,0.533283,3275,650083,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_055,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_heat_z_ge_15,1,1,diagnostic_extreme_heat_z_ge_15,uhc_double_failure_che10_or_access_candidate,324,324,324,201,0.62037,0.617772,324,76767.6,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_056,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_heat_z_ge_15,1,1,diagnostic_extreme_heat_z_ge_15,uhc_double_failure_che25_or_access_candidate,324,324,324,187,0.57716,0.573725,324,76767.6,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_057,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_combined_climate_stress,0,1,diagnostic_combined_climate_stress,uhc_double_failure_che10_or_access_candidate,2905,2905,2905,1539,0.529776,0.558298,2905,622035,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_058,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_combined_climate_stress,0,1,diagnostic_combined_climate_stress,uhc_double_failure_che25_or_access_candidate,2905,2905,2905,1447,0.498107,0.526299,2905,622035,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_059,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_combined_climate_stress,1,1,diagnostic_combined_climate_stress,uhc_double_failure_che10_or_access_candidate,694,694,694,465,0.670029,0.643129,694,104815,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_060,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_combined_climate_stress,1,1,diagnostic_combined_climate_stress,uhc_double_failure_che25_or_access_candidate,694,694,694,442,0.636888,0.604351,694,104815,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_061,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_low_rain_z_le_m1,0,3,diagnostic_low_rain_z_le_m1,uhc_double_failure_che10_or_access_candidate,3227,3227,3227,1789,0.554385,0.570058,3227,643427,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_062,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_low_rain_z_le_m1,0,3,diagnostic_low_rain_z_le_m1,uhc_double_failure_che25_or_access_candidate,3227,3227,3227,1687,0.522777,0.537574,3227,643427,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_063,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_low_rain_z_le_m1,1,3,diagnostic_low_rain_z_le_m1,uhc_double_failure_che10_or_access_candidate,372,372,372,215,0.577957,0.574175,372,83424.2,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_064,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_low_rain_z_le_m1,1,3,diagnostic_low_rain_z_le_m1,uhc_double_failure_che25_or_access_candidate,372,372,372,202,0.543011,0.537408,372,83424.2,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_065,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_wet_z_ge_15,0,3,diagnostic_extreme_wet_z_ge_15,uhc_double_failure_che10_or_access_candidate,3242,3242,3242,1767,0.545034,0.56861,3242,694475,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_066,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_wet_z_ge_15,0,3,diagnostic_extreme_wet_z_ge_15,uhc_double_failure_che25_or_access_candidate,3242,3242,3242,1660,0.51203,0.53548,3242,694475,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_067,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_wet_z_ge_15,1,3,diagnostic_extreme_wet_z_ge_15,uhc_double_failure_che10_or_access_candidate,357,357,357,237,0.663866,0.611729,357,32375.9,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_068,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_wet_z_ge_15,1,3,diagnostic_extreme_wet_z_ge_15,uhc_double_failure_che25_or_access_candidate,357,357,357,229,0.641457,0.582047,357,32375.9,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_069,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_heat_z_ge_15,0,3,diagnostic_extreme_heat_z_ge_15,uhc_double_failure_che10_or_access_candidate,3152,3152,3152,1743,0.552982,0.567541,3152,624910,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_070,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_heat_z_ge_15,0,3,diagnostic_extreme_heat_z_ge_15,uhc_double_failure_che25_or_access_candidate,3152,3152,3152,1646,0.522208,0.535934,3152,624910,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_071,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_heat_z_ge_15,1,3,diagnostic_extreme_heat_z_ge_15,uhc_double_failure_che10_or_access_candidate,447,447,447,261,0.583893,0.588858,447,101940,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_072,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_heat_z_ge_15,1,3,diagnostic_extreme_heat_z_ge_15,uhc_double_failure_che25_or_access_candidate,447,447,447,243,0.543624,0.547486,447,101940,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_073,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_combined_climate_stress,0,3,diagnostic_combined_climate_stress,uhc_double_failure_che10_or_access_candidate,2795,2795,2795,1506,0.538819,0.565127,2795,592535,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_074,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_combined_climate_stress,0,3,diagnostic_combined_climate_stress,uhc_double_failure_che25_or_access_candidate,2795,2795,2795,1417,0.506977,0.533415,2795,592535,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_075,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_combined_climate_stress,1,3,diagnostic_combined_climate_stress,uhc_double_failure_che10_or_access_candidate,804,804,804,498,0.619403,0.594371,804,134316,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_076,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_combined_climate_stress,1,3,diagnostic_combined_climate_stress,uhc_double_failure_che25_or_access_candidate,804,804,804,472,0.587065,0.555817,804,134316,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_077,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_low_rain_z_le_m1,0,6,diagnostic_low_rain_z_le_m1,uhc_double_failure_che10_or_access_candidate,3296,3296,3296,1833,0.556129,0.571137,3296,662483,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_078,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_low_rain_z_le_m1,0,6,diagnostic_low_rain_z_le_m1,uhc_double_failure_che25_or_access_candidate,3296,3296,3296,1731,0.525182,0.539201,3296,662483,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_079,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_low_rain_z_le_m1,1,6,diagnostic_low_rain_z_le_m1,uhc_double_failure_che10_or_access_candidate,303,303,303,171,0.564356,0.564287,303,64368.1,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_080,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_low_rain_z_le_m1,1,6,diagnostic_low_rain_z_le_m1,uhc_double_failure_che25_or_access_candidate,303,303,303,158,0.521452,0.520612,303,64368.1,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_081,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_wet_z_ge_15,0,6,diagnostic_extreme_wet_z_ge_15,uhc_double_failure_che10_or_access_candidate,3287,3287,3287,1848,0.562215,0.580237,3287,641116,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_082,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_wet_z_ge_15,0,6,diagnostic_extreme_wet_z_ge_15,uhc_double_failure_che25_or_access_candidate,3287,3287,3287,1748,0.531792,0.549889,3287,641116,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_083,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_wet_z_ge_15,1,6,diagnostic_extreme_wet_z_ge_15,uhc_double_failure_che10_or_access_candidate,312,312,312,156,0.5,0.497949,312,85735.2,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_084,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_wet_z_ge_15,1,6,diagnostic_extreme_wet_z_ge_15,uhc_double_failure_che25_or_access_candidate,312,312,312,141,0.451923,0.445316,312,85735.2,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_085,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_heat_z_ge_15,0,6,diagnostic_extreme_heat_z_ge_15,uhc_double_failure_che10_or_access_candidate,2916,2916,2916,1618,0.55487,0.571998,2916,565909,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_086,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_heat_z_ge_15,0,6,diagnostic_extreme_heat_z_ge_15,uhc_double_failure_che25_or_access_candidate,2916,2916,2916,1533,0.52572,0.54202,2916,565909,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_087,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_heat_z_ge_15,1,6,diagnostic_extreme_heat_z_ge_15,uhc_double_failure_che10_or_access_candidate,683,683,683,386,0.565154,0.565371,683,160942,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_088,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_heat_z_ge_15,1,6,diagnostic_extreme_heat_z_ge_15,uhc_double_failure_che25_or_access_candidate,683,683,683,356,0.52123,0.521852,683,160942,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_089,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_combined_climate_stress,0,6,diagnostic_combined_climate_stress,uhc_double_failure_che10_or_access_candidate,2604,2604,2604,1462,0.561444,0.58522,2604,480174,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_090,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_combined_climate_stress,0,6,diagnostic_combined_climate_stress,uhc_double_failure_che25_or_access_candidate,2604,2604,2604,1392,0.534562,0.559287,2604,480174,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_091,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_combined_climate_stress,1,6,diagnostic_combined_climate_stress,uhc_double_failure_che10_or_access_candidate,995,995,995,542,0.544724,0.541938,995,246677,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_092,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_combined_climate_stress,1,6,diagnostic_combined_climate_stress,uhc_double_failure_che25_or_access_candidate,995,995,995,497,0.499497,0.495251,995,246677,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_093,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_low_rain_z_le_m1,0,12,diagnostic_low_rain_z_le_m1,uhc_double_failure_che10_or_access_candidate,3553,3553,3553,1973,0.555305,0.568722,3553,715427,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_094,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_low_rain_z_le_m1,0,12,diagnostic_low_rain_z_le_m1,uhc_double_failure_che25_or_access_candidate,3553,3553,3553,1858,0.522938,0.535219,3553,715427,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_095,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_low_rain_z_le_m1,1,12,diagnostic_low_rain_z_le_m1,uhc_double_failure_che10_or_access_candidate,46,46,46,31,0.673913,0.683791,46,11423.9,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_096,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_low_rain_z_le_m1,1,12,diagnostic_low_rain_z_le_m1,uhc_double_failure_che25_or_access_candidate,46,46,46,31,0.673913,0.683791,46,11423.9,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_097,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_wet_z_ge_15,0,12,diagnostic_extreme_wet_z_ge_15,uhc_double_failure_che10_or_access_candidate,3240,3240,3240,1808,0.558025,0.578192,3240,634988,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_098,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_wet_z_ge_15,0,12,diagnostic_extreme_wet_z_ge_15,uhc_double_failure_che25_or_access_candidate,3240,3240,3240,1710,0.527778,0.548265,3240,634988,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_099,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_wet_z_ge_15,1,12,diagnostic_extreme_wet_z_ge_15,uhc_double_failure_che10_or_access_candidate,359,359,359,196,0.545961,0.517575,359,91862.5,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_100,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_wet_z_ge_15,1,12,diagnostic_extreme_wet_z_ge_15,uhc_double_failure_che25_or_access_candidate,359,359,359,179,0.498607,0.46352,359,91862.5,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
cell_101,household_window_outcome_by_climate_flag,household_window_rows,diagnostic_extreme_heat_z_ge_15,0,12,diagnostic_extreme_heat_z_ge_15,uhc_double_failure_che10_or_access_candidate,3359,3359,3359,1868,0.556118,0.570136,3359,675177,Candidate outcome screen by diagnostic climate flag; repeated household-window rows are not an analysis sample.
