metric,value,interpretation
analysis_dataset_promotion_limited_climate_exposure_data_write_ready_rows,384,Rows allowed for data/ write only as limited fallback climate exposures.
analysis_dataset_promotion_limited_climate_exposure_climate_linkage_ready_rows,0,Rows ready for final climate linkage; should remain zero.
analysis_dataset_promotion_limited_climate_exposure_analysis_ready_rows,0,Rows ready for final empirical analysis; should remain zero.
analysis_dataset_promotion_limited_climate_linked_rows,14396,ALB_2002 rows written to data/climate_linked_household.csv under limited diagnostic scope.
analysis_dataset_promotion_limited_climate_linked_data_write_ready_rows,14396,Rows allowed for data/ write only as limited climate-linked diagnostics.
analysis_dataset_promotion_limited_climate_linked_descriptive_ready_rows,0,Rows ready for promoted descriptive diagnostics; should remain zero.
analysis_dataset_promotion_limited_climate_linked_predictive_ml_ready_rows,0,Rows ready for predictive ML; should remain zero.
analysis_dataset_promotion_limited_climate_linked_reduced_form_ready_rows,0,Rows ready for reduced-form estimation; should remain zero.
analysis_dataset_promotion_limited_climate_linked_robustness_ready_rows,0,Rows ready for robustness checks; should remain zero.
analysis_dataset_promotion_limited_climate_linked_analysis_ready_rows,0,Rows ready for final empirical analysis; should remain zero.
analysis_dataset_promotion_alb2002_climate_centroid_input_rows,96,ALB_2002 temp-only climate centroid input district-month cells.
analysis_dataset_promotion_alb2002_climate_centroid_exposure_rows,384,ALB_2002 temp-only climate centroid exposure rows.
analysis_dataset_promotion_alb2002_climate_centroid_nasa_failed_rows,0,ALB_2002 NASA POWER centroid request failures.
analysis_dataset_promotion_alb2002_climate_centroid_climate_linkage_ready_rows,0,ALB_2002 centroid exposure rows ready for promoted climate linkage; should remain zero.
analysis_dataset_promotion_alb2002_climate_centroid_data_write_ready_rows,0,ALB_2002 centroid exposure rows allowed for data/ write; should remain zero.
analysis_dataset_promotion_alb2002_climate_shock_rows,384,ALB_2002 temp-only climate shock diagnostic rows.
analysis_dataset_promotion_alb2002_climate_shock_reference_groups,16,ALB_2002 survey-month/window diagnostic reference groups.
analysis_dataset_promotion_alb2002_climate_shock_precip_z_rows,384,ALB_2002 diagnostic rainfall z-score rows.
analysis_dataset_promotion_alb2002_climate_shock_temp_z_rows,384,ALB_2002 diagnostic temperature z-score rows.
analysis_dataset_promotion_alb2002_climate_shock_combined_stress_rows,73,ALB_2002 diagnostic combined climate-stress rows; not accepted treatments.
analysis_dataset_promotion_alb2002_climate_shock_climate_linkage_ready_rows,0,ALB_2002 shock diagnostic rows ready for promoted climate linkage; should remain zero.
analysis_dataset_promotion_alb2002_climate_shock_data_write_ready_rows,0,ALB_2002 shock diagnostic rows allowed for data/ write; should remain zero.
analysis_dataset_promotion_alb2002_climate_outcome_linked_rows,14396,ALB_2002 temp-only household-window climate/outcome linked candidate rows.
analysis_dataset_promotion_alb2002_climate_outcome_linked_households,3599,ALB_2002 households represented in the linked candidate.
analysis_dataset_promotion_alb2002_climate_outcome_linked_windows,4,Diagnostic exposure windows per household in the linked candidate.
analysis_dataset_promotion_alb2002_climate_outcome_linked_unmatched_rows,0,Linked candidate rows without a diagnostic climate window; should remain zero.
analysis_dataset_promotion_alb2002_climate_outcome_linked_combined_stress_rows,3092,ALB_2002 linked diagnostic combined climate-stress rows; not accepted treatments.
analysis_dataset_promotion_alb2002_climate_outcome_linked_harmonized_ready_rows,0,ALB_2002 linked rows ready for harmonized recipe promotion; should remain zero.
analysis_dataset_promotion_alb2002_climate_outcome_linked_outcome_ready_rows,0,ALB_2002 linked rows ready for outcome promotion; should remain zero.
analysis_dataset_promotion_alb2002_climate_outcome_linked_climate_ready_rows,0,ALB_2002 linked rows ready for promoted climate linkage; should remain zero.
analysis_dataset_promotion_alb2002_climate_outcome_linked_data_write_ready_rows,0,ALB_2002 linked rows allowed for data/ write; should remain zero.
analysis_dataset_promotion_alb2002_linked_candidate_descriptive_input_rows,14396,ALB_2002 temp-only linked rows screened by the candidate descriptive diagnostic.
analysis_dataset_promotion_alb2002_linked_candidate_descriptive_cell_rows,108,ALB_2002 linked-candidate descriptive screen cells; not promoted descriptive diagnostics.
analysis_dataset_promotion_alb2002_linked_candidate_descriptive_climate_ready_rows,0,ALB_2002 descriptive-screen rows ready for promoted climate linkage; should remain zero.
analysis_dataset_promotion_alb2002_linked_candidate_descriptive_outcome_ready_rows,0,ALB_2002 descriptive-screen rows ready for outcome promotion; should remain zero.
analysis_dataset_promotion_alb2002_linked_candidate_descriptive_data_write_ready_rows,0,ALB_2002 descriptive-screen rows allowed for data/ write; should remain zero.
analysis_dataset_promotion_alb2002_climate_linkage_ready_rows,0,ALB_2002 rows ready for climate-linkage promotion.
analysis_dataset_promotion_current_decision,limited_core_financial_outcomes_climate_exposures_and_linked_diagnostics_promoted_models_still_blocked,Current fail-closed decision for data/ promotion.
