download_priority_order,country,wave,idno,file_id,expected_file_name,priority_core_target,core_requirements,external_candidate_folder,external_match_status,external_matched_file_name,external_matched_file_path,data_write_gate_status,modeling_gate_status
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,F64,eth_householdgeovariables_y5.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,F65,eth_plotgeovariables_y5.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,F66,cons_agg_w5.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,F67,crop_cf_wave5.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,F68,food_cf_wave5.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F1,sect_cover_hh_w4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F2,sect1_hh_w4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F3,sect2_hh_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F4,sect3_hh_w4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F5,sect4_hh_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F6,sect5a_hh_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F7,sect5b1_hh_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F8,sect5b2_hh_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F9,sect6a_hh_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F10,sect6b1_hh_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F11,sect6b2_hh_w4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F12,sect6b3_hh_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F13,sect6b4_hh_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F14,sect7a_hh_w4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F74,sect7b_hh_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F17,sect8_hh_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F18,sect9_hh_w4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F19,sect10a_hh_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F20,sect10b_hh_w4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F21,sect10c_hh_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F22,sect10d1_hh_w4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F23,sect10d2_hh_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F24,sect11_hh_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F25,sect11b1_hh_w4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F26,sect11b2_hh_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F27,sect12a_hh_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F28,sect12b1_hh_w4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F29,sect12b2_hh_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F65,sect13_hh_w4_v2.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F31,sect14_hh_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F32,sect15a_hh_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F33,sect15b_hh_w4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F34,sect_cover_ls_w4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F35,sect8_1_ls_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F36,sect8_2_ls_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F37,sect8_3_ls_w4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F38,sect8_4_ls_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F39,sect_cover_ph_w4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F40,sect1_ph_w4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F41,sect9_ph_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F42,sect10_ph_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F43,sect11_ph_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F44,sect_cover_pp_w4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F45,sect1_pp_w4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F46,sect2_pp_w4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F47,sect3_pp_w4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F48,sect4_pp_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F49,sect5_pp_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F50,sect7_pp_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F51,sect9a_pp_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F52,sect01a_com_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F53,sect01b_com_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F54,sect02_com_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F55,sect03_com_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F56,sect04_com_w4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F57,sect05_com_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F58,sect06_com_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F59,sect07_com_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F60,sect08_com_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F61,sect09_com_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F73,sect10a_com_w4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F66,sect10b_com_w4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F63,cons_agg_w4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F67,ETH_HouseholdGeovariables_Y4.dta,1,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F68,ETH_PlotGeovariables_Y4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F69,Crop_CF_Wave4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F70,ET_local_area_unit_conversion.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,F71,Food_CF_Wave4.dta,0,,,external_file_name_missing,,,blocked_no_data_write,blocked
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,F1,sec_a.NSDstat,1,,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004,external_file_name_match,sec_a.dta,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004\sec_a.dta,blocked_no_data_write,blocked
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,F2,sec_aa.NSDstat,1,,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004,external_file_name_match,sec_aa.dta,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004\sec_aa.dta,blocked_no_data_write,blocked
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,F3,sec_ab.NSDstat,0,,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004,external_file_name_match,sec_ab.dta,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004\sec_ab.dta,blocked_no_data_write,blocked
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,F4,sec_ac.NSDstat,0,,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004,external_file_name_match,sec_ac.dta,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004\sec_ac.dta,blocked_no_data_write,blocked
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,F5,sec_ad.NSDstat,0,,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004,external_file_name_match,sec_ad.dta,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004\sec_ad.dta,blocked_no_data_write,blocked
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,F6,sec_b.NSDstat,1,,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004,external_file_name_match,sec_b.dta,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004\sec_b.dta,blocked_no_data_write,blocked
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,F7,sec_c.NSDstat,1,,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004,external_file_name_match,sec_c.dta,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004\sec_c.dta,blocked_no_data_write,blocked
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,F8,sec_d.NSDstat,1,,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004,external_file_name_match,sec_d.dta,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004\sec_d.dta,blocked_no_data_write,blocked
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,F9,sec_e.NSDstat,0,,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004,external_file_name_match,sec_e.dta,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004\sec_e.dta,blocked_no_data_write,blocked
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,F10,sec_f.NSDstat,1,,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004,external_file_name_match,sec_f.dta,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004\sec_f.dta,blocked_no_data_write,blocked
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,F11,sec_g.NSDstat,1,,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004,external_file_name_match,sec_g.dta,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004\sec_g.dta,blocked_no_data_write,blocked
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,F12,sec_h.NSDstat,1,,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004,external_file_name_match,sec_h.dta,D:\GlobalHealthPolicy Dropbox\Fan Bowei\HEALTH EXPENDITURE MEASUREMENT\HEALTH VS CONSUMPTION\Data\malawi_2004\sec_h.dta,blocked_no_data_write,blocked
