metric,value,interpretation
mwi2004_chirps_admin2_required_months,24,CHIRPS monthly GeoTIFF files required for planned lag windows.
mwi2004_chirps_admin2_accepted_route,0,Promoted climate linkage gate remains closed until extraction validation passes.
mwi2004_chirps_admin2_extraction_files,24,CHIRPS monthly files downloaded and readable for Malawi 2004 extraction.
mwi2004_chirps_admin2_district_month_rows,672,ADM2 district-month rainfall exposure rows.
mwi2004_chirps_admin2_lag_window_rows,1316,Raw district-interview-month lag-window exposure rows.
mwi2004_chirps_admin2_extraction_accepted_route,1,Whether CHIRPS extraction validation opens the climate-linkage route gate.
mwi2004_health_access_label_rows,127,Health/access variable-value rows mapped into candidate construct decisions.
mwi2004_health_access_no_money_rows,660,d07a/d07b rows mapped to no-money no-action candidate access failure.
mwi2004_health_access_skip_leakage_rows,6,Aggregate skip leakage rows found in the health/access label-skip audit.
mwi2004_health_exception_d07a_overlap,0,Overlap between d07a skip leakage and health-module person keys absent from the roster.
mwi2004_health_exception_explained_by_nonroster,0,Whether d07a skip leakage is fully explained by nonroster health rows.
mwi2004_health_exception_policy_status,policy_pending_exception_unresolved,Exception audit status for person-key and skip-leakage resolution.
mwi2004_health_access_policy_status,candidate_policy_ready_active_skip_and_provider_blockers,Candidate health/access construction policy status.
mwi2004_health_access_policy_denominator_rows,14143,Roster-matched d04==Yes rows under the candidate access denominator.
mwi2004_health_access_policy_no_money_rows,631,Candidate no-money forgone-care rows counted once per person row.
mwi2004_health_access_resolution_status,access_person_keys_and_cost_barrier_forgone_care_verified_with_documented_exclusions,Malawi 2004 access/person-key resolution status.
mwi2004_health_access_resolution_denominator_rows,14143,Accepted roster-matched acute-need denominator rows.
mwi2004_health_access_resolution_no_money_rows,631,Accepted cost-barrier forgone-care rows.
mwi2004_health_access_resolution_skip_no_money_rows,0,No-money rows among documented skip exceptions; must be zero for accepted exclusion.
mwi2004_health_access_policy_final_verified,1,Whether Malawi 2004 acute need and cost-barrier access are final verified for the stated scope.
mwi2004_missing_units_recall_skip_status,raw_missing_units_recall_skip_policy_verified_for_accepted_constructs,"Malawi 2004 missing, units, recall, and skip policy status."
mwi2004_missing_units_recall_skip_final_verified,1,"Whether missing, units, recall, and skip policy is final verified for accepted constructs."
mwi2004_promoted_dataset_status,promoted_analysis_ready,Whether the Malawi 2004 household-climate synthesis is promoted analysis-ready.
mwi2004_promoted_dataset_rows,11280,Household rows in the local promoted Malawi 2004 dataset.
mwi2004_promoted_dataset_che10_rows,208,Promoted Malawi 2004 CHE10 household rows.
mwi2004_promoted_dataset_che25_rows,17,Promoted Malawi 2004 CHE25 household rows.
mwi2004_promoted_dataset_cost_barrier_households,519,Promoted Malawi 2004 households with any cost-barrier forgone care.
mwi2004_promoted_dataset_climate_complete_rows,11280,Promoted Malawi 2004 household rows with complete 1/3/6/12 month CHIRPS exposures.
mwi2004_promoted_dataset_data_write_gate,open_promoted_dataset_written,Controlled data-write gate outcome for the Malawi 2004 promoted synthesis.
priority_lsms_isa_receipt_checklist_dataset_rows,19,Dataset-level raw package receipt checklist rows.
priority_lsms_isa_receipt_checklist_requirement_rows,152,Requirement-level raw package receipt checklist rows.
priority_lsms_isa_receipt_checklist_package_received_rows,1,Refocused LSMS/ISA waves with original package receipt evidence.
priority_lsms_isa_credentialed_workbench_dataset_rows,19,Credentialed raw acquisition workbench dataset rows.
priority_lsms_isa_credentialed_workbench_core_file_rows,629,Core file rows to confirm after official package download.
priority_lsms_isa_credentialed_workbench_package_received_rows,1,Credentialed workbench waves with original package receipt evidence.
priority_lsms_isa_official_file_receipt_expected_file_rows,1597,Official DDI files expected after package receipt.
priority_lsms_isa_official_file_receipt_expected_file_matched_rows,52,Expected official DDI files matched locally.
priority_lsms_isa_official_file_receipt_core_file_missing_rows,592,Core expected files still missing locally.
priority_lsms_isa_threshold_sequence_minimum_download_rows,11,Minimum downloads needed to test 10-wave and 6-country thresholds if every wave passes verification.
priority_lsms_isa_threshold_sequence_recommended_download_rows,13,Recommended threshold downloads including all sixth-country candidates.
priority_lsms_isa_threshold_sequence_raw_package_received_rows,1,Threshold sequence rows with non-blocked official file receipt status.
priority_lsms_isa_minimum_batch_expected_full_file_rows,890,Expected official DDI file rows across the 11-wave minimum batch.
priority_lsms_isa_minimum_batch_missing_core_file_rows,323,Core official files still missing locally for the 11-wave minimum batch.
priority_lsms_isa_minimum_endpoint_credentialed_download_required_rows,11,Minimum-batch waves still requiring credentialed World Bank download after endpoint refresh.
priority_lsms_isa_minimum_endpoint_raw_download_candidate_rows,0,Raw download candidate endpoints detected by the minimum-batch endpoint refresh.
priority_lsms_isa_next_raw_package_actions,18,Country-waves in the next raw package acquisition queue.
priority_lsms_isa_next_raw_package_minimum_remaining,10,Remaining minimum-batch waves requiring complete official raw packages.
priority_lsms_isa_next_raw_package_core_file_rows,592,Core requirement-file rows to confirm after raw package placement.
priority_lsms_isa_next_raw_package_countries_if_pass,6,Countries covered if the current promoted row plus remaining minimum batch all pass verification.
priority_lsms_isa_next_raw_package_waves_if_pass,11,Country-waves covered if the current promoted row plus remaining minimum batch all pass verification.
priority_lsms_isa_incoming_router_incoming_files,0,Files currently staged under temp/raw_downloads/_incoming for route scoring.
priority_lsms_isa_incoming_router_copy_candidates,0,Incoming files with a single suggested country-wave target folder.
priority_lsms_isa_incoming_router_manual_review_rows,0,Incoming files that need manual route review.
priority_lsms_isa_threshold_gap_current_country_gap,5,Additional value-verified countries needed from the current promoted registry.
priority_lsms_isa_threshold_gap_current_wave_gap,9,Additional value-verified country-waves needed from the current promoted registry.
priority_lsms_isa_threshold_gap_minimum_remaining_downloads,10,Minimum-batch raw package downloads still required.
priority_lsms_isa_threshold_gap_countries_if_minimum_passes,6,Countries covered if all remaining minimum-batch downloads later pass verification.
priority_lsms_isa_threshold_gap_waves_if_minimum_passes,11,Country-waves covered if all remaining minimum-batch downloads later pass verification.
priority_lsms_isa_threshold_gap_country_buffer,0,Country-count buffer above the 6-country threshold after the minimum batch passes.
priority_lsms_isa_threshold_gap_wave_buffer,1,Country-wave buffer above the 10-wave threshold after the minimum batch passes.
priority_lsms_isa_manual_download_packet_rows,10,Remaining minimum-batch waves with per-wave manual download packets.
priority_lsms_isa_manual_download_packet_core_rows,323,Core-file rows listed across manual download packets.
priority_lsms_isa_manual_download_packet_reports,10,Per-IDNO markdown packet reports written.
priority_lsms_isa_manual_download_progress_validation_ready,0,Manual download packets with local target files ready for validation.
priority_lsms_isa_manual_download_progress_blocked_no_files,10,Manual download packets still lacking local target files or incoming route matches.
priority_lsms_isa_manual_download_progress_target_files,0,Non-generated files currently found under packet target folders.
priority_lsms_isa_post_download_validation_ready_packets,0,Packets ready for post-download validation.
priority_lsms_isa_post_download_validation_plan_rows,50,Post-download validation command-plan rows.
priority_lsms_isa_post_download_validation_execute_commands,0,Validation commands selected for execution in the latest runner invocation.
priority_lsms_isa_manual_download_execution_board_rows,10,Manual-download execution board rows.
priority_lsms_isa_manual_download_execution_board_target_files,0,Files currently present under execution-board target folders.
priority_lsms_isa_manual_download_execution_board_validation_ready,0,Execution-board rows ready for post-download validation.
priority_lsms_isa_credentialed_download_handoff_rows,10,Credentialed World Bank download handoff rows.
priority_lsms_isa_credentialed_download_handoff_attempted,0,Credentialed download handoff rows where /download was requested.
priority_lsms_isa_credentialed_download_handoff_saved,0,Credentialed download handoff rows where raw payloads were saved.
priority_lsms_isa_promotion_gate_country_waves,19,Country-waves tracked by the promotion gate dashboard.
priority_lsms_isa_promotion_gate_promoted_rows,1,Country-waves already promoted analysis-ready in the gate dashboard.
priority_lsms_isa_promotion_gate_blocked_raw_package_rows,18,Country-waves still blocked at complete official raw package receipt.
priority_lsms_isa_promotion_gate_requirement_rows,152,Requirement-level gate rows tracked by the promotion dashboard.
priority_lsms_isa_unlock_board_rows,10,Minimum-batch promotion unlock board rows.
priority_lsms_isa_unlock_board_public_docs_complete,10,Minimum-batch rows with complete public documentation receipt.
priority_lsms_isa_unlock_board_validation_ready,0,Minimum-batch rows ready for receipt validation after local package placement.
priority_lsms_isa_unlock_board_projected_countries,6,Projected country count if every current minimum-batch package passes all promotion gates.
priority_lsms_isa_unlock_board_projected_waves,11,Projected country-wave count if every current minimum-batch package passes all promotion gates.
priority_lsms_isa_worldbank_session_bootstrap_rows,10,Minimum-batch rows covered by the redacted World Bank session bootstrap.
priority_lsms_isa_worldbank_session_ready_for_probe,0,Rows ready for credentialed /download probing.
priority_lsms_isa_worldbank_session_missing_session,10,Rows blocked because local session material is absent.
priority_lsms_isa_worldbank_session_cookie_present,0,Whether the local cookie file exists; contents are never included.
priority_lsms_isa_credentialed_fetch_command_packet_rows,10,Minimum-batch rows with credentialed fetch commands.
priority_lsms_isa_credentialed_fetch_command_packet_countries,5,Distinct countries covered by the fetch command packet.
priority_lsms_isa_credentialed_fetch_expected_core_files,323,Expected core raw-file rows to check after package receipt.
priority_lsms_isa_credentialed_fetch_ready_for_probe,0,Fetch command rows ready for credentialed probing.
priority_lsms_isa_credentialed_fetch_missing_session,10,Fetch command rows blocked because local session material is absent.
priority_lsms_isa_browser_download_starter_rows,10,Minimum-batch rows with browser/manual download starter commands.
priority_lsms_isa_browser_download_starter_ready,10,Starter rows with official URLs and target folders.
priority_lsms_isa_browser_download_first_canary,ETH_2021_ESPS-W5_v02_M,First wave to try before scaling manual/browser downloads.
priority_lsms_isa_browser_download_target_files,0,Existing target-folder files before browser/manual download.
priority_lsms_isa_first_canary_idno,ETH_2021_ESPS-W5_v02_M,First canary IDNO covered by the dedicated download runbook.
priority_lsms_isa_first_canary_unique_core_files,25,Unique core files in the first canary checklist.
priority_lsms_isa_first_canary_requirement_core_file_rows,36,Requirement-file linkage rows in the first canary checklist.
priority_lsms_isa_first_canary_target_files,0,Current first canary target-folder file count.
priority_lsms_isa_local_raw_presence_registry_rows,19,Promotion registry rows audited for local raw-like files.
priority_lsms_isa_local_raw_presence_registry_raw_present,1,Registry rows with local raw-like files.
priority_lsms_isa_local_raw_presence_minimum_batch_raw_absent,10,Minimum-batch rows still lacking local raw-like files.
priority_lsms_isa_local_raw_presence_diagnostic_albania_raw_files,4,Registry-outside Albania raw files retained as diagnostic-only.
priority_lsms_isa_acquisition_to_promotion_handoff_rows,19,Registry rows mapped from raw acquisition to promotion-refresh gates.
priority_lsms_isa_acquisition_to_promotion_gate_rows,209,Verification-gate checklist rows in the acquisition-to-promotion handoff.
priority_lsms_isa_acquisition_to_promotion_minimum_batch_acquire_rows,10,Minimum-batch rows still blocked at official raw package acquisition.
priority_lsms_isa_acquisition_to_promotion_acquire_raw_rows,18,Registry rows still blocked at official raw package acquisition.
priority_lsms_isa_dataset_scope_lock_rows,11,Locked target country-wave rows for the dataset-promotion campaign.
priority_lsms_isa_dataset_scope_lock_country_rows,6,Countries represented if all locked target rows pass promotion gates.
priority_lsms_isa_dataset_scope_lock_download_required_rows,10,Locked target rows still requiring official raw package acquisition.
priority_lsms_isa_dataset_scope_lock_promoted_anchor_rows,1,Locked target rows already promoted as current anchors.
priority_lsms_isa_dataset_scope_lock_wave_period_min,2004-2005,Earliest wave label in the locked target scope.
priority_lsms_isa_dataset_scope_lock_wave_period_max,2021-2022,Latest wave label in the locked target scope.
priority_lsms_isa_acquisition_route_decision_rows,10,Download-required waves with a consolidated acquisition-route decision.
priority_lsms_isa_acquisition_route_decision_local_files_present_rows,0,Download-required waves with local non-generated files ready for validation.
priority_lsms_isa_acquisition_route_decision_public_raw_candidate_rows,0,Download-required waves with public raw-route candidate evidence requiring terms review.
priority_lsms_isa_acquisition_route_decision_credentialed_probe_ready_rows,0,Download-required waves with local redacted session material available for credentialed probing.
priority_lsms_isa_acquisition_route_decision_browser_manual_required_rows,10,Download-required waves currently requiring browser/manual World Bank terms acceptance.
priority_lsms_isa_scoped_incoming_router_targets,10,Locked download-required waves covered by the scoped incoming router.
priority_lsms_isa_scoped_incoming_router_incoming_files,0,Files currently staged under temp/raw_downloads/_incoming for the scoped router.
priority_lsms_isa_scoped_incoming_router_pending_drop_rows,10,Scoped target waves still waiting for an incoming package drop.
priority_lsms_isa_scoped_incoming_router_copy_candidates,0,Scoped target waves with a suggested incoming file to copy after review.
priority_lsms_isa_webgpt_download_control_rows,10,Download-required waves in the direct-read Web GPT control manifest.
priority_lsms_isa_webgpt_download_expected_full_files,838,Expected official file rows in the Web GPT download control manifest.
priority_lsms_isa_webgpt_download_expected_core_files,323,Expected core-file rows exported for direct review.
priority_lsms_isa_webgpt_download_browser_manual_rows,10,Web GPT control rows still requiring browser/manual World Bank terms acceptance.
priority_lsms_isa_country_wave_packet_rows,19,Refocused LSMS/ISA country-wave promotion packets built.
priority_lsms_isa_country_wave_packet_failed_gates,306,Refocused LSMS/ISA packet gates still blocking promotion.
priority_lsms_isa_country_wave_packet_analysis_ready_rows,1,Refocused LSMS/ISA packets currently approved for promoted data writes.
priority_archive_preflight_targets,156,Priority file targets checked against direct files and archive members.
priority_archive_preflight_missing_targets,156,Priority file targets still missing after direct/archive member preflight.
priority_manual_verification_dataset_rows,13,Priority waves evaluated by the manual verification decision gate.
priority_manual_verification_requirement_rows,104,Requirement rows evaluated by the manual verification decision gate.
priority_manual_verification_concept_rows,169,Concept rows evaluated by the manual verification decision gate.
priority_manual_verification_variable_rows,1214,Variable rows evaluated by the manual verification decision gate.
priority_manual_verification_financial_ready_countries,0,Countries passing financial-protection manual verification.
priority_manual_verification_double_failure_ready_waves,0,Country-waves passing double-failure manual verification.
priority_manual_verification_analysis_ready_candidates,0,Country-waves ready for harmonization-recipe review after manual verification.
priority_raw_receipt_original_file_rows,0,"Original package/documentation files counted in priority receipt folders, excluding generated handoffs."
priority_raw_receipt_priority_targets_missing,156,Priority target modules still missing from original package/archive receipt coverage.
priority_raw_receipt_missing_package_rows,13,Priority datasets with no original raw package/tabular receipt yet.
priority_raw_receipt_complete_package_candidates,0,Priority datasets with original package receipt candidates ready for downstream schema/manual audits.
priority_official_download_full_file_rows,965,Full official metadata file rows available for credentialed package acquisition checks.
priority_official_download_documentation_links,100,Official metadata/documentation/access workflow links in the download dossier.
priority_official_download_no_original_package_rows,13,Download dossiers still blocked because no original raw package is present.
priority_public_documentation_dataset_rows,13,Priority datasets with public documentation receipt rows.
priority_public_documentation_resource_rows,78,Priority public documentation resources attempted or reused.
priority_public_documentation_saved_rows,76,Priority public documentation resources saved or reused locally.
priority_public_documentation_core_complete_dataset_rows,13,Priority datasets with complete core public documentation receipts.
priority_official_metadata_candidate_variable_rows,1214,Priority candidate variables checked against official DDI/XML metadata.
priority_official_metadata_variable_file_match_rows,1198,Priority candidate variables with both DDI variable and file evidence.
priority_official_metadata_no_match_rows,16,Priority candidate variables not matched in parsed official DDI metadata.
priority_official_metadata_variables_with_categories,717,Priority candidate variables with official category/value-label evidence.
priority_credentialed_acquisition_dataset_rows,13,Priority datasets with credentialed raw-acquisition instructions.
priority_credentialed_acquisition_full_file_rows,965,Official metadata file rows in the credentialed acquisition manifest.
priority_credentialed_acquisition_core_file_rows,156,Priority core file rows to confirm after official raw download.
priority_credentialed_acquisition_targets_missing_before_download,156,Priority target modules still missing before credentialed download.
priority_endpoint_matrix_endpoint_rows,104,Official endpoint probes across priority and backup datasets.
priority_endpoint_matrix_variable_api_dataset_rows,12,Datasets with a public variable metadata API endpoint.
priority_endpoint_matrix_raw_download_candidate_rows,0,Raw download candidate endpoints detected by the official endpoint matrix.
priority_endpoint_matrix_credentialed_download_required_rows,13,Datasets still requiring credentialed raw download.
priority_core_file_endpoint_core_file_rows,156,Priority core file rows covered by the file endpoint matrix.
priority_core_file_endpoint_probed_download_rows,624,File-level download route probes for priority core files.
priority_core_file_endpoint_raw_candidate_rows,0,Potential public raw file candidates detected by the core-file endpoint matrix.
priority_core_file_endpoint_credentialed_download_required_rows,13,Datasets still requiring credentialed raw package acquisition after file-level route probes.
priority_threshold_campaign_phase1_10_wave_rows,10,Core campaign rows for the 10 country-wave double-failure threshold.
priority_threshold_campaign_phase2_sixth_country_backup_rows,3,Backup-country rows retained for the sixth financial-protection country threshold.
priority_threshold_campaign_minimum_download_rows_for_formal_thresholds,11,Minimum raw downloads needed if every selected wave verifies.
priority_threshold_campaign_recommended_download_rows,13,Recommended raw downloads including backup countries to reduce threshold failure risk.
priority_first_pass_dataset_rows,13,Priority and backup country-waves covered by the first-pass review queue.
priority_first_pass_requirement_rows,104,Requirement coverage rows in the first-pass variable review queue.
priority_first_pass_selected_variable_rows,465,Selected metadata candidate variables queued for first-pass raw-value review after download.
priority_first_pass_raw_package_received_rows,0,First-pass queue datasets with complete or target-covered original raw package receipt.
priority_first_pass_ready_after_download_rows,0,Selected variable rows ready for immediate first-pass raw-value review.
priority_download_execution_packet_rows,13,Manual credentialed download execution packet rows.
priority_download_execution_core_file_rows,156,Core file acceptance rows carried into the download execution packet.
priority_download_execution_first_pass_variable_rows,465,First-pass selected variable rows carried into the download execution packet.
priority_download_execution_raw_package_received_rows,0,Download execution packet datasets with original raw package receipt.
priority_lsms_alignment_current_campaign_rows,13,Current priority/backup campaign rows audited for LSMS/ISA family alignment.
priority_lsms_alignment_off_family_core_wave_rows,2,Core priority waves that should be replaced or augmented before manual download execution.
priority_lsms_alignment_strong_replacement_candidate_rows,15,Strong Malawi/Uganda LSMS/ISA replacement candidates found in the screening inventory.
priority_lsms_alignment_campaign_decision,needs_core_wave_replacement_before_manual_download_execution,Family-alignment campaign decision before credentialed downloads.
priority_lsms_refocused_wave_plan_rows,13,Selected wave-plan rows after replacing off-family core waves.
priority_lsms_refocused_core_lsms_aligned_rows,10,Refocused core rows aligned with LSMS/ISA or LSMS-style survey families.
priority_lsms_refocused_acquisition_queue_rows,19,Refocused selected and backup manual acquisition targets.
priority_lsms_refocused_requirement_rows,152,Requirement rows for refocused selected and backup targets.
priority_lsms_refocused_data_write_status,blocked_no_promoted_rows,Promoted-data write status for the refocused queue.
priority_lsms_raw_intake_dataset_rows,19,Refocused LSMS/ISA targets covered by raw-package intake ledger.
priority_lsms_raw_intake_original_file_rows,1,Non-generated original package/documentation candidates found in target folders.
priority_lsms_raw_intake_missing_package_rows,18,Refocused targets with no original package files yet.
priority_lsms_raw_intake_blocked_requirement_rows,152,Raw-package acceptance requirements still blocked.
priority_lsms_raw_intake_data_write_status,blocked_no_promoted_rows,Promoted-data write status for the raw intake packet.
priority_lsms_archive_preflight_dataset_rows,19,Refocused targets covered by archive/direct-file preflight.
priority_lsms_archive_preflight_direct_file_rows,1,Direct non-generated original files detected by archive preflight.
priority_lsms_archive_preflight_archive_member_rows,52,Readable archive member rows detected without extraction.
priority_lsms_archive_preflight_blocked_dataset_rows,18,Refocused targets still blocked before schema/manual raw review.
priority_lsms_archive_preflight_blocked_requirement_rows,144,Archive preflight requirement rows still blocked.
priority_lsms_archive_preflight_data_write_status,blocked_no_promoted_rows,Promoted-data write status for archive preflight.
priority_synthesis_blueprint_schema_rows,572,Target output-column rows for promoted household-climate dataset synthesis.
priority_synthesis_blueprint_blocked_required_rows,325,Required promoted-dataset output columns still blocked.
priority_synthesis_blueprint_join_ready_rows,0,Priority country-waves ready for promoted dataset build joins.
priority_country_wave_packet_rows,13,Priority country-wave promotion packets built.
priority_country_wave_packet_passed_gate_rows,52,Priority packet gates currently passing.
priority_country_wave_packet_failed_gate_rows,130,Priority packet gates still blocking promotion.
priority_country_wave_packet_official_metadata_ready_rows,13,Priority packets with official DDI/XML metadata evidence extracted.
priority_country_wave_packet_endpoint_matrix_ready_rows,13,Priority packets with official endpoint matrix completed.
priority_country_wave_packet_credentialed_acquisition_ready_rows,13,Priority packets with credentialed raw acquisition ledger prepared.
priority_country_wave_packet_analysis_ready_rows,0,Priority packets ready for promoted data writes.
analysis_dataset_promotion_audit_rows,6,Analysis dataset promotion targets checked.
analysis_dataset_promotion_blocked_rows,2,Promotion targets blocked from data/.
analysis_dataset_promotion_promoted_rows,4,Promotion targets allowed for data/ writes; limited core/outcome/exposure/linked diagnostic files are allowed while model-ready data remain blocked.
analysis_dataset_promotion_data_file_count,4,Files currently present under data/.
analysis_dataset_promotion_verified_recipe_candidates,0,Verified recipe candidates carried into the promotion-barrier audit.
analysis_dataset_promotion_ready_country_waves,0,Ready country-waves carried into the promotion-barrier audit.
analysis_dataset_promotion_alb2002_temp_core_rows,3599,ALB_2002 temp core rows carried into the promotion-barrier audit.
analysis_dataset_promotion_alb2002_weight_positive_rows,3599,ALB_2002 positive household-weight rows carried into the promotion-barrier audit.
analysis_dataset_promotion_alb2002_weight_key_match_rows,3599,ALB_2002 weight-file key matches carried into the promotion-barrier audit.
analysis_dataset_promotion_alb2002_weighted_inference_ready_rows,0,ALB_2002 rows ready for promoted weighted inference; should remain zero.
analysis_dataset_promotion_alb2002_harmonized_ready_rows,0,ALB_2002 harmonized rows ready for promotion; should remain zero.
analysis_dataset_promotion_alb2002_outcome_ready_rows,0,ALB_2002 outcome rows ready for promotion; should remain zero.
analysis_dataset_promotion_alb2002_climate_linkage_ready_rows,0,ALB_2002 climate-linkage rows ready for promotion; should remain zero.
analysis_dataset_promotion_limited_harmonized_core_rows,3599,Rows written to data/harmonized_household.csv under limited scope.
