action_rank,dataset_idno,dataset,local_target_folder,expected_file_name,module_priority_role,candidate_categories,candidate_harmonized_variables,candidate_variable_count,candidate_raw_variables_examples,expected_file_status,present_matching_files,verification_action
1,ALB_2005_LSMS_v01_M,Albania - Living Standards Measurement Survey 2005 (2005; ALB_2005_LSMS_v01_M),temp/raw_downloads/ALB_2005_LSMS_v01_M/,bookfoodeaten_cl,core_main_sample_module_candidate,survey_design,hhid;pid;psu_or_cluster_id,4,hhid;ma_q00;ma_q01;mac_q01,archive_present_needs_schema_extraction,temp/raw_downloads/ALB_2005_LSMS_v01_M/lsms2005en.rar,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
1,ALB_2005_LSMS_v01_M,Albania - Living Standards Measurement Survey 2005 (2005; ALB_2005_LSMS_v01_M),temp/raw_downloads/ALB_2005_LSMS_v01_M/,booknonpurchased_cl,core_main_sample_module_candidate,survey_design,hhid;pid;psu_or_cluster_id,4,hhid;ma_q00;ma_q01;mab_q01,archive_present_needs_schema_extraction,temp/raw_downloads/ALB_2005_LSMS_v01_M/lsms2005en.rar,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
1,ALB_2005_LSMS_v01_M,Albania - Living Standards Measurement Survey 2005 (2005; ALB_2005_LSMS_v01_M),temp/raw_downloads/ALB_2005_LSMS_v01_M/,dwellingC2_cl,core_main_sample_module_candidate,survey_design,hhid;pid;psu_or_cluster_id,4,hhid;m0_q00;m0_q01;m13c2_q00,archive_present_needs_schema_extraction,temp/raw_downloads/ALB_2005_LSMS_v01_M/lsms2005en.rar,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
1,ALB_2005_LSMS_v01_M,Albania - Living Standards Measurement Survey 2005 (2005; ALB_2005_LSMS_v01_M),temp/raw_downloads/ALB_2005_LSMS_v01_M/,educationC_cl,core_main_sample_module_candidate,demographics;survey_design,education;hhid;psu_or_cluster_id,4,hhid;m0_q00;m0_q01;m2c_q06,archive_present_needs_schema_extraction,temp/raw_downloads/ALB_2005_LSMS_v01_M/lsms2005en.rar,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
1,ALB_2005_LSMS_v01_M,Albania - Living Standards Measurement Survey 2005 (2005; ALB_2005_LSMS_v01_M),temp/raw_downloads/ALB_2005_LSMS_v01_M/,id_agric_household_animals_cl,core_main_sample_module_candidate,survey_design,hhid;pid;psu_or_cluster_id,4,hhid;m0_q00;m0_q01;m17b_q8a,archive_present_needs_schema_extraction,temp/raw_downloads/ALB_2005_LSMS_v01_M/lsms2005en.rar,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
1,ALB_2005_LSMS_v01_M,Albania - Living Standards Measurement Survey 2005 (2005; ALB_2005_LSMS_v01_M),temp/raw_downloads/ALB_2005_LSMS_v01_M/,identification,core_main_sample_module_candidate,geography;survey_design,admin1_or_admin2;hhid;psu_or_cluster_id,4,p0_q5a;p0_q5b;p0_q00;p0_q01,archive_present_needs_schema_extraction,temp/raw_downloads/ALB_2005_LSMS_v01_M/lsms2005en.rar,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
1,ALB_2005_LSMS_v01_M,Albania - Living Standards Measurement Survey 2005 (2005; ALB_2005_LSMS_v01_M),temp/raw_downloads/ALB_2005_LSMS_v01_M/,labourA_cl,core_main_sample_module_candidate,shocks;survey_design,agriculture_livelihood;hhid;psu_or_cluster_id,4,hhid;m0_q00;m0_q01;m4a_q03,archive_present_needs_schema_extraction,temp/raw_downloads/ALB_2005_LSMS_v01_M/lsms2005en.rar,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
1,ALB_2005_LSMS_v01_M,Albania - Living Standards Measurement Survey 2005 (2005; ALB_2005_LSMS_v01_M),temp/raw_downloads/ALB_2005_LSMS_v01_M/,labourD_cl,core_main_sample_module_candidate,shocks;survey_design,agriculture_livelihood;hhid;psu_or_cluster_id,4,hhid;m0_q00;m0_q01;m4d_q07,archive_present_needs_schema_extraction,temp/raw_downloads/ALB_2005_LSMS_v01_M/lsms2005en.rar,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
1,ALB_2005_LSMS_v01_M,Albania - Living Standards Measurement Survey 2005 (2005; ALB_2005_LSMS_v01_M),temp/raw_downloads/ALB_2005_LSMS_v01_M/,migrationB_cl,core_main_sample_module_candidate,health_need_access;survey_design,hhid;psu_or_cluster_id;reason_not_sought_distance,4,m6b_q03;hhid;m0_q00;m0_q01,archive_present_needs_schema_extraction,temp/raw_downloads/ALB_2005_LSMS_v01_M/lsms2005en.rar,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
1,ALB_2005_LSMS_v01_M,Albania - Living Standards Measurement Survey 2005 (2005; ALB_2005_LSMS_v01_M),temp/raw_downloads/ALB_2005_LSMS_v01_M/,non_farm_business_cl,core_main_sample_module_candidate,health_need_access;survey_design,hhid;psu_or_cluster_id;reason_not_sought_distance,4,m05_q24e;hhid;m0_q00;m0_q01,archive_present_needs_schema_extraction,temp/raw_downloads/ALB_2005_LSMS_v01_M/lsms2005en.rar,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
1,ALB_2005_LSMS_v01_M,Albania - Living Standards Measurement Survey 2005 (2005; ALB_2005_LSMS_v01_M),temp/raw_downloads/ALB_2005_LSMS_v01_M/,non_farm_business_first_cl,core_main_sample_module_candidate,shocks;survey_design,agriculture_livelihood;hhid;psu_or_cluster_id,4,hhid;m0_q00;m0_q01;m05_q08,archive_present_needs_schema_extraction,temp/raw_downloads/ALB_2005_LSMS_v01_M/lsms2005en.rar,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
1,ALB_2005_LSMS_v01_M,Albania - Living Standards Measurement Survey 2005 (2005; ALB_2005_LSMS_v01_M),temp/raw_downloads/ALB_2005_LSMS_v01_M/,subjective_poverty_cl,core_main_sample_module_candidate,consumption;survey_design,food_consumption;hhid;psu_or_cluster_id,4,m07_q06;hhid;m0_q00;m0_q01,archive_present_needs_schema_extraction,temp/raw_downloads/ALB_2005_LSMS_v01_M/lsms2005en.rar,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
1,ALB_2005_LSMS_v01_M,Albania - Living Standards Measurement Survey 2005 (2005; ALB_2005_LSMS_v01_M),temp/raw_downloads/ALB_2005_LSMS_v01_M/,bookbread_cl,core_main_sample_module_candidate,survey_design,hhid;psu_or_cluster_id,3,hhid;ma_q00;ma_q01,archive_present_needs_schema_extraction,temp/raw_downloads/ALB_2005_LSMS_v01_M/lsms2005en.rar,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
1,ALB_2005_LSMS_v01_M,Albania - Living Standards Measurement Survey 2005 (2005; ALB_2005_LSMS_v01_M),temp/raw_downloads/ALB_2005_LSMS_v01_M/,bookmetadata_cl,core_main_sample_module_candidate,survey_design,hhid;psu_or_cluster_id,3,hhid;ma_q00;ma_q01,archive_present_needs_schema_extraction,temp/raw_downloads/ALB_2005_LSMS_v01_M/lsms2005en.rar,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
1,ALB_2005_LSMS_v01_M,Albania - Living Standards Measurement Survey 2005 (2005; ALB_2005_LSMS_v01_M),temp/raw_downloads/ALB_2005_LSMS_v01_M/,check_form_food_cl,core_main_sample_module_candidate,survey_design,hhid;psu_or_cluster_id,3,hhid;m0_q00;m0_q01,archive_present_needs_schema_extraction,temp/raw_downloads/ALB_2005_LSMS_v01_M/lsms2005en.rar,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
1,ALB_2005_LSMS_v01_M,Albania - Living Standards Measurement Survey 2005 (2005; ALB_2005_LSMS_v01_M),temp/raw_downloads/ALB_2005_LSMS_v01_M/,communication_cl,core_main_sample_module_candidate,survey_design,hhid;psu_or_cluster_id,3,hhid;m0_q00;m0_q01,archive_present_needs_schema_extraction,temp/raw_downloads/ALB_2005_LSMS_v01_M/lsms2005en.rar,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
1,ALB_2005_LSMS_v01_M,Albania - Living Standards Measurement Survey 2005 (2005; ALB_2005_LSMS_v01_M),temp/raw_downloads/ALB_2005_LSMS_v01_M/,communication_mobile_cl,core_main_sample_module_candidate,survey_design,hhid;psu_or_cluster_id,3,hhid;m0_q00;m0_q01,archive_present_needs_schema_extraction,temp/raw_downloads/ALB_2005_LSMS_v01_M/lsms2005en.rar,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
