outcome,cutoff,bandwidth,donut,n,coef,se,p,mean_below,mean_above,diagnostic
pre_weekend_p10_total_hprd,205,20,0.0,2795,0.02245339612550882,0.039642699422385554,0.5711713574696318,2.82264462233319,2.933244975886453,covariate_balance
ownership_for_profit,205,20,0.0,2798,-0.040332502453271635,0.03048128373913729,0.18588077006460435,0.8061708860759493,0.7907431551499348,covariate_balance
certified_beds,205,20,0.0,2798,-3.5753894817310012,4.814171154674898,0.4577377688745585,115.81962025316456,109.80117340286832,covariate_balance
avg_residents_per_day,205,20,0.0,2798,0.2626794603214055,3.8154972807645735,0.9451176012895282,85.03924050632912,80.89406779661017,covariate_balance
health_inspection_rating,205,20,0.0,2780,-0.1372086255935009,0.09797290043143728,0.16148279991024594,2.732484076433121,2.713254593175853,covariate_balance
qm_rating,205,20,0.0,2779,-0.0014431034479718769,0.09285398657769811,0.9876011799668316,3.7195219123505976,3.765748031496063,covariate_balance
pre_weekend_rn_lt8_day_share,205,20,0.0,2795,-0.011844573867763926,0.008889521997209335,0.18283110013958592,0.05186618716729652,0.04181092879723016,covariate_balance
pre_zero_rn_day_share,205,20,0.0,2795,-0.0046228534907575185,0.0031423206567987574,0.14136084032181895,0.009692119952748355,0.007485641487598434,covariate_balance
pre_weekend_p10_total_hprd,205,20,0.0,2795,0.02245339612550882,0.039642699422385554,0.5711713574696318,2.82264462233319,2.933244975886453,covariate_balance
ownership_for_profit,205,20,0.0,2798,-0.040332502453271635,0.03048128373913729,0.18588077006460435,0.8061708860759493,0.7907431551499348,covariate_balance
certified_beds,205,20,0.0,2798,-3.5753894817310012,4.814171154674898,0.4577377688745585,115.81962025316456,109.80117340286832,covariate_balance
avg_residents_per_day,205,20,0.0,2798,0.2626794603214055,3.8154972807645735,0.9451176012895282,85.03924050632912,80.89406779661017,covariate_balance
health_inspection_rating,205,20,0.0,2780,-0.1372086255935009,0.09797290043143728,0.16148279991024594,2.732484076433121,2.713254593175853,covariate_balance
qm_rating,205,20,0.0,2779,-0.0014431034479718769,0.09285398657769811,0.9876011799668316,3.7195219123505976,3.765748031496063,covariate_balance
pre_weekend_rn_lt8_day_share,205,20,0.0,2795,-0.011844573867763926,0.008889521997209335,0.18283110013958592,0.05186618716729652,0.04181092879723016,covariate_balance
pre_zero_rn_day_share,205,20,0.0,2795,-0.0046228534907575185,0.0031423206567987574,0.14136084032181895,0.009692119952748355,0.007485641487598434,covariate_balance
pre_weekend_p10_total_hprd,205,20,0.0,2795,0.02245339612550882,0.039642699422385554,0.5711713574696318,2.82264462233319,2.933244975886453,covariate_balance
ownership_for_profit,205,20,0.0,2798,-0.040332502453271635,0.03048128373913729,0.18588077006460435,0.8061708860759493,0.7907431551499348,covariate_balance
certified_beds,205,20,0.0,2798,-3.5753894817310012,4.814171154674898,0.4577377688745585,115.81962025316456,109.80117340286832,covariate_balance
avg_residents_per_day,205,20,0.0,2798,0.2626794603214055,3.8154972807645735,0.9451176012895282,85.03924050632912,80.89406779661017,covariate_balance
health_inspection_rating,205,20,0.0,2780,-0.1372086255935009,0.09797290043143728,0.16148279991024594,2.732484076433121,2.713254593175853,covariate_balance
qm_rating,205,20,0.0,2779,-0.0014431034479718769,0.09285398657769811,0.9876011799668316,3.7195219123505976,3.765748031496063,covariate_balance
pre_weekend_rn_lt8_day_share,205,20,0.0,2795,-0.011844573867763926,0.008889521997209335,0.18283110013958592,0.05186618716729652,0.04181092879723016,covariate_balance
pre_zero_rn_day_share,205,20,0.0,2795,-0.0046228534907575185,0.0031423206567987574,0.14136084032181895,0.009692119952748355,0.007485641487598434,covariate_balance
pre_weekend_p10_total_hprd,205,20,0.0,2795,0.02245339612550882,0.039642699422385554,0.5711713574696318,2.82264462233319,2.933244975886453,covariate_balance
ownership_for_profit,255,20,0.0,2441,0.03530901616346466,0.03862846370237713,0.36077190000823744,0.7018739352640545,0.659037095501184,covariate_balance
certified_beds,255,20,0.0,2441,-1.0620824669880706,4.8503216453730795,0.8266905433671163,106.2640545144804,102.327545382794,covariate_balance
avg_residents_per_day,255,20,0.0,2441,0.3825713179544071,3.688452837842543,0.9173990155574958,76.543867120954,74.07963693764798,covariate_balance
health_inspection_rating,255,20,0.0,2417,-0.001307804252968428,0.10227747085150675,0.9897989237941172,2.881443298969072,2.9664804469273744,covariate_balance
qm_rating,255,20,0.0,2416,-0.06670808824449379,0.09819454777921256,0.4969837446621699,3.8316151202749142,3.8881789137380194,covariate_balance
pre_weekend_rn_lt8_day_share,255,20,0.0,2434,-0.010476070940161683,0.009830449633914906,0.28667615386733347,0.04102454805779614,0.038878383049675676,covariate_balance
pre_zero_rn_day_share,255,20,0.0,2434,-0.006136408126333842,0.0030274444868817214,0.04277889101730081,0.006840135598614416,0.006375025047231372,covariate_balance
pre_weekend_p10_total_hprd,255,20,0.0,2434,0.03871144285277617,0.044506645289158084,0.38450098735680305,3.1228898744845783,3.2644494020207837,covariate_balance
ownership_for_profit,255,20,0.0,2441,0.03530901616346466,0.03862846370237713,0.36077190000823744,0.7018739352640545,0.659037095501184,covariate_balance
certified_beds,255,20,0.0,2441,-1.0620824669880706,4.8503216453730795,0.8266905433671163,106.2640545144804,102.327545382794,covariate_balance
avg_residents_per_day,255,20,0.0,2441,0.3825713179544071,3.688452837842543,0.9173990155574958,76.543867120954,74.07963693764798,covariate_balance
health_inspection_rating,255,20,0.0,2417,-0.001307804252968428,0.10227747085150675,0.9897989237941172,2.881443298969072,2.9664804469273744,covariate_balance
qm_rating,255,20,0.0,2416,-0.06670808824449379,0.09819454777921256,0.4969837446621699,3.8316151202749142,3.8881789137380194,covariate_balance
pre_weekend_rn_lt8_day_share,255,20,0.0,2434,-0.010476070940161683,0.009830449633914906,0.28667615386733347,0.04102454805779614,0.038878383049675676,covariate_balance
pre_zero_rn_day_share,255,20,0.0,2434,-0.006136408126333842,0.0030274444868817214,0.04277889101730081,0.006840135598614416,0.006375025047231372,covariate_balance
pre_weekend_p10_total_hprd,255,20,0.0,2434,0.03871144285277617,0.044506645289158084,0.38450098735680305,3.1228898744845783,3.2644494020207837,covariate_balance
ownership_for_profit,255,20,0.0,2441,0.03530901616346466,0.03862846370237713,0.36077190000823744,0.7018739352640545,0.659037095501184,covariate_balance
certified_beds,255,20,0.0,2441,-1.0620824669880706,4.8503216453730795,0.8266905433671163,106.2640545144804,102.327545382794,covariate_balance
avg_residents_per_day,255,20,0.0,2441,0.3825713179544071,3.688452837842543,0.9173990155574958,76.543867120954,74.07963693764798,covariate_balance
health_inspection_rating,255,20,0.0,2417,-0.001307804252968428,0.10227747085150675,0.9897989237941172,2.881443298969072,2.9664804469273744,covariate_balance
qm_rating,255,20,0.0,2416,-0.06670808824449379,0.09819454777921256,0.4969837446621699,3.8316151202749142,3.8881789137380194,covariate_balance
pre_weekend_rn_lt8_day_share,255,20,0.0,2434,-0.010476070940161683,0.009830449633914906,0.28667615386733347,0.04102454805779614,0.038878383049675676,covariate_balance
pre_zero_rn_day_share,255,20,0.0,2434,-0.006136408126333842,0.0030274444868817214,0.04277889101730081,0.006840135598614416,0.006375025047231372,covariate_balance
pre_weekend_p10_total_hprd,255,20,0.0,2434,0.03871144285277617,0.044506645289158084,0.38450098735680305,3.1228898744845783,3.2644494020207837,covariate_balance
ownership_for_profit,255,20,0.0,2441,0.03530901616346466,0.03862846370237713,0.36077190000823744,0.7018739352640545,0.659037095501184,covariate_balance
certified_beds,255,20,0.0,2441,-1.0620824669880706,4.8503216453730795,0.8266905433671163,106.2640545144804,102.327545382794,covariate_balance
avg_residents_per_day,255,20,0.0,2441,0.3825713179544071,3.688452837842543,0.9173990155574958,76.543867120954,74.07963693764798,covariate_balance
health_inspection_rating,255,20,0.0,2417,-0.001307804252968428,0.10227747085150675,0.9897989237941172,2.881443298969072,2.9664804469273744,covariate_balance
qm_rating,255,20,0.0,2416,-0.06670808824449379,0.09819454777921256,0.4969837446621699,3.8316151202749142,3.8881789137380194,covariate_balance
pre_weekend_rn_lt8_day_share,255,20,0.0,2434,-0.010476070940161683,0.009830449633914906,0.28667615386733347,0.04102454805779614,0.038878383049675676,covariate_balance
pre_zero_rn_day_share,255,20,0.0,2434,-0.006136408126333842,0.0030274444868817214,0.04277889101730081,0.006840135598614416,0.006375025047231372,covariate_balance
pre_weekend_p10_total_hprd,255,20,0.0,2434,0.03871144285277617,0.044506645289158084,0.38450098735680305,3.1228898744845783,3.2644494020207837,covariate_balance
ownership_for_profit,255,20,0.0,2441,0.03530901616346466,0.03862846370237713,0.36077190000823744,0.7018739352640545,0.659037095501184,covariate_balance
certified_beds,255,20,0.0,2441,-1.0620824669880706,4.8503216453730795,0.8266905433671163,106.2640545144804,102.327545382794,covariate_balance
avg_residents_per_day,255,20,0.0,2441,0.3825713179544071,3.688452837842543,0.9173990155574958,76.543867120954,74.07963693764798,covariate_balance
health_inspection_rating,255,20,0.0,2417,-0.001307804252968428,0.10227747085150675,0.9897989237941172,2.881443298969072,2.9664804469273744,covariate_balance
qm_rating,255,20,0.0,2416,-0.06670808824449379,0.09819454777921256,0.4969837446621699,3.8316151202749142,3.8881789137380194,covariate_balance
pre_weekend_rn_lt8_day_share,255,20,0.0,2434,-0.010476070940161683,0.009830449633914906,0.28667615386733347,0.04102454805779614,0.038878383049675676,covariate_balance
pre_zero_rn_day_share,255,20,0.0,2434,-0.006136408126333842,0.0030274444868817214,0.04277889101730081,0.006840135598614416,0.006375025047231372,covariate_balance
pre_weekend_p10_total_hprd,255,20,0.0,2434,0.03871144285277617,0.044506645289158084,0.38450098735680305,3.1228898744845783,3.2644494020207837,covariate_balance
ownership_for_profit,320,20,0.0,1459,-0.004601622654056923,0.05188504765000508,0.9293414382959155,0.46225165562913906,0.3565340909090909,covariate_balance
certified_beds,320,20,0.0,1459,3.6227836943962815,5.778195598120137,0.5307740425120426,95.041059602649,88.32670454545455,covariate_balance
avg_residents_per_day,320,20,0.0,1459,0.5344332992861467,4.254359147258554,0.900049954301992,67.53735099337749,61.83948863636363,covariate_balance
health_inspection_rating,320,20,0.0,1449,-0.059868385256116256,0.1264647911618792,0.635999601510693,3.3078982597054885,3.5256410256410255,covariate_balance
qm_rating,320,20,0.0,1449,0.19199657596138048,0.11799565375423159,0.10392335604394365,3.959839357429719,4.0997150997151,covariate_balance
pre_weekend_rn_lt8_day_share,320,20,0.0,1447,-0.03861599143518889,0.01274879981128157,0.0024972987554821025,0.035924859454271214,0.02228458237041928,covariate_balance
pre_zero_rn_day_share,320,20,0.0,1447,-0.01002462998729791,0.0034585730381911308,0.003806340202808345,0.006317477752899747,0.004307926022176193,covariate_balance
pre_weekend_p10_total_hprd,320,20,0.0,1447,0.14025083801022023,0.0692540875734776,0.04303439069119408,3.5817571200262064,3.8805951014398627,covariate_balance
ownership_for_profit,320,20,0.0,1459,-0.004601622654056923,0.05188504765000508,0.9293414382959155,0.46225165562913906,0.3565340909090909,covariate_balance
certified_beds,320,20,0.0,1459,3.6227836943962815,5.778195598120137,0.5307740425120426,95.041059602649,88.32670454545455,covariate_balance
avg_residents_per_day,320,20,0.0,1459,0.5344332992861467,4.254359147258554,0.900049954301992,67.53735099337749,61.83948863636363,covariate_balance
health_inspection_rating,320,20,0.0,1449,-0.059868385256116256,0.1264647911618792,0.635999601510693,3.3078982597054885,3.5256410256410255,covariate_balance
qm_rating,320,20,0.0,1449,0.19199657596138048,0.11799565375423159,0.10392335604394365,3.959839357429719,4.0997150997151,covariate_balance
pre_weekend_rn_lt8_day_share,320,20,0.0,1447,-0.03861599143518889,0.01274879981128157,0.0024972987554821025,0.035924859454271214,0.02228458237041928,covariate_balance
pre_zero_rn_day_share,320,20,0.0,1447,-0.01002462998729791,0.0034585730381911308,0.003806340202808345,0.006317477752899747,0.004307926022176193,covariate_balance
pre_weekend_p10_total_hprd,320,20,0.0,1447,0.14025083801022023,0.0692540875734776,0.04303439069119408,3.5817571200262064,3.8805951014398627,covariate_balance
ownership_for_profit,320,20,0.0,1459,-0.004601622654056923,0.05188504765000508,0.9293414382959155,0.46225165562913906,0.3565340909090909,covariate_balance
certified_beds,320,20,0.0,1459,3.6227836943962815,5.778195598120137,0.5307740425120426,95.041059602649,88.32670454545455,covariate_balance
avg_residents_per_day,320,20,0.0,1459,0.5344332992861467,4.254359147258554,0.900049954301992,67.53735099337749,61.83948863636363,covariate_balance
health_inspection_rating,320,20,0.0,1449,-0.059868385256116256,0.1264647911618792,0.635999601510693,3.3078982597054885,3.5256410256410255,covariate_balance
qm_rating,320,20,0.0,1449,0.19199657596138048,0.11799565375423159,0.10392335604394365,3.959839357429719,4.0997150997151,covariate_balance
pre_weekend_rn_lt8_day_share,320,20,0.0,1447,-0.03861599143518889,0.01274879981128157,0.0024972987554821025,0.035924859454271214,0.02228458237041928,covariate_balance
pre_zero_rn_day_share,320,20,0.0,1447,-0.01002462998729791,0.0034585730381911308,0.003806340202808345,0.006317477752899747,0.004307926022176193,covariate_balance
pre_weekend_p10_total_hprd,320,20,0.0,1447,0.14025083801022023,0.0692540875734776,0.04303439069119408,3.5817571200262064,3.8805951014398627,covariate_balance
ownership_for_profit,320,20,0.0,1459,-0.004601622654056923,0.05188504765000508,0.9293414382959155,0.46225165562913906,0.3565340909090909,covariate_balance
certified_beds,320,20,0.0,1459,3.6227836943962815,5.778195598120137,0.5307740425120426,95.041059602649,88.32670454545455,covariate_balance
avg_residents_per_day,320,20,0.0,1459,0.5344332992861467,4.254359147258554,0.900049954301992,67.53735099337749,61.83948863636363,covariate_balance
health_inspection_rating,320,20,0.0,1449,-0.059868385256116256,0.1264647911618792,0.635999601510693,3.3078982597054885,3.5256410256410255,covariate_balance
qm_rating,320,20,0.0,1449,0.19199657596138048,0.11799565375423159,0.10392335604394365,3.959839357429719,4.0997150997151,covariate_balance
pre_weekend_rn_lt8_day_share,320,20,0.0,1447,-0.03861599143518889,0.01274879981128157,0.0024972987554821025,0.035924859454271214,0.02228458237041928,covariate_balance
pre_zero_rn_day_share,320,20,0.0,1447,-0.01002462998729791,0.0034585730381911308,0.003806340202808345,0.006317477752899747,0.004307926022176193,covariate_balance
pre_weekend_p10_total_hprd,320,20,0.0,1447,0.14025083801022023,0.0692540875734776,0.04303439069119408,3.5817571200262064,3.8805951014398627,covariate_balance
ownership_for_profit,320,20,0.0,1459,-0.004601622654056923,0.05188504765000508,0.9293414382959155,0.46225165562913906,0.3565340909090909,covariate_balance
certified_beds,320,20,0.0,1459,3.6227836943962815,5.778195598120137,0.5307740425120426,95.041059602649,88.32670454545455,covariate_balance
avg_residents_per_day,320,20,0.0,1459,0.5344332992861467,4.254359147258554,0.900049954301992,67.53735099337749,61.83948863636363,covariate_balance
health_inspection_rating,320,20,0.0,1449,-0.059868385256116256,0.1264647911618792,0.635999601510693,3.3078982597054885,3.5256410256410255,covariate_balance
qm_rating,320,20,0.0,1449,0.19199657596138048,0.11799565375423159,0.10392335604394365,3.959839357429719,4.0997150997151,covariate_balance
pre_weekend_rn_lt8_day_share,320,20,0.0,1447,-0.03861599143518889,0.01274879981128157,0.0024972987554821025,0.035924859454271214,0.02228458237041928,covariate_balance
pre_zero_rn_day_share,320,20,0.0,1447,-0.01002462998729791,0.0034585730381911308,0.003806340202808345,0.006317477752899747,0.004307926022176193,covariate_balance
pre_weekend_p10_total_hprd,320,20,0.0,1447,0.14025083801022023,0.0692540875734776,0.04303439069119408,3.5817571200262064,3.8805951014398627,covariate_balance
