outcome,cutoff,bandwidth,donut,n,coef,se,p,mean_below,mean_above,design
delta_weekend_rn_lt8_day_share,320,5,0.0,458,0.10689146742767053,0.05270933414538121,0.04314962885614926,-0.006946322933314799,0.0069098791707487344,RD_DID
delta_zero_rn_day_share,320,5,0.0,458,0.023544723282558133,0.017372794355977408,0.17600733104555122,0.0009390617237913099,0.006458141207668617,RD_DID
delta_weekend_p10_total_hprd,320,5,0.0,458,-0.2137357255447335,0.14175937564226165,0.13231760844123386,-0.14466037157298575,-0.19786076782027867,RD_DID
delta_avg_daily_census,320,5,0.0,458,-2.8691349590465682,3.0206476730006284,0.34269840511901295,2.354001394720907,2.372459582530471,RD_DID
delta_weekend_rn_lt8_day_share,320,10,0.0,774,0.031624581777582886,0.02544583811716504,0.21431270512150657,-0.011650200441050114,0.011873325271406806,RD_DID
delta_zero_rn_day_share,320,10,0.0,774,0.009217856370929693,0.009414999531943052,0.32785747274710486,-0.0010084733757246241,0.0072391896961806245,RD_DID
delta_weekend_p10_total_hprd,320,10,0.0,774,-0.0980790764344885,0.09079495773223428,0.28037976673358544,-0.12372502659108453,-0.2395653920735629,RD_DID
delta_avg_daily_census,320,10,0.0,774,0.473565558987376,1.8453057923635965,0.7975309862614046,3.1498341835185695,2.8166975635396554,RD_DID
delta_weekend_rn_lt8_day_share,320,15,0.0,1090,0.03335378757105241,0.01663996816816705,0.04527105544339838,-0.006597878478381624,0.011477559015059015,RD_DID
delta_zero_rn_day_share,320,15,0.0,1090,0.009344971692728597,0.0067953136376707165,0.16935049174242112,-0.0003464841375013646,0.0071060541784532475,RD_DID
delta_weekend_p10_total_hprd,320,15,0.0,1090,-0.09512495381557015,0.06912103278600315,0.1690407876555089,-0.13154873695763852,-0.2440579094554385,RD_DID
delta_avg_daily_census,320,15,0.0,1090,0.08580176318297672,1.4399655306316455,0.9524963441889627,3.2301936897909,2.703511971278664,RD_DID
delta_weekend_rn_lt8_day_share,320,20,0.0,1441,0.0343637198776128,0.012986155712331773,0.008229490987808008,-0.0041113890004270326,0.008629453613649016,RD_DID
delta_zero_rn_day_share,320,20,0.0,1441,0.011309552172890964,0.005558755175022267,0.04207969144727919,-0.00017482953666204316,0.0052771839812694385,RD_DID
delta_weekend_p10_total_hprd,320,20,0.0,1441,-0.12248128052376595,0.06059786382175487,0.043442662778447216,-0.12844488445489438,-0.21605976507517308,RD_DID
delta_avg_daily_census,320,20,0.0,1441,0.5956867055406582,1.2427812779795284,0.6317857706858008,3.7474039920837408,2.680625893237244,RD_DID
delta_weekend_rn_lt8_day_share,320,30,0.0,2101,0.029746769754779308,0.009680565477212317,0.0021476402695279617,-0.0008946779699467891,0.006196771329196206,RD_DID
delta_zero_rn_day_share,320,30,0.0,2101,0.010738896892080909,0.004275653289247421,0.012091800293985377,0.000579109425532988,0.003995064299275401,RD_DID
delta_weekend_p10_total_hprd,320,30,0.0,2101,-0.11568621530687317,0.05230574344839678,0.02709274458003974,-0.11913379807693658,-0.21192233478466968,RD_DID
delta_avg_daily_census,320,30,0.0,2101,0.14002403287879778,1.0233361641135161,0.8911775747266026,4.028005623720911,2.5463284566459983,RD_DID
