country,survey_name,wave,idno,file,raw_variable,raw_label,harmonized_variable,unit,recall_period,construction_rule,quality_flag,notes
,,,,temp\raw_extracted\lsms2002en_4dbf0b087520\lsms2002en\Data_2002\Modul_3B_dwelling.sav,m3b_q18,Dwelling has own electricity meter,asset_index_or_asset_variable,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=assets_wealth; dtype=float64; extracted_from=temp\raw_downloads\ALB_2002_LSMS_v01_M\lsms2002en.rar
,,,,temp\raw_extracted\lsms2002en_4dbf0b087520\lsms2002en\Data_2002\Modul_3B_dwelling.sav,m3b_q23,Hours per day electricity has been cut in last month,asset_index_or_asset_variable,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=assets_wealth; dtype=float64; extracted_from=temp\raw_downloads\ALB_2002_LSMS_v01_M\lsms2002en.rar
,,,,temp\raw_extracted\lsms2002en_4dbf0b087520\lsms2002en\Data_2002\Modul_3B_dwelling.sav,m3b_q26,Paid electricity bill in past 12 months,asset_index_or_asset_variable,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=assets_wealth; dtype=float64; extracted_from=temp\raw_downloads\ALB_2002_LSMS_v01_M\lsms2002en.rar
,,,,temp\raw_extracted\lsms2002en_4dbf0b087520\lsms2002en\Data_2002\Modul_3B_dwelling.sav,m3b_q28,HH have electricity arrear,asset_index_or_asset_variable,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=assets_wealth; dtype=float64; extracted_from=temp\raw_downloads\ALB_2002_LSMS_v01_M\lsms2002en.rar
,,,,temp\raw_extracted\lsms2002en_4dbf0b087520\lsms2002en\Data_2002\Modul_3B_dwelling.sav,m3b_q30,Arrears age,age,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=age; dtype=float64; extracted_from=temp\raw_downloads\ALB_2002_LSMS_v01_M\lsms2002en.rar
,,,,temp\raw_extracted\lsms2002en_4dbf0b087520\lsms2002en\Data_2002\Modul_3B_dwelling.sav,m3b_q31,Reason for not being connected to the electricity supply,asset_index_or_asset_variable,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=assets_wealth; dtype=float64; extracted_from=temp\raw_downloads\ALB_2002_LSMS_v01_M\lsms2002en.rar
,,,,temp\raw_extracted\lsms2002en_4dbf0b087520\lsms2002en\Data_2002\Modul_3B_dwelling.sav,m3b_q39,HH has telephone inside dwelling,asset_index_or_asset_variable,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=assets_wealth; dtype=float64; extracted_from=temp\raw_downloads\ALB_2002_LSMS_v01_M\lsms2002en.rar
,,,,temp\raw_extracted\lsms2002en_4dbf0b087520\lsms2002en\Data_2002\Modul_4_Education.sav,m4b_q05,Highest grade,education,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=education; dtype=float64; extracted_from=temp\raw_downloads\ALB_2002_LSMS_v01_M\lsms2002en.rar
,,,,temp\raw_extracted\lsms2002en_4dbf0b087520\lsms2002en\Data_2002\Modul_4_Education.sav,m4b_q26,Amount spent on other educational materials,education,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=education; dtype=float64; extracted_from=temp\raw_downloads\ALB_2002_LSMS_v01_M\lsms2002en.rar
,,,,temp\raw_extracted\lsms2002en_4dbf0b087520\lsms2002en\Data_2002\Modul_4_Education.sav,m4b_q36,HH paid for schooling cash or in-kind,education,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=education; dtype=float64; extracted_from=temp\raw_downloads\ALB_2002_LSMS_v01_M\lsms2002en.rar
,,,,temp\raw_extracted\lsms2002en_4dbf0b087520\lsms2002en\Data_2002\Modul_4_Education.sav,m4b_q37,Amount paid for schooling,education,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=education; dtype=float64; extracted_from=temp\raw_downloads\ALB_2002_LSMS_v01_M\lsms2002en.rar
,,,,temp\raw_extracted\lsms2002en_4dbf0b087520\lsms2002en\Data_2002\Modul_4_Education.sav,m4b_q38,HH paid for schooling services,education,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=education; dtype=float64; extracted_from=temp\raw_downloads\ALB_2002_LSMS_v01_M\lsms2002en.rar
,,,,temp\raw_extracted\lsms2002en_4dbf0b087520\lsms2002en\Data_2002\Modul_4_Education.sav,m4b_q42,Currently receiving scholarship or subsidy for education,education,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=education; dtype=float64; extracted_from=temp\raw_downloads\ALB_2002_LSMS_v01_M\lsms2002en.rar
,,,,temp\raw_extracted\lsms2002en_4dbf0b087520\lsms2002en\Data_2002\Modul_6A_maternity_a.sav,m6a_q10,Child's sex,sex,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=sex; dtype=float64; extracted_from=temp\raw_downloads\ALB_2002_LSMS_v01_M\lsms2002en.rar
,,,,temp\raw_extracted\lsms2002en_4dbf0b087520\lsms2002en\Data_2002\Modul_6A_maternity_a.sav,m6a_q15a,Highest Level of education,education,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=education; dtype=float64; extracted_from=temp\raw_downloads\ALB_2002_LSMS_v01_M\lsms2002en.rar
,,,,temp\raw_extracted\lsms2002en_4dbf0b087520\lsms2002en\Data_2002\Modul_6A_maternity_a.sav,m6a_q15b,Highest grade of education,education,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=education; dtype=float64; extracted_from=temp\raw_downloads\ALB_2002_LSMS_v01_M\lsms2002en.rar
,,,,temp\raw_extracted\lsms2005en_1e7f1965c4a5\lsms2005en\Data_2005\Modul_10_fertility_cl.sav,m10_q5d,Date of Birth - Day,age,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=age; dtype=float64; extracted_from=temp\raw_downloads\ALB_2005_LSMS_v01_M\lsms2005en.rar
,,,,temp\raw_extracted\lsms2005en_1e7f1965c4a5\lsms2005en\Data_2005\Modul_10_fertility_cl.sav,m10_q5m,Date of Birth - Month,age,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=age; dtype=float64; extracted_from=temp\raw_downloads\ALB_2005_LSMS_v01_M\lsms2005en.rar
,,,,temp\raw_extracted\lsms2005en_1e7f1965c4a5\lsms2005en\Data_2005\Modul_10_fertility_cl.sav,m10_q5y,Date of Birth - Year,age,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=age; dtype=float64; extracted_from=temp\raw_downloads\ALB_2005_LSMS_v01_M\lsms2005en.rar
,,,,temp\raw_extracted\lsms2005en_1e7f1965c4a5\lsms2005en\Data_2005\Modul_13A_dwellinga_cl.sav,m13a_q01,Dwelling Type,asset_index_or_asset_variable,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=assets_wealth; dtype=float64; extracted_from=temp\raw_downloads\ALB_2005_LSMS_v01_M\lsms2005en.rar
,,,,temp\raw_extracted\lsms2005en_1e7f1965c4a5\lsms2005en\Data_2005\Modul_13A_dwellinga_cl.sav,m13a_q04,Condition of dwelling unit,asset_index_or_asset_variable,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=assets_wealth; dtype=float64; extracted_from=temp\raw_downloads\ALB_2005_LSMS_v01_M\lsms2005en.rar
,,,,temp\raw_extracted\lsms2005en_1e7f1965c4a5\lsms2005en\Data_2005\Modul_13A_dwellinga_cl.sav,m13a_q06,Time living in dwelling,asset_index_or_asset_variable,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=assets_wealth; dtype=float64; extracted_from=temp\raw_downloads\ALB_2005_LSMS_v01_M\lsms2005en.rar
,,,,temp\raw_extracted\lsms2005en_1e7f1965c4a5\lsms2005en\Data_2005\Modul_13A_dwellinga_cl.sav,m13a_q07,Area of dwelling,asset_index_or_asset_variable,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=assets_wealth; dtype=float64; extracted_from=temp\raw_downloads\ALB_2005_LSMS_v01_M\lsms2005en.rar
,,,,temp\raw_extracted\lsms2005en_1e7f1965c4a5\lsms2005en\Data_2005\Modul_13A_dwellinga_cl.sav,m13a_q11,Dwelling has kitchen,asset_index_or_asset_variable,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=assets_wealth; dtype=float64; extracted_from=temp\raw_downloads\ALB_2005_LSMS_v01_M\lsms2005en.rar
,,,,temp\raw_extracted\lsms2005en_1e7f1965c4a5\lsms2005en\Data_2005\Modul_13A_dwellinga_cl.sav,m13a_q12,Dwelling has separate bath/shower,asset_index_or_asset_variable,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=assets_wealth; dtype=float64; extracted_from=temp\raw_downloads\ALB_2005_LSMS_v01_M\lsms2005en.rar
,,,,temp\raw_extracted\lsms2005en_1e7f1965c4a5\lsms2005en\Data_2005\Modul_13A_dwellinga_cl.sav,m13a_q13,Dwelling has balcony or terrace,asset_index_or_asset_variable,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=assets_wealth; dtype=float64; extracted_from=temp\raw_downloads\ALB_2005_LSMS_v01_M\lsms2005en.rar
,,,,temp\raw_extracted\lsms2005en_1e7f1965c4a5\lsms2005en\Data_2005\Modul_13A_dwellinga_cl.sav,m13a_q14,Dwelling has pantry,asset_index_or_asset_variable,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=assets_wealth; dtype=float64; extracted_from=temp\raw_downloads\ALB_2005_LSMS_v01_M\lsms2005en.rar
,,,,temp\raw_extracted\lsms2005en_1e7f1965c4a5\lsms2005en\Data_2005\Modul_13A_dwellinga_cl.sav,m13a_q15,Dwelling has attic,asset_index_or_asset_variable,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=assets_wealth; dtype=float64; extracted_from=temp\raw_downloads\ALB_2005_LSMS_v01_M\lsms2005en.rar
,,,,temp\raw_extracted\lsms2005en_1e7f1965c4a5\lsms2005en\Data_2005\Modul_13A_dwellinga_cl.sav,m13a_q16,Dwelling has garage,asset_index_or_asset_variable,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=assets_wealth; dtype=float64; extracted_from=temp\raw_downloads\ALB_2005_LSMS_v01_M\lsms2005en.rar
,,,,temp\raw_extracted\lsms2005en_1e7f1965c4a5\lsms2005en\Data_2005\Modul_13A_dwellinga_cl.sav,m13a_q17,Dwelling has elevator,asset_index_or_asset_variable,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=assets_wealth; dtype=float64; extracted_from=temp\raw_downloads\ALB_2005_LSMS_v01_M\lsms2005en.rar
,,,,temp\raw_extracted\lsms2005en_1e7f1965c4a5\lsms2005en\Data_2005\Modul_13A_dwellinga_cl.sav,m13a_q18,Dwelling has this problem: pollution from industry or traffi,asset_index_or_asset_variable,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=assets_wealth; dtype=float64; extracted_from=temp\raw_downloads\ALB_2005_LSMS_v01_M\lsms2005en.rar
,,,,temp\raw_extracted\lsms2005en_1e7f1965c4a5\lsms2005en\Data_2005\Modul_13A_dwellinga_cl.sav,m13a_q19,Month inhabit this dwelling,asset_index_or_asset_variable,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=assets_wealth; dtype=float64; extracted_from=temp\raw_downloads\ALB_2005_LSMS_v01_M\lsms2005en.rar
,,,,temp\raw_extracted\lsms2005en_1e7f1965c4a5\lsms2005en\Data_2005\Modul_13A_dwellinga_cl.sav,v1,Dwelling has this problem: too small,asset_index_or_asset_variable,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=assets_wealth; dtype=float64; extracted_from=temp\raw_downloads\ALB_2005_LSMS_v01_M\lsms2005en.rar
,,,,temp\raw_extracted\lsms2005en_1e7f1965c4a5\lsms2005en\Data_2005\Modul_13A_dwellinga_cl.sav,v10,Ownership of dwelling,asset_index_or_asset_variable,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=assets_wealth; dtype=float64; extracted_from=temp\raw_downloads\ALB_2005_LSMS_v01_M\lsms2005en.rar
