outcome,event_time,estimate,std_error,ci_low,ci_high,p_value,n_obs,n_facilities
weekend_rn_hprd,-12,-0.05612391419988333,0.004105430546477869,-0.06417055807097995,-0.048077270328786705,0.0,1209911,15133
weekend_rn_hprd,-11,-0.05415685745080337,0.006225756798691149,-0.06635934077623802,-0.04195437412536872,0.0,1209911,15133
weekend_rn_hprd,-10,-0.039737357751292,0.0036971530699824334,-0.04698377776845757,-0.03249093773412643,0.0,1209911,15133
weekend_rn_hprd,-9,-0.0324382331160058,0.003602752845038696,-0.039499628692281644,-0.025376837539729954,0.0,1209911,15133
weekend_rn_hprd,-8,-0.022145158877403925,0.004547415606308931,-0.031058093465769432,-0.01323222428903842,1.128205544764782e-06,1209911,15133
weekend_rn_hprd,-7,-0.0140851120089876,0.0058972736297490886,-0.02564376832329581,-0.0025264556946793856,0.01693359976650277,1209911,15133
weekend_rn_hprd,-6,-0.018273484683738517,0.003308646794572325,-0.024758432401100275,-0.011788536966376759,3.388516867097735e-08,1209911,15133
weekend_rn_hprd,-5,-0.011758305601663577,0.0030644166458803535,-0.01776456222758907,-0.005752048975738084,0.00012502940763159387,1209911,15133
weekend_rn_hprd,-4,-0.013174483643627277,0.0033095129561646363,-0.019661129037709963,-0.0066878382495445905,6.900666309883619e-05,1209911,15133
weekend_rn_hprd,-3,-0.010384538645350772,0.0026398090406085017,-0.015558564364943434,-0.005210512925758109,8.397895275735756e-05,1209911,15133
weekend_rn_hprd,-2,-0.010204956813577581,0.002315816055925574,-0.014743956283191707,-0.005665957343963456,1.0571080158339186e-05,1209911,15133
weekend_rn_hprd,0,-0.0001812804483328212,0.002619017639185452,-0.005314555021136307,0.004951994124470664,0.9448178351654162,1209911,15133
weekend_rn_hprd,1,0.0029844691442593163,0.0029709946364418973,-0.002838680343166802,0.008807618631685435,0.3151367027603904,1209911,15133
weekend_rn_hprd,2,0.00493720201683423,0.0032765456395234364,-0.001484827436631705,0.011359231470300164,0.13187474071121108,1209911,15133
weekend_rn_hprd,3,0.00964360699694361,0.0033007602361675966,0.003174116934055121,0.016113097059832097,0.003487173331988336,1209911,15133
weekend_rn_hprd,4,0.01532692242879724,0.0035566832446950795,0.008355823269194885,0.022298021588399594,1.6478373606965135e-05,1209911,15133
weekend_rn_hprd,5,0.015472275071585773,0.0036091083545135463,0.008398422696739221,0.022546127446432324,1.8221712801747003e-05,1209911,15133
weekend_rn_hprd,6,0.02284721633808151,0.0036147920801899644,0.01576222386090918,0.029932208815253842,2.680577981806209e-10,1209911,15133
weekend_rn_hprd,7,0.026475250104320558,0.003616338321870741,0.019387226993453906,0.03356327321518721,2.5845992013273644e-13,1209911,15133
weekend_rn_hprd,8,0.0230678609134351,0.00380818178604077,0.015603824612795192,0.03053189721407501,1.4157357508537416e-09,1209911,15133
weekend_rn_hprd,9,0.02584314482892175,0.0036996763184865703,0.01859177924468807,0.03309451041315543,2.9620750296999176e-12,1209911,15133
weekend_rn_hprd,10,0.027089357038014683,0.003867390171594653,0.019509272301689164,0.034669441774340205,2.582156710673189e-12,1209911,15133
weekend_rn_hprd,11,0.03314631474573021,0.004363204344704735,0.02459443423010893,0.04169819526135149,3.219646771412954e-14,1209911,15133
weekend_rn_hprd,12,0.03260829383556696,0.003775255618903722,0.025208792822515664,0.04000779484861826,0.0,1209911,15133
weekend_rn_hprd,13,0.03680801853388155,0.003961269926004849,0.029043929478912045,0.04457210758885105,0.0,1209911,15133
weekend_rn_hprd,14,0.035521128064456564,0.004332705990441402,0.027029024323191417,0.04401323180572171,2.220446049250313e-16,1209911,15133
weekend_rn_hprd,15,0.030076768278724242,0.004083037519003818,0.022074014741476758,0.038079521815971726,1.8451906669270102e-13,1209911,15133
weekend_rn_hprd,16,0.03145174216691504,0.004261689799781193,0.023098830159343907,0.03980465417448618,1.6631140908884845e-13,1209911,15133
weekend_rn_hprd,17,0.03410041187977925,0.004191292251696816,0.025885479066453485,0.04231534469310501,4.440892098500626e-16,1209911,15133
weekend_rn_hprd,18,0.037767714188581936,0.004038671161792638,0.029851918711468365,0.04568350966569551,0.0,1209911,15133
weekend_rn_hprd,19,0.03430967475897756,0.004155635632696198,0.026164628918893013,0.04245472059906211,2.220446049250313e-16,1209911,15133
weekend_rn_hprd,20,0.027753209345396768,0.007153756154699441,0.013731847282185865,0.04177457140860767,0.00010510189849632923,1209911,15133
weekend_rn_hprd,21,0.03387598659944624,0.0040242790886340475,0.025988399585723507,0.04176357361316897,0.0,1209911,15133
weekend_rn_hprd,22,0.03254571002182077,0.0041187017200564405,0.02447305465051015,0.04061836539313139,2.886579864025407e-15,1209911,15133
weekend_rn_hprd,23,0.03447412093802349,0.004217379303547292,0.026208057503070797,0.04274018437297618,2.220446049250313e-16,1209911,15133
weekend_rn_hprd,24,0.03506815860565832,0.004271500164799438,0.026696018282651418,0.043440298928665216,2.220446049250313e-16,1209911,15133
weekend_rn_hprd,25,0.033137441289041336,0.004232855597399185,0.024841044318138935,0.041433838259943734,5.329070518200751e-15,1209911,15133
weekend_rn_hprd,26,0.03531304103012112,0.004424806604066947,0.0266404200861499,0.04398566197409233,1.5543122344752192e-15,1209911,15133
weekend_rn_hprd,27,0.03552555107544761,0.004342481332331795,0.02701428766407729,0.04403681448681793,2.220446049250313e-16,1209911,15133
weekend_rn_hprd,28,0.03869206802962122,0.0043569833983155785,0.030152380568922686,0.04723175549031975,0.0,1209911,15133
weekend_rn_hprd,29,0.04199203843575883,0.004403519167231165,0.03336114086798574,0.05062293600353191,0.0,1209911,15133
weekend_rn_hprd,30,0.041504452461189445,0.004355317149214144,0.03296803084872972,0.05004087407364917,0.0,1209911,15133
weekend_rn_hprd,31,0.03942663784797118,0.004371847306146515,0.03085781712792401,0.047995458568018345,0.0,1209911,15133
weekend_rn_hprd,32,0.03874472820268976,0.00444144797337739,0.030039490174870075,0.04744996623050944,0.0,1209911,15133
weekend_rn_hprd,33,0.039021506313156235,0.004428909235858531,0.030340844210873515,0.04770216841543895,0.0,1209911,15133
weekend_rn_hprd,34,0.03647778188459505,0.0044248776312033914,0.027805021727436402,0.0451505420417537,2.220446049250313e-16,1209911,15133
weekend_rn_hprd,35,0.04035933236237954,0.004541342397232994,0.031458301263802876,0.049260363460956205,0.0,1209911,15133
weekend_rn_hprd,36,0.04138365714174569,0.004159149526868794,0.033231724069082855,0.04953559021440852,0.0,1209911,15133
weekday_total_nurse_hprd,-24,0.04112399084327294,0.014855641680397736,0.012006933149693377,0.0702410485368525,0.005642836826483366,1209909,15133
weekday_total_nurse_hprd,-23,0.0518575111981536,0.016693920016563064,0.019137427965689992,0.08457759443061721,0.0018974912624902807,1209909,15133
weekday_total_nurse_hprd,-22,-0.004466934832345407,0.017741791910434915,-0.03924084697679784,0.030306977312107027,0.8012186114794528,1209909,15133
weekday_total_nurse_hprd,-21,-0.05623824974045073,0.019445475710572972,-0.09435138213317376,-0.01812511734772771,0.003832219826515937,1209909,15133
weekday_total_nurse_hprd,-20,-0.07558637528177511,0.01761624517919443,-0.11011421583299619,-0.041058534730554035,1.7920089206757694e-05,1209909,15133
weekday_total_nurse_hprd,-19,-0.10435200274119298,0.017689319278222215,-0.13902306852650853,-0.06968093695587743,3.731679854013237e-09,1209909,15133
weekday_total_nurse_hprd,-18,-0.10351748945925993,0.016909758040755986,-0.13666061521914166,-0.07037436369937819,9.483183127656503e-10,1209909,15133
weekday_total_nurse_hprd,-17,-0.03918742728347624,0.0299660694063,-0.09792092331982424,0.019546068752871758,0.19098591091559824,1209909,15133
weekday_total_nurse_hprd,-16,-0.038434148792252765,0.020734841422804795,-0.07907443798095015,0.0022061403964446294,0.0638155339655555,1209909,15133
weekday_total_nurse_hprd,-15,-0.04947299391810972,0.025879822409862266,-0.10019744584143976,0.0012514580052203211,0.05594080549452074,1209909,15133
weekday_total_nurse_hprd,-14,-0.001802197197108335,0.05529121878401573,-0.11017298601377916,0.10656859161956249,0.9739982766249591,1209909,15133
weekday_total_nurse_hprd,-13,-0.06992403537563514,0.018249052328626367,-0.10569217793974282,-0.034155892811527463,0.00012779960016962022,1209909,15133
weekday_total_nurse_hprd,-12,-0.07143794834640833,0.017231369564470994,-0.10521143269277147,-0.03766446400004519,3.404624741176754e-05,1209909,15133
weekday_total_nurse_hprd,-11,-0.0843989060649631,0.02180300139505075,-0.12713278879926257,-0.04166502333066363,0.00010885554452944035,1209909,15133
weekday_total_nurse_hprd,-10,-0.055944134965516326,0.01641481505343455,-0.08811717247024804,-0.02377109746078461,0.0006557558489364013,1209909,15133
weekday_total_nurse_hprd,-9,-0.05519046230293699,0.015089495986457497,-0.08476587443639369,-0.025615050169480298,0.00025550958632281073,1209909,15133
weekday_total_nurse_hprd,-8,0.04612410417045339,0.06777060884078963,-0.08670628915749427,0.17895449749840103,0.4961403841877665,1209909,15133
weekday_total_nurse_hprd,-7,0.05635518797589162,0.05708193733655329,-0.05552540920375283,0.16823578515553606,0.3235269058602044,1209909,15133
weekday_total_nurse_hprd,-6,-0.05230628562081403,0.014502976535769836,-0.08073211963092292,-0.023880451610705157,0.00031124617691213885,1209909,15133
weekday_total_nurse_hprd,-5,-0.05321563588727184,0.014381658109752024,-0.0814036857823858,-0.02502758599215787,0.00021615600315305628,1209909,15133
weekday_total_nurse_hprd,-4,-0.05777889866211211,0.014939932629627456,-0.08706116661618192,-0.028496630708042297,0.0001104561792806269,1209909,15133
weekday_total_nurse_hprd,-3,0.004018538408091021,0.011967239443451435,-0.01943725090107379,0.027474327717255834,0.73703016437595,1209909,15133
weekday_total_nurse_hprd,-2,-0.02067291501119585,0.009012000196268856,-0.03833643539588281,-0.003009394626508892,0.021808044458173637,1209909,15133
weekday_total_nurse_hprd,0,-0.0468892782645972,0.012632871807755816,-0.0716497070077986,-0.0221288495213958,0.00020661976118341308,1209909,15133
weekday_total_nurse_hprd,1,-0.042047259170086365,0.013160652288552765,-0.06784213765564978,-0.016252380684522946,0.0014015543886256587,1209909,15133
weekday_total_nurse_hprd,2,-0.02761696571240506,0.013607073588382682,-0.054286829945635114,-0.000947101479175004,0.04241431076573687,1209909,15133
weekday_total_nurse_hprd,3,-0.002681594203581092,0.015060823818197849,-0.032200808887248876,0.026837620480086692,0.8586853348197128,1209909,15133
weekday_total_nurse_hprd,4,0.0023137138754213415,0.01526999473239326,-0.027615475800069445,0.032242903550912125,0.8795673343729051,1209909,15133
weekday_total_nurse_hprd,5,0.018952222946243852,0.015236377903754789,-0.010911077745115533,0.048815523637603234,0.21356306727368968,1209909,15133
weekday_total_nurse_hprd,6,0.012696133032474202,0.015226555538056838,-0.0171479158221172,0.042540181887065605,0.4043983057290952,1209909,15133
weekday_total_nurse_hprd,7,0.043833306215186926,0.01596787613299814,0.012536268994510574,0.07513034343586328,0.006056511663790287,1209909,15133
weekday_total_nurse_hprd,8,0.04753032168404589,0.020391346857229122,0.007563281843876814,0.08749736152421497,0.019771361061253545,1209909,15133
weekday_total_nurse_hprd,9,0.0368756272201515,0.015400143248790228,0.0066913464525226556,0.06705990798778035,0.016655180925705393,1209909,15133
weekday_total_nurse_hprd,10,0.036402431801295265,0.015523835077572627,0.005975715049252917,0.06682914855333762,0.0190430920150384,1209909,15133
weekday_total_nurse_hprd,11,0.04252499749749425,0.018276454179031117,0.006703147306593257,0.07834684768839524,0.01999095506622428,1209909,15133
weekday_total_nurse_hprd,12,0.047600812247090396,0.015153183734451937,0.017900572127564598,0.07730105236661619,0.0016851935922463923,1209909,15133
weekday_total_nurse_hprd,13,0.05546414249429199,0.015657474970238686,0.024775491552624165,0.08615279343595982,0.00039778319964267617,1209909,15133
weekday_total_nurse_hprd,14,0.052480690215139514,0.01709900304049056,0.018966644255778015,0.08599473617450101,0.0021499456585236665,1209909,15133
weekday_total_nurse_hprd,15,0.03033728411318426,0.015470032896145017,1.601963674002435e-05,0.06065854858962849,0.04989319167792794,1209909,15133
weekday_total_nurse_hprd,16,0.021846335101585998,0.01650761974585425,-0.010508599600288333,0.05420126980346033,0.18571934341173146,1209909,15133
weekday_total_nurse_hprd,17,0.04562913436808963,0.0161612271904512,0.013953129074805282,0.07730513966137398,0.004758365396297259,1209909,15133
weekday_total_nurse_hprd,18,0.05995823734098424,0.01592329538834136,0.028748578379835174,0.0911678963021333,0.00016688419393307008,1209909,15133
weekday_total_nurse_hprd,19,0.05365777690226475,0.016057116096008052,0.02218582935408897,0.08512972445044054,0.0008347403312398693,1209909,15133
weekday_total_nurse_hprd,20,0.015985039232160686,0.09245555234878602,-0.16522784337145993,0.1971979218357813,0.8627368140790765,1209909,15133
weekday_total_nurse_hprd,21,0.0669452966967005,0.015556574216864254,0.03645441123164657,0.09743618216175444,1.69295719976148e-05,1209909,15133
weekday_total_nurse_hprd,22,0.0626142299019439,0.015624760542899213,0.03198969923786145,0.09323876056602635,6.169209381434726e-05,1209909,15133
weekday_total_nurse_hprd,23,0.05516289390912228,0.016139270078858868,0.0235299245545589,0.08679586326368566,0.0006326551599928898,1209909,15133
weekday_total_nurse_hprd,24,0.04341372058933807,0.017183143042399,0.009734760226236032,0.0770926809524401,0.01152967503337421,1209909,15133
weekday_total_nurse_hprd,25,0.04753390944615632,0.015866875069458594,0.016434834310017476,0.07863298458229516,0.0027417347506206724,1209909,15133
weekday_total_nurse_hprd,26,0.04067253656870741,0.016408797021484338,0.008511294406598105,0.07283377873081671,0.013196916434025763,1209909,15133
weekday_total_nurse_hprd,27,0.047082923487765924,0.01597451399945609,0.015772876048831985,0.07839297092669986,0.003209708006935763,1209909,15133
weekday_total_nurse_hprd,28,0.05645716840397426,0.01604255941160556,0.02501375195722736,0.08790058485072116,0.00043410151093992155,1209909,15133
weekday_total_nurse_hprd,29,0.08958655151580641,0.016835963247361002,0.05658806355097885,0.12258503948063398,1.0458742250030184e-07,1209909,15133
weekday_total_nurse_hprd,30,0.07038236180105875,0.01578216202501842,0.039449324232022645,0.10131539937009486,8.269828699836168e-06,1209909,15133
weekday_total_nurse_hprd,31,0.07151853550878472,0.017302641660534544,0.03760535785413701,0.10543171316343242,3.5937953207776374e-05,1209909,15133
weekday_total_nurse_hprd,32,0.07016773198654655,0.016523008475260868,0.03778263537503525,0.10255282859805785,2.182685976315213e-05,1209909,15133
weekday_total_nurse_hprd,33,0.07213298259420212,0.01615261704868689,0.04047385317877582,0.10379211200962841,8.037940918192987e-06,1209909,15133
weekday_total_nurse_hprd,34,0.06790675509275919,0.016025243565794087,0.03649727770380278,0.09931623248171559,2.2737443755360687e-05,1209909,15133
weekday_total_nurse_hprd,35,0.05773951575200091,0.016841090891186707,0.024730977605274963,0.09074805389872687,0.0006085651156568783,1209909,15133
weekday_total_nurse_hprd,36,0.06652336328790812,0.014879310065349333,0.037359915559823424,0.0956868110159928,7.847078542511099e-06,1209909,15133
weekday_minus_weekend_total_hprd,-24,0.007252807647147086,0.007196183537779618,-0.006851712086900965,0.021357327381195137,0.31353364867754396,1209909,15133
weekday_minus_weekend_total_hprd,-23,0.03567799829382989,0.008555066218890753,0.018910068504804017,0.05244592808285577,3.057676196416281e-05,1209909,15133
weekday_minus_weekend_total_hprd,-22,0.026355005973379808,0.008630318868531895,0.009439580991057295,0.04327043095570232,0.0022637809563401667,1209909,15133
weekday_minus_weekend_total_hprd,-21,0.01487221178835152,0.008888622171378608,-0.0025494876675505526,0.03229391124425359,0.09431371125324639,1209909,15133
weekday_minus_weekend_total_hprd,-20,0.01717453309253092,0.008671102797698225,0.00017917160904239865,0.03416989457601944,0.0476471493881756,1209909,15133
weekday_minus_weekend_total_hprd,-19,0.006187643758715722,0.008527116764202727,-0.010525505099121622,0.022900792616553065,0.46806879131979806,1209909,15133
weekday_minus_weekend_total_hprd,-18,0.005155827272124158,0.008181394955654227,-0.010879706840958129,0.021191361385206445,0.5285802780391395,1209909,15133
weekday_minus_weekend_total_hprd,-17,0.023401377591862227,0.022915669643556392,-0.021513334909508297,0.06831609009323275,0.3071781728702385,1209909,15133
weekday_minus_weekend_total_hprd,-16,0.022015139330857747,0.008689180892078274,0.004984344782384333,0.03904593387933116,0.011298902720628945,1209909,15133
weekday_minus_weekend_total_hprd,-15,0.02624106133927573,0.009654653801824837,0.007317939887699049,0.04516418279085241,0.006575853944789767,1209909,15133
weekday_minus_weekend_total_hprd,-14,0.06306774776504787,0.04781537799817727,-0.030650393111379584,0.1567858886414753,0.1871942165462257,1209909,15133
weekday_minus_weekend_total_hprd,-13,0.021451040891722783,0.008256595986719769,0.005268112757752037,0.037633969025693534,0.009384596055374006,1209909,15133
weekday_minus_weekend_total_hprd,-12,0.022401980212410355,0.008207947892713247,0.006314402342692392,0.03848955808212832,0.006354162960442444,1209909,15133
weekday_minus_weekend_total_hprd,-11,0.02838222304095983,0.0116771791572484,0.005494951892752967,0.051269494189166695,0.015086557528015687,1209909,15133
weekday_minus_weekend_total_hprd,-10,0.033003726233490016,0.007753414457653473,0.01780703389648921,0.04820041857049082,2.0874444186080865e-05,1209909,15133
weekday_minus_weekend_total_hprd,-9,0.024495185716094547,0.00696553368226958,0.01084273969884617,0.03814763173334292,0.00043834688964938806,1209909,15133
weekday_minus_weekend_total_hprd,-8,0.07381702259191147,0.046437040321280494,-0.017199576437798292,0.16483362162162124,0.1119424720251545,1209909,15133
weekday_minus_weekend_total_hprd,-7,0.05919578630904676,0.03104261951029261,-0.001647747931126757,0.12003932054922029,0.056549889691282385,1209909,15133
weekday_minus_weekend_total_hprd,-6,0.0010723863778527853,0.006785761808198549,-0.012227706766216371,0.014372479521921942,0.8744315009421699,1209909,15133
weekday_minus_weekend_total_hprd,-5,-0.016954568805860548,0.006602986662268528,-0.029896422663906862,-0.004012714947814234,0.010246727482427165,1209909,15133
weekday_minus_weekend_total_hprd,-4,-0.006621820649235444,0.007753331224080754,-0.02181834984843372,0.008574708549962834,0.39308450917409177,1209909,15133
