check,sample,outcome,term,estimate,std_error,ci_low,ci_high,p_value,n_obs,n_facilities,fixed_effects,exposure,note
low_weekend_total,all_months,weekday_total_nurse_hprd,x_jan_to_jun2022,0.06941474543441038,0.00823100012128048,0.053281985196700646,0.08554750567212012,0.0,1209909,15133,facility_id+period,low_baseline_weekend_total_hprd,
low_weekend_total,all_months,weekday_total_nurse_hprd,x_post_jul2022,0.24467727453877855,0.007654460435507384,0.22967453208518407,0.25968001699237303,0.0,1209909,15133,facility_id+period,low_baseline_weekend_total_hprd,
low_weekend_total,all_months,weekday_minus_weekend_total_hprd,x_jan_to_jun2022,-0.01200517242248051,0.003945855465915949,-0.01973904913567577,-0.004271295709285251,0.002350422823233611,1209909,15133,facility_id+period,low_baseline_weekend_total_hprd,
low_weekend_total,all_months,weekday_minus_weekend_total_hprd,x_post_jul2022,0.011433155230965527,0.00395413745160063,0.0036830458258282914,0.019183264636102763,0.0038402545303841684,1209909,15133,facility_id+period,low_baseline_weekend_total_hprd,
low_weekend_total,all_months,total_nurse_hprd,x_jan_to_jun2022,0.07284424115740512,0.007712672841943861,0.057727402387195155,0.0879610799276151,0.0,1209911,15133,facility_id+period,low_baseline_weekend_total_hprd,
low_weekend_total,all_months,total_nurse_hprd,x_post_jul2022,0.24114405903092964,0.007140119659016151,0.22714942449925798,0.25513869356260127,0.0,1209911,15133,facility_id+period,low_baseline_weekend_total_hprd,
low_weekend_rn,all_months,weekend_total_nurse_hprd,x_jan_to_jun2022,0.01129165138784138,0.007508555755352913,-0.0034251178926503287,0.026008420668333088,0.1326439566493285,1209911,15133,facility_id+period,low_baseline_weekend_rn_hprd,
low_weekend_rn,all_months,weekend_total_nurse_hprd,x_post_jul2022,0.0703594664390771,0.007244279584727816,0.056160678453010586,0.08455825442514363,0.0,1209911,15133,facility_id+period,low_baseline_weekend_rn_hprd,
low_weekend_rn,all_months,weekend_rn_hprd,x_jan_to_jun2022,0.04339830936130099,0.0021730709372822,0.03913909032422788,0.0476575283983741,0.0,1209911,15133,facility_id+period,low_baseline_weekend_rn_hprd,
low_weekend_rn,all_months,weekend_rn_hprd,x_post_jul2022,0.08252259783867874,0.0023326946582167955,0.07795051630857382,0.08709467936878366,0.0,1209911,15133,facility_id+period,low_baseline_weekend_rn_hprd,
low_weekend_rn,all_months,weekday_total_nurse_hprd,x_jan_to_jun2022,0.005754168134732811,0.008641822322870859,-0.011183803618094072,0.022692139887559696,0.5055163374086151,1209909,15133,facility_id+period,low_baseline_weekend_rn_hprd,
low_weekend_rn,all_months,weekday_total_nurse_hprd,x_post_jul2022,0.08210896216268618,0.008157485097739859,0.06612029137111605,0.0980976329542563,0.0,1209909,15133,facility_id+period,low_baseline_weekend_rn_hprd,
low_weekend_rn,all_months,weekday_minus_weekend_total_hprd,x_jan_to_jun2022,-0.005534820451936255,0.004016588666360103,-0.013407334238002057,0.002337693334129547,0.1682266412392206,1209909,15133,facility_id+period,low_baseline_weekend_rn_hprd,
low_weekend_rn,all_months,weekday_minus_weekend_total_hprd,x_post_jul2022,0.011755529467251375,0.003952377934513967,0.004008868715604,0.01950219021889875,0.0029412794001886233,1209909,15133,facility_id+period,low_baseline_weekend_rn_hprd,
low_weekend_rn,all_months,total_nurse_hprd,x_jan_to_jun2022,0.007101657049212523,0.008116841466306986,-0.008807352224749168,0.023010666323174216,0.38162662213411735,1209911,15133,facility_id+period,low_baseline_weekend_rn_hprd,
low_weekend_rn,all_months,total_nurse_hprd,x_post_jul2022,0.0786725443045974,0.007664674301981013,0.06364978267271462,0.09369530593648018,0.0,1209911,15133,facility_id+period,low_baseline_weekend_rn_hprd,
high_weekday_weekend_gap,all_months,weekend_total_nurse_hprd,x_jan_to_jun2022,-0.04208467119850533,0.009748848270025551,-0.061192413807755405,-0.022976928589255246,1.5925144442263672e-05,1209911,15133,facility_id+period,high_baseline_weekday_weekend_gap,
high_weekday_weekend_gap,all_months,weekend_total_nurse_hprd,x_post_jul2022,-0.06507116047956896,0.009297234910629504,-0.08329374090440278,-0.046848580054735134,2.686739719592879e-12,1209911,15133,facility_id+period,high_baseline_weekday_weekend_gap,
high_weekday_weekend_gap,all_months,weekend_rn_hprd,x_jan_to_jun2022,-0.009294182078228826,0.00388490785681018,-0.01690860147757678,-0.001679762678880873,0.016751551352867988,1209911,15133,facility_id+period,high_baseline_weekday_weekend_gap,
high_weekday_weekend_gap,all_months,weekend_rn_hprd,x_post_jul2022,-0.01701836763976365,0.004093824382521911,-0.0250422634295066,-0.008994471850020705,3.24111358784851e-05,1209911,15133,facility_id+period,high_baseline_weekday_weekend_gap,
high_weekday_weekend_gap,all_months,weekday_total_nurse_hprd,x_jan_to_jun2022,-0.10128882162467602,0.011803060514247404,-0.12442282023260093,-0.07815482301675111,0.0,1209909,15133,facility_id+period,high_baseline_weekday_weekend_gap,
high_weekday_weekend_gap,all_months,weekday_total_nurse_hprd,x_post_jul2022,-0.21203468115844407,0.011150778017219995,-0.23389020607219527,-0.19017915624469287,0.0,1209909,15133,facility_id+period,high_baseline_weekday_weekend_gap,
high_weekday_weekend_gap,all_months,weekday_minus_weekend_total_hprd,x_jan_to_jun2022,-0.05920147960022652,0.0055907947453594405,-0.07015943730113103,-0.04824352189932202,0.0,1209909,15133,facility_id+period,high_baseline_weekday_weekend_gap,
high_weekday_weekend_gap,all_months,weekday_minus_weekend_total_hprd,x_post_jul2022,-0.14695750704457786,0.0053255052781624205,-0.1573954973897762,-0.1365195166993795,0.0,1209909,15133,facility_id+period,high_baseline_weekday_weekend_gap,
high_weekday_weekend_gap,all_months,total_nurse_hprd,x_jan_to_jun2022,-0.0845428310127497,0.010887652869875194,-0.10588263063770509,-0.06320303138779432,8.659739592076221e-15,1209911,15133,facility_id+period,high_baseline_weekday_weekend_gap,
high_weekday_weekend_gap,all_months,total_nurse_hprd,x_post_jul2022,-0.16977596395146607,0.010273085760229894,-0.18991121204151667,-0.14964071586141547,0.0,1209911,15133,facility_id+period,high_baseline_weekday_weekend_gap,
baseline_2021_only,all_months,weekend_total_nurse_hprd,x_jan_to_jun2022,-0.00986627476307713,0.007749852607530644,-0.025055985873837193,0.00532343634768293,0.2030049823409441,1209911,15133,facility_id+period,high_exposure2021_composite,
baseline_2021_only,all_months,weekend_total_nurse_hprd,x_post_jul2022,0.13844682912136136,0.00731096776879469,0.12411733229452376,0.15277632594819895,0.0,1209911,15133,facility_id+period,high_exposure2021_composite,
baseline_2021_only,all_months,weekend_rn_hprd,x_jan_to_jun2022,0.012260702825060853,0.0024397508049115698,0.007478791247434177,0.01704261440268753,5.081398282147376e-07,1209911,15133,facility_id+period,high_exposure2021_composite,
baseline_2021_only,all_months,weekend_rn_hprd,x_post_jul2022,0.05288080271409516,0.0025619412721798723,0.04785939782062261,0.057902207607567716,0.0,1209911,15133,facility_id+period,high_exposure2021_composite,
baseline_2021_only,all_months,weekday_total_nurse_hprd,x_jan_to_jun2022,-0.01584678728685469,0.009115965517099762,-0.03371407970037023,0.002020505126660844,0.08216856212326373,1209909,15133,facility_id+period,high_exposure2021_composite,
baseline_2021_only,all_months,weekday_total_nurse_hprd,x_post_jul2022,0.09060307584099846,0.00845526682754074,0.07403075285901861,0.1071753988229783,0.0,1209909,15133,facility_id+period,high_exposure2021_composite,
baseline_2021_only,all_months,weekday_minus_weekend_total_hprd,x_jan_to_jun2022,-0.0059778799550853235,0.004481916332288803,-0.014762435966371378,0.002806676056200731,0.1822968034257546,1209909,15133,facility_id+period,high_exposure2021_composite,
baseline_2021_only,all_months,weekday_minus_weekend_total_hprd,x_post_jul2022,-0.04783779817378463,0.004321640010889025,-0.056308212595127125,-0.03936738375244214,0.0,1209909,15133,facility_id+period,high_exposure2021_composite,
baseline_2021_only,all_months,total_nurse_hprd,x_jan_to_jun2022,-0.014535159492598407,0.008488124852972791,-0.031171884204425078,0.002101565219228262,0.08684141653344701,1209911,15133,facility_id+period,high_exposure2021_composite,
baseline_2021_only,all_months,total_nurse_hprd,x_post_jul2022,0.10411882671294749,0.007859359266757484,0.08871448255010282,0.11952317087579216,0.0,1209911,15133,facility_id+period,high_exposure2021_composite,
baseline_exclude_2020,all_months,weekend_total_nurse_hprd,x_jan_to_jun2022,0.03236605056813974,0.007631162143067646,0.01740897276772715,0.04732312836855232,2.2354905321764207e-05,1209911,15133,facility_id+period,high_exposure_no2020_composite,
baseline_exclude_2020,all_months,weekend_total_nurse_hprd,x_post_jul2022,0.14745360659701018,0.0073256029670245235,0.1330954247816421,0.16181178841237825,0.0,1209911,15133,facility_id+period,high_exposure_no2020_composite,
baseline_exclude_2020,all_months,weekend_rn_hprd,x_jan_to_jun2022,0.02796794466877451,0.0024497083089053957,0.023166516383319933,0.03276937295422908,0.0,1209911,15133,facility_id+period,high_exposure_no2020_composite,
baseline_exclude_2020,all_months,weekend_rn_hprd,x_post_jul2022,0.05816688185398424,0.002600466268688054,0.053069967967355657,0.06326379574061283,0.0,1209911,15133,facility_id+period,high_exposure_no2020_composite,
baseline_exclude_2020,all_months,weekday_total_nurse_hprd,x_jan_to_jun2022,-0.0069207954713203755,0.00900847143660201,-0.024577399487060315,0.010735808544419564,0.4423482035170876,1209909,15133,facility_id+period,high_exposure_no2020_composite,
baseline_exclude_2020,all_months,weekday_total_nurse_hprd,x_post_jul2022,0.07166939798762244,0.00857216488598703,0.05486795481108786,0.08847084116415702,0.0,1209909,15133,facility_id+period,high_exposure_no2020_composite,
baseline_exclude_2020,all_months,weekday_minus_weekend_total_hprd,x_jan_to_jun2022,-0.03928422121938749,0.004443357008351667,-0.04799320095575675,-0.030575241483018222,0.0,1209909,15133,facility_id+period,high_exposure_no2020_composite,
baseline_exclude_2020,all_months,weekday_minus_weekend_total_hprd,x_post_jul2022,-0.0757782619099457,0.004352062857860675,-0.08430830511135262,-0.06724821870853878,0.0,1209909,15133,facility_id+period,high_exposure_no2020_composite,
baseline_exclude_2020,all_months,total_nurse_hprd,x_jan_to_jun2022,0.003898461904023564,0.00837788603200798,-0.01252219471871208,0.020319118526759206,0.6417035431508253,1209911,15133,facility_id+period,high_exposure_no2020_composite,
baseline_exclude_2020,all_months,total_nurse_hprd,x_post_jul2022,0.09319845771426041,0.007947794861122072,0.07762077978646115,0.10877613564205968,0.0,1209911,15133,facility_id+period,high_exposure_no2020_composite,
continuous_composite,all_months,weekend_total_nurse_hprd,x_jan_to_jun2022,0.05641764731823615,0.011988071047363493,0.0329210280654037,0.07991426657106859,2.5467538184997807e-06,1209911,15133,facility_id+period,exposure_composite,
continuous_composite,all_months,weekend_total_nurse_hprd,x_post_jul2022,0.16964975519664663,0.01283257056028524,0.14449791689848757,0.1948015934948057,0.0,1209911,15133,facility_id+period,exposure_composite,
continuous_composite,all_months,weekend_rn_hprd,x_jan_to_jun2022,0.03834405685195299,0.008972753813679768,0.020757459377140644,0.05593065432676533,1.9370257870354735e-05,1209911,15133,facility_id+period,exposure_composite,
continuous_composite,all_months,weekend_rn_hprd,x_post_jul2022,0.07871423707603777,0.009390426827159787,0.06030900049480459,0.09711947365727094,0.0,1209911,15133,facility_id+period,exposure_composite,
continuous_composite,all_months,weekday_total_nurse_hprd,x_jan_to_jun2022,-0.01979130453324411,0.022663749270970833,-0.06421225310434694,0.024629644037858722,0.3825362244920254,1209909,15133,facility_id+period,exposure_composite,
continuous_composite,all_months,weekday_total_nurse_hprd,x_post_jul2022,0.0682684917731926,0.02498753995597394,0.019292913459483675,0.11724407008690152,0.00630047776565279,1209909,15133,facility_id+period,exposure_composite,
continuous_composite,all_months,weekday_minus_weekend_total_hprd,x_jan_to_jun2022,-0.07620558389263925,0.016697823192541428,-0.10893331735002044,-0.04347785043525805,5.063031718322009e-06,1209909,15133,facility_id+period,exposure_composite,
continuous_composite,all_months,weekday_minus_weekend_total_hprd,x_post_jul2022,-0.10137502212161315,0.01679567404618446,-0.1342945432521347,-0.0684555009910916,1.618886802390307e-09,1209909,15133,facility_id+period,exposure_composite,
continuous_composite,all_months,total_nurse_hprd,x_jan_to_jun2022,0.006544434663941486,0.015481166402354758,-0.02379865148467384,0.036887520812556814,0.672494444942108,1209911,15133,facility_id+period,exposure_composite,
continuous_composite,all_months,total_nurse_hprd,x_post_jul2022,0.10191469828230314,0.01722296393935708,0.06815768896116325,0.13567170760344302,3.341896537278899e-09,1209911,15133,facility_id+period,exposure_composite,
exclude_mar_dec_2020,drop_2020m03_2020m12,weekend_total_nurse_hprd,x_jan_to_jun2022,0.023500693199293127,0.007451649454516314,0.008895460268441152,0.0381059261301451,0.0016149827901950076,1065434,15133,facility_id+period,high_exposure_composite,
exclude_mar_dec_2020,drop_2020m03_2020m12,weekend_total_nurse_hprd,x_post_jul2022,0.12851752597071173,0.007182864959137452,0.11443911065080233,0.14259594129062114,0.0,1065434,15133,facility_id+period,high_exposure_composite,
exclude_mar_dec_2020,drop_2020m03_2020m12,weekend_rn_hprd,x_jan_to_jun2022,0.023193787443036903,0.002366506244248044,0.018555435204310737,0.02783213968176307,0.0,1065434,15133,facility_id+period,high_exposure_composite,
exclude_mar_dec_2020,drop_2020m03_2020m12,weekend_rn_hprd,x_post_jul2022,0.05080886437080036,0.002589786615523468,0.04573288260437436,0.05588484613722636,0.0,1065434,15133,facility_id+period,high_exposure_composite,
exclude_mar_dec_2020,drop_2020m03_2020m12,weekday_total_nurse_hprd,x_jan_to_jun2022,-0.02254991491575546,0.008731993208991415,-0.03966462160537863,-0.005435208226132287,0.009819529994487874,1065432,15133,facility_id+period,high_exposure_composite,
exclude_mar_dec_2020,drop_2020m03_2020m12,weekday_total_nurse_hprd,x_post_jul2022,0.04773729430864656,0.008402176830767568,0.031269027720342124,0.064205560896951,1.3594571468544814e-08,1065432,15133,facility_id+period,high_exposure_composite,
exclude_mar_dec_2020,drop_2020m03_2020m12,weekday_minus_weekend_total_hprd,x_jan_to_jun2022,-0.04604666462873662,0.004232942974503027,-0.05434323285876255,-0.037750096398710686,0.0,1065432,15133,facility_id+period,high_exposure_composite,
exclude_mar_dec_2020,drop_2020m03_2020m12,weekday_minus_weekend_total_hprd,x_post_jul2022,-0.08077271727279017,0.004263807283738814,-0.08912977954891825,-0.0724156549966621,0.0,1065432,15133,facility_id+period,high_exposure_composite,
exclude_mar_dec_2020,drop_2020m03_2020m12,total_nurse_hprd,x_jan_to_jun2022,-0.009675101295558193,0.008162772738390167,-0.02567413586280292,0.006323933271686533,0.2359287599767217,1065434,15133,facility_id+period,high_exposure_composite,
exclude_mar_dec_2020,drop_2020m03_2020m12,total_nurse_hprd,x_post_jul2022,0.07081965559198701,0.007809847226586777,0.05551235502787693,0.0861269561560971,0.0,1065434,15133,facility_id+period,high_exposure_composite,
balanced_panel_80_months,facilities_with_at_least_80_months,weekend_total_nurse_hprd,x_jan_to_jun2022,0.04891826081163776,0.007650279702831704,0.03392371259408762,0.0639128090291879,1.669362426071075e-10,1053009,12672,facility_id+period,high_exposure_composite,
balanced_panel_80_months,facilities_with_at_least_80_months,weekend_total_nurse_hprd,x_post_jul2022,0.1488592928404581,0.006695028382031553,0.13573703721167626,0.16198154846923993,0.0,1053009,12672,facility_id+period,high_exposure_composite,
balanced_panel_80_months,facilities_with_at_least_80_months,weekend_rn_hprd,x_jan_to_jun2022,0.0311181481398308,0.002345794924294013,0.026520390088214538,0.035715906191447065,0.0,1053009,12672,facility_id+period,high_exposure_composite,
balanced_panel_80_months,facilities_with_at_least_80_months,weekend_rn_hprd,x_post_jul2022,0.0576114746811538,0.002554613775770954,0.05260443168064273,0.06261851768166488,0.0,1053009,12672,facility_id+period,high_exposure_composite,
balanced_panel_80_months,facilities_with_at_least_80_months,weekday_total_nurse_hprd,x_jan_to_jun2022,0.0054149705304181,0.009019151561117803,-0.012262566529372795,0.023092507590208994,0.5482598863774439,1053009,12672,facility_id+period,high_exposure_composite,
balanced_panel_80_months,facilities_with_at_least_80_months,weekday_total_nurse_hprd,x_post_jul2022,0.06708591302544241,0.008291440819779186,0.0508346890186752,0.08333713703220962,6.661338147750939e-16,1053009,12672,facility_id+period,high_exposure_composite,
balanced_panel_80_months,facilities_with_at_least_80_months,weekday_minus_weekend_total_hprd,x_jan_to_jun2022,-0.04350329028121962,0.0045032633656467485,-0.052329686477887244,-0.03467689408455199,0.0,1053009,12672,facility_id+period,high_exposure_composite,
balanced_panel_80_months,facilities_with_at_least_80_months,weekday_minus_weekend_total_hprd,x_post_jul2022,-0.08177337981501552,0.004206062380669196,-0.09001726208112715,-0.0735294975489039,0.0,1053009,12672,facility_id+period,high_exposure_composite,
balanced_panel_80_months,facilities_with_at_least_80_months,total_nurse_hprd,x_jan_to_jun2022,0.01766498416642865,0.008390642429757823,0.0012193250041033152,0.034110643328753985,0.03528312524128241,1053009,12672,facility_id+period,high_exposure_composite,
balanced_panel_80_months,facilities_with_at_least_80_months,total_nurse_hprd,x_post_jul2022,0.09039016177667228,0.007619121931635591,0.07545668279066652,0.10532364076267804,0.0,1053009,12672,facility_id+period,high_exposure_composite,
ownership_for_profit,for_profit,weekend_total_nurse_hprd,x_jan_to_jun2022,0.039029005756493894,0.008325245018779445,0.022711525519686183,0.05534648599330161,2.7925661161276594e-06,859059,10694,facility_id+period,high_exposure_composite,
ownership_for_profit,for_profit,weekend_total_nurse_hprd,x_post_jul2022,0.14288550285522544,0.008360081362250776,0.12649974338521391,0.15927126232523697,0.0,859059,10694,facility_id+period,high_exposure_composite,
ownership_for_profit,for_profit,weekend_rn_hprd,x_jan_to_jun2022,0.031942354845583026,0.0025715582423363787,0.026902100690603725,0.03698260900056233,0.0,859059,10694,facility_id+period,high_exposure_composite,
ownership_for_profit,for_profit,weekend_rn_hprd,x_post_jul2022,0.05633275210119718,0.0027478061296093304,0.050947052087162895,0.06171845211523147,0.0,859059,10694,facility_id+period,high_exposure_composite,
ownership_for_profit,for_profit,weekday_minus_weekend_total_hprd,x_jan_to_jun2022,-0.04439897763627324,0.0052204085103895416,-0.05463097831663674,-0.03416697695590974,0.0,859059,10694,facility_id+period,high_exposure_composite,
ownership_for_profit,for_profit,weekday_minus_weekend_total_hprd,x_post_jul2022,-0.08073051653973776,0.005258458437958691,-0.09103709507813679,-0.07042393800133873,0.0,859059,10694,facility_id+period,high_exposure_composite,
ownership_not_for_profit,not_for_profit,weekend_total_nurse_hprd,x_jan_to_jun2022,0.06430974357898599,0.01871028911081807,0.027637576921782564,0.10098191023618941,0.0005933221243628051,350655,4428,facility_id+period,high_exposure_composite,
ownership_not_for_profit,not_for_profit,weekend_total_nurse_hprd,x_post_jul2022,0.16732664731965807,0.017203638217778292,0.13360751641281263,0.20104577822650352,0.0,350655,4428,facility_id+period,high_exposure_composite,
ownership_not_for_profit,not_for_profit,weekend_rn_hprd,x_jan_to_jun2022,0.038107323045211985,0.00590141779986579,0.02654054415747504,0.04967410193294893,1.1804512922708454e-10,350655,4428,facility_id+period,high_exposure_composite,
ownership_not_for_profit,not_for_profit,weekend_rn_hprd,x_post_jul2022,0.07400383921280786,0.00654873475655927,0.061168319089951684,0.08683935933566403,0.0,350655,4428,facility_id+period,high_exposure_composite,
ownership_not_for_profit,not_for_profit,weekday_minus_weekend_total_hprd,x_jan_to_jun2022,-0.06857779141144336,0.01130058338046965,-0.09072693483716388,-0.046428647985722854,1.3988474822923536e-09,350653,4428,facility_id+period,high_exposure_composite,
ownership_not_for_profit,not_for_profit,weekday_minus_weekend_total_hprd,x_post_jul2022,-0.10146313619628891,0.011060088067047478,-0.12314090880770197,-0.07978536358487585,0.0,350653,4428,facility_id+period,high_exposure_composite,
facility_quarter_panel,quarterly_panel,weekend_total_nurse_hprd,x_jan_to_jun2022,0.04159100451347585,0.007600136387765224,0.026694737193456015,0.056487271833495695,4.510336015783878e-08,403409,15133,facility_id+period,high_exposure_composite,
facility_quarter_panel,quarterly_panel,weekend_total_nurse_hprd,x_post_jul2022,0.15052503814183948,0.006605359842010545,0.13757853285149882,0.16347154343218015,0.0,403409,15133,facility_id+period,high_exposure_composite,
facility_quarter_panel,quarterly_panel,weekend_rn_hprd,x_jan_to_jun2022,0.03081409382741553,0.0023860208158588765,0.026137493028332133,0.035490694626498925,0.0,403409,15133,facility_id+period,high_exposure_composite,
facility_quarter_panel,quarterly_panel,weekend_rn_hprd,x_post_jul2022,0.05890530499306518,0.002560681929212514,0.05388636841180865,0.06392424157432171,0.0,403409,15133,facility_id+period,high_exposure_composite,
facility_quarter_panel,quarterly_panel,weekday_total_nurse_hprd,x_jan_to_jun2022,-0.005618875383372692,0.00899608349733492,-0.023251199038149137,0.012013448271403751,0.5322487556612454,403409,15133,facility_id+period,high_exposure_composite,
facility_quarter_panel,quarterly_panel,weekday_total_nurse_hprd,x_post_jul2022,0.06705052783385464,0.008158537980749577,0.051059793391585465,0.08304126227612381,2.220446049250313e-16,403409,15133,facility_id+period,high_exposure_composite,
facility_quarter_panel,quarterly_panel,weekday_minus_weekend_total_hprd,x_jan_to_jun2022,-0.04720987989684847,0.0043949982980188065,-0.05582407656096533,-0.038595683232731604,0.0,403409,15133,facility_id+period,high_exposure_composite,
facility_quarter_panel,quarterly_panel,weekday_minus_weekend_total_hprd,x_post_jul2022,-0.08347451030798476,0.004069521552106122,-0.09145077255011276,-0.07549824806585677,0.0,403409,15133,facility_id+period,high_exposure_composite,
facility_quarter_panel,quarterly_panel,total_nurse_hprd,x_jan_to_jun2022,0.007439256957798518,0.008380306801714513,-0.008986144373561928,0.023864658289158965,0.37471249211997426,403409,15133,facility_id+period,high_exposure_composite,
facility_quarter_panel,quarterly_panel,total_nurse_hprd,x_post_jul2022,0.09068984993845114,0.007526188675893267,0.07593852013370034,0.10544117974320194,0.0,403409,15133,facility_id+period,high_exposure_composite,
placebo_2021_timing,pre_2022_only,weekend_total_nurse_hprd,x_placebo_jan_to_jun2021,-0.0548416714516937,0.010449618569178035,-0.07532292384728265,-0.03436041905610475,1.5566821076617998e-07,522045,15133,facility_id+period,high_exposure_composite,Fake reform date one year before true policy.
placebo_2021_timing,pre_2022_only,weekend_total_nurse_hprd,x_placebo_post_jul2021,-0.01368214789165281,0.008639940157000169,-0.030616430599373138,0.0032521348160675194,0.11330728835005699,522045,15133,facility_id+period,high_exposure_composite,Fake reform date one year before true policy.
placebo_2021_timing,pre_2022_only,weekend_rn_hprd,x_placebo_jan_to_jun2021,-0.013377549142443412,0.0026808053001508327,-0.018631927530739043,-0.00812317075414778,6.101077616449402e-07,522045,15133,facility_id+period,high_exposure_composite,Fake reform date one year before true policy.
placebo_2021_timing,pre_2022_only,weekend_rn_hprd,x_placebo_post_jul2021,0.012624464330989665,0.0026742811151570663,0.007382873345281815,0.017866055316697514,2.3714670556174156e-06,522045,15133,facility_id+period,high_exposure_composite,Fake reform date one year before true policy.
placebo_2021_timing,pre_2022_only,weekday_total_nurse_hprd,x_placebo_jan_to_jun2021,-0.02940491719489322,0.018641350371615736,-0.06594196392326006,0.007132129533473624,0.11472378830307695,522044,15133,facility_id+period,high_exposure_composite,Fake reform date one year before true policy.
placebo_2021_timing,pre_2022_only,weekday_total_nurse_hprd,x_placebo_post_jul2021,-0.03202126712492838,0.01179811353072899,-0.0551455696451572,-0.008896964604699562,0.006653125921419978,522044,15133,facility_id+period,high_exposure_composite,Fake reform date one year before true policy.
