state,state_abbr,state_fips,pre2024_medicaid_child_12mo_ce,pre2024_chip_child_12mo_ce,pre2024_any_child_12mo_ce,newly_treated_medicaid_child_ce,newly_treated_chip_child_ce,newly_treated_any_child_ce,partial_pre2024_ce,separate_chip_program,medicaid_expansion_chip,chip_premium_policy_pre2024,premium_nonpayment_discontinuation_exposure,chip_waiting_period_pre2024,chip_lockout_pre2024,medicaid_expansion_status,unwinding_start_month,unwinding_completion_month,ex_parte_rate_baseline_if_available,baseline_procedural_disenrollment_rate_if_available,state_policy_notes,source_url_or_source_name,confidence_level,kff_medicaid_child_ce_status,kff_chip_child_ce_status
New York,NY,36,1,1,1,0,0,0,0,1,,,,,,,2023-04,2023-12,,,,"KFF/Georgetown Table 5, January 2023; CMS SHO 23-004; CMS FAQ 10/27/2023",high_for_CE_table; low_for_unextracted_premium_lockout_fields,Y,Y
North Carolina,NC,37,1,1,1,0,0,0,0,1,,,,,,,2023-04,2023-12,,,,"KFF/Georgetown Table 5, January 2023; CMS SHO 23-004; CMS FAQ 10/27/2023",high_for_CE_table; low_for_unextracted_premium_lockout_fields,Y,Y
North Dakota,ND,38,1,,1,0,0,0,0,0,,,,,,,2023-04,2023-12,,,,"KFF/Georgetown Table 5, January 2023; CMS SHO 23-004; CMS FAQ 10/27/2023",high_for_CE_table; low_for_unextracted_premium_lockout_fields,Y,N/A (M-CHIP)
Ohio,OH,39,1,,1,0,0,0,0,0,,,,,,,2023-04,2023-12,,,,"KFF/Georgetown Table 5, January 2023; CMS SHO 23-004; CMS FAQ 10/27/2023",high_for_CE_table; low_for_unextracted_premium_lockout_fields,Y,N/A (M-CHIP)
Oklahoma,OK,40,0,,0,1,0,1,0,0,,,,,,,2023-04,2023-12,,,,"KFF/Georgetown Table 5, January 2023; CMS SHO 23-004; CMS FAQ 10/27/2023",high_for_CE_table; low_for_unextracted_premium_lockout_fields,,N/A (M-CHIP)
Oregon,OR,41,1,1,1,0,0,0,0,1,,,,,,,2023-04,2023-12,,,Oregon also had multi-year CE authority for young children.,"KFF/Georgetown Table 5, January 2023; CMS SHO 23-004; CMS FAQ 10/27/2023",high_for_CE_table; low_for_unextracted_premium_lockout_fields,Y,Y
Pennsylvania,PA,42,0,1,1,1,0,0,1,1,,,,,,,2023-04,2023-12,,,Medicaid CE only under age 4.,"KFF/Georgetown Table 5, January 2023; CMS SHO 23-004; CMS FAQ 10/27/2023",high_for_CE_table; low_for_unextracted_premium_lockout_fields,Under Age 4,Y
Rhode Island,RI,44,0,,0,1,0,1,0,0,,,,,,,2023-04,2023-12,,,,"KFF/Georgetown Table 5, January 2023; CMS SHO 23-004; CMS FAQ 10/27/2023",high_for_CE_table; low_for_unextracted_premium_lockout_fields,,N/A (M-CHIP)
South Carolina,SC,45,1,,1,0,0,0,0,0,,,,,,,2023-04,2023-12,,,,"KFF/Georgetown Table 5, January 2023; CMS SHO 23-004; CMS FAQ 10/27/2023",high_for_CE_table; low_for_unextracted_premium_lockout_fields,Y,N/A (M-CHIP)
South Dakota,SD,46,0,0,0,1,1,1,0,1,,,,,,,2023-04,2023-12,,,,"KFF/Georgetown Table 5, January 2023; CMS SHO 23-004; CMS FAQ 10/27/2023",high_for_CE_table; low_for_unextracted_premium_lockout_fields,,
Tennessee,TN,47,0,1,1,1,0,0,1,1,,,,,,,2023-04,2023-12,,,,"KFF/Georgetown Table 5, January 2023; CMS SHO 23-004; CMS FAQ 10/27/2023",high_for_CE_table; low_for_unextracted_premium_lockout_fields,,Y
Texas,TX,48,0,1,1,1,0,0,1,1,,,,,,,2023-04,2023-12,,,CHIP CE was limited to income up to 185 percent FPL per KFF footnote.,"KFF/Georgetown Table 5, January 2023; CMS SHO 23-004; CMS FAQ 10/27/2023",high_for_CE_table; low_for_unextracted_premium_lockout_fields,,Y
Utah,UT,49,0,1,1,1,0,0,1,1,,,,,,,2023-04,2023-12,,,,"KFF/Georgetown Table 5, January 2023; CMS SHO 23-004; CMS FAQ 10/27/2023",high_for_CE_table; low_for_unextracted_premium_lockout_fields,,Y
Vermont,VT,50,0,,0,1,0,1,0,0,,,,,,,2023-04,2023-12,,,,"KFF/Georgetown Table 5, January 2023; CMS SHO 23-004; CMS FAQ 10/27/2023",high_for_CE_table; low_for_unextracted_premium_lockout_fields,,N/A (M-CHIP)
Virginia,VA,51,0,0,0,1,1,1,0,1,,,,,,,2023-04,2023-12,,,,"KFF/Georgetown Table 5, January 2023; CMS SHO 23-004; CMS FAQ 10/27/2023",high_for_CE_table; low_for_unextracted_premium_lockout_fields,,
Washington,WA,53,1,1,1,0,0,0,0,1,,,,,,,2023-04,2023-12,,,,"KFF/Georgetown Table 5, January 2023; CMS SHO 23-004; CMS FAQ 10/27/2023",high_for_CE_table; low_for_unextracted_premium_lockout_fields,Y,Y
West Virginia,WV,54,1,1,1,0,0,0,0,1,,,,,,,2023-04,2023-12,,,,"KFF/Georgetown Table 5, January 2023; CMS SHO 23-004; CMS FAQ 10/27/2023",high_for_CE_table; low_for_unextracted_premium_lockout_fields,Y,Y
Wisconsin,WI,55,0,0,0,1,1,1,0,1,,,,,,,2023-04,2023-12,,,,"KFF/Georgetown Table 5, January 2023; CMS SHO 23-004; CMS FAQ 10/27/2023",high_for_CE_table; low_for_unextracted_premium_lockout_fields,,
Wyoming,WY,56,1,,1,0,0,0,0,0,,,,,,,2023-04,2023-12,,,,"KFF/Georgetown Table 5, January 2023; CMS SHO 23-004; CMS FAQ 10/27/2023",high_for_CE_table; low_for_unextracted_premium_lockout_fields,Y,N/A (M-CHIP)
