month,mismatch_group,answer_rate,flowout_rate,routed_per_100k
2024-09-01,Low proxy mismatch,0.8808,0.031636073961027765,95.94032318700654
2024-10-01,High proxy mismatch,0.8492307692307693,0.06022122490759752,119.7427012018222
2024-10-01,Low proxy mismatch,0.8856,0.027235721303316297,95.79813802915326
2024-11-01,High proxy mismatch,0.8384615384615385,0.07136356053852617,121.58099211181447
2024-11-01,Low proxy mismatch,0.8856,0.028453944792935903,93.4520012845949
2024-12-01,High proxy mismatch,0.8523076923076923,0.05657934466927727,121.14228371573638
2024-12-01,Low proxy mismatch,0.8884000000000001,0.027991892968316785,96.91959214079581
2025-01-01,High proxy mismatch,0.8403846153846154,0.06258376404694033,128.19106604805094
2025-01-01,Low proxy mismatch,0.8848,0.027261195124617856,97.09336280119376
2025-03-01,High proxy mismatch,0.8607692307692307,0.04684724711712736,128.2150186206744
2025-03-01,Low proxy mismatch,0.8712000000000001,0.03656698626984993,98.29532938911342
2025-04-01,High proxy mismatch,0.8657692307692308,0.03990070779542075,127.57929651373102
2025-04-01,Low proxy mismatch,0.87,0.04026000554037351,97.52670118828833
2025-05-01,High proxy mismatch,0.8730769230769231,0.03917077396824778,131.43598651319758
2025-05-01,Low proxy mismatch,0.862,0.04577001329186779,105.99851783040053
2025-06-01,High proxy mismatch,0.8807692307692307,0.03398091551178079,135.12415614079026
2025-06-01,Low proxy mismatch,0.8628,0.04855495371409269,106.34508636598613
2025-07-01,High proxy mismatch,0.8692,0.033833966710978054,146.50661469714242
2025-07-01,Low proxy mismatch,0.8579166666666667,0.0499376610450416,116.85588258544162
2025-08-01,High proxy mismatch,0.8648,0.0397235887700114,153.76790110958655
2025-08-01,Low proxy mismatch,0.8566666666666666,0.051809993575693776,124.45845668299472
2025-09-01,High proxy mismatch,0.8632,0.04543785429214288,151.02766888917304
2025-09-01,Low proxy mismatch,0.8566666666666666,0.053118633774290665,124.24684308408696
2025-10-01,High proxy mismatch,0.8684000000000001,0.042650966368657874,155.66542029493903
2025-10-01,Low proxy mismatch,0.8679166666666666,0.045664834325233015,126.52753264594581
2025-11-01,High proxy mismatch,0.8604,0.04851729961305099,150.50781005630225
2025-11-01,Low proxy mismatch,0.875,0.03933093811778426,124.04819367470282
2025-12-01,High proxy mismatch,0.8615999999999999,0.04909325976717326,158.6517279428526
2025-12-01,Low proxy mismatch,0.8745833333333334,0.03772425596034101,129.01134280084187
2026-01-01,High proxy mismatch,0.8588,0.042573009126722204,153.37251563111576
2026-01-01,Low proxy mismatch,0.8729166666666667,0.03552335981916296,126.94523490125509
2026-02-01,High proxy mismatch,0.8684000000000001,0.04705125160102106,139.9082899816731
2026-02-01,Low proxy mismatch,0.8808333333333334,0.033397420424461935,114.97890552216933
2026-03-01,High proxy mismatch,0.8652,0.04384642950012818,153.79990802263478
2026-03-01,Low proxy mismatch,0.87875,0.033072665766883044,128.78691377550584
2026-04-01,High proxy mismatch,0.8740000000000001,0.04494516480838712,153.6376199661923
2026-04-01,Low proxy mismatch,0.8854166666666666,0.028783310199143944,125.5987544865826
2026-05-01,High proxy mismatch,0.8764,0.04336534312435833,166.5615445074304
2026-05-01,Low proxy mismatch,0.8766666666666666,0.03559009708816139,137.40328464175428
