design_family,design_name,outcome,treatment_or_exposure,sample,estimator,coefficient,std_error_or_interval,p_value,states,state_months,identifying_assumption,pretrends_pass,placebo_tests_pass,leave_one_out_survives,viability
fee_timing_sensitivity,collection start,average_speed_to_answer_seconds,collection_start_audit_active,state/DC primary sample,state and month FE OLS,-3.1558254255973655,2.6162906190877826,0.23340883498334764,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,collection plus 0 months,in_state_answer_rate_rescue,operational_lag_0m_active,state/DC primary sample,state and month FE OLS,-0.009511017834965378,0.022017501521324787,0.6676165421567872,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,collection plus 0 months,flowout_to_national_backup_rate,operational_lag_0m_active,state/DC primary sample,state and month FE OLS,0.012207875458480233,0.018235085684187656,0.5062744264146437,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,collection plus 0 months,abandoned_in_state_rate,operational_lag_0m_active,state/DC primary sample,state and month FE OLS,-0.0011538090930910314,0.009064258007884157,0.8992197166603297,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,collection plus 0 months,average_speed_to_answer_seconds,operational_lag_0m_active,state/DC primary sample,state and month FE OLS,-3.1558254255973655,2.6162906190877826,0.23340883498334764,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,collection plus 1 month,in_state_answer_rate_rescue,operational_lag_1m_active,state/DC primary sample,state and month FE OLS,-0.00495121549290788,0.021049826074514097,0.8150032777253755,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,collection plus 1 month,flowout_to_national_backup_rate,operational_lag_1m_active,state/DC primary sample,state and month FE OLS,0.010115188151151373,0.017363433048622905,0.5628096619794434,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,collection plus 1 month,abandoned_in_state_rate,operational_lag_1m_active,state/DC primary sample,state and month FE OLS,-0.0036364063733609776,0.00896150192958893,0.6866349069763924,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,collection plus 1 month,average_speed_to_answer_seconds,operational_lag_1m_active,state/DC primary sample,state and month FE OLS,-3.439376510654612,2.610880331169254,0.1937349260148562,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,collection plus 3 months,in_state_answer_rate_rescue,operational_lag_3m_active,state/DC primary sample,state and month FE OLS,0.006854852203843579,0.020344195540750006,0.737569478457869,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,collection plus 3 months,flowout_to_national_backup_rate,operational_lag_3m_active,state/DC primary sample,state and month FE OLS,0.003288777075999913,0.01599700412803735,0.8379482408007841,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,collection plus 3 months,abandoned_in_state_rate,operational_lag_3m_active,state/DC primary sample,state and month FE OLS,-0.008554514624825342,0.009707594276512918,0.382415922089816,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,collection plus 3 months,average_speed_to_answer_seconds,operational_lag_3m_active,state/DC primary sample,state and month FE OLS,-3.9573660874855063,2.6467669119927195,0.14115538607263245,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,collection plus 6 months,in_state_answer_rate_rescue,operational_lag_6m_active,state/DC primary sample,state and month FE OLS,0.016956283744203694,0.02193580231777273,0.44316389653009436,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,collection plus 6 months,flowout_to_national_backup_rate,operational_lag_6m_active,state/DC primary sample,state and month FE OLS,-0.002127371155445496,0.015650741319990856,0.8924241370383319,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,collection plus 6 months,abandoned_in_state_rate,operational_lag_6m_active,state/DC primary sample,state and month FE OLS,-0.013104787211941119,0.011528593300005314,0.2610738547210274,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,collection plus 6 months,average_speed_to_answer_seconds,operational_lag_6m_active,state/DC primary sample,state and month FE OLS,-3.945214196602273,2.6985537497140233,0.1500055866675014,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,collection plus 12 months,in_state_answer_rate_rescue,operational_lag_12m_active,state/DC primary sample,state and month FE OLS,0.02105265416609279,0.022594406775906135,0.35593599860654734,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,collection plus 12 months,flowout_to_national_backup_rate,operational_lag_12m_active,state/DC primary sample,state and month FE OLS,-0.006259575602301287,0.01588186693029864,0.6951584872089636,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,collection plus 12 months,abandoned_in_state_rate,operational_lag_12m_active,state/DC primary sample,state and month FE OLS,-0.013210992734898931,0.011608724963756084,0.26053483330856686,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,collection plus 12 months,average_speed_to_answer_seconds,operational_lag_12m_active,state/DC primary sample,state and month FE OLS,-2.4980931177727417,2.53341363511298,0.328852354891771,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,first positive annual revenue,in_state_answer_rate_rescue,revenue_positive_active,state/DC primary sample,state and month FE OLS,-0.0023447772276215806,0.02317369235667416,0.9198100784463028,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,first positive annual revenue,flowout_to_national_backup_rate,revenue_positive_active,state/DC primary sample,state and month FE OLS,0.008549714762061143,0.019417518408165343,0.6616107669084712,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,first positive annual revenue,abandoned_in_state_rate,revenue_positive_active,state/DC primary sample,state and month FE OLS,-0.00469660866095464,0.00970738075055869,0.6306271198942994,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,first positive annual revenue,average_speed_to_answer_seconds,revenue_positive_active,state/DC primary sample,state and month FE OLS,-4.044787630967975,2.7796256434144255,0.1518761649982332,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,fee amount per line,in_state_answer_rate_rescue,fee_amount_per_line_dollars,state/DC primary sample,state and month FE OLS,0.009512131009765314,0.05652230860371003,0.8670341649741045,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,fee amount per line,flowout_to_national_backup_rate,fee_amount_per_line_dollars,state/DC primary sample,state and month FE OLS,-0.003382412651138556,0.06302802069807081,0.9574157431352794,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,fee amount per line,abandoned_in_state_rate,fee_amount_per_line_dollars,state/DC primary sample,state and month FE OLS,-0.0019011508109030642,0.02201916565079883,0.9315403987555468,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,fee amount per line,average_speed_to_answer_seconds,fee_amount_per_line_dollars,state/DC primary sample,state and month FE OLS,-0.7632816861425051,8.467488513184044,0.9285340123530319,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,annual fee revenue per capita,in_state_answer_rate_rescue,fee_revenue_per_capita,state/DC primary sample,state and month FE OLS,-0.005613200849841131,0.005941310684974627,0.3493171458578712,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,annual fee revenue per capita,flowout_to_national_backup_rate,fee_revenue_per_capita,state/DC primary sample,state and month FE OLS,0.005572904622443574,0.005084774437502876,0.27833050635670586,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,annual fee revenue per capita,abandoned_in_state_rate,fee_revenue_per_capita,state/DC primary sample,state and month FE OLS,-6.0570425397225445e-05,0.0011030268090027147,0.9564266741519449,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,annual fee revenue per capita,average_speed_to_answer_seconds,fee_revenue_per_capita,state/DC primary sample,state and month FE OLS,-0.8784603898075012,0.3538310539535181,0.016439440548959183,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,annual fee revenue per routed contact,in_state_answer_rate_rescue,fee_revenue_per_routed_contact,state/DC primary sample,state and month FE OLS,-1.3378505678312822e-05,3.9208091270261756e-05,0.734369285641804,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,annual fee revenue per routed contact,flowout_to_national_backup_rate,fee_revenue_per_routed_contact,state/DC primary sample,state and month FE OLS,1.328854960887598e-05,3.094504360788833e-05,0.6694594280718302,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,annual fee revenue per routed contact,abandoned_in_state_rate,fee_revenue_per_routed_contact,state/DC primary sample,state and month FE OLS,-2.2991602060793524e-07,8.848905744075774e-06,0.9793747814320244,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,annual fee revenue per routed contact,average_speed_to_answer_seconds,fee_revenue_per_routed_contact,state/DC primary sample,state and month FE OLS,-0.005496076726054948,0.0029520393394656423,0.0685154161382664,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,restricted 988-only funding active,in_state_answer_rate_rescue,restricted_988_only_active,state/DC primary sample,state and month FE OLS,-0.05237778073256856,0.015746091402032876,0.0016546327071966793,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,restricted 988-only funding active,flowout_to_national_backup_rate,restricted_988_only_active,state/DC primary sample,state and month FE OLS,0.048235827514155956,0.00853820389862909,7.634220255958724e-07,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,restricted 988-only funding active,abandoned_in_state_rate,restricted_988_only_active,state/DC primary sample,state and month FE OLS,0.006203186215720706,0.014759681844791046,0.6760822999087064,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,restricted 988-only funding active,average_speed_to_answer_seconds,restricted_988_only_active,state/DC primary sample,state and month FE OLS,-0.5249953280832511,3.5921207068086467,0.8843891212055026,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,broader crisis-system funding active,in_state_answer_rate_rescue,broader_crisis_system_active,state/DC primary sample,state and month FE OLS,0.004493180942399592,0.025261024652758035,0.8595436684795026,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,broader crisis-system funding active,flowout_to_national_backup_rate,broader_crisis_system_active,state/DC primary sample,state and month FE OLS,0.00022942045940514515,0.020081567734042776,0.9909302852491997,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,broader crisis-system funding active,abandoned_in_state_rate,broader_crisis_system_active,state/DC primary sample,state and month FE OLS,-0.003419472378305374,0.010961874621860053,0.7563815100092466,51,2936,parallel trends after fixed effects,,,,weak
fee_timing_sensitivity,broader crisis-system funding active,average_speed_to_answer_seconds,broader_crisis_system_active,state/DC primary sample,state and month FE OLS,-3.8303359814154865,3.212056904601233,0.23869903136792447,51,2936,parallel trends after fixed effects,,,,weak
revenue_intensity,"observed annual revenue per capita, same year",in_state_answer_rate_rescue,fee_revenue_per_capita_observed_2021_2024,state/DC primary sample; annual revenue only observed through 2024,state and month FE OLS / coarse ATT,-0.005613200849841131,0.005941310684974627,0.3493171458578712,51,2936,revenue intensity is as-good-as-random after fixed effects,,,,weak
revenue_intensity,"observed annual revenue per capita, same year",flowout_to_national_backup_rate,fee_revenue_per_capita_observed_2021_2024,state/DC primary sample; annual revenue only observed through 2024,state and month FE OLS / coarse ATT,0.005572904622443574,0.005084774437502876,0.27833050635670586,51,2936,revenue intensity is as-good-as-random after fixed effects,,,,weak
revenue_intensity,"observed annual revenue per capita, same year",abandoned_in_state_rate,fee_revenue_per_capita_observed_2021_2024,state/DC primary sample; annual revenue only observed through 2024,state and month FE OLS / coarse ATT,-6.0570425397225445e-05,0.0011030268090027147,0.9564266741519449,51,2936,revenue intensity is as-good-as-random after fixed effects,,,,weak
revenue_intensity,"observed annual revenue per capita, same year",average_speed_to_answer_seconds,fee_revenue_per_capita_observed_2021_2024,state/DC primary sample; annual revenue only observed through 2024,state and month FE OLS / coarse ATT,-0.8784603898075012,0.3538310539535181,0.016439440548959183,51,2936,revenue intensity is as-good-as-random after fixed effects,,,,weak
revenue_intensity,"observed annual revenue per capita, 12-month lag",in_state_answer_rate_rescue,lag12_revenue_per_capita,state/DC primary sample; annual revenue only observed through 2024,state and month FE OLS / coarse ATT,0.0041610904620299404,0.0027097633812084403,0.1309428596106439,51,2936,revenue intensity is as-good-as-random after fixed effects,,,,weak
revenue_intensity,"observed annual revenue per capita, 12-month lag",flowout_to_national_backup_rate,lag12_revenue_per_capita,state/DC primary sample; annual revenue only observed through 2024,state and month FE OLS / coarse ATT,-0.0017217284322793977,0.002379150532206063,0.47263843325623767,51,2936,revenue intensity is as-good-as-random after fixed effects,,,,weak
revenue_intensity,"observed annual revenue per capita, 12-month lag",abandoned_in_state_rate,lag12_revenue_per_capita,state/DC primary sample; annual revenue only observed through 2024,state and month FE OLS / coarse ATT,-0.001931754741904049,0.0027874112294146163,0.49149852975258645,51,2936,revenue intensity is as-good-as-random after fixed effects,,,,weak
revenue_intensity,"observed annual revenue per capita, 12-month lag",average_speed_to_answer_seconds,lag12_revenue_per_capita,state/DC primary sample; annual revenue only observed through 2024,state and month FE OLS / coarse ATT,0.14665028304299088,0.6109863985317447,0.8112944017943029,51,2936,revenue intensity is as-good-as-random after fixed effects,,,,weak
revenue_intensity,statutory fee amount per line,in_state_answer_rate_rescue,fee_amount_per_line_dollars,state/DC primary sample; annual revenue only observed through 2024,state and month FE OLS / coarse ATT,0.008085099655659086,0.056606863641292846,0.8869992963044799,51,2925,revenue intensity is as-good-as-random after fixed effects,,,,weak
revenue_intensity,statutory fee amount per line,flowout_to_national_backup_rate,fee_amount_per_line_dollars,state/DC primary sample; annual revenue only observed through 2024,state and month FE OLS / coarse ATT,-0.002534603208813975,0.06314874640845837,0.9681437202998602,51,2925,revenue intensity is as-good-as-random after fixed effects,,,,weak
revenue_intensity,statutory fee amount per line,abandoned_in_state_rate,fee_amount_per_line_dollars,state/DC primary sample; annual revenue only observed through 2024,state and month FE OLS / coarse ATT,-0.0012889897815898269,0.021894024130856775,0.9532871058644627,51,2925,revenue intensity is as-good-as-random after fixed effects,,,,weak
revenue_intensity,statutory fee amount per line,average_speed_to_answer_seconds,fee_amount_per_line_dollars,state/DC primary sample; annual revenue only observed through 2024,state and month FE OLS / coarse ATT,-0.6563250442196615,8.451687648269196,0.9384115547680323,51,2925,revenue intensity is as-good-as-random after fixed effects,,,,weak
revenue_intensity,event time by first positive annual revenue year,in_state_answer_rate_rescue,first_revenue_positive_start,timing is annual and mechanically coarsened,state and month FE OLS / coarse ATT,0.02620681777515297,,,51,2936,revenue intensity is as-good-as-random after fixed effects,,,,weak
revenue_intensity,event time by first positive annual revenue year,flowout_to_national_backup_rate,first_revenue_positive_start,timing is annual and mechanically coarsened,state and month FE OLS / coarse ATT,-0.013577992813756054,,,51,2936,revenue intensity is as-good-as-random after fixed effects,,,,weak
revenue_intensity,event time by first positive annual revenue year,abandoned_in_state_rate,first_revenue_positive_start,timing is annual and mechanically coarsened,state and month FE OLS / coarse ATT,-0.011352377271443725,,,51,2936,revenue intensity is as-good-as-random after fixed effects,,,,weak
revenue_intensity,event time by first positive annual revenue year,average_speed_to_answer_seconds,first_revenue_positive_start,timing is annual and mechanically coarsened,state and month FE OLS / coarse ATT,-1.3979764190612913,,,51,2936,revenue intensity is as-good-as-random after fixed effects,,,,weak
legislative_nearmiss,passed vs narrowly failed fee bills,all,close legislative passage,identified bill attempts,not estimated,,,,,,near-miss vote outcomes are quasi-random,,,,infeasible: too few close-vote near misses
