product_id,file_year,product_type,horizon_years,official_url,local_relative_path,local_exists,local_bytes,manifest_sha256,head_status,remote_content_length,remote_last_modified,remote_etag,remote_accept_ranges,remote_content_type,compared_bytes,first_mismatch_offset,local_stream_sha256,remote_stream_sha256,remote_size_matches_local,remote_bytes_exactly_match_local,comparison_attempts,elapsed_seconds,status,error
sipp_2020_longitudinal_weights_3y,2020,longitudinal_weights,3,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr3_csv.zip,temp\raw_downloads\census_sipp\2020\longitudinal_weights\lgtwgt2020yr3_csv.zip,True,216019,eecd5e691d01ef3dd23abfd55a5ad1d72855e621731d9851f23f2bb2801e03d5,200,216019,"Wed, 27 Oct 2021 17:11:00 GMT",,bytes,application/zip,216019,,eecd5e691d01ef3dd23abfd55a5ad1d72855e621731d9851f23f2bb2801e03d5,eecd5e691d01ef3dd23abfd55a5ad1d72855e621731d9851f23f2bb2801e03d5,True,True,1,6.283,PASS,
sipp_2020_longitudinal_replicate_weights_3y,2020,longitudinal_replicate_weights,3,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr3_csv.zip,temp\raw_downloads\census_sipp\2020\longitudinal_replicate_weights\lgtrw2020yr3_csv.zip,True,30276908,38859a9fb2fd85116f4726cee6dbd2c92118f852f40246a982bacd33e7ebb8b2,200,30276908,"Wed, 27 Oct 2021 17:11:34 GMT",,bytes,application/zip,30276908,,38859a9fb2fd85116f4726cee6dbd2c92118f852f40246a982bacd33e7ebb8b2,38859a9fb2fd85116f4726cee6dbd2c92118f852f40246a982bacd33e7ebb8b2,True,True,1,12.326,PASS,
sipp_2021_primary,2021,primary,,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/pu2021_csv.zip,temp\raw_downloads\census_sipp\2021\primary\pu2021_csv.zip,True,157173933,3fde59d11af2ada49ed3fd92db61427d5f7c85bf66bb7fa38c5992d5ac9782ca,200,157173933,"Wed, 23 Jul 2025 12:16:19 GMT",,bytes,application/zip,157173933,,3fde59d11af2ada49ed3fd92db61427d5f7c85bf66bb7fa38c5992d5ac9782ca,3fde59d11af2ada49ed3fd92db61427d5f7c85bf66bb7fa38c5992d5ac9782ca,True,True,1,95.603,PASS,
sipp_2021_replicate_weights,2021,replicate_weights,,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/rw2021_csv.zip,temp\raw_downloads\census_sipp\2021\replicate_weights\rw2021_csv.zip,True,919424236,e68b3db5ad4c4924597abc11811b1ddd5089f02dddd5cef2165563c9c536e70d,200,919424236,"Tue, 30 Aug 2022 17:38:41 GMT",,bytes,application/zip,919424236,,e68b3db5ad4c4924597abc11811b1ddd5089f02dddd5cef2165563c9c536e70d,e68b3db5ad4c4924597abc11811b1ddd5089f02dddd5cef2165563c9c536e70d,True,True,2,1167.616,PASS,
sipp_2021_longitudinal_weights_2y,2021,longitudinal_weights,2,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtwgt2021yr2_csv.zip,temp\raw_downloads\census_sipp\2021\longitudinal_weights\lgtwgt2021yr2_csv.zip,True,337942,61ff15300e2440ce4ab4f2d3e3a258722d6d64ad6c53007438b42d33bd8ab5cb,200,337942,"Tue, 30 Aug 2022 18:11:19 GMT",,bytes,application/zip,337942,,61ff15300e2440ce4ab4f2d3e3a258722d6d64ad6c53007438b42d33bd8ab5cb,61ff15300e2440ce4ab4f2d3e3a258722d6d64ad6c53007438b42d33bd8ab5cb,True,True,1,3.825,PASS,
sipp_2021_longitudinal_replicate_weights_2y,2021,longitudinal_replicate_weights,2,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr2_csv.zip,temp\raw_downloads\census_sipp\2021\longitudinal_replicate_weights\lgtrw2021yr2_csv.zip,True,45108837,054ac7f1451e7bb5702b9dccead1550597a2fd897b63bcc649da1b7a58c5f2f8,200,45108837,"Tue, 30 Aug 2022 18:10:54 GMT",,bytes,application/zip,45108837,,054ac7f1451e7bb5702b9dccead1550597a2fd897b63bcc649da1b7a58c5f2f8,054ac7f1451e7bb5702b9dccead1550597a2fd897b63bcc649da1b7a58c5f2f8,True,True,1,30.309,PASS,
sipp_2021_longitudinal_weights_3y,2021,longitudinal_weights,3,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtwgt2021yr3_csv.zip,temp\raw_downloads\census_sipp\2021\longitudinal_weights\lgtwgt2021yr3_csv.zip,True,165487,c61bf42af08ca545cdbac629297c32ff2d05de1f3cf7e3aeac4fbea829b0a104,200,165487,"Tue, 30 Aug 2022 18:15:39 GMT",,bytes,application/zip,165487,,c61bf42af08ca545cdbac629297c32ff2d05de1f3cf7e3aeac4fbea829b0a104,c61bf42af08ca545cdbac629297c32ff2d05de1f3cf7e3aeac4fbea829b0a104,True,True,1,2.602,PASS,
sipp_2021_longitudinal_replicate_weights_3y,2021,longitudinal_replicate_weights,3,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr3_csv.zip,temp\raw_downloads\census_sipp\2021\longitudinal_replicate_weights\lgtrw2021yr3_csv.zip,True,22727708,014a43f1e4d3f1c560807ef9c1a6dfb48e0dfc3d0743cb818a3dbad00385a72d,200,22727708,"Tue, 30 Aug 2022 18:15:25 GMT",,bytes,application/zip,22727708,,014a43f1e4d3f1c560807ef9c1a6dfb48e0dfc3d0743cb818a3dbad00385a72d,014a43f1e4d3f1c560807ef9c1a6dfb48e0dfc3d0743cb818a3dbad00385a72d,True,True,1,16.098,PASS,
sipp_2021_longitudinal_weights_4y,2021,longitudinal_weights,4,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtwgt2021yr4_csv.zip,temp\raw_downloads\census_sipp\2021\longitudinal_weights\lgtwgt2021yr4_csv.zip,True,152057,66c055220e351f816dcc442a6886973d2f3f0db984cbd6e59ec035851ba379b2,200,152057,"Tue, 30 Aug 2022 18:50:04 GMT",,bytes,application/zip,152057,,66c055220e351f816dcc442a6886973d2f3f0db984cbd6e59ec035851ba379b2,66c055220e351f816dcc442a6886973d2f3f0db984cbd6e59ec035851ba379b2,True,True,1,2.825,PASS,
sipp_2021_longitudinal_replicate_weights_4y,2021,longitudinal_replicate_weights,4,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr4_csv.zip,temp\raw_downloads\census_sipp\2021\longitudinal_replicate_weights\lgtrw2021yr4_csv.zip,True,21871942,d428d6f3f9d169adee57786a46db3f30f6f053e6362af8287e2c5b1a121c6187,200,21871942,"Tue, 30 Aug 2022 18:51:00 GMT",,bytes,application/zip,21871942,,d428d6f3f9d169adee57786a46db3f30f6f053e6362af8287e2c5b1a121c6187,d428d6f3f9d169adee57786a46db3f30f6f053e6362af8287e2c5b1a121c6187,True,True,1,17.414,PASS,
sipp_2022_primary,2022,primary,,https://www2.census.gov/programs-surveys/sipp/data/datasets/2022/pu2022_csv.zip,temp\raw_downloads\census_sipp\2022\primary\pu2022_csv.zip,True,116681072,0b165cdbc5fd0d6df307488c82b6b7435fd6ef08b46eb4e5cc22e7cb5a981213,200,116681072,"Mon, 26 Jun 2023 16:52:26 GMT",,bytes,application/zip,116681072,,0b165cdbc5fd0d6df307488c82b6b7435fd6ef08b46eb4e5cc22e7cb5a981213,0b165cdbc5fd0d6df307488c82b6b7435fd6ef08b46eb4e5cc22e7cb5a981213,True,True,1,77.924,PASS,
sipp_2022_replicate_weights,2022,replicate_weights,,https://www2.census.gov/programs-surveys/sipp/data/datasets/2022/rw2022_csv.zip,temp\raw_downloads\census_sipp\2022\replicate_weights\rw2022_csv.zip,True,680412222,c03cd7a4fe5e45af67fef3f74924a61d19fecddc4ccbc80a712e657a736bedb0,200,680412222,"Mon, 26 Jun 2023 16:58:02 GMT",,bytes,application/zip,680412222,,c03cd7a4fe5e45af67fef3f74924a61d19fecddc4ccbc80a712e657a736bedb0,c03cd7a4fe5e45af67fef3f74924a61d19fecddc4ccbc80a712e657a736bedb0,True,True,1,403.253,PASS,
sipp_2022_longitudinal_weights_2y,2022,longitudinal_weights,2,https://www2.census.gov/programs-surveys/sipp/data/datasets/2022/lgtwgt2022yr2_csv.zip,temp\raw_downloads\census_sipp\2022\longitudinal_weights\lgtwgt2022yr2_csv.zip,True,152655,c75ff8ad31d187fe989346bf9c395517184c07e4cd1ac2187e4a016e7f87d088,200,152655,"Mon, 26 Jun 2023 16:51:22 GMT",,bytes,application/zip,152655,,c75ff8ad31d187fe989346bf9c395517184c07e4cd1ac2187e4a016e7f87d088,c75ff8ad31d187fe989346bf9c395517184c07e4cd1ac2187e4a016e7f87d088,True,True,1,2.592,PASS,
sipp_2022_longitudinal_replicate_weights_2y,2022,longitudinal_replicate_weights,2,https://www2.census.gov/programs-surveys/sipp/data/datasets/2022/lgtrw2022yr2_csv.zip,temp\raw_downloads\census_sipp\2022\longitudinal_replicate_weights\lgtrw2022yr2_csv.zip,True,20859806,0476a91ba44a184e92b75ac33c5f1a4f5431a3fc11a638c5c23e8e70a44bfe68,200,20859806,"Mon, 26 Jun 2023 16:50:57 GMT",,bytes,application/zip,20859806,,0476a91ba44a184e92b75ac33c5f1a4f5431a3fc11a638c5c23e8e70a44bfe68,0476a91ba44a184e92b75ac33c5f1a4f5431a3fc11a638c5c23e8e70a44bfe68,True,True,1,8.072,PASS,
sipp_2022_longitudinal_weights_3y,2022,longitudinal_weights,3,https://www2.census.gov/programs-surveys/sipp/data/datasets/2022/lgtwgt2022yr3_csv.zip,temp\raw_downloads\census_sipp\2022\longitudinal_weights\lgtwgt2022yr3_csv.zip,True,70969,ee02944796f6cc54c91888817f70a6ed8c041fd2b0e13546899b8574f0a4b903,200,70969,"Mon, 26 Jun 2023 16:51:23 GMT",,bytes,application/zip,70969,,ee02944796f6cc54c91888817f70a6ed8c041fd2b0e13546899b8574f0a4b903,ee02944796f6cc54c91888817f70a6ed8c041fd2b0e13546899b8574f0a4b903,True,True,1,2.038,PASS,
sipp_2022_longitudinal_replicate_weights_3y,2022,longitudinal_replicate_weights,3,https://www2.census.gov/programs-surveys/sipp/data/datasets/2022/lgtrw2022yr3_csv.zip,temp\raw_downloads\census_sipp\2022\longitudinal_replicate_weights\lgtrw2022yr3_csv.zip,True,9993290,9728ff85eb6952bed9360f639d77aed29aa5e759af12c91f392bc55b8d00bcb2,200,9993290,"Mon, 26 Jun 2023 16:51:15 GMT",,bytes,application/zip,9993290,,9728ff85eb6952bed9360f639d77aed29aa5e759af12c91f392bc55b8d00bcb2,9728ff85eb6952bed9360f639d77aed29aa5e759af12c91f392bc55b8d00bcb2,True,True,1,14.531,PASS,
sipp_2023_primary,2023,primary,,https://www2.census.gov/programs-surveys/sipp/data/datasets/2023/pu2023_csv.zip,temp\raw_downloads\census_sipp\2023\primary\pu2023_csv.zip,True,109036604,9c5363d56aca2041db20d46d17b81e9be931eb5b18bd5f5238b367d2dd7fb74b,200,109036604,"Wed, 10 Jul 2024 21:53:11 GMT",,bytes,application/zip,109036604,,9c5363d56aca2041db20d46d17b81e9be931eb5b18bd5f5238b367d2dd7fb74b,9c5363d56aca2041db20d46d17b81e9be931eb5b18bd5f5238b367d2dd7fb74b,True,True,1,63.08,PASS,
sipp_2023_replicate_weights,2023,replicate_weights,,https://www2.census.gov/programs-surveys/sipp/data/datasets/2023/rw2023_csv.zip,temp\raw_downloads\census_sipp\2023\replicate_weights\rw2023_csv.zip,True,665305538,c83cdd8f3237f63c4b00ae1adfd87fcd828759ef2c375313dabcdf21d4ee01a5,200,665305538,"Wed, 10 Jul 2024 21:20:02 GMT",,bytes,application/zip,665305538,,c83cdd8f3237f63c4b00ae1adfd87fcd828759ef2c375313dabcdf21d4ee01a5,c83cdd8f3237f63c4b00ae1adfd87fcd828759ef2c375313dabcdf21d4ee01a5,True,True,1,385.673,PASS,
sipp_2023_longitudinal_weights_2y,2023,longitudinal_weights,2,https://www2.census.gov/programs-surveys/sipp/data/datasets/2023/lgtwgt2023yr2_csv.zip,temp\raw_downloads\census_sipp\2023\longitudinal_weights\lgtwgt2023yr2_csv.zip,True,254505,c55817fe68b3d526f50c789f39447189c68a8ad11c61c377c11e19dd84393e20,200,254505,"Wed, 10 Jul 2024 20:55:41 GMT",,bytes,application/zip,254505,,c55817fe68b3d526f50c789f39447189c68a8ad11c61c377c11e19dd84393e20,c55817fe68b3d526f50c789f39447189c68a8ad11c61c377c11e19dd84393e20,True,True,1,3.28,PASS,
sipp_2023_longitudinal_replicate_weights_2y,2023,longitudinal_replicate_weights,2,https://www2.census.gov/programs-surveys/sipp/data/datasets/2023/lgtrw2023yr2_csv.zip,temp\raw_downloads\census_sipp\2023\longitudinal_replicate_weights\lgtrw2023yr2_csv.zip,True,34254170,59592e0189d13a8bf38385c6968f6cd65c52fc28e42b4add4b1fc63bafb9994f,200,34254170,"Wed, 10 Jul 2024 20:50:40 GMT",,bytes,application/zip,34254170,,59592e0189d13a8bf38385c6968f6cd65c52fc28e42b4add4b1fc63bafb9994f,59592e0189d13a8bf38385c6968f6cd65c52fc28e42b4add4b1fc63bafb9994f,True,True,1,20.824,PASS,
sipp_2023_longitudinal_weights_3y,2023,longitudinal_weights,3,https://www2.census.gov/programs-surveys/sipp/data/datasets/2023/lgtwgt2023yr3_csv.zip,temp\raw_downloads\census_sipp\2023\longitudinal_weights\lgtwgt2023yr3_csv.zip,True,106859,47ed61972bcb1475ea62e5830ecbef15bdf47c806ada5f672af3ca0d8c230e09,200,106859,"Wed, 10 Jul 2024 20:58:25 GMT",,bytes,application/zip,106859,,47ed61972bcb1475ea62e5830ecbef15bdf47c806ada5f672af3ca0d8c230e09,47ed61972bcb1475ea62e5830ecbef15bdf47c806ada5f672af3ca0d8c230e09,True,True,1,2.09,PASS,
sipp_2023_longitudinal_replicate_weights_3y,2023,longitudinal_replicate_weights,3,https://www2.census.gov/programs-surveys/sipp/data/datasets/2023/lgtrw2023yr3_csv.zip,temp\raw_downloads\census_sipp\2023\longitudinal_replicate_weights\lgtrw2023yr3_csv.zip,True,14550979,e416ab13e721c6dc04e6c5259a7374eba2b66099bb10dd707577f1347d325484,200,14550979,"Wed, 10 Jul 2024 20:52:14 GMT",,bytes,application/zip,14550979,,e416ab13e721c6dc04e6c5259a7374eba2b66099bb10dd707577f1347d325484,e416ab13e721c6dc04e6c5259a7374eba2b66099bb10dd707577f1347d325484,True,True,1,6.516,PASS,
sipp_2023_longitudinal_weights_4y,2023,longitudinal_weights,4,https://www2.census.gov/programs-surveys/sipp/data/datasets/2023/lgtwgt2023yr4_csv.zip,temp\raw_downloads\census_sipp\2023\longitudinal_weights\lgtwgt2023yr4_csv.zip,True,52349,5d9ae84760612fdacc87ad8201b35e513f7ae360413a34de0d400b7411b4bbaf,200,52349,"Wed, 10 Jul 2024 20:58:26 GMT",,bytes,application/zip,52349,,5d9ae84760612fdacc87ad8201b35e513f7ae360413a34de0d400b7411b4bbaf,5d9ae84760612fdacc87ad8201b35e513f7ae360413a34de0d400b7411b4bbaf,True,True,1,1.731,PASS,
sipp_2023_longitudinal_replicate_weights_4y,2023,longitudinal_replicate_weights,4,https://www2.census.gov/programs-surveys/sipp/data/datasets/2023/lgtrw2023yr4_csv.zip,temp\raw_downloads\census_sipp\2023\longitudinal_replicate_weights\lgtrw2023yr4_csv.zip,True,7360439,e3c8e1efb8c669c55cd1bf18fa291112250cb58c61e55afddb52c04296d68f44,200,7360439,"Wed, 10 Jul 2024 20:55:22 GMT",,bytes,application/zip,7360439,,e3c8e1efb8c669c55cd1bf18fa291112250cb58c61e55afddb52c04296d68f44,e3c8e1efb8c669c55cd1bf18fa291112250cb58c61e55afddb52c04296d68f44,True,True,1,6.503,PASS,
sipp_2024_primary,2024,primary,,https://www2.census.gov/programs-surveys/sipp/data/datasets/2024/pu2024_csv.zip,temp\raw_downloads\census_sipp\2024\primary\pu2024_csv.zip,True,102122301,3a78b26988c76c02b9e206f72507390fb6ec9dac7974ec31aa90abc9d9809764,200,102122301,"Wed, 23 Jul 2025 12:00:31 GMT",,bytes,application/zip,102122301,,3a78b26988c76c02b9e206f72507390fb6ec9dac7974ec31aa90abc9d9809764,3a78b26988c76c02b9e206f72507390fb6ec9dac7974ec31aa90abc9d9809764,True,True,1,53.909,PASS,
sipp_2024_replicate_weights,2024,replicate_weights,,https://www2.census.gov/programs-surveys/sipp/data/datasets/2024/rw2024_csv.zip,temp\raw_downloads\census_sipp\2024\replicate_weights\rw2024_csv.zip,True,612924807,5c76806c1a1f374c75ddc325e2383134d4d8b99194699cbe6d6f03a3d666b9cf,200,612924807,"Wed, 23 Jul 2025 12:00:36 GMT",,bytes,application/zip,612924807,,5c76806c1a1f374c75ddc325e2383134d4d8b99194699cbe6d6f03a3d666b9cf,5c76806c1a1f374c75ddc325e2383134d4d8b99194699cbe6d6f03a3d666b9cf,True,True,1,384.522,PASS,
sipp_2024_longitudinal_weights_2y,2024,longitudinal_weights,2,https://www2.census.gov/programs-surveys/sipp/data/datasets/2024/lgtwgt2024yr2_csv.zip,temp\raw_downloads\census_sipp\2024\longitudinal_weights\lgtwgt2024yr2_csv.zip,True,218657,4339b0375d4759ff27089e57d5bee9fa0e13f6d2e3f13b00f146e2b86b3e64ac,200,218657,"Wed, 23 Jul 2025 12:00:30 GMT",,bytes,application/zip,218657,,4339b0375d4759ff27089e57d5bee9fa0e13f6d2e3f13b00f146e2b86b3e64ac,4339b0375d4759ff27089e57d5bee9fa0e13f6d2e3f13b00f146e2b86b3e64ac,True,True,1,2.778,PASS,
sipp_2024_longitudinal_replicate_weights_2y,2024,longitudinal_replicate_weights,2,https://www2.census.gov/programs-surveys/sipp/data/datasets/2024/lgtrw2024yr2_csv.zip,temp\raw_downloads\census_sipp\2024\longitudinal_replicate_weights\lgtrw2024yr2_csv.zip,True,29229496,f921d6b2bbe27f3ed56184ac2b01246560619f731eeb6a72182658561cadefe0,200,29229496,"Wed, 23 Jul 2025 12:00:29 GMT",,bytes,application/zip,29229496,,f921d6b2bbe27f3ed56184ac2b01246560619f731eeb6a72182658561cadefe0,f921d6b2bbe27f3ed56184ac2b01246560619f731eeb6a72182658561cadefe0,True,True,1,14.686,PASS,
sipp_2024_longitudinal_weights_3y,2024,longitudinal_weights,3,https://www2.census.gov/programs-surveys/sipp/data/datasets/2024/lgtwgt2024yr3_csv.zip,temp\raw_downloads\census_sipp\2024\longitudinal_weights\lgtwgt2024yr3_csv.zip,True,129296,51d59c8e53fa0e069cae03ef543a90c9f3814278c843dbb99ec49ddfc8051a89,200,129296,"Wed, 23 Jul 2025 12:00:30 GMT",,bytes,application/zip,129296,,51d59c8e53fa0e069cae03ef543a90c9f3814278c843dbb99ec49ddfc8051a89,51d59c8e53fa0e069cae03ef543a90c9f3814278c843dbb99ec49ddfc8051a89,True,True,1,3.254,PASS,
sipp_2024_longitudinal_replicate_weights_3y,2024,longitudinal_replicate_weights,3,https://www2.census.gov/programs-surveys/sipp/data/datasets/2024/lgtrw2024yr3_csv.zip,temp\raw_downloads\census_sipp\2024\longitudinal_replicate_weights\lgtrw2024yr3_csv.zip,True,17825906,37590e748cdc312488ccf14a3df55073293d395fa40c562fbfe701e70ad1444a,200,17825906,"Wed, 23 Jul 2025 12:00:30 GMT",,bytes,application/zip,17825906,,37590e748cdc312488ccf14a3df55073293d395fa40c562fbfe701e70ad1444a,37590e748cdc312488ccf14a3df55073293d395fa40c562fbfe701e70ad1444a,True,True,1,20.546,PASS,
sipp_2024_longitudinal_weights_4y,2024,longitudinal_weights,4,https://www2.census.gov/programs-surveys/sipp/data/datasets/2024/lgtwgt2024yr4_csv.zip,temp\raw_downloads\census_sipp\2024\longitudinal_weights\lgtwgt2024yr4_csv.zip,True,38270,5bc73e98ecdba89c16c47df8e7c5726876ff112f7edab01a8a8056e9619b7137,200,38270,"Wed, 23 Jul 2025 12:00:30 GMT",,bytes,application/zip,38270,,5bc73e98ecdba89c16c47df8e7c5726876ff112f7edab01a8a8056e9619b7137,5bc73e98ecdba89c16c47df8e7c5726876ff112f7edab01a8a8056e9619b7137,True,True,1,2.16,PASS,
sipp_2024_longitudinal_replicate_weights_4y,2024,longitudinal_replicate_weights,4,https://www2.census.gov/programs-surveys/sipp/data/datasets/2024/lgtrw2024yr4_csv.zip,temp\raw_downloads\census_sipp\2024\longitudinal_replicate_weights\lgtrw2024yr4_csv.zip,True,5258774,4ae52a2a7445d3f4a7c2b7b686498bfc96e71ae80522adfedd6e0bde1c531f45,200,5258774,"Wed, 23 Jul 2025 12:00:30 GMT",,bytes,application/zip,5258774,,4ae52a2a7445d3f4a7c2b7b686498bfc96e71ae80522adfedd6e0bde1c531f45,4ae52a2a7445d3f4a7c2b7b686498bfc96e71ae80522adfedd6e0bde1c531f45,True,True,1,5.304,PASS,
