file_year,variable_name,rows,missing,missing_rate
2018,RPUBTYPE2,763186,0,0.0
2018,RPUBTYPE3,763186,0,0.0
2018,RSNAP_MNYN,763186,11,1.4413262297788482e-05
2018,RSNAP_YRYN,763186,0,0.0
2018,RSSI_MNYN,763186,5530,0.007245940046070027
2018,RSSI_YRYN,763186,5530,0.007245940046070027
2018,RTANF_MNYN,763186,0,0.0
2018,RTANF_YRYN,763186,0,0.0
2018,RWIC_MNYN,763186,1,1.3102965725262256e-06
2018,RWIC_YRYN,763186,0,0.0
2018,RWKESR1,763186,137290,0.1798906164421255
2018,RWKESR2,763186,137290,0.1798906164421255
2018,RWKESR3,763186,137290,0.1798906164421255
2018,RWKESR4,763186,137290,0.1798906164421255
2018,RWKESR5,763186,554554,0.7266302054807086
2018,SHHADID,763186,0,0.0
2018,SPANEL,763186,0,0.0
2018,SSUID,763186,0,0.0
2018,SWAVE,763186,0,0.0
2018,TAGE,763186,0,0.0
2018,TAGE_EHC,763186,0,0.0
2018,TDAYSICK,763186,137290,0.1798906164421255
2018,TEHC_ST,763186,0,0.0
2018,TFCYINCPOV,763186,5686,0.007450346311384119
2018,TFINCPOV,763186,1446,0.0018946888438729221
2018,TFTOTINC,763186,0,0.0
2018,THCYINCPOV,763186,5074,0.006648444808998069
2018,THHLDSTATUS,763186,0,0.0
2018,THINCPOV,763186,810,0.0010613402237462427
2018,THOSPNIT,763186,0,0.0
2018,THTOTINC,763186,0,0.0
2018,TJB1_MSUM,763186,417090,0.5465115974349635
2018,TMDPAY,763186,0,0.0
2018,TMOVER,763186,63946,0.08378822462676203
2018,TPEARN,763186,406610,0.5327796893548886
2018,TPTOTINC,763186,143168,0.18759253969543466
2018,TRESDUR,763186,0,0.0
2018,TSSSAMT,763186,616582,0.8079052812813652
2018,TST_INTV,763186,0,0.0
2018,TVISDENT,763186,18910,0.024777708186470924
2018,TVISDOC,763186,0,0.0
2018,WPFINWGT,763186,0,0.0
2019,ECRMTH,593604,0,0.0
2019,EEDUC,593604,95673,0.1611731053025249
2019,EHLTSTAT,593604,10006,0.016856355415394774
2019,EMDEXCH,593604,473619,0.7978702973699638
2019,EMDMTH,593604,0,0.0
2019,EMDPREM,593604,473619,0.7978702973699638
2019,EMDSUBS,593604,585071,0.985625096865924
2019,EMD_BMONTH,593604,473619,0.7978702973699638
2019,EMD_EMONTH,593604,473619,0.7978702973699638
2019,EMS,593604,104376,0.17583439464693634
2019,EORIGIN,593604,0,0.0
2019,EPNSPOUSE,593604,353076,0.5948005741201204
2019,EPRIEXCH1,593604,540219,0.9100663068308165
2019,EPRIEXCH2,593604,590993,0.9956014447341999
2019,EPRIPREM1,593604,540219,0.9100663068308165
2019,EPRIPREM2,593604,590993,0.9956014447341999
2019,EPRISUBS1,593604,546218,0.9201723708061267
2019,EPRISUBS2,593604,591301,0.9961203091623372
2019,ERACE,593604,0,0.0
2019,EREFPAR,593604,475078,0.8003281649045492
2019,ERESIDENCEID,593604,0,0.0
2019,ERP,593604,104196,0.17553116218893403
2019,ESEX,593604,0,0.0
2019,EUC1MNYN,593604,588641,0.9916392072829698
2019,EUC2MNYN,593604,593148,0.9992318111063941
2019,EUC3MNYN,593604,593544,0.9998989225139993
2019,GHLFSAM,593604,0,0.0
2019,GVARSTR,593604,0,0.0
2019,MONTHCODE,593604,0,0.0
2019,PNUM,593604,0,0.0
2019,RDIS,593604,10894,0.018352302208206144
2019,RDIS_ALT,593604,10894,0.018352302208206144
2019,RFAMNUM,593604,0,0.0
2019,RFAMREF,593604,0,0.0
2019,RFOODR,593604,0,0.0
2019,RFOODS,593604,0,0.0
2019,RHLTHMTH,593604,0,0.0
2019,RMARKTPLACE,593604,0,0.0
2019,RMESR,593604,95673,0.1611731053025249
2019,RMWKWJB,593604,95673,0.1611731053025249
2019,RPRIMTH,593604,0,0.0
2019,RPRITYPE2,593604,0,0.0
2019,RPUBMTH,593604,0,0.0
2019,RPUBTYPE1,593604,0,0.0
2019,RPUBTYPE2,593604,0,0.0
2019,RPUBTYPE3,593604,0,0.0
2019,RSNAP_MNYN,593604,1800,0.0030323245800230455
2019,RSNAP_YRYN,593604,669,0.0011270139689085652
2019,RSSI_MNYN,593604,3046,0.005131367039305665
2019,RSSI_YRYN,593604,3311,0.0055777926024757245
2019,RTANF_MNYN,593604,1800,0.0030323245800230455
2019,RTANF_YRYN,593604,669,0.0011270139689085652
2019,RWIC_MNYN,593604,1800,0.0030323245800230455
2019,RWIC_YRYN,593604,669,0.0011270139689085652
2019,RWKESR1,593604,95673,0.1611731053025249
2019,RWKESR2,593604,95673,0.1611731053025249
2019,RWKESR3,593604,95673,0.1611731053025249
2019,RWKESR4,593604,95673,0.1611731053025249
2019,RWKESR5,593604,427519,0.7202090956260403
2019,SHHADID,593604,0,0.0
2019,SPANEL,593604,0,0.0
2019,SSUID,593604,0,0.0
2019,SWAVE,593604,0,0.0
2019,TAGE,593604,0,0.0
2019,TAGE_EHC,593604,0,0.0
2019,TDAYSICK,593604,104376,0.17583439464693634
2019,TEHC_ST,593604,0,0.0
2019,TFCYINCPOV,593604,10152,0.017102310631329977
2019,TFINCPOV,593604,1232,0.0020754577125491067
2019,TFTOTINC,593604,0,0.0
2019,THCYINCPOV,593604,9528,0.01605110477692199
2019,THHLDSTATUS,593604,0,0.0
2019,THINCPOV,593604,428,0.0007210194001388131
2019,THOSPNIT,593604,12648,0.021307134048961934
2019,THTOTINC,593604,0,0.0
2019,TJB1_MSUM,593604,335360,0.564955761753627
2019,TMDPAY,593604,10006,0.016856355415394774
2019,TMOVER,593604,16357,0.02755540730857609
2019,TPEARN,593604,325146,0.5477490043867629
2019,TPTOTINC,593604,100549,0.169387335664854
2019,TRESDUR,593604,0,0.0
2019,TSSSAMT,593604,451027,0.7598112546411412
2019,TST_INTV,593604,10006,0.016856355415394774
2019,TVISDENT,593604,22464,0.03784341075868761
2019,TVISDOC,593604,12648,0.021307134048961934
2019,WPFINWGT,593604,0,0.0
2020,ECRMTH,622339,0,0.0
2020,EEDUC,622339,96259,0.15467293549014283
2020,EHLTSTAT,622339,8078,0.012980063920146416
2020,EMDEXCH,622339,507442,0.8153787565940749
2020,EMDMTH,622339,0,0.0
2020,EMDPREM,622339,507442,0.8153787565940749
2020,EMDSUBS,622339,613633,0.9860108397513252
2020,EMD_BMONTH,622339,507442,0.8153787565940749
2020,EMD_EMONTH,622339,507442,0.8153787565940749
2020,EMS,622339,103483,0.1662807569507937
2020,EORIGIN,622339,0,0.0
2020,EPNSPOUSE,622339,373051,0.5994337491302971
2020,EPRIEXCH1,622339,568815,0.9139954269296958
2020,EPRIEXCH2,622339,619521,0.9954719212519222
2020,EPRIPREM1,622339,568815,0.9139954269296958
2020,EPRIPREM2,622339,619521,0.9954719212519222
2020,EPRISUBS1,622339,574452,0.9230531912671389
2020,EPRISUBS2,622339,619741,0.9958254263351646
2020,ERACE,622339,0,0.0
2020,EREFPAR,622339,502286,0.8070938829159028
2020,ERESIDENCEID,622339,0,0.0
2020,ERP,622339,103699,0.16662783466888625
2020,ESEX,622339,0,0.0
2020,EUC1MNYN,622339,616122,0.9900102677158269
2020,EUC2MNYN,622339,621775,0.9990937415138694
2020,EUC3MNYN,622339,622231,0.9998264611409537
2020,GHLFSAM,622339,0,0.0
2020,GVARSTR,622339,0,0.0
2020,MONTHCODE,622339,0,0.0
2020,PNUM,622339,0,0.0
2020,RDIS,622339,9251,0.014864888750343462
2020,RDIS_ALT,622339,9251,0.014864888750343462
2020,RFAMNUM,622339,0,0.0
2020,RFAMREF,622339,0,0.0
2020,RFOODR,622339,0,0.0
2020,RFOODS,622339,0,0.0
2020,RHLTHMTH,622339,0,0.0
2020,RMARKTPLACE,622339,0,0.0
2020,RMESR,622339,96259,0.15467293549014283
2020,RMWKWJB,622339,96259,0.15467293549014283
2020,RPRIMTH,622339,0,0.0
2020,RPRITYPE2,622339,0,0.0
2020,RPUBMTH,622339,0,0.0
2020,RPUBTYPE1,622339,0,0.0
2020,RPUBTYPE2,622339,0,0.0
2020,RPUBTYPE3,622339,0,0.0
2020,RSNAP_MNYN,622339,1519,0.0024407919156601145
2020,RSNAP_YRYN,622339,544,0.0008741216603812391
2020,RSSI_MNYN,622339,2797,0.0044943350810410405
2020,RSSI_YRYN,622339,3113,0.005002096927880143
2020,RTANF_MNYN,622339,1519,0.0024407919156601145
2020,RTANF_YRYN,622339,544,0.0008741216603812391
2020,RWIC_MNYN,622339,1519,0.0024407919156601145
2020,RWIC_YRYN,622339,544,0.0008741216603812391
2020,RWKESR1,622339,96259,0.15467293549014283
2020,RWKESR2,622339,96259,0.15467293549014283
2020,RWKESR3,622339,96259,0.15467293549014283
2020,RWKESR4,622339,96259,0.15467293549014283
2020,RWKESR5,622339,446782,0.7179077640964169
2020,SHHADID,622339,0,0.0
2020,SPANEL,622339,0,0.0
2020,SSUID,622339,0,0.0
2020,SWAVE,622339,0,0.0
2020,TAGE,622339,0,0.0
2020,TAGE_EHC,622339,0,0.0
2020,TDAYSICK,622339,103483,0.1662807569507937
2020,TEHC_ST,622339,0,0.0
2020,TFCYINCPOV,622339,9523,0.015301949580534081
2020,TFINCPOV,622339,1095,0.0017594912097747368
2020,TFTOTINC,622339,0,0.0
2020,THCYINCPOV,622339,8815,0.014164305949008499
2020,THHLDSTATUS,622339,0,0.0
2020,THINCPOV,622339,298,0.00047883870366472294
2020,THOSPNIT,622339,10639,0.017095184457345595
2020,THTOTINC,622339,0,0.0
2020,TJB1_MSUM,622339,345817,0.5556730335074613
2020,TMDPAY,622339,8078,0.012980063920146416
2020,TMOVER,622339,30048,0.048282367005763736
2020,TPEARN,622339,335463,0.5390357988170434
2020,TPTOTINC,622339,100792,0.161956747046224
2020,TRESDUR,622339,0,0.0
2020,TSSSAMT,622339,473407,0.7606899133751862
2020,TST_INTV,622339,8078,0.012980063920146416
2020,TVISDENT,622339,20443,0.03284865643965749
2020,TVISDOC,622339,10639,0.017095184457345595
2020,WPFINWGT,622339,0,0.0
2021,ECRMTH,670678,0,0.0
2021,EEDUC,670678,101730,0.1516823274358187
2021,EHISPAN,670678,553492,0.825272336352169
2021,EHLTSTAT,670678,10652,0.015882435386280747
2021,EMDEXCH,670678,541824,0.8078750160285562
2021,EMDMTH,670678,0,0.0
2021,EMDPREM,670678,541824,0.8078750160285562
2021,EMDSUBS,670678,662151,0.9872860001371746
2021,EMD_BMONTH,670678,541813,0.8078586147152583
2021,EMD_EMONTH,670678,541813,0.8078586147152583
2021,EMS,670678,111310,0.1659663802897963
2021,EORIGIN,670678,0,0.0
2021,EPNSPOUSE,670678,400702,0.5974580946445239
2021,EPRIEXCH1,670678,614722,0.9165680102821324
2021,EPRIEXCH2,670678,667410,0.9951273189220461
2021,EPRIPREM1,670678,614722,0.9165680102821324
2021,EPRIPREM2,670678,667410,0.9951273189220461
2021,EPRISUBS1,670678,621389,0.9265086971691333
2021,EPRISUBS2,670678,667762,0.9956521609475785
2021,ERACE,670678,0,0.0
2021,EREFPAR,670678,543944,0.8110359964096034
2021,ERESIDENCEID,670678,0,0.0
2021,ERP,670678,110962,0.16544750237819042
2021,ESEX,670678,0,0.0
2021,EUC1MNYN,670678,627002,0.9348778400365004
2021,EUC2MNYN,670678,667498,0.9952585294284292
2021,EUC3MNYN,670678,670318,0.9994632297466146
2021,GHLFSAM,670678,0,0.0
2021,GVARSTR,670678,0,0.0
2021,MONTHCODE,670678,0,0.0
2021,PNUM,670678,0,0.0
2021,RDIS,670678,12034,0.01794303674788796
2021,RDIS_ALT,670678,12034,0.01794303674788796
2021,RFAMNUM,670678,0,0.0
2021,RFAMREF,670678,0,0.0
2021,RFOODR,670678,4,5.9641139265042244e-06
2021,RFOODS,670678,4,5.9641139265042244e-06
2021,RHLTHMTH,670678,0,0.0
2021,RMARKTPLACE,670678,0,0.0
2021,RMESR,670678,101730,0.1516823274358187
2021,RMWKWJB,670678,101730,0.1516823274358187
2021,RPRIMTH,670678,0,0.0
2021,RPRITYPE2,670678,0,0.0
2021,RPUBMTH,670678,0,0.0
2021,RPUBTYPE1,670678,0,0.0
2021,RPUBTYPE2,670678,0,0.0
2021,RPUBTYPE3,670678,0,0.0
2021,RSNAP_MNYN,670678,1348,0.0020099063932319237
2021,RSNAP_YRYN,670678,596,0.0008886529750491294
2021,RSSI_MNYN,670678,3128,0.004663937090526303
2021,RSSI_YRYN,670678,3386,0.005048622438785825
2021,RTANF_MNYN,670678,1348,0.0020099063932319237
2021,RTANF_YRYN,670678,596,0.0008886529750491294
2021,RWIC_MNYN,670678,1348,0.0020099063932319237
2021,RWIC_YRYN,670678,596,0.0008886529750491294
2021,RWKESR1,670678,101730,0.1516823274358187
2021,RWKESR2,670678,101730,0.1516823274358187
2021,RWKESR3,670678,101730,0.1516823274358187
2021,RWKESR4,670678,101730,0.1516823274358187
2021,RWKESR5,670678,481791,0.7183641031910991
2021,SHHADID,670678,0,0.0
2021,SPANEL,670678,0,0.0
2021,SSUID,670678,0,0.0
2021,SWAVE,670678,0,0.0
2021,TAGE,670678,0,0.0
2021,TAGE_EHC,670678,0,0.0
2021,TDAYSICK,670678,111310,0.1659663802897963
2021,TEHC_ST,670678,0,0.0
2021,TFCYINCPOV,670678,11494,0.017137881367809887
2021,TFINCPOV,670678,1072,0.001598382532303132
2021,TFTOTINC,670678,0,0.0
2021,THCYINCPOV,670678,10954,0.01633272598773182
2021,THHLDSTATUS,670678,0,0.0
2021,THINCPOV,670678,431,0.0006426332755808302
2021,THOSPNIT,670678,13438,0.02003644073609094
2021,THTOTINC,670678,0,0.0
2021,TJB1_MSUM,670678,380187,0.5668696453439653
2021,TMDPAY,670678,10652,0.015882435386280747
2021,TMOVER,670678,24041,0.035845815726772014
2021,TPEARN,670678,369059,0.5502774804004306
2021,TPTOTINC,670678,106373,0.15860517267600846
2021,TRESDUR,670678,0,0.0
2021,TSSSAMT,670678,504102,0.7516304396446581
2021,TST_INTV,670678,10652,0.015882435386280747
2021,TVISDENT,670678,22570,0.03365251283030008
2021,TVISDOC,670678,13438,0.02003644073609094
2021,WPFINWGT,670678,0,0.0
2022,ECRMTH,487736,0,0.0
2022,EEDUC,487736,75816,0.15544474879853035
2022,EHISPAN,487736,395099,0.8100673315072088
2022,EHLTSTAT,487736,4261,0.00873628356323913
2022,EMDEXCH,487736,389050,0.7976651303164006
2022,EMDMTH,487736,0,0.0
2022,EMDPREM,487736,389050,0.7976651303164006
2022,EMDSUBS,487736,481707,0.9876388045992094
2022,EMD_BMONTH,487736,389050,0.7976651303164006
2022,EMD_EMONTH,487736,389050,0.7976651303164006
2022,EMS,487736,79520,0.1630390211097807
2022,EORIGIN,487736,0,0.0
2022,EPNSPOUSE,487736,292688,0.6000951334328407
2022,EPRIEXCH1,487736,446319,0.9150831597421556
2022,EPRIEXCH2,487736,485563,0.9955447209145931
2022,EPRIPREM1,487736,446319,0.9150831597421556
2022,EPRIPREM2,487736,485563,0.9955447209145931
2022,EPRISUBS1,487736,452236,0.9272147227188479
2022,EPRISUBS2,487736,485855,0.9961434054488494
2022,ERACE,487736,0,0.0
2022,EREFPAR,487736,392677,0.8051015303360834
2022,ERESIDENCEID,487736,0,0.0
2022,ERP,487736,80180,0.16439221218035988
2022,ESEX,487736,0,0.0
2022,EUC1MNYN,487736,473604,0.9710253087735988
2022,EUC2MNYN,487736,486620,0.9977118769170207
2022,EUC3MNYN,487736,487604,0.9997293617858841
2022,GHLFSAM,487736,0,0.0
2022,GVARSTR,487736,0,0.0
2022,MONTHCODE,487736,0,0.0
2022,PNUM,487736,0,0.0
2022,RDIRECTANN,487736,0,0.0
2022,RDIS,487736,5262,0.01078862335361753
2022,RDIS_ALT,487736,5262,0.01078862335361753
2022,RFAMNUM,487736,0,0.0
2022,RFAMREF,487736,0,0.0
2022,RFOODR,487736,0,0.0
2022,RFOODS,487736,0,0.0
2022,RHLTHMTH,487736,0,0.0
2022,RMARKTPLACE,487736,0,0.0
2022,RMCAIDANN,487736,0,0.0
2022,RMESR,487736,75816,0.15544474879853035
2022,RMWKWJB,487736,75816,0.15544474879853035
2022,RPRIMTH,487736,0,0.0
2022,RPRITYPE2,487736,0,0.0
2022,RPUBMTH,487736,0,0.0
2022,RPUBTYPE1,487736,0,0.0
2022,RPUBTYPE2,487736,0,0.0
2022,RPUBTYPE3,487736,0,0.0
2022,RSNAP_MNYN,487736,1498,0.0030713336723145307
2022,RSNAP_YRYN,487736,525,0.0010764019879607
2022,RSSI_MNYN,487736,2245,0.0046028999294700414
2022,RSSI_YRYN,487736,2352,0.0048222809060639365
2022,RTANF_MNYN,487736,1498,0.0030713336723145307
2022,RTANF_YRYN,487736,525,0.0010764019879607
2022,RWIC_MNYN,487736,1498,0.0030713336723145307
2022,RWIC_YRYN,487736,525,0.0010764019879607
2022,RWKESR1,487736,75816,0.15544474879853035
2022,RWKESR2,487736,75816,0.15544474879853035
2022,RWKESR3,487736,75816,0.15544474879853035
2022,RWKESR4,487736,75816,0.15544474879853035
2022,RWKESR5,487736,350611,0.7188540521921696
2022,SHHADID,487736,0,0.0
2022,SPANEL,487736,0,0.0
2022,SSUID,487736,0,0.0
2022,SWAVE,487736,0,0.0
2022,TAGE,487736,0,0.0
2022,TAGE_EHC,487736,0,0.0
2022,TDAYSICK,487736,79520,0.1630390211097807
2022,TEHC_ST,487736,0,0.0
2022,TFCYINCPOV,487736,6032,0.012367346269293224
2022,TFINCPOV,487736,926,0.001898568077812587
2022,TFTOTINC,487736,0,0.0
2022,THCYINCPOV,487736,5624,0.011530828152935194
2022,THHLDSTATUS,487736,0,0.0
2022,THINCPOV,487736,447,0.0009164794068922532
2022,THOSPNIT,487736,6080,0.012465760165335345
2022,THTOTINC,487736,0,0.0
2022,TJB1_MSUM,487736,275947,0.56577123689865
2022,TMDPAY,487736,4261,0.00873628356323913
2022,TMOVER,487736,26323,0.053969770531599064
2022,TPEARN,487736,267434,0.5483171223776797
2022,TPTOTINC,487736,79089,0.1621553463349025
2022,TRESDUR,487736,0,0.0
2022,TSSSAMT,487736,370828,0.7603047550314105
2022,TST_INTV,487736,4261,0.00873628356323913
2022,TVISDENT,487736,13520,0.027719914051864122
2022,TVISDOC,487736,6080,0.012465760165335345
2022,WPFINWGT,487736,0,0.0
2023,ECRMTH,476744,0,0.0
2023,EEDUC,476744,69521,0.1458245934925243
2023,EHISPAN,476744,389867,0.8177701240078533
2023,EHLTSTAT,476744,5299,0.011114979947309247
2023,EMDEXCH,476744,379011,0.7949989931703388
2023,EMDMTH,476744,0,0.0
2023,EMDPREM,476744,379011,0.7949989931703388
2023,EMDSUBS,476744,471094,0.9881487758629369
2023,EMD_BMONTH,476744,379011,0.7949989931703388
2023,EMD_EMONTH,476744,379011,0.7949989931703388
2023,EMS,476744,74348,0.15594952427298509
2023,EORIGIN,476744,0,0.0
2023,EPNSPOUSE,476744,283712,0.5951034517476885
2023,EPRIEXCH1,476744,434681,0.9117702582518081
2023,EPRIEXCH2,476744,474502,0.9952972664574699
2023,EPRIPREM1,476744,434681,0.9117702582518081
2023,EPRIPREM2,476744,474502,0.9952972664574699
2023,EPRISUBS1,476744,442450,0.9280662158307184
2023,EPRISUBS2,476744,475119,0.996591462084473
2023,ERACE,476744,0,0.0
2023,EREFPAR,476744,389683,0.8173841726377259
2023,ERESIDENCEID,476744,0,0.0
2023,ERP,476744,75116,0.157560451730908
2023,ESEX,476744,0,0.0
2023,EUC1MNYN,476744,473338,0.9928557045290555
2023,EUC2MNYN,476744,476300,0.9990686825633883
2023,EUC3MNYN,476744,476708,0.9999244877754099
2023,GHLFSAM,476744,0,0.0
2023,GVARSTR,476744,0,0.0
2023,MONTHCODE,476744,0,0.0
2023,PNUM,476744,0,0.0
2023,RDIRECTANN,476744,0,0.0
2023,RDIS,476744,6236,0.013080395348446966
2023,RDIS_ALT,476744,6236,0.013080395348446966
2023,RFAMNUM,476744,0,0.0
2023,RFAMREF,476744,0,0.0
2023,RFOODR,476744,0,0.0
2023,RFOODS,476744,0,0.0
2023,RHLTHMTH,476744,0,0.0
2023,RMARKTPLACE,476744,0,0.0
2023,RMCAIDANN,476744,0,0.0
2023,RMESR,476744,69521,0.1458245934925243
2023,RMWKWJB,476744,69521,0.1458245934925243
2023,RPRIMTH,476744,0,0.0
2023,RPRITYPE2,476744,0,0.0
2023,RPUBMTH,476744,0,0.0
2023,RPUBTYPE1,476744,0,0.0
2023,RPUBTYPE2,476744,0,0.0
2023,RPUBTYPE3,476744,0,0.0
2023,RSNAP_MNYN,476744,1206,0.0025296595237695703
2023,RSNAP_YRYN,476744,330,0.0006921953920762505
2023,RSSI_MNYN,476744,2145,0.004499270048495629
2023,RSSI_YRYN,476744,2211,0.004637709126910879
2023,RTANF_MNYN,476744,1206,0.0025296595237695703
2023,RTANF_YRYN,476744,330,0.0006921953920762505
2023,RWIC_MNYN,476744,1206,0.0025296595237695703
2023,RWIC_YRYN,476744,330,0.0006921953920762505
2023,RWKESR1,476744,69521,0.1458245934925243
2023,RWKESR2,476744,69521,0.1458245934925243
2023,RWKESR3,476744,69521,0.1458245934925243
2023,RWKESR4,476744,69521,0.1458245934925243
2023,RWKESR5,476744,341161,0.7156062792609871
2023,SHHADID,476744,0,0.0
2023,SPANEL,476744,0,0.0
2023,SSUID,476744,0,0.0
2023,SWAVE,476744,0,0.0
2023,TAGE,476744,0,0.0
2023,TAGE_EHC,476744,0,0.0
2023,TDAYSICK,476744,74348,0.15594952427298509
2023,TEHC_ST,476744,0,0.0
2023,TFCYINCPOV,476744,6656,0.013961371301998557
2023,TFINCPOV,476744,715,0.0014997566828318762
2023,TFTOTINC,476744,0,0.0
2023,THCYINCPOV,476744,6380,0.01338244424680751
2023,THHLDSTATUS,476744,0,0.0
2023,THINCPOV,476744,322,0.000675414897722887
2023,THOSPNIT,476744,7172,0.015043713187790513
2023,THTOTINC,476744,0,0.0
2023,TJB1_MSUM,476744,267676,0.5614669508163711
2023,TMDPAY,476744,5299,0.011114979947309247
2023,TMOVER,476744,15697,0.03292542748309365
2023,TPEARN,476744,258612,0.54245465071401
2023,TPTOTINC,476744,72798,0.15269830349202088
2023,TRESDUR,476744,0,0.0
2023,TSSSAMT,476744,350937,0.7361120433607974
2023,TST_INTV,476744,5299,0.011114979947309247
2023,TVISDENT,476744,13880,0.02911415770308593
2023,TVISDOC,476744,7172,0.015043713187790513
2023,WPFINWGT,476744,0,0.0
2024,ECRMTH,437168,0,0.0
2024,EEDUC,437168,63609,0.14550241554734106
2024,EHISPAN,437168,352155,0.8055370017933609
2024,EHLTSTAT,437168,5153,0.011787230538374263
2024,EMDEXCH,437168,348452,0.797066573948688
2024,EMDMTH,437168,0,0.0
2024,EMDPREM,437168,348452,0.797066573948688
2024,EMDSUBS,437168,432629,0.9896172638436482
2024,EMD_BMONTH,437168,348452,0.797066573948688
2024,EMD_EMONTH,437168,348452,0.797066573948688
2024,EMS,437168,68288,0.15620539472239506
2024,EORIGIN,437168,0,0.0
2024,EPNSPOUSE,437168,261272,0.5976466713025657
2024,EPRIEXCH1,437168,397255,0.9087010028181386
2024,EPRIEXCH2,437168,435261,0.9956378325952494
2024,EPRIPREM1,437168,397255,0.9087010028181386
2024,EPRIPREM2,437168,435261,0.9956378325952494
2024,EPRISUBS1,437168,404061,0.9242693884273323
2024,EPRISUBS2,437168,435500,0.9961845331771767
2024,ERACE,437168,0,0.0
2024,EREFPAR,437168,357701,0.8182232002342349
2024,ERESIDENCEID,437168,0,0.0
2024,ERP,437168,68624,0.15697397796728033
2024,ESEX,437168,0,0.0
2024,EUC1MNYN,437168,433213,0.990953134721663
2024,EUC2MNYN,437168,436832,0.9992314167551147
2024,EUC3MNYN,437168,437144,0.9999451011967939
2024,GHLFSAM,437168,0,0.0
2024,GVARSTR,437168,0,0.0
2024,MONTHCODE,437168,0,0.0
2024,PNUM,437168,0,0.0
2024,RDIRECTANN,437168,0,0.0
2024,RDIS,437168,5993,0.013708688650587417
2024,RDIS_ALT,437168,5993,0.013708688650587417
2024,RFAMNUM,437168,0,0.0
2024,RFAMREF,437168,0,0.0
2024,RFOODR,437168,0,0.0
2024,RFOODS,437168,0,0.0
2024,RHLTHMTH,437168,0,0.0
2024,RMARKTPLACE,437168,0,0.0
2024,RMCAIDANN,437168,0,0.0
2024,RMESR,437168,63609,0.14550241554734106
2024,RMWKWJB,437168,63609,0.14550241554734106
2024,RPRIMTH,437168,0,0.0
2024,RPRITYPE2,437168,0,0.0
2024,RPUBMTH,437168,0,0.0
2024,RPUBTYPE1,437168,0,0.0
2024,RPUBTYPE2,437168,0,0.0
2024,RPUBTYPE3,437168,0,0.0
2024,RSNAP_MNYN,437168,1254,0.002868462467518208
2024,RSNAP_YRYN,437168,327,0.0007479961936829778
2024,RSSI_MNYN,437168,1913,0.004375892105552099
2024,RSSI_YRYN,437168,2036,0.004657248471983311
2024,RTANF_MNYN,437168,1254,0.002868462467518208
2024,RTANF_YRYN,437168,327,0.0007479961936829778
2024,RWIC_MNYN,437168,1254,0.002868462467518208
2024,RWIC_YRYN,437168,327,0.0007479961936829778
2024,RWKESR1,437168,63609,0.14550241554734106
2024,RWKESR2,437168,63609,0.14550241554734106
2024,RWKESR3,437168,63609,0.14550241554734106
2024,RWKESR4,437168,63609,0.14550241554734106
2024,RWKESR5,437168,312710,0.7153085312740183
2024,SHHADID,437168,0,0.0
2024,SPANEL,437168,0,0.0
2024,SSUID,437168,0,0.0
2024,SWAVE,437168,0,0.0
2024,TAGE,437168,0,0.0
2024,TAGE_EHC,437168,0,0.0
2024,TDAYSICK,437168,68288,0.15620539472239506
2024,TEHC_ST,437168,0,0.0
2024,TFCYINCPOV,437168,6152,0.014072393221827764
