file_year,reference_year,variable,source_rows,changed_person_months,changed_persons,change_rate,medicaid_end_order_error_rows,medicare_expired_rows,medicaid_expired_rows,other_coverage_expired_rows,aggregate_private_recode_interpretation,official_monthly_health_note,official_medicaid_end_note
2020,2019,RPUBMTH,622339,3440,583,0.005527534028881365,24,1021,4023,243,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
2020,2019,RHLTHMTH,622339,1692,305,0.002718775458391648,24,1021,4023,243,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
2021,2020,ECRMTH,670678,643,74,0.000958731313685554,7,643,2130,203,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
2021,2020,EMDMTH,670678,2130,300,0.003175890665863499,7,643,2130,203,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
2021,2020,RPUBTYPE1,670678,643,74,0.000958731313685554,7,643,2130,203,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
2021,2020,RPUBTYPE2,670678,2243,320,0.0033443768842872437,7,643,2130,203,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
2021,2020,RPRIMTH,670678,30,4,4.473085444878168e-05,7,643,2130,203,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
2021,2020,RPUBMTH,670678,1903,276,0.0028374272005343847,7,643,2130,203,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
2021,2020,RHLTHMTH,670678,760,126,0.0011331816460358026,7,643,2130,203,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
2022,2021,ECRMTH,487736,295,33,0.0006048354027588695,16,295,1342,148,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
2022,2021,EMDMTH,487736,1342,208,0.002751488510177637,16,295,1342,148,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
2022,2021,RPUBTYPE1,487736,295,33,0.0006048354027588695,16,295,1342,148,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
2022,2021,RPUBTYPE2,487736,1405,219,0.0028806567487329213,16,295,1342,148,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
2022,2021,RPRIMTH,487736,22,2,4.510636901930553e-05,16,295,1342,148,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
2022,2021,RPUBMTH,487736,1217,195,0.0024952023225679465,16,295,1342,148,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
2022,2021,RHLTHMTH,487736,509,83,0.0010435973559466596,16,295,1342,148,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
2023,2022,ECRMTH,476744,505,59,0.0010592687060560805,0,505,1731,204,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
2023,2022,EMDMTH,476744,1731,263,0.00363087946570906,0,505,1731,204,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
2023,2022,RPUBTYPE1,476744,505,59,0.0010592687060560805,0,505,1731,204,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
2023,2022,RPUBTYPE2,476744,1831,281,0.0038406356451261055,0,505,1731,204,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
2023,2022,RPRIMTH,476744,1,1,2.0975617941704562e-06,0,505,1731,204,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
2023,2022,RPUBMTH,476744,1631,255,0.0034211232862920143,0,505,1731,204,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
2023,2022,RHLTHMTH,476744,567,93,0.0011893175372946487,0,505,1731,204,"Uses EPR1MTH/EPR2MTH monthly plan indicators. The official web table prints EHEMPLY{1:2}=1, which conflicts with the data dictionary, the observed raw recode, and the note's stated affected-record scale.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2023-usernotes/2023-monthly-hi-variables-error.html,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2022-usernotes/2022-medicaid-variable-error.html
