model,outcome,term,coef,se,t,n_household_years,n_households,n_states,weighted_mean
snap_ea_household_lag_snap_2018_2023_including_federal_cliff,snap_share,ea_end_treat,-0.02465851244662844,0.02833142398955986,-0.8703590915767281,22295,22319,51,0.2031468031559846
snap_ea_household_lag_snap_2018_2023_including_federal_cliff,doctor_any,ea_end_treat,-0.018474899311128768,0.028325045576710478,-0.6522460576839907,22295,22319,51,0.6948075334543555
snap_ea_household_lag_snap_2018_2023_including_federal_cliff,doctor_visits,ea_end_treat,-0.3883267573255722,0.9296514832571686,-0.4177121903414957,21721,21752,50,5.397136217901003
snap_ea_household_lag_snap_2018_2023_including_federal_cliff,dental_any,ea_end_treat,-0.01255099075207326,0.03256758843382474,-0.3853828716110212,22295,22319,51,0.5474972019643383
snap_ea_household_lag_snap_2018_2023_including_federal_cliff,oop_any,ea_end_treat,0.0187910931077616,0.029727444928849173,0.6321126202651097,22295,22319,51,0.40140196516329013
snap_ea_household_lag_snap_2018_2023_including_federal_cliff,sick_days,ea_end_treat,-1.5309609318837545,3.5288099232882058,-0.4338462442480265,21716,21747,50,10.62655584156643
snap_ea_household_lag_snap_2018_2023_including_federal_cliff,any_coverage,ea_end_treat,0.0028501704591302394,0.021262070673596298,0.13404952428596914,22295,22319,51,0.8536810425607652
snap_ea_household_lag_snap_2018_2023_including_federal_cliff,uninsured,ea_end_treat,-0.0028501704584042702,0.021262070673596357,-0.13404952425182493,22295,22319,51,0.14631895743923481
snap_ea_household_lag_snap_2018_2023_including_federal_cliff,public,ea_end_treat,-0.06139553564201015,0.028763963109502723,-2.1344602413888842,22295,22319,51,0.47090054293864764
snap_ea_household_lag_snap_2018_2023_including_federal_cliff,private,ea_end_treat,0.04610080423123213,0.031180245079905862,1.4785260383005083,22295,22319,51,0.48065553632771285
snap_ea_household_lag_snap_2018_2023_including_federal_cliff,employed_share,ea_end_treat,0.04543418837870339,0.02629008008319436,1.728187523009741,22295,22319,51,0.47114083036731935
snap_ea_household_lag_snap_2018_2023_including_federal_cliff,log_earnings,ea_end_treat,0.6311100028980773,0.33443352125017495,1.8871015098572363,22295,22319,51,7.323512255175542
snap_ea_household_current_snap_2018_2022,food_insecure,ea_end_treat,0.10715717170643735,0.031747208990027385,3.375325740920979,40328,39188,51,0.2040275824856071
snap_ea_household_current_snap_2018_2022,very_low_food,ea_end_treat,0.054882781745876075,0.02706781840910235,2.027602702086258,40328,39188,51,0.09106576681841
snap_ea_household_current_snap_2018_2022,food_score,ea_end_treat,0.38537998128426576,0.14959372894136302,2.5761773839819515,40328,39188,51,0.8897217804967816
snap_ea_household_current_snap_2018_2022,snap_any,ea_end_treat,4.04121180963557e-13,1.6131685601593662e-14,25.051392082897618,40328,39188,51,0.250647528390988
snap_ea_household_current_snap_2018_2022,snap_share,ea_end_treat,-0.016202123570099536,0.018400914538271314,-0.8805064300690815,40328,39188,51,0.18385042810881275
snap_ea_household_current_snap_2018_2022,doctor_any,ea_end_treat,0.007388186572226285,0.024278033048686188,0.3043156979566802,40328,39188,51,0.6900294028299724
snap_ea_household_current_snap_2018_2022,doctor_visits,ea_end_treat,-0.8157835247759309,0.8439329066955509,-0.9666450002170908,39716,38589,51,5.030215335017912
snap_ea_household_current_snap_2018_2022,dental_any,ea_end_treat,0.015567997269607892,0.02807356739271106,0.5545428926731243,40328,39188,51,0.5503882926636328
snap_ea_household_current_snap_2018_2022,oop_any,ea_end_treat,0.00042827853041182973,0.025221731653684815,0.01698053632052102,40328,39188,51,0.40425789462177064
snap_ea_household_current_snap_2018_2022,sick_days,ea_end_treat,-1.7342312603697536,3.1620581750883052,-0.5484501436540846,39711,38584,51,10.097303882601981
snap_ea_household_current_snap_2018_2022,any_coverage,ea_end_treat,-0.0071045516226146965,0.020329834501116143,-0.34946431178397663,40328,39188,51,0.8173278454785545
snap_ea_household_current_snap_2018_2022,uninsured,ea_end_treat,0.00710455162369078,0.020329834501117108,0.3494643118368913,40328,39188,51,0.18267215452144545
snap_ea_household_current_snap_2018_2022,public,ea_end_treat,-0.006380523292309537,0.025410491694225,-0.2510979861818112,40328,39188,51,0.4247636883341301
snap_ea_household_current_snap_2018_2022,private,ea_end_treat,0.007470493448276994,0.026214634135346943,0.2849741640377894,40328,39188,51,0.47238360897334414
snap_ea_household_current_snap_2018_2022,employed_share,ea_end_treat,0.01176520874207776,0.020112771307582183,0.5849620901144772,40328,39188,51,0.46594218987040015
snap_ea_household_current_snap_2018_2022,log_earnings,ea_end_treat,-0.08522176931383996,0.24314614237345983,-0.35049607812795874,40328,39188,51,7.108142483374892
