sample,outcome,month,reference_month,coef_vs_may,se_hc1,t_stat,rows,persons,early_persons,control_persons
at_risk_uc,private,2,5,-0.011253081848912924,0.019621882497930704,-0.5734965465265455,4314,624,183,446
at_risk_uc,private,3,5,-0.0033190114148422684,0.017928435238380128,-0.1851255489233732,4314,624,183,446
at_risk_uc,private,4,5,0.004728308181665877,0.015570491814148216,0.303671087471333,4314,624,183,446
at_risk_uc,private,6,5,0.017368172436233904,0.013821642482837886,1.2565925111866907,4314,624,183,446
at_risk_uc,private,7,5,0.020641788429227627,0.014772119950645072,1.3973477400802068,4314,624,183,446
at_risk_uc,private,8,5,0.007101685907609394,0.01645666961294171,0.4315384628020087,4314,624,183,446
at_risk_uc,direct_purchase,2,5,-0.002112985734700293,0.00797352329478393,-0.26500025855352466,4314,624,183,446
at_risk_uc,direct_purchase,3,5,0.017184721063006628,0.007998242979561322,2.1485620162978787,4314,624,183,446
at_risk_uc,direct_purchase,4,5,0.01728777903878253,0.007761464977944676,2.227386078260773,4314,624,183,446
at_risk_uc,direct_purchase,6,5,-0.004577417967949159,0.005353123055750287,-0.8550929840912453,4314,624,183,446
at_risk_uc,direct_purchase,7,5,-0.00458019641675551,0.005328295606798026,-0.8595987825660302,4314,624,183,446
at_risk_uc,direct_purchase,8,5,-0.004586376122601928,0.0053304329312399545,-0.8604134376633185,4314,624,183,446
at_risk_uc,oop_any,2,5,0.0,0.0,,4314,624,183,446
at_risk_uc,oop_any,3,5,0.0,0.0,,4314,624,183,446
at_risk_uc,oop_any,4,5,0.0,0.0,,4314,624,183,446
at_risk_uc,oop_any,6,5,0.0,0.0,,4314,624,183,446
at_risk_uc,oop_any,7,5,0.0,0.0,,4314,624,183,446
at_risk_uc,oop_any,8,5,0.0,0.0,,4314,624,183,446
at_risk_uc,doctor_any,2,5,0.0,0.0,,4314,624,183,446
at_risk_uc,doctor_any,3,5,0.0,0.0,,4314,624,183,446
at_risk_uc,doctor_any,4,5,0.0,0.0,,4314,624,183,446
at_risk_uc,doctor_any,6,5,0.0,0.0,,4314,624,183,446
at_risk_uc,doctor_any,7,5,0.0,0.0,,4314,624,183,446
at_risk_uc,doctor_any,8,5,0.0,0.0,,4314,624,183,446
at_risk_uc,sick_days_any,2,5,0.0,0.0,,4314,624,183,446
at_risk_uc,sick_days_any,3,5,0.0,0.0,,4314,624,183,446
at_risk_uc,sick_days_any,4,5,0.0,0.0,,4314,624,183,446
at_risk_uc,sick_days_any,6,5,0.0,0.0,,4314,624,183,446
at_risk_uc,sick_days_any,7,5,0.0,0.0,,4314,624,183,446
at_risk_uc,sick_days_any,8,5,0.0,0.0,,4314,624,183,446
at_risk_nonemployment,uc_any,2,5,-0.006306081446411038,0.004786337165239639,-1.3175171804043417,24509,3510,1633,1920
at_risk_nonemployment,uc_any,3,5,-0.006939339216622118,0.004315525959021608,-1.6079938534758265,24509,3510,1633,1920
at_risk_nonemployment,uc_any,4,5,-0.0032599145692218294,0.0037839612313858486,-0.8615084483907117,24509,3510,1633,1920
at_risk_nonemployment,uc_any,6,5,4.597621240783989e-05,0.0037560667360570813,0.01224052063997757,24509,3510,1633,1920
at_risk_nonemployment,uc_any,7,5,-0.004942395099997754,0.004193978517662887,-1.1784502660619076,24509,3510,1633,1920
at_risk_nonemployment,uc_any,8,5,-0.0019067501573215657,0.004699850286761792,-0.4057044460953077,24509,3510,1633,1920
at_risk_nonemployment,employed_any_week,2,5,0.005762907291362237,0.00966316017670505,0.5963791540219792,24509,3510,1633,1920
at_risk_nonemployment,employed_any_week,3,5,0.0021829193192994343,0.008591954978003387,0.25406549788587285,24509,3510,1633,1920
at_risk_nonemployment,employed_any_week,4,5,-0.007477415447685449,0.007889883398892983,-0.9477219205463281,24509,3510,1633,1920
at_risk_nonemployment,employed_any_week,6,5,-0.002341956894157283,0.0074768510019057694,-0.3132277068996484,24509,3510,1633,1920
at_risk_nonemployment,employed_any_week,7,5,-0.0061566301591429885,0.007993880674564899,-0.7701678833826338,24509,3510,1633,1920
at_risk_nonemployment,employed_any_week,8,5,-0.004450228673188293,0.008827841278389368,-0.5041129006343251,24509,3510,1633,1920
at_risk_nonemployment,no_job_all_month,2,5,-0.00576290729136217,0.00966316017670505,-0.5963791540219723,24509,3510,1633,1920
at_risk_nonemployment,no_job_all_month,3,5,-0.0021829193192993987,0.008591954978003387,-0.2540654978858687,24509,3510,1633,1920
at_risk_nonemployment,no_job_all_month,4,5,0.007477415447685472,0.007889883398892981,0.9477219205463313,24509,3510,1633,1920
at_risk_nonemployment,no_job_all_month,6,5,0.0023419568941573125,0.007476851001905769,0.3132277068996524,24509,3510,1633,1920
at_risk_nonemployment,no_job_all_month,7,5,0.006156630159143016,0.007993880674564899,0.7701678833826372,24509,3510,1633,1920
at_risk_nonemployment,no_job_all_month,8,5,0.004450228673188316,0.008827841278389368,0.5041129006343278,24509,3510,1633,1920
at_risk_nonemployment,earnings_positive,2,5,-0.003016976360601946,0.009345395397878835,-0.32283025299140605,24509,3510,1633,1920
at_risk_nonemployment,earnings_positive,3,5,-0.005020434040306366,0.008205590641923647,-0.6118309161873349,24509,3510,1633,1920
at_risk_nonemployment,earnings_positive,4,5,-0.00738480552273048,0.007545471640632246,-0.9787069482792061,24509,3510,1633,1920
at_risk_nonemployment,earnings_positive,6,5,-0.002596572856916828,0.007275503815358933,-0.35689251532455246,24509,3510,1633,1920
at_risk_nonemployment,earnings_positive,7,5,-0.005617562985908301,0.007756305619401256,-0.7242575604366072,24509,3510,1633,1920
at_risk_nonemployment,earnings_positive,8,5,-0.006638131889491493,0.008674638320995444,-0.7652344275178662,24509,3510,1633,1920
at_risk_nonemployment,snap,2,5,-0.009074153213252866,0.004101879099681888,-2.2121942145873077,24509,3510,1633,1920
at_risk_nonemployment,snap,3,5,-0.0022093192131248203,0.0035387921913361906,-0.624314481797988,24509,3510,1633,1920
at_risk_nonemployment,snap,4,5,0.0013365364696689705,0.002983738550350556,0.44794020894087466,24509,3510,1633,1920
at_risk_nonemployment,snap,6,5,-0.00026078455331536446,0.003194381934211157,-0.08163850118309803,24509,3510,1633,1920
at_risk_nonemployment,snap,7,5,-0.003984966374413201,0.003377469620690647,-1.1798674220490337,24509,3510,1633,1920
at_risk_nonemployment,snap,8,5,-0.005575138441297475,0.0036896421601738732,-1.5110241587858342,24509,3510,1633,1920
at_risk_nonemployment,tanf,2,5,-0.0006498460749497427,0.0008205076878179408,-0.792004858209122,24509,3510,1633,1920
at_risk_nonemployment,tanf,3,5,-0.0006494638098696833,0.000821729360145857,-0.7903621817217331,24509,3510,1633,1920
at_risk_nonemployment,tanf,4,5,0.0005035184609808503,0.0007111380328867142,0.708046030018847,24509,3510,1633,1920
at_risk_nonemployment,tanf,6,5,0.0011338775094824802,0.0007463708245665859,1.5191878784127417,24509,3510,1633,1920
at_risk_nonemployment,tanf,7,5,0.0011341334053184826,0.000745896725392055,1.5204965603279252,24509,3510,1633,1920
at_risk_nonemployment,tanf,8,5,-1.788023046052367e-05,0.0008996107955754104,-0.01987551788891894,24509,3510,1633,1920
at_risk_nonemployment,ssi,2,5,-0.0012266532034068474,0.0006125716927351156,-2.0024647203821564,24509,3510,1633,1920
at_risk_nonemployment,ssi,3,5,-0.0012279696464016629,0.0006142809885546504,-1.999035733290344,24509,3510,1633,1920
at_risk_nonemployment,ssi,4,5,-0.001225796885058013,0.0006137844141616262,-1.9971130852717074,24509,3510,1633,1920
at_risk_nonemployment,ssi,6,5,2.8715628338057812e-05,0.0005131328863158794,0.05596138759342889,24509,3510,1633,1920
at_risk_nonemployment,ssi,7,5,2.9936613800414947e-05,0.0005128105237102879,0.058377534033072276,24509,3510,1633,1920
at_risk_nonemployment,ssi,8,5,3.131811187264007e-05,0.0005123859746050136,0.061122109942182694,24509,3510,1633,1920
at_risk_nonemployment,medicaid,2,5,-0.005157085424286823,0.002850764204509705,-1.8090185839041626,24509,3510,1633,1920
at_risk_nonemployment,medicaid,3,5,-0.001981851388298417,0.0019626743874306403,-1.0097708519510877,24509,3510,1633,1920
at_risk_nonemployment,medicaid,4,5,-0.0017691580144918628,0.0018171850308423517,-0.9735706515652806,24509,3510,1633,1920
at_risk_nonemployment,medicaid,6,5,0.0008717486246208762,0.0017962772816705634,0.4853084952508766,24509,3510,1633,1920
at_risk_nonemployment,medicaid,7,5,0.0008746453673965909,0.001860405610425599,0.47013692202126883,24509,3510,1633,1920
at_risk_nonemployment,medicaid,8,5,-0.00010213429518227731,0.0021722284677217546,-0.04701821042304833,24509,3510,1633,1920
at_risk_nonemployment,uninsured,2,5,0.014705181222565195,0.004648465377068835,3.16344858565727,24509,3510,1633,1920
at_risk_nonemployment,uninsured,3,5,0.007390135341938164,0.004042356711624531,1.8281749655309951,24509,3510,1633,1920
at_risk_nonemployment,uninsured,4,5,0.004742748349334112,0.003601917058933286,1.3167289173334504,24509,3510,1633,1920
at_risk_nonemployment,uninsured,6,5,0.001078133164229592,0.0036401323870900487,0.29617965765565474,24509,3510,1633,1920
at_risk_nonemployment,uninsured,7,5,-0.0004481773857960888,0.0036886550024905177,-0.12150157320039065,24509,3510,1633,1920
at_risk_nonemployment,uninsured,8,5,-0.0006915125819206367,0.004171258881851031,-0.16578030793758172,24509,3510,1633,1920
at_risk_nonemployment,private,2,5,-0.0054331697545306964,0.004873876013061273,-1.1147533790294621,24509,3510,1633,1920
at_risk_nonemployment,private,3,5,-4.213572086464966e-05,0.004434164860692227,-0.009502515623217437,24509,3510,1633,1920
at_risk_nonemployment,private,4,5,-0.0005883527787508593,0.003836051962315304,-0.15337455919021248,24509,3510,1633,1920
at_risk_nonemployment,private,6,5,0.0031732509699543736,0.004010013924113773,0.7913316586938468,24509,3510,1633,1920
at_risk_nonemployment,private,7,5,0.003983433569305552,0.004038410710446427,0.9863864413298377,24509,3510,1633,1920
at_risk_nonemployment,private,8,5,0.007324818005348977,0.004475547415375652,1.6366306343185446,24509,3510,1633,1920
at_risk_nonemployment,direct_purchase,2,5,-0.0017805261052395726,0.002740105801555842,-0.6498019544459135,24509,3510,1633,1920
at_risk_nonemployment,direct_purchase,3,5,0.002823049216645,0.002469488474398365,1.1431716510978136,24509,3510,1633,1920
at_risk_nonemployment,direct_purchase,4,5,0.00380976385942281,0.002276937436101894,1.6731965485819882,24509,3510,1633,1920
at_risk_nonemployment,direct_purchase,6,5,0.0017560512851741243,0.002416543433514824,0.7266789666676818,24509,3510,1633,1920
at_risk_nonemployment,direct_purchase,7,5,0.0017016489992874204,0.0023610739310622117,0.7207097486023549,24509,3510,1633,1920
at_risk_nonemployment,direct_purchase,8,5,0.002325795060487064,0.002498506646605855,0.9308740737778647,24509,3510,1633,1920
at_risk_nonemployment,oop_any,2,5,0.0,0.0,,24509,3510,1633,1920
at_risk_nonemployment,oop_any,3,5,0.0,0.0,,24509,3510,1633,1920
at_risk_nonemployment,oop_any,4,5,0.0,0.0,,24509,3510,1633,1920
at_risk_nonemployment,oop_any,6,5,0.0,0.0,,24509,3510,1633,1920
at_risk_nonemployment,oop_any,7,5,0.0,0.0,,24509,3510,1633,1920
at_risk_nonemployment,oop_any,8,5,0.0,0.0,,24509,3510,1633,1920
at_risk_nonemployment,doctor_any,2,5,0.0,0.0,,24509,3510,1633,1920
at_risk_nonemployment,doctor_any,3,5,0.0,0.0,,24509,3510,1633,1920
at_risk_nonemployment,doctor_any,4,5,0.0,0.0,,24509,3510,1633,1920
at_risk_nonemployment,doctor_any,6,5,0.0,0.0,,24509,3510,1633,1920
at_risk_nonemployment,doctor_any,7,5,0.0,0.0,,24509,3510,1633,1920
at_risk_nonemployment,doctor_any,8,5,0.0,0.0,,24509,3510,1633,1920
at_risk_nonemployment,sick_days_any,2,5,0.0,0.0,,24509,3510,1633,1920
at_risk_nonemployment,sick_days_any,3,5,0.0,0.0,,24509,3510,1633,1920
at_risk_nonemployment,sick_days_any,4,5,0.0,0.0,,24509,3510,1633,1920
at_risk_nonemployment,sick_days_any,6,5,0.0,0.0,,24509,3510,1633,1920
at_risk_nonemployment,sick_days_any,7,5,0.0,0.0,,24509,3510,1633,1920
at_risk_nonemployment,sick_days_any,8,5,0.0,0.0,,24509,3510,1633,1920
at_risk_broad,uc_any,2,5,-0.01832647796966152,0.006172444979411901,-2.969079194839195,26565,3810,1715,2138
at_risk_broad,uc_any,3,5,-0.017070929104417265,0.005579952162915679,-3.059332518631707,26565,3810,1715,2138
at_risk_broad,uc_any,4,5,-0.005230862490463398,0.004835628073415514,-1.081733832926634,26565,3810,1715,2138
at_risk_broad,uc_any,6,5,0.0016913478380605976,0.004713397386643599,0.35883837056756274,26565,3810,1715,2138
at_risk_broad,uc_any,7,5,0.0007201951350389105,0.005162356450007698,0.1395089901314034,26565,3810,1715,2138
at_risk_broad,uc_any,8,5,0.007519662703361678,0.00579455716236124,1.2977113682139376,26565,3810,1715,2138
at_risk_broad,employed_any_week,2,5,0.004114383327099143,0.00901152749719678,0.4565689144686077,26565,3810,1715,2138
at_risk_broad,employed_any_week,3,5,0.001453325076610438,0.008022104639109911,0.18116506103960406,26565,3810,1715,2138
at_risk_broad,employed_any_week,4,5,-0.007417436394918179,0.0073735966120216535,-1.0059455087121325,26565,3810,1715,2138
at_risk_broad,employed_any_week,6,5,-0.0008263595348582642,0.006987562707816127,-0.11826148392685154,26565,3810,1715,2138
at_risk_broad,employed_any_week,7,5,-0.0017966184735923158,0.007496815075134026,-0.23965089916002713,26565,3810,1715,2138
at_risk_broad,employed_any_week,8,5,0.0013105207665829845,0.00828278275546293,0.1582222793080776,26565,3810,1715,2138
at_risk_broad,no_job_all_month,2,5,-0.004114383327099137,0.009011527497196779,-0.4565689144686071,26565,3810,1715,2138
at_risk_broad,no_job_all_month,3,5,-0.0014533250766104358,0.008022104639109908,-0.18116506103960386,26565,3810,1715,2138
at_risk_broad,no_job_all_month,4,5,0.007417436394918191,0.0073735966120216535,1.0059455087121343,26565,3810,1715,2138
at_risk_broad,no_job_all_month,6,5,0.000826359534858266,0.006987562707816118,0.11826148392685196,26565,3810,1715,2138
at_risk_broad,no_job_all_month,7,5,0.001796618473592313,0.007496815075134024,0.23965089916002683,26565,3810,1715,2138
at_risk_broad,no_job_all_month,8,5,-0.0013105207665829852,0.008282782755462929,-0.15822227930807772,26565,3810,1715,2138
at_risk_broad,earnings_positive,2,5,-0.0014086432443515644,0.008944610457863416,-0.1574851415819001,26565,3810,1715,2138
at_risk_broad,earnings_positive,3,5,-0.0033730691180917705,0.00787277194510343,-0.42844745683122365,26565,3810,1715,2138
at_risk_broad,earnings_positive,4,5,-0.007156655789773332,0.0072119993393899694,-0.992326184874371,26565,3810,1715,2138
at_risk_broad,earnings_positive,6,5,-0.0004828616220552942,0.006992698335348927,-0.06905225978566398,26565,3810,1715,2138
at_risk_broad,earnings_positive,7,5,0.00022434379195583783,0.007459944169513841,0.030073119430658976,26565,3810,1715,2138
at_risk_broad,earnings_positive,8,5,-0.00032417822809619693,0.008280914356624404,-0.03914763685931218,26565,3810,1715,2138
at_risk_broad,snap,2,5,-0.008158596171428941,0.00395346997309407,-2.063654517918053,26565,3810,1715,2138
at_risk_broad,snap,3,5,-0.0010246302848882305,0.0034700474352653515,-0.2952784663619095,26565,3810,1715,2138
at_risk_broad,snap,4,5,0.002018420355528735,0.00293015988498889,0.6888430784507815,26565,3810,1715,2138
at_risk_broad,snap,6,5,-0.0007525167585377187,0.0030929578053892283,-0.243300040248373,26565,3810,1715,2138
at_risk_broad,snap,7,5,-0.0038290350899420717,0.0032965967135211616,-1.1615115292195393,26565,3810,1715,2138
at_risk_broad,snap,8,5,-0.0058499576977238624,0.003614014736745829,-1.6186867303677202,26565,3810,1715,2138
at_risk_broad,tanf,2,5,-0.0010776438985718546,0.0008400248396583298,-1.28287146724158,26565,3810,1715,2138
at_risk_broad,tanf,3,5,-0.001077040473002924,0.0008409756241819519,-1.28070355671795,26565,3810,1715,2138
at_risk_broad,tanf,4,5,0.0004654954047232432,0.0006869744064022924,0.6776022518234093,26565,3810,1715,2138
at_risk_broad,tanf,6,5,0.0010695840985411747,0.0007207311954929497,1.4840263682628922,26565,3810,1715,2138
at_risk_broad,tanf,7,5,0.0010701003288314532,0.0007203071300011864,1.4856167380013172,26565,3810,1715,2138
at_risk_broad,tanf,8,5,1.2949517576338505e-06,0.0008538178169653775,0.0015166605005226322,26565,3810,1715,2138
at_risk_broad,ssi,2,5,-0.0011704380086716257,0.0005847952163722309,-2.001449355096339,26565,3810,1715,2138
at_risk_broad,ssi,3,5,-0.0011716400213886654,0.0005863284921923666,-1.998265540546622,26565,3810,1715,2138
at_risk_broad,ssi,4,5,-0.001169665112327572,0.0005859876141580991,-1.996057739220401,26565,3810,1715,2138
at_risk_broad,ssi,6,5,2.6062653489686608e-05,0.0004905196341300452,0.05313274265954653,26565,3810,1715,2138
at_risk_broad,ssi,7,5,2.7143717943324888e-05,0.0004902326898034996,0.05536904924517565,26565,3810,1715,2138
at_risk_broad,ssi,8,5,2.8386345960841174e-05,0.0004898558121214021,0.05794837023145521,26565,3810,1715,2138
at_risk_broad,medicaid,2,5,-0.0059638984004751336,0.002785069137521492,-2.1413825316317165,26565,3810,1715,2138
at_risk_broad,medicaid,3,5,-0.0032128802095399214,0.001964074729460914,-1.6358238112568002,26565,3810,1715,2138
at_risk_broad,medicaid,4,5,-0.0023565393163904247,0.0017981449017709132,-1.310539164040436,26565,3810,1715,2138
at_risk_broad,medicaid,6,5,0.0005152499455007447,0.0017736418902345077,0.29050393336877,26565,3810,1715,2138
at_risk_broad,medicaid,7,5,4.1963772723930745e-05,0.001852001180114354,0.022658610142645613,26565,3810,1715,2138
at_risk_broad,medicaid,8,5,-0.000803355556856612,0.0021151733899685827,-0.3798060058180594,26565,3810,1715,2138
at_risk_broad,uninsured,2,5,0.016156389855478043,0.004466379111759244,3.6173350831193254,26565,3810,1715,2138
at_risk_broad,uninsured,3,5,0.008590999911365003,0.0038689288058591643,2.220511242893553,26565,3810,1715,2138
at_risk_broad,uninsured,4,5,0.004466789964460911,0.003420512503640527,1.305883244018786,26565,3810,1715,2138
at_risk_broad,uninsured,6,5,0.00046148164683896577,0.003479554323359923,0.13262665386219646,26565,3810,1715,2138
at_risk_broad,uninsured,7,5,-0.00046395306634375993,0.0035291735721381425,-0.13146224090720338,26565,3810,1715,2138
at_risk_broad,uninsured,8,5,-0.0012792444125308486,0.003990322357647554,-0.3205867340715329,26565,3810,1715,2138
at_risk_broad,private,2,5,-0.0071139796556798016,0.004702510198027045,-1.5128047268593903,26565,3810,1715,2138
at_risk_broad,private,3,5,-0.00158258928932873,0.004307278699399837,-0.3674220777841107,26565,3810,1715,2138
at_risk_broad,private,4,5,-0.0009445258421549394,0.0037236980676365553,-0.2536526391234597,26565,3810,1715,2138
at_risk_broad,private,6,5,0.002423468178337976,0.0038715344849154726,0.6259709652026741,26565,3810,1715,2138
at_risk_broad,private,7,5,0.003113206298616566,0.0038876048342248253,0.8008031760865243,26565,3810,1715,2138
at_risk_broad,private,8,5,0.006679488885299992,0.004300626996050945,1.5531430397087307,26565,3810,1715,2138
at_risk_broad,direct_purchase,2,5,-0.001070804428137795,0.002579465613951251,-0.4151264596613584,26565,3810,1715,2138
at_risk_broad,direct_purchase,3,5,0.003793503879942761,0.002365795909319028,1.6034789243653251,26565,3810,1715,2138
at_risk_broad,direct_purchase,4,5,0.004237036739258335,0.002176622104711358,1.946611095277932,26565,3810,1715,2138
at_risk_broad,direct_purchase,6,5,0.0015813029276702238,0.002272568119444273,0.6958220148124364,26565,3810,1715,2138
at_risk_broad,direct_purchase,7,5,0.0014826290278113579,0.0022129331998672046,0.669983634345731,26565,3810,1715,2138
at_risk_broad,direct_purchase,8,5,0.002077078735967229,0.002337794229504483,0.888477997658282,26565,3810,1715,2138
at_risk_broad,oop_any,2,5,0.0,0.0,,26565,3810,1715,2138
at_risk_broad,oop_any,3,5,0.0,0.0,,26565,3810,1715,2138
at_risk_broad,oop_any,4,5,0.0,0.0,,26565,3810,1715,2138
at_risk_broad,oop_any,6,5,0.0,0.0,,26565,3810,1715,2138
at_risk_broad,oop_any,7,5,0.0,0.0,,26565,3810,1715,2138
at_risk_broad,oop_any,8,5,0.0,0.0,,26565,3810,1715,2138
at_risk_broad,doctor_any,2,5,0.0,0.0,,26565,3810,1715,2138
at_risk_broad,doctor_any,3,5,0.0,0.0,,26565,3810,1715,2138
at_risk_broad,doctor_any,4,5,0.0,0.0,,26565,3810,1715,2138
at_risk_broad,doctor_any,6,5,0.0,0.0,,26565,3810,1715,2138
at_risk_broad,doctor_any,7,5,0.0,0.0,,26565,3810,1715,2138
at_risk_broad,doctor_any,8,5,0.0,0.0,,26565,3810,1715,2138
at_risk_broad,sick_days_any,2,5,0.0,0.0,,26565,3810,1715,2138
at_risk_broad,sick_days_any,3,5,0.0,0.0,,26565,3810,1715,2138
at_risk_broad,sick_days_any,4,5,0.0,0.0,,26565,3810,1715,2138
at_risk_broad,sick_days_any,6,5,0.0,0.0,,26565,3810,1715,2138
at_risk_broad,sick_days_any,7,5,0.0,0.0,,26565,3810,1715,2138
at_risk_broad,sick_days_any,8,5,0.0,0.0,,26565,3810,1715,2138
