model,outcome,term,coef,se,t,n_person_years,n_persons,n_states,weighted_mean
paid_sick_leave_clean_worker_low_income,log_earnings,clean_treat,-0.017845923091712734,0.11375380486707476,-0.15688198836571937,123078,70330,52,10.216590145789107
paid_sick_leave_clean_worker_low_educ_or_income,sick_days,clean_treat,-0.2017621252749393,0.682009380438593,-0.2958348243614893,121623,69936,52,3.6281358955364618
paid_sick_leave_clean_worker_low_educ_or_income,sick_any,clean_treat,-0.022217336265281773,0.020795801039041738,-1.068356839131672,123078,70330,52,0.43505516746514217
paid_sick_leave_clean_worker_low_educ_or_income,doctor_any,clean_treat,-0.023315730855103967,0.018767360026226414,-1.2423553884255132,123078,70330,52,0.7171333332731623
paid_sick_leave_clean_worker_low_educ_or_income,doctor_visits,clean_treat,-0.3091291283451767,0.39110802404057665,-0.7903932145179031,121623,69936,52,3.8820313949513574
paid_sick_leave_clean_worker_low_educ_or_income,hospital_any,clean_treat,-0.0062960205212642395,0.010130718753723435,-0.6214781669810157,123078,70330,52,0.059831455442131566
paid_sick_leave_clean_worker_low_educ_or_income,oop_any,clean_treat,-0.01675888216599475,0.02004841225233633,-0.8359206681836743,123078,70330,52,0.5993839655753511
paid_sick_leave_clean_worker_low_educ_or_income,any_coverage,clean_treat,-0.024250892933399326,0.013559773247513392,-1.7884438397851885,123078,70330,52,0.8686327459922876
paid_sick_leave_clean_worker_low_educ_or_income,uninsured,clean_treat,0.024250892935041568,0.013559773247512629,1.7884438399064004,123078,70330,52,0.13136725400771254
paid_sick_leave_clean_worker_low_educ_or_income,private,clean_treat,-0.0029170736894892357,0.01750858062963309,-0.1666082334825085,123078,70330,52,0.7646087281948333
paid_sick_leave_clean_worker_low_educ_or_income,public,clean_treat,-0.017740040199015317,0.016369044673454326,-1.0837553780877838,123078,70330,52,0.14428636574669848
paid_sick_leave_clean_worker_low_educ_or_income,earnings_positive,clean_treat,0.004835046305687651,0.006671293765728577,0.7247539196259052,123078,70330,52,0.9742437721245928
paid_sick_leave_clean_worker_low_educ_or_income,log_earnings,clean_treat,-0.014823432544879722,0.0801462853986906,-0.1849547046521248,123078,70330,52,10.216590145789107
paid_sick_leave_clean_all_adults_worker_target,sick_days,clean_treat,-1.3415795685314413,1.5210974229387644,-0.8819813565521043,172363,94764,52,6.700370336583169
paid_sick_leave_clean_all_adults_worker_target,sick_any,clean_treat,-0.0069757342002840375,0.019112514771088034,-0.36498254069822356,174509,94933,52,0.4407586588241242
paid_sick_leave_clean_all_adults_worker_target,doctor_any,clean_treat,-0.00482746721219612,0.016963991872935822,-0.284571417409001,174509,94933,52,0.7228580759392611
paid_sick_leave_clean_all_adults_worker_target,doctor_visits,clean_treat,-0.22457127671805,0.5219139714244925,-0.4302840870596232,172363,94764,52,4.611971641245121
paid_sick_leave_clean_all_adults_worker_target,hospital_any,clean_treat,-0.010605014419149059,0.011961863653894433,-0.8865687426303657,174509,94933,52,0.07861768985888194
paid_sick_leave_clean_all_adults_worker_target,oop_any,clean_treat,0.013920104556951994,0.01816850288792222,0.7661668461525021,174509,94933,52,0.5390223982715148
paid_sick_leave_clean_all_adults_worker_target,any_coverage,clean_treat,0.012888438964358522,0.012222733822403844,1.0544645045558028,174509,94933,52,0.8611036881026873
paid_sick_leave_clean_all_adults_worker_target,uninsured,clean_treat,-0.012888438966052693,0.012222733822405069,-1.0544645046943053,174509,94933,52,0.13889631189731272
paid_sick_leave_clean_all_adults_worker_target,private,clean_treat,0.013342113597113667,0.01668306884265899,0.7997397674819621,174509,94933,52,0.6852923728737944
paid_sick_leave_clean_all_adults_worker_target,public,clean_treat,-0.0001764493487852758,0.017072762804647704,-0.010335137364951919,174509,94933,52,0.22891013602734422
paid_sick_leave_clean_all_adults_worker_target,earnings_positive,clean_treat,-0.008003798528629182,0.012566477555243726,-0.6369166294567061,174509,94933,52,0.7466044243797236
paid_sick_leave_clean_all_adults_worker_target,log_earnings,clean_treat,-0.09689275055725365,0.11273887887986572,-0.8594439781550633,174509,94933,52,7.740363452076867
paid_sick_leave_clean_all_adults_worker_target,employed_share,clean_treat,-0.00451330589144648,0.004102595356438351,-1.1001099302575834,174509,94933,52,0.7157757278509229
paid_sick_leave_broad_worker_low_educ,sick_days,broad_treat,0.13646428127611188,0.6197680034169831,0.22018607047111144,121623,69936,52,3.6281358955364618
paid_sick_leave_broad_worker_low_educ,sick_any,broad_treat,-0.015112924600597655,0.018924724977882144,-0.7985809367512898,123078,70330,52,0.43505516746514217
paid_sick_leave_broad_worker_low_educ,doctor_any,broad_treat,0.0031649580945396494,0.01758111283285242,0.18002035051077914,123078,70330,52,0.7171333332731623
paid_sick_leave_broad_worker_low_educ,doctor_visits,broad_treat,-0.16988752307430488,0.3354560646361891,-0.5064374771657575,121623,69936,52,3.8820313949513574
paid_sick_leave_broad_worker_low_educ,hospital_any,broad_treat,-0.005664194262628264,0.009640139391780817,-0.5875635229359397,123078,70330,52,0.059831455442131566
paid_sick_leave_broad_worker_low_educ,oop_any,broad_treat,0.009919564154293958,0.0185361145155425,0.5351479753740419,123078,70330,52,0.5993839655753511
paid_sick_leave_broad_worker_low_educ,any_coverage,broad_treat,-0.006608792447586609,0.01349546607003244,-0.48970464697487276,123078,70330,52,0.8686327459922876
paid_sick_leave_broad_worker_low_educ,uninsured,broad_treat,0.006608792446835876,0.013495466070031825,0.4897046469192665,123078,70330,52,0.13136725400771254
paid_sick_leave_broad_worker_low_educ,private,broad_treat,-0.012812910973081237,0.01616625551063661,-0.7925713511487533,123078,70330,52,0.7646087281948333
paid_sick_leave_broad_worker_low_educ,public,broad_treat,0.013217508934510791,0.015101310669326198,0.8752557459372193,123078,70330,52,0.14428636574669848
paid_sick_leave_broad_worker_low_educ,earnings_positive,broad_treat,-0.002869237659633761,0.006057374751643363,-0.4736767621741313,123078,70330,52,0.9742437721245928
paid_sick_leave_broad_worker_low_educ,log_earnings,broad_treat,-0.07076952030133299,0.06967388371829063,-1.0157252118666487,123078,70330,52,10.216590145789107
