state_fips,state_name,reference_year,mandate_adoption_year,mandate_new_state,mandate_active,mandate_event_time,mandate_sample_state,sbm_adoption_year,sbm_transition_state,sbm_active,sbm_event_time,sbm_risk_state
22,Louisiana,2017,,0,0,,1,,0,0,,1
22,Louisiana,2018,,0,0,,1,,0,0,,1
22,Louisiana,2019,,0,0,,1,,0,0,,1
22,Louisiana,2020,,0,0,,1,,0,0,,1
22,Louisiana,2021,,0,0,,1,,0,0,,1
22,Louisiana,2022,,0,0,,1,,0,0,,1
22,Louisiana,2023,,0,0,,1,,0,0,,1
23,Maine,2017,,0,0,,1,2022.0,1,0,-5.0,1
23,Maine,2018,,0,0,,1,2022.0,1,0,-4.0,1
23,Maine,2019,,0,0,,1,2022.0,1,0,-3.0,1
23,Maine,2020,,0,0,,1,2022.0,1,0,-2.0,1
23,Maine,2021,,0,0,,1,2022.0,1,0,-1.0,1
23,Maine,2022,,0,0,,1,2022.0,1,1,0.0,1
23,Maine,2023,,0,0,,1,2022.0,1,1,1.0,1
24,Maryland,2017,,0,0,,1,,0,0,,0
24,Maryland,2018,,0,0,,1,,0,0,,0
24,Maryland,2019,,0,0,,1,,0,0,,0
24,Maryland,2020,,0,0,,1,,0,0,,0
24,Maryland,2021,,0,0,,1,,0,0,,0
24,Maryland,2022,,0,0,,1,,0,0,,0
24,Maryland,2023,,0,0,,1,,0,0,,0
25,Massachusetts,2017,,0,0,,0,,0,0,,0
25,Massachusetts,2018,,0,0,,0,,0,0,,0
25,Massachusetts,2019,,0,0,,0,,0,0,,0
25,Massachusetts,2020,,0,0,,0,,0,0,,0
25,Massachusetts,2021,,0,0,,0,,0,0,,0
25,Massachusetts,2022,,0,0,,0,,0,0,,0
25,Massachusetts,2023,,0,0,,0,,0,0,,0
26,Michigan,2017,,0,0,,1,,0,0,,1
26,Michigan,2018,,0,0,,1,,0,0,,1
26,Michigan,2019,,0,0,,1,,0,0,,1
26,Michigan,2020,,0,0,,1,,0,0,,1
26,Michigan,2021,,0,0,,1,,0,0,,1
26,Michigan,2022,,0,0,,1,,0,0,,1
26,Michigan,2023,,0,0,,1,,0,0,,1
27,Minnesota,2017,,0,0,,1,,0,0,,0
27,Minnesota,2018,,0,0,,1,,0,0,,0
27,Minnesota,2019,,0,0,,1,,0,0,,0
27,Minnesota,2020,,0,0,,1,,0,0,,0
27,Minnesota,2021,,0,0,,1,,0,0,,0
27,Minnesota,2022,,0,0,,1,,0,0,,0
27,Minnesota,2023,,0,0,,1,,0,0,,0
28,Mississippi,2017,,0,0,,1,,0,0,,1
28,Mississippi,2018,,0,0,,1,,0,0,,1
28,Mississippi,2019,,0,0,,1,,0,0,,1
28,Mississippi,2020,,0,0,,1,,0,0,,1
28,Mississippi,2021,,0,0,,1,,0,0,,1
28,Mississippi,2022,,0,0,,1,,0,0,,1
28,Mississippi,2023,,0,0,,1,,0,0,,1
29,Missouri,2017,,0,0,,1,,0,0,,1
29,Missouri,2018,,0,0,,1,,0,0,,1
29,Missouri,2019,,0,0,,1,,0,0,,1
29,Missouri,2020,,0,0,,1,,0,0,,1
29,Missouri,2021,,0,0,,1,,0,0,,1
29,Missouri,2022,,0,0,,1,,0,0,,1
29,Missouri,2023,,0,0,,1,,0,0,,1
30,Montana,2017,,0,0,,1,,0,0,,1
30,Montana,2018,,0,0,,1,,0,0,,1
30,Montana,2019,,0,0,,1,,0,0,,1
30,Montana,2020,,0,0,,1,,0,0,,1
30,Montana,2021,,0,0,,1,,0,0,,1
30,Montana,2022,,0,0,,1,,0,0,,1
30,Montana,2023,,0,0,,1,,0,0,,1
31,Nebraska,2017,,0,0,,1,,0,0,,1
31,Nebraska,2018,,0,0,,1,,0,0,,1
31,Nebraska,2019,,0,0,,1,,0,0,,1
31,Nebraska,2020,,0,0,,1,,0,0,,1
31,Nebraska,2021,,0,0,,1,,0,0,,1
31,Nebraska,2022,,0,0,,1,,0,0,,1
31,Nebraska,2023,,0,0,,1,,0,0,,1
32,Nevada,2017,,0,0,,1,,0,0,,1
32,Nevada,2018,,0,0,,1,,0,0,,1
32,Nevada,2019,,0,0,,1,,0,0,,1
32,Nevada,2020,,0,0,,1,,0,0,,1
32,Nevada,2021,,0,0,,1,,0,0,,1
32,Nevada,2022,,0,0,,1,,0,0,,1
32,Nevada,2023,,0,0,,1,,0,0,,1
33,New Hampshire,2017,,0,0,,1,,0,0,,1
33,New Hampshire,2018,,0,0,,1,,0,0,,1
33,New Hampshire,2019,,0,0,,1,,0,0,,1
33,New Hampshire,2020,,0,0,,1,,0,0,,1
33,New Hampshire,2021,,0,0,,1,,0,0,,1
33,New Hampshire,2022,,0,0,,1,,0,0,,1
33,New Hampshire,2023,,0,0,,1,,0,0,,1
34,New Jersey,2017,2019.0,1,0,-2.0,1,2021.0,1,0,-4.0,1
34,New Jersey,2018,2019.0,1,0,-1.0,1,2021.0,1,0,-3.0,1
34,New Jersey,2019,2019.0,1,1,0.0,1,2021.0,1,0,-2.0,1
34,New Jersey,2020,2019.0,1,1,1.0,1,2021.0,1,0,-1.0,1
34,New Jersey,2021,2019.0,1,1,2.0,1,2021.0,1,1,0.0,1
34,New Jersey,2022,2019.0,1,1,3.0,1,2021.0,1,1,1.0,1
34,New Jersey,2023,2019.0,1,1,4.0,1,2021.0,1,1,2.0,1
35,New Mexico,2017,,0,0,,1,2022.0,1,0,-5.0,1
35,New Mexico,2018,,0,0,,1,2022.0,1,0,-4.0,1
35,New Mexico,2019,,0,0,,1,2022.0,1,0,-3.0,1
35,New Mexico,2020,,0,0,,1,2022.0,1,0,-2.0,1
35,New Mexico,2021,,0,0,,1,2022.0,1,0,-1.0,1
35,New Mexico,2022,,0,0,,1,2022.0,1,1,0.0,1
35,New Mexico,2023,,0,0,,1,2022.0,1,1,1.0,1
36,New York,2017,,0,0,,1,,0,0,,0
36,New York,2018,,0,0,,1,,0,0,,0
36,New York,2019,,0,0,,1,,0,0,,0
36,New York,2020,,0,0,,1,,0,0,,0
36,New York,2021,,0,0,,1,,0,0,,0
36,New York,2022,,0,0,,1,,0,0,,0
36,New York,2023,,0,0,,1,,0,0,,0
37,North Carolina,2017,,0,0,,1,,0,0,,1
37,North Carolina,2018,,0,0,,1,,0,0,,1
37,North Carolina,2019,,0,0,,1,,0,0,,1
37,North Carolina,2020,,0,0,,1,,0,0,,1
37,North Carolina,2021,,0,0,,1,,0,0,,1
37,North Carolina,2022,,0,0,,1,,0,0,,1
37,North Carolina,2023,,0,0,,1,,0,0,,1
38,North Dakota,2017,,0,0,,1,,0,0,,1
38,North Dakota,2018,,0,0,,1,,0,0,,1
38,North Dakota,2019,,0,0,,1,,0,0,,1
38,North Dakota,2020,,0,0,,1,,0,0,,1
38,North Dakota,2021,,0,0,,1,,0,0,,1
38,North Dakota,2022,,0,0,,1,,0,0,,1
38,North Dakota,2023,,0,0,,1,,0,0,,1
39,Ohio,2017,,0,0,,1,,0,0,,1
39,Ohio,2018,,0,0,,1,,0,0,,1
39,Ohio,2019,,0,0,,1,,0,0,,1
39,Ohio,2020,,0,0,,1,,0,0,,1
39,Ohio,2021,,0,0,,1,,0,0,,1
39,Ohio,2022,,0,0,,1,,0,0,,1
39,Ohio,2023,,0,0,,1,,0,0,,1
40,Oklahoma,2017,,0,0,,1,,0,0,,1
40,Oklahoma,2018,,0,0,,1,,0,0,,1
40,Oklahoma,2019,,0,0,,1,,0,0,,1
40,Oklahoma,2020,,0,0,,1,,0,0,,1
40,Oklahoma,2021,,0,0,,1,,0,0,,1
40,Oklahoma,2022,,0,0,,1,,0,0,,1
40,Oklahoma,2023,,0,0,,1,,0,0,,1
41,Oregon,2017,,0,0,,1,,0,0,,1
41,Oregon,2018,,0,0,,1,,0,0,,1
41,Oregon,2019,,0,0,,1,,0,0,,1
41,Oregon,2020,,0,0,,1,,0,0,,1
41,Oregon,2021,,0,0,,1,,0,0,,1
41,Oregon,2022,,0,0,,1,,0,0,,1
41,Oregon,2023,,0,0,,1,,0,0,,1
42,Pennsylvania,2017,,0,0,,1,2021.0,1,0,-4.0,1
42,Pennsylvania,2018,,0,0,,1,2021.0,1,0,-3.0,1
42,Pennsylvania,2019,,0,0,,1,2021.0,1,0,-2.0,1
42,Pennsylvania,2020,,0,0,,1,2021.0,1,0,-1.0,1
42,Pennsylvania,2021,,0,0,,1,2021.0,1,1,0.0,1
42,Pennsylvania,2022,,0,0,,1,2021.0,1,1,1.0,1
42,Pennsylvania,2023,,0,0,,1,2021.0,1,1,2.0,1
44,Rhode Island,2017,2020.0,1,0,-3.0,1,,0,0,,0
44,Rhode Island,2018,2020.0,1,0,-2.0,1,,0,0,,0
44,Rhode Island,2019,2020.0,1,0,-1.0,1,,0,0,,0
44,Rhode Island,2020,2020.0,1,1,0.0,1,,0,0,,0
44,Rhode Island,2021,2020.0,1,1,1.0,1,,0,0,,0
44,Rhode Island,2022,2020.0,1,1,2.0,1,,0,0,,0
44,Rhode Island,2023,2020.0,1,1,3.0,1,,0,0,,0
45,South Carolina,2017,,0,0,,1,,0,0,,1
45,South Carolina,2018,,0,0,,1,,0,0,,1
45,South Carolina,2019,,0,0,,1,,0,0,,1
45,South Carolina,2020,,0,0,,1,,0,0,,1
45,South Carolina,2021,,0,0,,1,,0,0,,1
45,South Carolina,2022,,0,0,,1,,0,0,,1
45,South Carolina,2023,,0,0,,1,,0,0,,1
46,South Dakota,2017,,0,0,,1,,0,0,,1
46,South Dakota,2018,,0,0,,1,,0,0,,1
46,South Dakota,2019,,0,0,,1,,0,0,,1
46,South Dakota,2020,,0,0,,1,,0,0,,1
46,South Dakota,2021,,0,0,,1,,0,0,,1
46,South Dakota,2022,,0,0,,1,,0,0,,1
46,South Dakota,2023,,0,0,,1,,0,0,,1
47,Tennessee,2017,,0,0,,1,,0,0,,1
47,Tennessee,2018,,0,0,,1,,0,0,,1
47,Tennessee,2019,,0,0,,1,,0,0,,1
47,Tennessee,2020,,0,0,,1,,0,0,,1
47,Tennessee,2021,,0,0,,1,,0,0,,1
47,Tennessee,2022,,0,0,,1,,0,0,,1
47,Tennessee,2023,,0,0,,1,,0,0,,1
48,Texas,2017,,0,0,,1,,0,0,,1
48,Texas,2018,,0,0,,1,,0,0,,1
48,Texas,2019,,0,0,,1,,0,0,,1
48,Texas,2020,,0,0,,1,,0,0,,1
48,Texas,2021,,0,0,,1,,0,0,,1
48,Texas,2022,,0,0,,1,,0,0,,1
48,Texas,2023,,0,0,,1,,0,0,,1
49,Utah,2017,,0,0,,1,,0,0,,1
49,Utah,2018,,0,0,,1,,0,0,,1
49,Utah,2019,,0,0,,1,,0,0,,1
49,Utah,2020,,0,0,,1,,0,0,,1
49,Utah,2021,,0,0,,1,,0,0,,1
49,Utah,2022,,0,0,,1,,0,0,,1
49,Utah,2023,,0,0,,1,,0,0,,1
50,Vermont,2017,,0,0,,0,,0,0,,0
50,Vermont,2018,,0,0,,0,,0,0,,0
50,Vermont,2019,,0,0,,0,,0,0,,0
50,Vermont,2020,,0,0,,0,,0,0,,0
50,Vermont,2021,,0,0,,0,,0,0,,0
50,Vermont,2022,,0,0,,0,,0,0,,0
50,Vermont,2023,,0,0,,0,,0,0,,0
51,Virginia,2017,,0,0,,1,,0,0,,1
51,Virginia,2018,,0,0,,1,,0,0,,1
51,Virginia,2019,,0,0,,1,,0,0,,1
51,Virginia,2020,,0,0,,1,,0,0,,1
51,Virginia,2021,,0,0,,1,,0,0,,1
51,Virginia,2022,,0,0,,1,,0,0,,1
51,Virginia,2023,,0,0,,1,,0,0,,1
53,Washington,2017,,0,0,,1,,0,0,,0
53,Washington,2018,,0,0,,1,,0,0,,0
53,Washington,2019,,0,0,,1,,0,0,,0
53,Washington,2020,,0,0,,1,,0,0,,0
53,Washington,2021,,0,0,,1,,0,0,,0
53,Washington,2022,,0,0,,1,,0,0,,0
53,Washington,2023,,0,0,,1,,0,0,,0
54,West Virginia,2017,,0,0,,1,,0,0,,1
54,West Virginia,2018,,0,0,,1,,0,0,,1
54,West Virginia,2019,,0,0,,1,,0,0,,1
54,West Virginia,2020,,0,0,,1,,0,0,,1
54,West Virginia,2021,,0,0,,1,,0,0,,1
54,West Virginia,2022,,0,0,,1,,0,0,,1
54,West Virginia,2023,,0,0,,1,,0,0,,1
55,Wisconsin,2017,,0,0,,1,,0,0,,1
55,Wisconsin,2018,,0,0,,1,,0,0,,1
55,Wisconsin,2019,,0,0,,1,,0,0,,1
55,Wisconsin,2020,,0,0,,1,,0,0,,1
55,Wisconsin,2021,,0,0,,1,,0,0,,1
55,Wisconsin,2022,,0,0,,1,,0,0,,1
55,Wisconsin,2023,,0,0,,1,,0,0,,1
56,Wyoming,2017,,0,0,,1,,0,0,,1
56,Wyoming,2018,,0,0,,1,,0,0,,1
56,Wyoming,2019,,0,0,,1,,0,0,,1
56,Wyoming,2020,,0,0,,1,,0,0,,1
56,Wyoming,2021,,0,0,,1,,0,0,,1
56,Wyoming,2022,,0,0,,1,,0,0,,1
56,Wyoming,2023,,0,0,,1,,0,0,,1
