state_fips,reference_year,reference_month,above400,reinsurance_active,reinsurance_state,rows,persons,weight,direct_purchase,direct_purchase_events,market_or_subsidy,market_or_subsidy_events,uninsured,uninsured_events,any_coverage,any_coverage_events,private,private_events,oop_any,oop_any_events,doctor_any,doctor_any_events
01,2019,1,0,0,0,204,204,908929.4375,0.12417087960358925,25,0.1000974293870487,20,0.15039727737932082,28,0.8496027226206792,176,0.7838111869156612,161,0.6715793753054701,141,0.7034370628000196,146
01,2019,1,1,0,0,81,81,391920.5,0.03645892046167678,4,0.007681943899768193,1,0.06920629629769075,5,0.9307937037023093,76,0.9215168149703676,75,0.771550019038485,61,0.8331193077203058,67
01,2019,2,0,0,0,204,204,914977.875,0.12475743255253915,25,0.10039228831168004,20,0.15081558840665102,28,0.849184411593349,176,0.7833977686774656,161,0.6717499805413709,141,0.7036782459053994,146
01,2019,2,1,0,0,80,80,385645.84375,0.024937465746882253,3,0.007848827184627746,1,0.06343350212776809,5,0.9365664978722319,75,0.9272540006153025,74,0.7671434278030459,60,0.8295994844876747,66
01,2019,3,0,0,0,204,204,926666.1875,0.12458571723412139,25,0.10022009034621548,20,0.15139232434466643,28,0.8486076756553336,176,0.783177480009654,161,0.6695139058302387,141,0.7024400948676888,146
01,2019,3,1,0,0,80,80,390604.5,0.024818341154497936,3,0.007876543341303194,1,0.06399652962788355,5,0.9360034703721164,75,0.9269423054898364,74,0.7656258862574461,60,0.8280546761142658,66
01,2019,4,0,0,0,204,204,925196.0,0.1250374711101618,25,0.10047664000225319,20,0.1536608092149283,29,0.8463391907850717,175,0.7810314037165458,160,0.66990761338167,141,0.7025305435787823,146
01,2019,4,1,0,0,80,80,385821.375,0.025050414431588994,3,0.00794624761930348,1,0.06475993863016496,5,0.9352400613698351,75,0.926157454568087,74,0.7629828787911157,60,0.8268807203046228,66
01,2019,5,0,0,0,202,202,922036.0,0.13867299679091005,28,0.1044932707540066,21,0.15141601983390915,28,0.8485839801660908,174,0.7775423977928132,157,0.6771046124634486,141,0.7099321525446738,146
01,2019,5,1,0,0,80,80,390377.75,0.025132338394455552,3,0.00787539836772694,1,0.051017702780652506,4,0.9489822972193475,76,0.9399376819379479,75,0.7661853263739814,60,0.830463304238488,66
01,2019,6,0,0,0,200,200,916432.0,0.13083019869682116,26,0.10511418245113294,21,0.1733742368447455,29,0.8266257631552545,171,0.754882922488131,154,0.677987881488517,140,0.711752105001074,145
01,2019,6,1,0,0,80,80,392690.125,0.025233861365913116,3,0.007926754943996679,1,0.03488592575655467,3,0.9651140742434453,77,0.9560748897460349,76,0.7678091019018054,60,0.83120337190677,66
01,2019,7,0,0,0,200,200,916019.0,0.1311160891079052,26,0.10538442727260391,21,0.17209640897446288,29,0.8279035910255371,171,0.7560699735881202,154,0.6783725092413945,140,0.711102465999371,145
01,2019,7,1,0,0,80,80,393459.03125,0.025219552257300427,3,0.007967374299169858,1,0.034697726112569105,3,0.965302273887431,77,0.9562848255271786,76,0.767792096241782,60,0.8295310822348363,66
01,2019,8,0,0,0,199,199,921013.125,0.1312762852854036,26,0.10532112437598916,21,0.17165613081486605,29,0.8283438691851339,170,0.7562916666716977,153,0.6760758905297792,139,0.7097551462468444,144
01,2019,8,1,0,0,80,80,397075.65625,0.02514050442988352,3,0.008017800101731965,1,0.034937612795933624,3,0.9650623872040663,77,0.9561515058152279,76,0.7670910450313124,60,0.8285792609792945,66
01,2019,9,0,0,0,197,197,904304.375,0.13367709461879418,26,0.10739974663613996,21,0.17234750855918102,29,0.827652491440819,168,0.7544139654811373,151,0.689060459074024,139,0.7134078740459663,143
01,2019,9,1,0,0,81,81,402051.125,0.024848855212729722,3,0.007993334142246894,1,0.03478363655380336,3,0.9652163634461967,78,0.956278444253805,77,0.7527139744665923,60,0.8300038821074175,67
01,2019,10,0,0,0,198,198,906848.875,0.13338480018164695,26,0.10728911277242584,21,0.17324504458076348,30,0.8267549554192365,168,0.7535002296339394,151,0.6905759305646753,140,0.7124619665564574,143
01,2019,10,1,0,0,81,81,402831.4375,0.024984443159850038,3,0.008077648376315586,1,0.034536824527758275,3,0.9654631754722417,78,0.9564722300486642,77,0.7534790146097601,60,0.8308974539339804,67
01,2019,11,0,0,0,198,198,908966.9375,0.13358849261575612,26,0.10759669764114943,21,0.1836173052929432,31,0.8163826947070568,167,0.742767069039186,150,0.6909961922684251,140,0.7142340165671757,143
01,2019,11,1,0,0,81,81,404367.15625,0.025102771908254034,3,0.008139736119315741,1,0.034986016565560794,3,0.9650139834344392,78,0.956048634180477,77,0.7535963135219421,60,0.8317481198952625,67
01,2019,12,0,0,0,198,198,910890.625,0.13355683317402584,26,0.10790892222917554,21,0.17426849286008658,31,0.8257315071399134,167,0.7518514013001085,150,0.6912985951056111,140,0.7146352338356965,143
01,2019,12,1,0,0,81,81,405930.78125,0.025128873325248567,3,0.008390792487720814,1,0.03482668326509449,3,0.9651733167349055,78,0.9563078700090922,77,0.7534405001542763,60,0.8306117445612063,67
01,2020,1,0,0,0,204,204,855491.875,0.15012004878540092,28,0.11140497582815113,23,0.22968484215566837,40,0.7703151578443317,164,0.7046076930703407,146,0.6479406133031933,137,0.7348726192972511,158
01,2020,1,1,0,0,101,101,476742.0625,0.042249169531726784,5,0.02145007098837775,3,0.03157120928157984,3,0.9684287907184201,98,0.959523588738903,97,0.6776815183364909,68,0.773049951710677,78
01,2020,2,0,0,0,204,204,855398.0625,0.15518332893103842,29,0.11334116490896938,23,0.22724627525027652,39,0.7727537247497235,165,0.7071686015484951,147,0.6487227018687522,137,0.734132254813767,158
01,2020,2,1,0,0,101,101,476879.9375,0.04228949816839572,5,0.02150262126303227,3,0.03139878307212333,3,0.9686012169278767,98,0.9596241619844579,97,0.6781572591301166,68,0.7738312581722643,78
01,2020,3,0,0,0,205,205,863452.8125,0.15547785120237745,29,0.11352640341101018,23,0.22514352176365035,39,0.7748564782363496,166,0.7042580247711469,147,0.6500964286469029,138,0.7359043037241993,159
01,2020,3,1,0,0,101,101,480153.9375,0.04267627052654377,5,0.02158532338132361,3,0.03145625593194631,3,0.9685437440680537,98,0.959448365365971,97,0.6796104965380564,68,0.774586564655693,78
01,2020,4,0,0,0,205,205,865597.875,0.15549424892479294,29,0.11355462103796728,23,0.22498120476856465,39,0.7750187952314354,166,0.7039323199988203,147,0.6495501831351228,138,0.7344872110335308,159
01,2020,4,1,0,0,101,101,478780.53125,0.04287545683984503,5,0.02182384922140083,3,0.031352399264584996,3,0.968647600735415,98,0.950706473128606,96,0.6797407914728489,68,0.7756880212202582,78
01,2020,5,0,0,0,205,205,871487.125,0.1548152669211278,29,0.11270605343165453,23,0.2255317655573648,39,0.7744682344426352,166,0.7068865278754364,148,0.6476797832686243,138,0.7328261759073278,159
01,2020,5,1,0,0,101,101,479980.625,0.04290787796483115,5,0.021776791383234385,3,0.031213569480384035,3,0.968786430519616,98,0.9511806857664129,96,0.6785981277627384,68,0.7750140800761192,78
01,2020,6,0,0,0,205,205,870580.375,0.15994547196966988,31,0.11251159897725503,23,0.22147429463976012,37,0.7785257053602399,168,0.7113003905069483,150,0.6470074045773765,138,0.7321407625839381,159
01,2020,6,1,0,0,101,101,478381.25,0.04313256229702208,5,0.021880696970088986,3,0.031225656231625095,3,0.9687743437683749,98,0.9512524398938519,96,0.6782621590288246,68,0.7754554572613188,78
01,2020,7,0,0,0,204,204,871658.0625,0.16172689893878459,31,0.1138784492095018,23,0.2209044825465173,37,0.7790955174534827,167,0.7117060114605815,149,0.6460120377188642,137,0.7327657083986182,158
01,2020,7,1,0,0,101,101,483438.90625,0.04288785149176736,5,0.02174811379575218,3,0.031354333754743856,3,0.9686456662452562,98,0.9508750253471209,96,0.6784608551784023,68,0.7754314128305758,78
01,2020,8,0,0,0,204,204,887240.375,0.16487554627552403,31,0.11537749354698926,23,0.21791176265028447,37,0.7820882373497156,167,0.7143189719985537,149,0.6464077095083348,137,0.7352968444376298,158
01,2020,8,1,0,0,101,101,495598.375,0.04313341947390578,5,0.02170094416485296,3,0.03187978745101609,3,0.968120212548984,98,0.9494557087598163,96,0.677822672337436,68,0.7760281245116941,78
01,2020,9,0,0,0,204,204,882619.5,0.164941158874308,31,0.11551622849689257,23,0.22440509360384783,38,0.7755949063961521,166,0.70768828445249,148,0.6463497708226231,137,0.7340075892682894,158
01,2020,9,1,0,0,101,101,494880.3125,0.043428063795534266,5,0.02186158446992211,3,0.03186466056884443,3,0.9681353394311556,98,0.9493384342206739,96,0.6779170846491818,68,0.7760589955097535,78
01,2020,10,0,0,0,204,204,872552.875,0.16171431731501926,31,0.11395454835772229,23,0.2385866257203786,39,0.7614133742796214,165,0.6929879756996284,147,0.6463948128331277,137,0.7299025027516607,158
01,2020,10,1,0,0,101,101,483525.40625,0.042662987954031346,5,0.02173916708523603,3,0.031050596593466186,3,0.9689494034065338,98,0.9508407048089543,96,0.677690945313517,68,0.7753755660860492,78
01,2020,11,0,0,0,204,204,887326.5,0.16829614925244882,32,0.11870612309110552,24,0.23236766728582017,38,0.7676323327141799,166,0.6990277220474628,148,0.6467579315751256,137,0.7325427749546455,158
01,2020,11,1,0,0,101,101,495607.46875,0.04247696130714413,5,0.021340134184739953,3,0.030822782171426737,3,0.9691772178285732,98,0.950331833687161,96,0.6788147477525782,68,0.7782826054639025,78
01,2020,12,0,0,0,205,205,877972.75,0.16518682554760972,32,0.11729891150066207,24,0.240024626356118,39,0.759975373643882,166,0.6916966517180598,148,0.6473940470848519,138,0.7310701235261884,159
01,2020,12,1,0,0,102,102,485652.21875,0.041979049215979655,5,0.021277580060405542,3,0.03021222359993708,3,0.969787776400063,99,0.9516111143481372,97,0.6813243312639251,69,0.7788991399882873,79
01,2021,1,0,0,0,136,136,971806.875,0.16422783558363105,22,0.14921022783232024,21,0.16787043004883584,20,0.8321295699511642,116,0.6858255236993702,97,0.6746636116595957,101,0.6725854656417953,102
01,2021,1,1,0,0,52,52,352423.90625,0.034192330084505076,2,0.018733494287210474,1,0.07501443141148999,4,0.92498556858851,48,0.9125623076311445,47,0.6645200708571106,36,0.6929955248994581,38
01,2021,2,0,0,0,136,136,973316.6875,0.1642434501142742,22,0.14968883338886582,21,0.18320011985837778,21,0.8167998801416222,115,0.671048205836045,96,0.676254150529646,101,0.6733206498434089,102
01,2021,2,1,0,0,52,52,353102.8125,0.03389545256351607,2,0.01855896081382117,1,0.07439288715148606,4,0.9256071128485139,48,0.9132555641565991,47,0.6663681689038128,36,0.6927959018981336,38
01,2021,3,0,0,0,136,136,968704.5,0.1645300633282013,22,0.14822205879669695,21,0.18004619646097894,21,0.819953803539021,115,0.6748046097097437,96,0.6767225448806613,101,0.674052755565185,102
01,2021,3,1,0,0,52,52,353285.125,0.018516988259302234,1,0.018516988259302234,1,0.04283567980780439,3,0.9571643201921957,49,0.9141683756517541,47,0.6644543024414764,36,0.6926485745056293,38
01,2021,4,0,0,0,135,135,969085.125,0.16500579851714778,22,0.142741482404832,20,0.18118605487370745,21,0.8188139451262926,114,0.678645445675642,96,0.675727871738702,100,0.6730839007394415,101
01,2021,4,1,0,0,52,52,355467.75,0.01859641172572201,1,0.01859641172572201,1,0.044666076977250474,3,0.9553339230227496,49,0.91124772682557,47,0.6647419480185134,36,0.6919934181624863,38
01,2021,5,0,0,0,135,135,969405.625,0.16421833015122983,22,0.14204086123914988,20,0.1801090178007859,21,0.8198909821992141,114,0.6787012302112406,96,0.6757714498094465,100,0.6730513478221348,101
01,2021,5,1,0,0,52,52,356446.71875,0.01880897074684807,1,0.01880897074684807,1,0.04478835642173569,3,0.9552116435782643,49,0.9111134035524019,47,0.6652894370591599,36,0.6928349082011852,38
01,2021,6,0,0,0,134,134,973886.875,0.16630228724621235,22,0.1442020609162571,20,0.1946367192304942,23,0.8053632807695058,111,0.6621929039908518,93,0.6864944109522176,101,0.6709967432505651,100
01,2021,6,1,0,0,52,52,360835.625,0.019015195432198786,1,0.019015195432198786,1,0.11258188429709542,5,0.8874181157029046,47,0.843621523403671,45,0.6657015795961553,36,0.6915544152517303,38
01,2021,7,0,0,0,134,134,966337.25,0.166507483958206,22,0.14452291269597786,20,0.1941642405698412,23,0.8058357594301588,111,0.6619641591638153,93,0.6882249280945831,101,0.6723224552475346,100
01,2021,7,1,0,0,52,52,360772.0625,0.018624607327049614,1,0.018624607327049614,1,0.11422378476048353,5,0.8857762152395164,47,0.8427478355084609,45,0.6653325376113274,36,0.6901070143561796,38
01,2021,8,0,0,0,134,134,970537.9375,0.16700206832338096,22,0.144887125528382,20,0.18825472350180747,22,0.8117452764981925,112,0.6683448348559172,94,0.689322656785677,101,0.6723146468825587,100
01,2021,8,1,0,0,52,52,360417.5,0.01887033574260031,1,0.01887033574260031,1,0.11476082491601743,5,0.8852391750839825,47,0.841812666347133,45,0.6627063570517159,36,0.687444544153609,38
01,2021,9,0,0,0,134,134,982352.625,0.16662930095737788,22,0.14411894749415086,20,0.17954986463559844,21,0.8204501353644016,113,0.6726897841961924,94,0.6898807579293884,101,0.6714700330816444,100
01,2021,9,1,0,0,52,52,363357.78125,0.01932271794932807,1,0.01932271794932807,1,0.11607939717265253,5,0.8839206028273474,47,0.8403370325940489,45,0.6620247947344261,36,0.687075176240036,38
01,2021,10,0,0,0,134,134,981922.625,0.16820238501925233,22,0.14531170496259743,20,0.16811014132274094,19,0.8318898586772591,115,0.691288085779121,96,0.6954137149418294,101,0.6786970708351571,100
01,2021,10,1,0,0,52,52,363669.4375,0.01627375579903564,1,0.01627375579903564,1,0.11574282525337545,5,0.8842571747466246,47,0.8403532157133407,45,0.6644861594675618,36,0.6868656820966353,38
01,2021,11,0,0,0,134,134,979395.75,0.16849584316919286,22,0.1450875734480011,20,0.16980327362419237,19,0.8301967263758077,115,0.6947849355817579,96,0.6974809218852475,101,0.6755308748988244,100
01,2021,11,1,0,0,52,52,364564.15625,0.01649185169814932,1,0.01649185169814932,1,0.11577499632234556,5,0.8842250036776544,47,0.8403684429046155,45,0.6636539668495427,36,0.6848358146566413,38
01,2021,12,0,0,0,134,134,981988.625,0.16810749931835747,22,0.14524209424656004,20,0.16786693200752564,19,0.8321330679924743,115,0.6954041307065257,96,0.6972910385343237,101,0.6778873574753744,100
01,2021,12,1,0,0,52,52,361504.8125,0.0,0,0.0,0,0.11804815824822207,5,0.8819518417517779,47,0.8375818682209503,45,0.6619577626269443,36,0.6889292407197957,38
01,2022,1,0,0,0,137,137,995448.125,0.09849989183362609,13,0.09665670838711972,12,0.17025706737314183,22,0.8297429326268582,115,0.6660551010197361,96,0.6491262007807925,95,0.6182663339550771,92
01,2022,1,1,0,0,59,59,524717.1875,0.048670946903472304,4,0.048670946903472304,4,0.1476930595052965,7,0.8523069404947035,52,0.830757282382338,51,0.7976166105355934,46,0.7290534237128888,47
01,2022,2,0,0,0,139,139,1011052.5,0.08876560430665405,12,0.09512433549528354,12,0.17563786902792936,23,0.8243621309720707,116,0.663331177901576,97,0.6481644900542936,96,0.616278950721859,93
01,2022,2,1,0,0,59,59,521157.4375,0.049746714792272675,4,0.049746714792272675,4,0.14899876225357397,7,0.851001237746426,52,0.828833269895235,51,0.793254338778772,46,0.7270972518891046,47
01,2022,3,0,0,0,139,139,1009907.625,0.08915367319159351,12,0.09489560068465991,12,0.17616316249869945,23,0.8238368375013005,116,0.6630397848662527,97,0.6494787160316766,96,0.6149644007052777,93
01,2022,3,1,0,0,59,59,522105.5,0.05004427554415134,4,0.05004427554415134,4,0.15300007741341715,7,0.8469999225865829,52,0.8245480994579631,51,0.7908765722594321,46,0.7243571815264428,47
01,2022,4,0,0,0,139,139,1010452.875,0.08948654688290308,12,0.09548993224266836,12,0.17696777908993402,23,0.823032220910066,116,0.663825755402938,97,0.6491854913756885,96,0.6152545218138314,93
01,2022,4,1,0,0,59,59,523460.90625,0.0501833894828565,4,0.0501833894828565,4,0.15368606560100215,7,0.8463139343989978,52,0.8234404530130546,51,0.7902514625363684,46,0.7229581708143127,47
01,2022,5,0,0,0,139,139,1013688.75,0.08978924078925682,12,0.09554491680583811,12,0.17867990193499064,23,0.8213200980650094,116,0.6626960418783024,97,0.6487010857381743,96,0.6135610503581198,93
01,2022,5,1,0,0,59,59,525905.625,0.048807506655874223,4,0.048807506655874223,4,0.15523896029231504,7,0.8447610397076849,52,0.8220003350085187,51,0.7915849954143636,46,0.7185460667427731,47
01,2022,6,0,0,0,139,139,1011917.5,0.08948314829859434,12,0.09547445269090976,12,0.1791889963400543,23,0.8208110036599457,116,0.6622504152807634,97,0.647154475917699,96,0.6144558796077744,93
01,2022,6,1,0,0,59,59,527417.0,0.048536186418746984,4,0.048536186418746984,4,0.15370622759812,7,0.84629377240188,52,0.8240952939329159,51,0.7943806815952317,46,0.7197999006650526,47
01,2022,7,0,0,0,139,139,1013759.625,0.08903968430147301,12,0.09502093431967351,12,0.17904525825052828,23,0.8209547417494717,116,0.6568805496694857,96,0.6467712753963599,96,0.6143493372632025,93
01,2022,7,1,0,0,59,59,527919.75,0.04873047534955303,4,0.04873047534955303,4,0.15425198114072425,7,0.8457480188592758,52,0.8239050189414142,51,0.7940299647441909,46,0.7170920992383731,47
01,2022,8,0,0,0,139,139,1015222.625,0.08875753740791908,12,0.09478181943959361,12,0.1801027264938271,23,0.8198972735061729,116,0.6546757237503038,96,0.645734032586822,96,0.613374370000843,93
01,2022,8,1,0,0,59,59,532941.6875,0.048710064240515355,4,0.048710064240515355,4,0.155249685714734,7,0.844750314285266,52,0.8229228436972934,51,0.7940217008865496,46,0.717185855657026,47
01,2022,9,0,0,0,139,139,1008224.375,0.08987526213788405,12,0.09584922308028199,12,0.1800195502426108,23,0.8199804497573893,116,0.6539410643483853,96,0.6515962636817447,96,0.6123057240984867,93
01,2022,9,1,0,0,59,59,534889.75,0.04872291023920424,4,0.04872291023920424,4,0.15827421368844255,7,0.8417257863115575,52,0.820135123469173,51,0.792149638655838,46,0.7160993514537999,47
