state_fips,reference_year,state,premium_reduction_pct,premium_reduction_10pp,reinsurance_active
25,2019,,0.0,0.0,0
25,2020,,0.0,0.0,0
25,2021,,0.0,0.0,0
25,2022,,0.0,0.0,0
25,2023,,0.0,0.0,0
26,2017,,0.0,0.0,0
26,2018,,0.0,0.0,0
26,2019,,0.0,0.0,0
26,2020,,0.0,0.0,0
26,2021,,0.0,0.0,0
26,2022,,0.0,0.0,0
26,2023,,0.0,0.0,0
27,2017,Minnesota,0.0,0.0,0
27,2018,Minnesota,16.78,1.6780000000000002,1
27,2019,Minnesota,20.16,2.016,1
27,2020,Minnesota,21.29,2.129,1
27,2021,Minnesota,21.31,2.131,1
27,2022,Minnesota,14.37,1.4369999999999998,1
27,2023,Minnesota,20.38,2.038,1
28,2017,,0.0,0.0,0
28,2018,,0.0,0.0,0
28,2019,,0.0,0.0,0
28,2020,,0.0,0.0,0
28,2021,,0.0,0.0,0
28,2022,,0.0,0.0,0
28,2023,,0.0,0.0,0
29,2017,,0.0,0.0,0
29,2018,,0.0,0.0,0
29,2019,,0.0,0.0,0
29,2020,,0.0,0.0,0
29,2021,,0.0,0.0,0
29,2022,,0.0,0.0,0
29,2023,,0.0,0.0,0
30,2017,Montana,0.0,0.0,0
30,2018,Montana,0.0,0.0,0
30,2019,Montana,0.0,0.0,0
30,2020,Montana,8.89,0.889,1
30,2021,Montana,9.38,0.9380000000000001,1
30,2022,Montana,9.22,0.922,1
30,2023,Montana,8.26,0.826,1
31,2017,,0.0,0.0,0
31,2018,,0.0,0.0,0
31,2019,,0.0,0.0,0
31,2020,,0.0,0.0,0
31,2021,,0.0,0.0,0
31,2022,,0.0,0.0,0
31,2023,,0.0,0.0,0
32,2017,,0.0,0.0,0
32,2018,,0.0,0.0,0
32,2019,,0.0,0.0,0
32,2020,,0.0,0.0,0
32,2021,,0.0,0.0,0
32,2022,,0.0,0.0,0
32,2023,,0.0,0.0,0
33,2017,New Hampshire,0.0,0.0,0
33,2018,New Hampshire,0.0,0.0,0
33,2019,New Hampshire,0.0,0.0,0
33,2020,New Hampshire,0.0,0.0,0
33,2021,New Hampshire,13.9,1.3900000000000001,1
33,2022,New Hampshire,13.96,1.3960000000000001,1
33,2023,New Hampshire,13.4,1.34,1
34,2017,New Jersey,0.0,0.0,0
34,2018,New Jersey,0.0,0.0,0
34,2019,New Jersey,15.49,1.549,1
34,2020,New Jersey,16.93,1.693,1
34,2021,New Jersey,16.02,1.6019999999999999,1
34,2022,New Jersey,16.03,1.6030000000000002,1
34,2023,New Jersey,14.6,1.46,1
35,2017,,0.0,0.0,0
35,2018,,0.0,0.0,0
35,2019,,0.0,0.0,0
35,2020,,0.0,0.0,0
35,2021,,0.0,0.0,0
35,2022,,0.0,0.0,0
35,2023,,0.0,0.0,0
36,2017,,0.0,0.0,0
36,2018,,0.0,0.0,0
36,2019,,0.0,0.0,0
36,2020,,0.0,0.0,0
36,2021,,0.0,0.0,0
36,2022,,0.0,0.0,0
36,2023,,0.0,0.0,0
37,2017,,0.0,0.0,0
37,2018,,0.0,0.0,0
37,2019,,0.0,0.0,0
37,2020,,0.0,0.0,0
37,2021,,0.0,0.0,0
37,2022,,0.0,0.0,0
37,2023,,0.0,0.0,0
38,2017,North Dakota,0.0,0.0,0
38,2018,North Dakota,0.0,0.0,0
38,2019,North Dakota,0.0,0.0,0
38,2020,North Dakota,20.03,2.003,1
38,2021,North Dakota,12.14,1.214,1
38,2022,North Dakota,10.71,1.0710000000000002,1
38,2023,North Dakota,8.38,0.8380000000000001,1
39,2017,,0.0,0.0,0
39,2018,,0.0,0.0,0
39,2019,,0.0,0.0,0
39,2020,,0.0,0.0,0
39,2021,,0.0,0.0,0
39,2022,,0.0,0.0,0
39,2023,,0.0,0.0,0
40,2017,,0.0,0.0,0
40,2018,,0.0,0.0,0
40,2019,,0.0,0.0,0
40,2020,,0.0,0.0,0
40,2021,,0.0,0.0,0
40,2022,,0.0,0.0,0
40,2023,,0.0,0.0,0
41,2017,Oregon,0.0,0.0,0
41,2018,Oregon,7.15,0.7150000000000001,1
41,2019,Oregon,6.71,0.671,1
41,2020,Oregon,8.0,0.8,1
41,2021,Oregon,8.05,0.805,1
41,2022,Oregon,8.09,0.8089999999999999,1
41,2023,Oregon,8.59,0.859,1
42,2017,Pennsylvania,0.0,0.0,0
42,2018,Pennsylvania,0.0,0.0,0
42,2019,Pennsylvania,0.0,0.0,0
42,2020,Pennsylvania,0.0,0.0,0
42,2021,Pennsylvania,4.92,0.492,1
42,2022,Pennsylvania,5.92,0.592,1
42,2023,Pennsylvania,4.34,0.434,1
44,2017,Rhode Island,0.0,0.0,0
44,2018,Rhode Island,0.0,0.0,0
44,2019,Rhode Island,0.0,0.0,0
44,2020,Rhode Island,3.75,0.375,1
44,2021,Rhode Island,6.4,0.64,1
44,2022,Rhode Island,4.96,0.496,1
44,2023,Rhode Island,5.47,0.5469999999999999,1
45,2017,,0.0,0.0,0
45,2018,,0.0,0.0,0
45,2019,,0.0,0.0,0
45,2020,,0.0,0.0,0
45,2021,,0.0,0.0,0
45,2022,,0.0,0.0,0
45,2023,,0.0,0.0,0
46,2017,,0.0,0.0,0
46,2018,,0.0,0.0,0
46,2019,,0.0,0.0,0
46,2020,,0.0,0.0,0
46,2021,,0.0,0.0,0
46,2022,,0.0,0.0,0
46,2023,,0.0,0.0,0
47,2017,,0.0,0.0,0
47,2018,,0.0,0.0,0
47,2019,,0.0,0.0,0
47,2020,,0.0,0.0,0
47,2021,,0.0,0.0,0
47,2022,,0.0,0.0,0
47,2023,,0.0,0.0,0
48,2017,,0.0,0.0,0
48,2018,,0.0,0.0,0
48,2019,,0.0,0.0,0
48,2020,,0.0,0.0,0
48,2021,,0.0,0.0,0
48,2022,,0.0,0.0,0
48,2023,,0.0,0.0,0
49,2017,,0.0,0.0,0
49,2018,,0.0,0.0,0
49,2019,,0.0,0.0,0
49,2020,,0.0,0.0,0
49,2021,,0.0,0.0,0
49,2022,,0.0,0.0,0
49,2023,,0.0,0.0,0
50,2017,,0.0,0.0,0
50,2018,,0.0,0.0,0
50,2019,,0.0,0.0,0
50,2020,,0.0,0.0,0
50,2021,,0.0,0.0,0
50,2022,,0.0,0.0,0
50,2023,,0.0,0.0,0
51,2017,Virginia,0.0,0.0,0
51,2018,Virginia,0.0,0.0,0
51,2019,Virginia,0.0,0.0,0
51,2020,Virginia,0.0,0.0,0
51,2021,Virginia,0.0,0.0,0
51,2022,Virginia,0.0,0.0,0
51,2023,Virginia,17.14,1.714,1
53,2017,,0.0,0.0,0
53,2018,,0.0,0.0,0
53,2019,,0.0,0.0,0
53,2020,,0.0,0.0,0
53,2021,,0.0,0.0,0
53,2022,,0.0,0.0,0
53,2023,,0.0,0.0,0
54,2017,,0.0,0.0,0
54,2018,,0.0,0.0,0
54,2019,,0.0,0.0,0
54,2020,,0.0,0.0,0
54,2021,,0.0,0.0,0
54,2022,,0.0,0.0,0
54,2023,,0.0,0.0,0
55,2017,Wisconsin,0.0,0.0,0
55,2018,Wisconsin,0.0,0.0,0
55,2019,Wisconsin,9.92,0.992,1
55,2020,Wisconsin,11.04,1.1039999999999999,1
55,2021,Wisconsin,13.04,1.3039999999999998,1
55,2022,Wisconsin,13.12,1.3119999999999998,1
55,2023,Wisconsin,12.5,1.25,1
56,2017,,0.0,0.0,0
56,2018,,0.0,0.0,0
56,2019,,0.0,0.0,0
56,2020,,0.0,0.0,0
56,2021,,0.0,0.0,0
56,2022,,0.0,0.0,0
56,2023,,0.0,0.0,0
<NA>,2017,,0.0,0.0,0
<NA>,2018,,0.0,0.0,0
<NA>,2019,,0.0,0.0,0
<NA>,2020,,0.0,0.0,0
<NA>,2021,,0.0,0.0,0
<NA>,2022,,0.0,0.0,0
<NA>,2023,,0.0,0.0,0
