outcome,cutoff,bandwidth,age_group,rows,persons,min_cell_persons,min_cell_events,coef_post_x_above,se_hc1,t_stat,pre_below_mean_w,pre_above_mean_w,post_below_mean_w,post_above_mean_w
direct_purchase,3.5,0.25,older_50_64,48936,3662,639,1269,0.005831821589770136,0.01581010342333352,0.3688667577697927,0.14213352348522698,0.1319653835738027,0.17007796511595205,0.15980089209011383
direct_purchase,3.5,0.25,age_26_49,76056,5613,1021,1554,0.07962012225345427,0.012023234952262178,6.6221880026118685,0.11912180081859619,0.08715841017867694,0.13414717488595662,0.12539827034085793
direct_purchase,3.5,0.5,all,249672,16892,3145,5338,0.04143535200147519,0.0067075676728559075,6.177403497419072,0.12472670554438714,0.09828401252969825,0.15462667310975683,0.13105626345913649
direct_purchase,3.5,0.5,older_50_64,98172,6712,1208,2385,-0.0022691696849566068,0.011209256478387424,-0.202437127683874,0.14939638284356851,0.11691332935222565,0.18169226077531972,0.14764659494822138
direct_purchase,3.5,0.5,age_26_49,151500,10315,1948,2953,0.06312172970326513,0.008327146402964732,7.580235371001976,0.11135957455353988,0.08803090042744474,0.14065561058675932,0.12293866442769216
direct_purchase,3.5,1.0,all,496572,29482,5510,9330,0.012811543647639478,0.004749105846686582,2.6976749015981616,0.1322142086142565,0.0984350832203158,0.15644090413882503,0.11763627357436568
direct_purchase,3.5,1.0,older_50_64,196536,11826,2181,4337,-9.073447897378628e-05,0.00793772395826395,-0.011430792938991382,0.16300597144027973,0.11619844078901125,0.180832842965944,0.13992959722600462
direct_purchase,3.5,1.0,age_26_49,300036,18039,3365,4993,0.019854798445345212,0.0059024969410690475,3.3637964819934587,0.11553036776643842,0.08848615048253071,0.14382780973358186,0.10623702816948859
direct_purchase,4.0,0.1,all,46260,3624,588,720,-0.034280956484380454,0.013142283701795338,-2.608447455726238,0.09240006135642245,0.0969246648647202,0.11194299773042173,0.09560672456982607
direct_purchase,4.0,0.1,older_50_64,18156,1436,227,384,-0.06339005659261399,0.022734295938444563,-2.7883008457464027,0.10677982988485135,0.120410254209681,0.11939716006241088,0.13819196176321738
direct_purchase,4.0,0.1,age_26_49,28104,2194,361,330,-0.019804366078734703,0.01594844899786884,-1.2417737976514909,0.08487021408446829,0.08444037307809088,0.10854990337503502,0.07519139150908162
direct_purchase,4.0,0.25,all,115296,8491,1452,1833,-0.00596279745594086,0.008639019342742454,-0.690216935438412,0.09384541535190703,0.09965783685186518,0.12623858041152558,0.09216237357850518
direct_purchase,4.0,0.25,older_50_64,46092,3407,570,892,0.017906151452780295,0.015087627310640221,1.1868102972130263,0.10119355830071625,0.12033886354631539,0.13952025796020953,0.11939740111253452
direct_purchase,4.0,0.25,age_26_49,69204,5116,884,941,-0.016659750252611016,0.010480580305824081,-1.5895828061498807,0.08969994923379133,0.08815898499498971,0.11956500855251431,0.07831889349881986
direct_purchase,4.0,0.5,all,231984,15602,2766,3992,-0.03243665132871265,0.006298534439481384,-5.149872822062946,0.09834945972824843,0.09859958994036233,0.13071760494528867,0.10256587210348728
direct_purchase,4.0,0.5,older_50_64,92748,6347,1110,1952,-0.03621303983974977,0.010370408182782563,-3.4919589664630903,0.11665797376682867,0.11543793050037218,0.14740634416852952,0.13177910309605434
direct_purchase,4.0,0.5,age_26_49,139236,9384,1669,2040,-0.030526546465258875,0.007880146893336416,-3.8738550027630363,0.0882686557223955,0.08898841793372357,0.12256350549835801,0.086882370835687
direct_purchase,4.0,1.0,all,454440,27496,4922,6871,-0.02061166476026588,0.004496497345941948,-4.583937935350443,0.11185140400243722,0.09400680101920539,0.14298233755682885,0.0977830257574036
direct_purchase,4.0,1.0,older_50_64,182340,11229,2020,3282,-0.013880181739312158,0.007417479422034978,-1.8712801141151185,0.13349794748935714,0.10372627733666254,0.16517587578274162,0.1175943725424536
direct_purchase,4.0,1.0,age_26_49,272100,16619,2926,3589,-0.024402739462143663,0.005623786059868797,-4.339201243141347,0.10003268461687014,0.08831316718570174,0.1318237525318917,0.08669626901127582
direct_purchase,4.5,0.1,all,40092,3163,501,488,-0.0036610220760294743,0.01453429887940697,-0.251888454090938,0.11069819964819254,0.0888516613716405,0.12018699673780608,0.07607874578336993
direct_purchase,4.5,0.1,older_50_64,16200,1276,198,204,-0.10320252679077324,0.021126882433729694,-4.884891422787839,0.11856998987009161,0.10715926797930965,0.14460575976915643,0.07056776740004245
direct_purchase,4.5,0.1,age_26_49,23892,1889,303,284,0.04244949697842326,0.01868265054202108,2.2721346140337912,0.10628084368636587,0.07752555603432369,0.10752357659110891,0.07900919286913746
direct_purchase,4.5,0.25,all,101868,7529,1307,1552,-0.014558136137202915,0.009090662481061548,-1.601438417445558,0.0973206693809776,0.09202337364843342,0.1126455445826403,0.09877899230255281
direct_purchase,4.5,0.25,older_50_64,41376,3083,504,726,-0.04605283718230946,0.014231042304515234,-3.2360832184229955,0.11045604696118702,0.09579973602683918,0.1425942366790976,0.11579755478728439
direct_purchase,4.5,0.25,age_26_49,60492,4478,803,826,0.0020860246878970923,0.011670586213776405,0.17874206571000428,0.08958638053351786,0.08987680854562864,0.09554990449724161,0.09016518036089133
direct_purchase,4.5,0.5,all,205140,14011,2469,2879,-0.00402572547638802,0.0064493005755960255,-0.6242111728551238,0.09882919270623847,0.08870325249744809,0.10236715047153466,0.09226420213598385
direct_purchase,4.5,0.5,older_50_64,84360,5824,1026,1330,-0.01332889530005743,0.010456583454929579,-1.2746893244345263,0.1165412839928468,0.09066861196256856,0.13165873144618245,0.10213195468919214
direct_purchase,4.5,0.5,age_26_49,120780,8296,1447,1549,0.001960301657235153,0.008158727916895179,0.2402705026081014,0.08869042157993715,0.08751718830097818,0.08666634470533427,0.0864745633763015
direct_purchase,4.5,1.0,all,408996,24936,4448,5501,0.0031389715800431706,0.004575149305518418,0.6860916159079289,0.09846908057440434,0.0813112045685752,0.11747528286178573,0.09234667040573113
direct_purchase,4.5,1.0,older_50_64,166800,10401,1860,2531,-0.005619544847779823,0.007466539451332587,-0.7526304366846782,0.11606748124765738,0.08389086218302236,0.13981254749112254,0.10271752112850639
direct_purchase,4.5,1.0,age_26_49,242196,14851,2608,2970,0.007022500930547904,0.0057773795173169575,1.215516638555396,0.08861054870892676,0.07976001372989765,0.10606275864831294,0.08609992121561179
direct_purchase,5.0,0.1,all,36000,2852,518,385,-0.018868282084838706,0.01526959495306533,-1.2356766595862418,0.09394591086531018,0.09025786944596302,0.054503106059561345,0.09937650766352542
direct_purchase,5.0,0.1,older_50_64,15624,1245,218,228,0.061202855226813124,0.02473217091691752,2.474625273794651,0.09854746071964025,0.0783041604514617,0.06926638990742585,0.10309505462275328
direct_purchase,5.0,0.1,age_26_49,20376,1610,286,157,-0.07854328333658445,0.018433936478116014,-4.2607981984655146,0.09124497075375244,0.09827870152353733,0.043551431131279454,0.09658911114402871
direct_purchase,5.0,0.25,all,90144,6734,1189,1327,0.044567996579830016,0.009014947964784045,4.943788555844166,0.08498379912277243,0.07683784460089321,0.0850506710105344,0.09752018140837655
direct_purchase,5.0,0.25,older_50_64,38676,2899,487,604,0.05398565850251624,0.01491025236683163,3.6207072271029563,0.08537161942000929,0.07336372104243474,0.08972772726821027,0.10982241166181787
direct_purchase,5.0,0.25,age_26_49,51468,3864,702,723,0.03679516417402606,0.01117234398637634,3.293414901912654,0.08473495613470254,0.0789141820549998,0.08184960892439672,0.08947598815396064
direct_purchase,5.0,0.5,all,177264,12321,2211,2622,0.02310546064651131,0.006441221013878047,3.5871243350801088,0.08873477790219253,0.07290298172488942,0.0936765542891946,0.09243510476956492
direct_purchase,5.0,0.5,older_50_64,74148,5235,908,1201,0.03366280019189705,0.010256085099594,3.282227074464274,0.0912213431401274,0.07614423590975719,0.10302349439386593,0.10332455666592873
direct_purchase,5.0,0.5,age_26_49,103116,7187,1308,1421,0.015804796286915224,0.00825848380935196,1.9137648812749106,0.087235880222414,0.07096193208636964,0.08819803495048543,0.08568989581805084
direct_purchase,5.0,1.0,all,364812,22529,4028,4732,0.019271118506794083,0.0045815419680018035,4.206251659678456,0.09414090531213348,0.0726091102776462,0.09768143938237413,0.08585506043246803
direct_purchase,5.0,1.0,older_50_64,152256,9585,1714,2129,0.014314420028887387,0.0073401569188323535,1.950151772935731,0.10434794857336382,0.08199335114440942,0.11753832603866658,0.0944443348654981
direct_purchase,5.0,1.0,age_26_49,212556,13216,2333,2603,0.022065535488369203,0.005857088025733219,3.767321814427901,0.0881529194085213,0.06681883038726134,0.08657894425567678,0.08062125580013377
marketplace,3.0,0.1,all,52884,4132,725,1246,0.061689710317188284,0.01367900602262049,4.509809427320537,0.10541354163807092,0.09379122313606837,0.13452723650087273,0.15574170266759305
marketplace,3.0,0.1,older_50_64,21060,1647,282,423,0.1843797702126999,0.021903786695836935,8.417712095769422,0.14424784440234245,0.10966774690479134,0.12150668102519754,0.17450780144469943
marketplace,3.0,0.1,age_26_49,31824,2496,443,780,-0.01005759141269591,0.017269177943740163,-0.5824012842685223,0.08363478602602274,0.08571495718179901,0.14189768677704695,0.14593822642141413
marketplace,3.0,0.25,all,134004,9738,1729,3159,0.02794521423445584,0.009364772951862358,2.9840781381569337,0.10405398512175508,0.09381568797591439,0.14162012835355625,0.14145817594322235
marketplace,3.0,0.25,older_50_64,52824,3874,669,1172,0.09676188968992672,0.015306194343637837,6.3217470990851945,0.13849758637642978,0.11512005175886848,0.13917969814708606,0.17616669226862763
marketplace,3.0,0.25,age_26_49,81180,5915,1056,1727,-0.011784953119092778,0.01173687007860029,-1.0040967515334567,0.08460560755435138,0.08254523351365192,0.14286537286379375,0.12354848069127881
marketplace,3.0,0.5,all,264792,17633,3269,5702,0.030472016918821954,0.00645494374677301,4.720725402766784,0.10820664613258503,0.0953663695955172,0.13929887736458776,0.1331834973211305
marketplace,3.0,0.5,older_50_64,103848,6942,1264,2531,0.09056564654541388,0.010446939693505202,8.669107815537405,0.1386331385346628,0.107604815085026,0.1519686072294616,0.15670396381960577
marketplace,3.0,0.5,age_26_49,160944,10838,2013,3118,-0.003510875704090921,0.00815223009218818,-0.4306644518602577,0.09171682000682706,0.0887369119343787,0.13273548420127468,0.12104432698250929
marketplace,3.0,1.0,all,527436,31021,6028,10139,0.007484405113469261,0.004517573817824055,1.6567311161445983,0.11822265789372366,0.08218223161736544,0.14983510479024822,0.12214843812616397
marketplace,3.0,1.0,older_50_64,206148,12219,2339,4432,0.04803104486936838,0.007535725789931214,6.373778214375128,0.14790507663395788,0.0929533069233927,0.16078224916330874,0.13730857485501252
marketplace,3.0,1.0,age_26_49,321288,19221,3719,5707,-0.014161949540668628,0.005624296417713458,-2.5179948724015024,0.10259449208780386,0.07630217811946348,0.1441551440659766,0.11452699750753116
marketplace,3.5,0.1,all,49260,3860,690,925,0.054173758724854526,0.014845970617977116,3.649054690924354,0.10005949732194637,0.07201988671946878,0.10806499830077826,0.12021373577333912
marketplace,3.5,0.1,older_50_64,18768,1475,251,407,0.11511000762546475,0.024802788775621677,4.641010680968456,0.10490964324066994,0.09641846098374986,0.12476612290474157,0.11569360589097583
marketplace,3.5,0.1,age_26_49,30492,2398,439,510,0.02834534424520485,0.018236292056479968,1.554337041620958,0.09747191021603371,0.059318717804721185,0.09995604584023543,0.12231231066753043
marketplace,3.5,0.25,all,124992,9232,1658,2427,0.048723814701300716,0.00893500918265491,5.453135380754375,0.09668019541058942,0.07206298650706268,0.1251154438365179,0.11180841278333094
marketplace,3.5,0.25,older_50_64,48936,3662,639,1031,-2.6422438326179076e-06,0.014403026073731616,-0.00018345060399750708,0.09971766144987544,0.08891223480868986,0.1364153296397039,0.13136894545669778
marketplace,3.5,0.25,age_26_49,76056,5613,1021,1396,0.07076365379204685,0.01123496725613709,6.298518916767851,0.09499861651592578,0.06303483159756956,0.11929544464463485,0.10247816255852088
marketplace,3.5,0.5,all,249672,16892,3145,4437,0.03671775890611251,0.006204824353255376,5.917614555333617,0.09529236446663354,0.06831606028361059,0.1332503044456281,0.1108726376117124
marketplace,3.5,0.5,older_50_64,98172,6712,1208,1848,0.012564708735390173,0.010222500556927071,1.22912282228989,0.10759448725328126,0.0777015623082376,0.1563235694560381,0.1167736992746256
marketplace,3.5,0.5,age_26_49,151500,10315,1948,2589,0.049673399503384896,0.0077578669812986036,6.402971283618216,0.08862652588429978,0.06315051367172078,0.12134005028623722,0.10798526598379324
marketplace,3.5,1.0,all,496572,29482,5510,7539,0.016273139196131492,0.004401144590549642,3.6974788856230694,0.10199903448889557,0.06702574640524772,0.1363281741672259,0.0959230171002887
marketplace,3.5,1.0,older_50_64,196536,11826,2181,3232,9.984525805695199e-05,0.007259806988282677,0.01375315600237061,0.12363500236207985,0.07523524624567479,0.15426602376431464,0.1050756163825758
marketplace,3.5,1.0,age_26_49,300036,18039,3365,4307,0.024798374239247467,0.005506527003064008,4.50345094565937,0.09027606017838799,0.06242775520862821,0.12705249534568072,0.09124301841809926
marketplace,4.0,0.1,all,46260,3624,588,568,-0.027758350133076926,0.011381047628800031,-2.438997800416344,0.06582310242126968,0.06148407119425094,0.09157637930629281,0.07524606245034277
marketplace,4.0,0.1,older_50_64,18156,1436,227,240,-0.07950696344745867,0.01800757904679294,-4.415194471220076,0.06649543704932387,0.0663761124501267,0.08299817749267474,0.09589455296171145
marketplace,4.0,0.1,age_26_49,28104,2194,361,292,0.0009524042252307963,0.014216048030256282,0.06699500615106087,0.06547103993466669,0.05888359693859059,0.09548113035098711,0.0653471904756052
marketplace,4.0,0.25,all,115296,8491,1452,1508,-0.0009002507857085451,0.00778051921984645,-0.11570574665662374,0.06430671979981178,0.06589179081398427,0.11098927225983744,0.07662224746419154
marketplace,4.0,0.25,older_50_64,46092,3407,570,696,0.011308168468265434,0.01291297788725748,0.8757211982392016,0.06602808397030058,0.0709002125670053,0.10628999722362653,0.09267386121398935
marketplace,4.0,0.25,age_26_49,69204,5116,884,812,-0.005642896392364483,0.009665453859739877,-0.583821150486186,0.06333560956210799,0.06310705963861202,0.11335049127938206,0.068463261947673
marketplace,4.0,0.5,all,231984,15602,2766,3102,-0.03165272436195932,0.0057725556046813245,-5.483312163557186,0.06832076581864506,0.06562067369993146,0.11058613499299795,0.07913486860845535
marketplace,4.0,0.5,older_50_64,92748,6347,1110,1384,-0.02019611086312456,0.009050699479548088,-2.2314419906176113,0.07753185088149599,0.07261153838807363,0.11658368492103978,0.09272040268738045
marketplace,4.0,0.5,age_26_49,139236,9384,1669,1718,-0.036959979360023154,0.0073673828829810654,-5.016704024627539,0.06324907387225484,0.06163035156851877,0.10765573876012496,0.07184129875290673
marketplace,4.0,1.0,all,454440,27496,4922,5235,-0.019475924228658736,0.004085256985603456,-4.767368196735814,0.08215724049681529,0.06382380925955168,0.12219521183721922,0.07338739652884069
marketplace,4.0,1.0,older_50_64,182340,11229,2020,2260,-0.008773377268883609,0.006476978154013102,-1.354547917294992,0.09296375880548526,0.06684715125244474,0.13713696033991477,0.07985406051254418
marketplace,4.0,1.0,age_26_49,272100,16619,2926,2975,-0.02503922806308767,0.005204049125453957,-4.811489565042002,0.07625702795238119,0.06205274652954939,0.11468272016548182,0.06976854459897754
marketplace,4.5,0.1,all,40092,3163,501,386,-0.013012446064026184,0.01206928724859016,-1.0781453615288008,0.0738761544815031,0.06356639778659823,0.10298255955418918,0.05243877742397704
marketplace,4.5,0.1,older_50_64,16200,1276,198,121,-0.09167195043174331,0.018257511881622487,-5.021053855866187,0.07984678656842856,0.0747303200175652,0.12040458419684581,0.03727259814809961
marketplace,4.5,0.1,age_26_49,23892,1889,303,265,0.025721195293211374,0.015520779331833136,1.6572102948759264,0.07052565777089705,0.056659773568849485,0.0939476048526417,0.06050335013137136
marketplace,4.5,0.25,all,101868,7529,1307,1237,-0.03505267647786692,0.007692911335056897,-4.556490378113485,0.06502114744277937,0.06536728712816334,0.08141121276787354,0.0767596672620683
marketplace,4.5,0.25,older_50_64,41376,3083,504,476,-0.06925558077240834,0.011816067099335291,-5.861136382367386,0.07398088449758315,0.06701090171639135,0.09242352859353255,0.07177761825593061
marketplace,4.5,0.25,age_26_49,60492,4478,803,761,-0.016666027076389867,0.00994065165321913,-1.6765527711649393,0.0597455324894987,0.06443302146083071,0.07512504216463452,0.07928129229717411
marketplace,4.5,0.5,all,205140,14011,2469,2133,-0.006408751416036473,0.005533061874039272,-1.1582649104478433,0.06574477009371092,0.0617488700646161,0.07898154460397205,0.06675551200208803
marketplace,4.5,0.5,older_50_64,84360,5824,1026,876,-0.02440536196385168,0.00866037605775434,-2.8180487545918482,0.07329306316041112,0.06042026708403306,0.09263570862294954,0.06582878465703224
marketplace,4.5,0.5,age_26_49,120780,8296,1447,1257,0.0036142091251419872,0.007108918817306502,0.5084048950373827,0.06142396942939957,0.06255066152035682,0.07166267105640366,0.06729924437961385
marketplace,4.5,1.0,all,408996,24936,4448,4054,-0.002679656099238703,0.003966013162326112,-0.6756548678893073,0.06702948916233956,0.054490415407027,0.0957917419892488,0.06641744873945643
marketplace,4.5,1.0,older_50_64,166800,10401,1860,1800,-0.016797821977059257,0.006320269341136277,-2.6577699573226248,0.07515045359893119,0.05294495009192435,0.1049877216606301,0.07203327916855108
marketplace,4.5,1.0,age_26_49,242196,14851,2608,2254,0.004366948989760089,0.005070099632237942,0.8613142357189768,0.06248016742776686,0.055419729291495703,0.09109334483060982,0.06303482516087629
marketplace,5.0,0.1,all,36000,2852,518,266,-0.02196004292834164,0.013562289756204774,-1.6191987727068635,0.06499894478380223,0.05675546875526459,0.034590615967547964,0.07897358992125933
marketplace,5.0,0.1,older_50_64,15624,1245,218,144,0.09594944955973839,0.0213377819421545,4.496692759343582,0.0549549266712111,0.041688080465994856,0.0366965810524125,0.08819805929363178
marketplace,5.0,0.1,age_26_49,20376,1610,286,122,-0.107930178604137,0.016280270580941725,-6.629507664969893,0.07089441310649834,0.06686555185762508,0.03302837241405264,0.07205899287443492
marketplace,5.0,0.25,all,90144,6734,1189,896,0.05851511976690049,0.0076925719783879805,7.6067042247114145,0.057865569687018614,0.04861576609706362,0.05580061278378137,0.06906936850894216
marketplace,5.0,0.25,older_50_64,38676,2899,487,400,0.07593710882548255,0.012417262779487214,6.115446711084136,0.05397932301466132,0.04173894193667329,0.0603974605500084,0.07839673774860206
marketplace,5.0,0.25,age_26_49,51468,3864,702,496,0.044290899868765776,0.009640994724946983,4.594017643652361,0.06035916076829045,0.052725754509755286,0.05265444684317152,0.0629703800187755
marketplace,5.0,0.5,all,177264,12321,2211,1921,0.030274020701568705,0.00547116186180912,5.533380562708879,0.061576739343023205,0.04623415072245754,0.06823573484997351,0.06605492858888207
marketplace,5.0,0.5,older_50_64,74148,5235,908,888,0.03380864294573982,0.008762696016470522,3.8582466951030234,0.060294611872060984,0.04440103966507291,0.06679381334903173,0.07846525410318805
marketplace,5.0,0.5,age_26_49,103116,7187,1308,997,0.026306114589436103,0.006966920623365733,3.775859667642886,0.062349603799618625,0.04733192317483562,0.0690808878882242,0.058367651070511034
marketplace,5.0,1.0,all,364812,22529,4028,3453,0.019951319858242944,0.0038891099997047434,5.130047712653441,0.063894677425946,0.0437577413539163,0.0733111546706197,0.061583079049560896
marketplace,5.0,1.0,older_50_64,152256,9585,1714,1508,0.028133139498912385,0.006235424233098001,4.511824448059206,0.06722634070661151,0.04436467234054327,0.07981600137069784,0.06719276035447654
marketplace,5.0,1.0,age_26_49,212556,13216,2333,1945,0.014496076258212032,0.004963709291156768,2.9204120160779588,0.06194014933689756,0.04338325178820573,0.06967412787797066,0.0581648652960589
subsidized_private,3.0,0.1,all,52884,4132,725,502,0.02834651450575254,0.008742591900303751,3.2423467581470518,0.041033666735509844,0.045344626424952975,0.06136954356974498,0.05630975832845845
subsidized_private,3.0,0.1,older_50_64,21060,1647,282,180,0.11223278582527474,0.015488574286800297,7.24616635121297,0.06874703598150098,0.06541384259806002,0.0640817093125451,0.08959237594615062
subsidized_private,3.0,0.1,age_26_49,31824,2496,443,205,-0.013429882204029298,0.010713797830088771,-1.2535127521552292,0.02549166770288696,0.035135569979798074,0.05983428781315332,0.038922801396112365
subsidized_private,3.0,0.25,all,134004,9738,1729,1393,-0.015332033432735592,0.006162608788299499,-2.4879128238426267,0.0482404240856651,0.04585508645919793,0.06645451384415312,0.05926649023770302
subsidized_private,3.0,0.25,older_50_64,52824,3874,669,603,0.02047312612535168,0.011123361835613693,1.840552022663043,0.07652159916151129,0.07144559404207264,0.07840880869478727,0.09569904521625158
subsidized_private,3.0,0.25,age_26_49,81180,5915,1056,600,-0.033826181713776604,0.007359680866484462,-4.596147893833138,0.032271624340886554,0.03231717219349536,0.06035476143285872,0.040467186032415475
subsidized_private,3.0,0.5,all,264792,17633,3269,2494,-0.009875323258770385,0.004179979032745597,-2.3625293766805884,0.047209209503636,0.045248026882964754,0.056613343331567444,0.05781061048315238
subsidized_private,3.0,0.5,older_50_64,103848,6942,1264,1205,0.026871740177820458,0.00790116185528352,3.4009859144767782,0.06607782377251684,0.0654100107468397,0.07111258214933691,0.0853220312752122
subsidized_private,3.0,0.5,age_26_49,160944,10838,2013,1098,-0.030590764121466885,0.0048291838643285505,-6.334561901324546,0.03698324706221461,0.0343264585755603,0.04910219621598217,0.04361166492763166
subsidized_private,3.0,1.0,all,527436,31021,6028,4611,-0.006847381296372745,0.0030750985538862533,-2.2267192990348716,0.05405809745342834,0.03889165694058779,0.06087210174575328,0.055714298292850954
subsidized_private,3.0,1.0,older_50_64,206148,12219,2339,2535,0.0020381835760160394,0.005593840416772132,0.3643621240793552,0.07532993774171202,0.05256788141307076,0.0769285745216729,0.07613663035776692
subsidized_private,3.0,1.0,age_26_49,321288,19221,3719,2076,-0.011597676989245798,0.0036425202100826967,-3.183970525995378,0.042858206705585634,0.03142564920573181,0.05254114970660857,0.045447399391433226
subsidized_private,3.5,0.1,all,49260,3860,690,379,0.06052779394084418,0.009333581294420489,6.484948492067779,0.05058857553713658,0.031886180242837577,0.049821796936392326,0.0479465439040473
subsidized_private,3.5,0.1,older_50_64,18768,1475,251,191,0.08333710746950507,0.018199446276332125,4.579101265178747,0.06719204311217808,0.032198755253609095,0.08201898383521485,0.05141773830104356
subsidized_private,3.5,0.1,age_26_49,30492,2398,439,188,0.048772745774815274,0.010846343183307735,4.496699482077552,0.04173050830976481,0.031723463029637536,0.0341889899178873,0.04633496158142049
subsidized_private,3.5,0.25,all,124992,9232,1658,1081,0.034826078464375465,0.006183993920466635,5.6316482377375205,0.04444749329203127,0.03368781408115238,0.056184726428920195,0.05530069502314228
subsidized_private,3.5,0.25,older_50_64,48936,3662,639,573,0.005839529773181695,0.010468548002841383,0.5578165922911874,0.05910493859319747,0.039405130853112494,0.07450376887345306,0.07131109037322612
subsidized_private,3.5,0.25,age_26_49,76056,5613,1021,498,0.04672715558982299,0.007613319254580526,6.137553677616995,0.036332949672665774,0.030624364569347494,0.04674951495154469,0.04766383782150731
subsidized_private,3.5,0.5,all,249672,16892,3145,2117,0.014535634240521955,0.004448550999975142,3.2674986171009794,0.045459258604000886,0.032206463352065874,0.0576763117995124,0.053572252866884065
subsidized_private,3.5,0.5,older_50_64,98172,6712,1208,1139,0.01648580387870524,0.007725225465375096,2.134022359942187,0.06548838124010987,0.03919964145083049,0.08511491449913244,0.0664115835778316
subsidized_private,3.5,0.5,age_26_49,151500,10315,1948,978,0.013499089075130977,0.005414799925589368,2.492998681509305,0.03460658701605527,0.028357592259221895,0.04351270158727843,0.04729000717383372
subsidized_private,3.5,1.0,all,496572,29482,5510,3409,0.009154875801861029,0.003076264454060274,2.9759716495692587,0.04626107882776348,0.030887085141142682,0.05719494665466998,0.042326780682361696
subsidized_private,3.5,1.0,older_50_64,196536,11826,2181,1874,0.012095332615813525,0.005421003637206025,2.2311980262841953,0.06575502351831723,0.03893572298808801,0.0780064712897839,0.057490397745334855
subsidized_private,3.5,1.0,age_26_49,300036,18039,3365,1535,0.007555522781588997,0.0037125119686658875,2.035151090517324,0.03569871276411931,0.026379189814463664,0.04643328778039097,0.03457316821849273
subsidized_private,4.0,0.1,all,46260,3624,588,224,-0.03547500566703027,0.008528121600539262,-4.15976780452885,0.031926842086459774,0.029324424015362605,0.042480641638875744,0.030559523528035554
subsidized_private,4.0,0.1,older_50_64,18156,1436,227,144,-0.060365877555663916,0.014423739872362458,-4.18517514111107,0.03825653619761027,0.04334373079513135,0.04285933262385038,0.05582834559321881
subsidized_private,4.0,0.1,age_26_49,28104,2194,361,64,-0.022111886054892338,0.010334284839131132,-2.1396629180535944,0.028612349934453052,0.021872147050362483,0.042308263551798266,0.018445667823282996
