period,fpl_bin_left,fpl_bin_mid,person_months,persons,uninsured,employer_private,direct_purchase,marketplace_flag,market_or_subsidy,private
post_2021_2023,4.150000095367432,4.175000190734863,3486,1642,0.09501198550862236,0.7206749338087381,0.11494299429387399,0.09004234676127612,0.11494299429387399,0.836176731610327
post_2021_2023,4.199999809265137,4.224999904632568,3383,1625,0.09233738622442227,0.6926838625283207,0.10646503917989297,0.0751690673738638,0.10646503917989297,0.8405708686293089
post_2021_2023,4.25,4.275000095367432,3239,1562,0.08947746049747848,0.7293713385120946,0.08137630223701592,0.05966811633391233,0.08137630223701592,0.8556158718895791
post_2021_2023,4.300000190734863,4.325000286102295,3296,1581,0.07770187135419113,0.7313434715239826,0.08599115780798973,0.06327270906627123,0.08691033909262241,0.8593350075639338
post_2021_2023,4.349999904632568,4.375,3378,1627,0.07072138229542567,0.7221380100069962,0.09925687374490905,0.08125968158545477,0.09925687374490905,0.8618454301022341
post_2021_2023,4.400000095367432,4.425000190734863,3322,1612,0.0794693990876937,0.7010713251611378,0.09449659722402974,0.0735007744203355,0.09449659722402974,0.8530191277419342
post_2021_2023,4.449999809265137,4.474999904632568,2961,1547,0.07397511825781936,0.7230109486880928,0.10641182312161802,0.07867882061743732,0.10767560865451185,0.8670748903715855
post_2021_2023,4.5,4.525000095367432,3268,1646,0.07401711500724859,0.7190686898949565,0.0886416122134853,0.07253269418211791,0.0886416122134853,0.8706391303581241
post_2021_2023,4.550000190734863,4.575000286102295,3409,1649,0.08214345829811155,0.7230778021604289,0.09286082411441815,0.0710306153505892,0.09286082411441815,0.8696485785671981
post_2021_2023,4.599999904632568,4.625,3070,1564,0.07165259566611008,0.712577135266601,0.10281568784444291,0.08598283123348077,0.10281568784444291,0.8647368459463757
post_2021_2023,4.650000095367432,4.675000190734863,3374,1657,0.06463369796651987,0.7263126637130894,0.09870197454935961,0.078113516283522,0.09870197454935961,0.87678849994537
post_2021_2023,4.699999809265137,4.724999904632568,3271,1590,0.08067276566728206,0.7110588303053584,0.09207600056816398,0.06906026096382019,0.09207600056816398,0.8670392673090698
post_2021_2023,4.75,4.775000095367432,3062,1552,0.09092030561755521,0.7006427448038312,0.1060130798982217,0.08460445959226126,0.1061655322930393,0.8507451085826584
post_2021_2023,4.800000190734863,4.825000286102295,3006,1598,0.09094002776063372,0.7096821536704696,0.09957332450747802,0.07409991694870773,0.0999645883360432,0.848297657937783
post_2021_2023,4.849999904632568,4.875,3105,1543,0.101827245819752,0.7164889221558965,0.08306062307509265,0.061448787827109275,0.08330125017874788,0.8448308296304509
post_2021_2023,4.900000095367432,4.925000190734863,2978,1538,0.06701925358392025,0.7606690457311518,0.07481139162523832,0.050227418102025405,0.07504221001026143,0.8882179764373586
post_2021_2023,4.949999809265137,4.974999904632568,2959,1577,0.07241666005748218,0.7445109086181707,0.0698071253158937,0.053635638286617146,0.0719792798871178,0.8717128371435925
post_2021_2023,5.0,5.025000095367432,82,73,0.06372620471428342,0.6945843540069293,0.05016416714405659,0.02438161732213193,0.05016416714405659,0.9317557487813066
pre_2017_2020,3.0,3.0250000953674316,8673,2464,0.15749837656655363,0.6120989089512641,0.13251100417173353,0.10308407072920672,0.13461470348592164,0.7582891503605333
pre_2017_2020,3.049999952316284,3.075000047683716,7916,2310,0.12384623324016814,0.6364886149300883,0.14373111712910588,0.10605241524452978,0.1456180552255688,0.797742206357488
pre_2017_2020,3.0999999046325684,3.125,8274,2343,0.13731516370117933,0.6300931270321565,0.13064794449510514,0.09912008144789974,0.1313543960196785,0.7933995152763534
pre_2017_2020,3.1500000953674316,3.1750001907348633,8399,2368,0.14681853932487937,0.6281933719683994,0.12685189608444444,0.09554917243424896,0.1278622421910917,0.777973141475408
pre_2017_2020,3.200000047683716,3.2250001430511475,8323,2341,0.1373151990351794,0.6230013189159446,0.09915986654348105,0.08037192477778368,0.10238956316582085,0.7804149202631953
pre_2017_2020,3.25,3.2750000953674316,8389,2483,0.14910098750357875,0.6146127446238605,0.11661882711361114,0.09793163152805419,0.1175373551358988,0.7490451926423097
pre_2017_2020,3.299999952316284,3.325000047683716,8066,2435,0.13274187445763255,0.6428585887990325,0.11233069911759754,0.08836730349115722,0.11532999940217008,0.7878705579407672
pre_2017_2020,3.3499999046325684,3.375,7939,2415,0.13290886813808558,0.6233560196851177,0.11709520105823623,0.08834239088170874,0.11886198917802676,0.7865051913618831
pre_2017_2020,3.4000000953674316,3.4250001907348633,7794,2303,0.11437140304330466,0.6379289594113521,0.12292998231568975,0.08544175947981274,0.1250152959422383,0.8119513953165854
pre_2017_2020,3.450000047683716,3.4750001430511475,7646,2331,0.1359428343503649,0.6241545188471309,0.12108045377700637,0.08999606078270235,0.12200315140724728,0.7857503291801629
pre_2017_2020,3.5,3.5250000953674316,7813,2277,0.12387142281641081,0.6613631894265197,0.09899218307900527,0.07103069687703503,0.10076162394145458,0.8066474352145354
pre_2017_2020,3.549999952316284,3.575000047683716,7790,2262,0.13094244535257984,0.6367712326610563,0.10339925309611121,0.06754083121882631,0.10488335813006945,0.8098159174695628
pre_2017_2020,3.5999999046325684,3.625,7168,2134,0.13763128048710457,0.6378509565042055,0.09405977238461923,0.062261041198062195,0.09436400615570578,0.7972961619532116
pre_2017_2020,3.6500000953674316,3.6750001907348633,7618,2234,0.1128285058736552,0.6423878022969695,0.11539212841878621,0.0844877977881009,0.11583627454189142,0.8237216681751346
pre_2017_2020,3.700000047683716,3.7250001430511475,7495,2294,0.11682579878652549,0.6635374066638503,0.10667079450428013,0.07595048134431831,0.10693522161514175,0.8249022107137802
pre_2017_2020,3.75,3.7750000953674316,7950,2344,0.11494286601036939,0.6803774742093551,0.08854274303318938,0.06309579601750849,0.08874259627849439,0.83355950558569
pre_2017_2020,3.799999952316284,3.825000047683716,7541,2294,0.10342667218987946,0.6966989760075839,0.09842583938017631,0.06720666877253778,0.09842583938017631,0.846273147151557
pre_2017_2020,3.8499999046325684,3.875,7386,2269,0.10358873962178379,0.6728999965882538,0.10832551722700957,0.07694422686937297,0.10867444763781621,0.8486866783264052
pre_2017_2020,3.9000000953674316,3.9250001907348633,7690,2356,0.09788891203264521,0.6916371053430316,0.09755067435274191,0.06788750585343603,0.09902400871010726,0.8480312903549257
pre_2017_2020,3.950000047683716,3.9750001430511475,7256,2268,0.08768126421402765,0.7207540891892811,0.07370558218202576,0.05242482245058421,0.07558208321023192,0.8569872122147613
pre_2017_2020,4.0,4.025000095367432,7333,2204,0.10166283511301455,0.7049531309296178,0.06876014514786707,0.04632052853694804,0.0697114909508216,0.8487975302622519
pre_2017_2020,4.050000190734863,4.075000286102295,7695,2326,0.09773057053909161,0.6935131936708014,0.09947748553029286,0.06803841269450472,0.10023303317727336,0.8553744904144259
pre_2017_2020,4.099999904632568,4.125,6957,2166,0.09139876597788171,0.6878023654196013,0.10087030925459578,0.07550463764121003,0.1012028203061207,0.8561510743029402
pre_2017_2020,4.150000095367432,4.175000190734863,7006,2221,0.0926865752225977,0.694902290773982,0.09642671566517132,0.07112666607900303,0.09764968534006899,0.8645947433876474
pre_2017_2020,4.199999809265137,4.224999904632568,7081,2231,0.09889555477829001,0.6840019894330298,0.080517537556356,0.0562205457991322,0.08123225543460293,0.8624127168105753
pre_2017_2020,4.25,4.275000095367432,6810,2224,0.09765406679903962,0.7033761952967477,0.07541445787295868,0.050725315459923516,0.07648633779624141,0.8574635101073016
pre_2017_2020,4.300000190734863,4.325000286102295,6899,2197,0.10916544909598562,0.6915392342660123,0.09092327197517448,0.06263391561834718,0.09162269350359412,0.847163056655943
pre_2017_2020,4.349999904632568,4.375,6645,2142,0.09123860303214204,0.6938849743987052,0.10349923367200964,0.08115383471247271,0.10407385273744565,0.8675757174282895
pre_2017_2020,4.400000095367432,4.425000190734863,6270,2046,0.08512673516787346,0.7043368963352732,0.08930103533918836,0.06420748928471312,0.0896689970425047,0.871329551888778
pre_2017_2020,4.449999809265137,4.474999904632568,6524,2094,0.08868050777736226,0.6866538579431041,0.09830139309477166,0.0654829961554289,0.0987274496266246,0.8782618137820051
pre_2017_2020,4.5,4.525000095367432,6185,2020,0.1019462064741252,0.6927119691626753,0.10790886253194457,0.06540927423198109,0.10790886253194457,0.8644492704909558
pre_2017_2020,4.550000190734863,4.575000286102295,6129,1974,0.07570694336697129,0.7218079558129927,0.08758183061837099,0.05730815787674803,0.08931843788322748,0.8862847438091167
pre_2017_2020,4.599999904632568,4.625,6188,2018,0.07642378887463516,0.735994245124191,0.09497366617501407,0.06368352520109433,0.09616736323895268,0.8854792922086169
pre_2017_2020,4.650000095367432,4.675000190734863,6814,2181,0.08923787924639329,0.7209289857344723,0.09359709938517265,0.06553414358998949,0.09557099898132894,0.8719989001603994
pre_2017_2020,4.699999809265137,4.724999904632568,6010,1937,0.08890564204271442,0.7194529752171424,0.09126971603965098,0.05674187942977023,0.09231326301419729,0.8778635753854562
pre_2017_2020,4.75,4.775000095367432,6069,2044,0.06820103858187637,0.7600292530252113,0.09433487633637207,0.06481243499456801,0.0948007290251186,0.8967069705320135
pre_2017_2020,4.800000190734863,4.825000286102295,5863,1989,0.08254857611795727,0.7503489478373534,0.08018887942572263,0.044056260727806384,0.08028674015006489,0.8869406852720292
pre_2017_2020,4.849999904632568,4.875,5785,1936,0.08125657956268353,0.7596177587998516,0.07361705809122875,0.05051651996157855,0.07444720174415238,0.8943277800466019
pre_2017_2020,4.900000095367432,4.925000190734863,5605,1968,0.08083957434151122,0.741774056062629,0.08660435577391772,0.055167806767812896,0.08674181264410369,0.8784351955417948
pre_2017_2020,4.949999809265137,4.974999904632568,5686,1926,0.07364445255861819,0.7516999229840777,0.08584599597551901,0.05040601471001944,0.08606420397908501,0.8848667801523173
pre_2017_2020,5.0,5.025000095367432,142,128,0.06620004279688822,0.8354751774850373,0.07182457563864789,0.04657043866061183,0.07182457563864789,0.895744113163398
