spec,outcome,term,coef,se_hc1,t_hc1,se_state_cluster,t_state_cluster,se_person_cluster,t_person_cluster,n,persons,states,state_clusters,person_clusters,weighted_mean
monthly_low250,private,noncitizen_low_chill,-0.028417674882158295,0.007014661771627249,-4.051182481399386,0.026129377137742583,-1.0875756713354785,0.021645612508757,-1.3128607412084816,1543116,79568,52,52,79568,0.6538526271995658
monthly_low250,private,noncitizen_low_reversal,0.018433546580882254,0.006965075354666893,2.6465681478278626,0.025860123229578785,0.7128174300344393,0.023574944029623318,0.7819126339269101,1543116,79568,52,52,79568,0.6538526271995658
monthly_low250,direct_purchase,noncitizen_low_chill,0.0035145925753514717,0.00572172626822359,0.6142538825861446,0.026085610248896617,0.13473300190476217,0.018152424760144493,0.1936155980146586,1543116,79568,52,52,79568,0.15980917666833414
monthly_low250,direct_purchase,noncitizen_low_reversal,0.011984383036726332,0.00580079306790757,2.0659904424153632,0.025686587196044323,0.4665619042833335,0.019535268229434327,0.6134741993800286,1543116,79568,52,52,79568,0.15980917666833414
monthly_low250,marketplace_flag,noncitizen_low_chill,0.02351228105500236,0.00481825163987522,4.879836673621984,0.021625883541507487,1.0872286910208422,0.01550040158311503,1.5168820581148599,1543116,79568,52,52,79568,0.12914491558838945
monthly_low250,marketplace_flag,noncitizen_low_reversal,0.013826869067792513,0.005158130265189903,2.680597107270508,0.02830163212683044,0.48855376982603066,0.01748514289661545,0.7907781566068265,1543116,79568,52,52,79568,0.12914491558838945
monthly_low250,market_or_subsidy,noncitizen_low_chill,-0.0007011567802068797,0.005751510185452368,-0.12190829149192095,0.025508753716003127,-0.027486908533951745,0.018251165445529405,-0.03841709628349388,1543116,79568,52,52,79568,0.1623797515656987
monthly_low250,market_or_subsidy,noncitizen_low_reversal,0.005747414115095495,0.005830665115381642,0.9857218690083013,0.02620959202180078,0.21928666841951888,0.01962953508438094,0.29279420477302415,1543116,79568,52,52,79568,0.1623797515656987
monthly_low250,tanf_month,noncitizen_low_chill,-0.00042275012194127604,0.0005718226524248933,-0.7393028592843348,0.001125009339018533,-0.3757747667322358,0.0016279324372764777,-0.2596852991322752,1543116,79568,52,52,79568,0.0029360410608111932
monthly_low250,tanf_month,noncitizen_low_reversal,3.819998277497516e-05,0.0005668187698687252,0.06739364468086025,0.0022148492189264504,0.017247215949757023,0.0018560202041653497,0.02058166322179324,1543116,79568,52,52,79568,0.0029360410608111932
monthly_low250,ssi_month,noncitizen_low_chill,-0.0025146787379884267,0.0011922955252278579,-2.109106915844417,0.0030136641142602667,-0.8344256833697206,0.0038684144256605447,-0.6500541207032224,1543116,79568,52,52,79568,0.02377541401975782
monthly_low250,ssi_month,noncitizen_low_reversal,0.0012940541551729086,0.001156730335396264,1.1187172287044769,0.004395529574921462,0.2944023315315835,0.004246309960149875,0.30474792639189124,1543116,79568,52,52,79568,0.02377541401975782
monthly_low150,medicaid,noncitizen_low_chill,0.016669530592301918,0.006282665574591982,2.6532576649815542,0.02080090916166121,0.801384711732987,0.019358828500195324,0.8610815779546643,1543116,79568,52,52,79568,0.19967138046740707
monthly_low150,medicaid,noncitizen_low_reversal,0.00034362658068198826,0.0065095967804371675,0.05278769058548526,0.020526153269993512,0.016740914683918116,0.022678437682243598,0.015152127562606992,1543116,79568,52,52,79568,0.19967138046740707
monthly_low150,snap_month,noncitizen_low_chill,0.02469280783881289,0.004704328537581946,5.248954795896366,0.015877691313059678,1.5551888087471901,0.014095749226981162,1.751791085467634,1543116,79568,52,52,79568,0.08906570021695093
monthly_low150,snap_month,noncitizen_low_reversal,-0.008009746690692876,0.004545957362330773,-1.7619493656196925,0.01773569183141063,-0.45161738075011487,0.01595802721940772,-0.5019258696934442,1543116,79568,52,52,79568,0.08906570021695093
monthly_low150,public,noncitizen_low_chill,0.02280448985781436,0.006288727358013375,3.626248771741689,0.020660030531215536,1.103797490684185,0.019309441236944894,1.1810020589400776,1543116,79568,52,52,79568,0.21226598438009675
monthly_low150,public,noncitizen_low_reversal,0.005306133008427416,0.006540206082194553,0.8113097571761766,0.0213060368011751,0.24904364232276013,0.022783650311432778,0.2328921369445708,1543116,79568,52,52,79568,0.21226598438009675
monthly_low150,uninsured,noncitizen_low_chill,0.044041624494178144,0.00723899974296164,6.083937844727663,0.034525195627507894,1.2756372177971977,0.022648431929744178,1.9445772065278522,1543116,79568,52,52,79568,0.1735840638821354
monthly_low150,uninsured,noncitizen_low_reversal,0.0019183818888608428,0.007282441804491548,0.2634256394163911,0.030519369167273522,0.06285784867788023,0.024977582367613823,0.07680414623907858,1543116,79568,52,52,79568,0.1735840638821354
monthly_low150,any_coverage,noncitizen_low_chill,-0.04404162378339649,0.007238999742970697,-6.083937746532223,0.03452519557142019,-1.2756371992821949,0.02264843192869659,-1.9445771752345362,1543116,79568,52,52,79568,0.8264159361178646
monthly_low150,any_coverage,noncitizen_low_reversal,-0.0019183799233903898,0.007282441804455233,-0.2634253695260247,0.030519369063713993,-0.06285778449041556,0.024977582366452575,-0.07680406755327003,1543116,79568,52,52,79568,0.8264159361178646
monthly_low150,private,noncitizen_low_chill,-0.06987022260413456,0.007160762749581862,-9.757371532552797,0.03505881019190706,-1.9929433492373145,0.02211239637455293,-3.1597761464036345,1543116,79568,52,52,79568,0.6538526271995658
monthly_low150,private,noncitizen_low_reversal,-0.005305037873733376,0.007061811591459741,-0.7512290302603183,0.03780797603459382,-0.1403153098933234,0.023939820385346634,-0.2215989004236868,1543116,79568,52,52,79568,0.6538526271995658
monthly_low150,direct_purchase,noncitizen_low_chill,-0.0078085880201952396,0.006070580867177974,-1.2862999754132607,0.021947918758137824,-0.35577806288808045,0.01927777862566482,-0.4050564212724976,1543116,79568,52,52,79568,0.15980917666833414
monthly_low150,direct_purchase,noncitizen_low_reversal,0.030770811837148804,0.006406064142727132,4.803388032273016,0.02370731416159071,1.2979459261986743,0.021745007262362708,1.4150748015802408,1543116,79568,52,52,79568,0.15980917666833414
monthly_low150,marketplace_flag,noncitizen_low_chill,-0.0003983741670305907,0.005170121690593038,-0.07705315094525275,0.01757499767176894,-0.022667096432707177,0.01598646657978732,-0.024919463287420864,1543116,79568,52,52,79568,0.12914491558838945
monthly_low150,marketplace_flag,noncitizen_low_reversal,0.02534431757811051,0.005740074003464104,4.415329412620002,0.030821896675824623,0.8222828674261797,0.019611299161002026,1.2923324135766006,1543116,79568,52,52,79568,0.12914491558838945
monthly_low150,market_or_subsidy,noncitizen_low_chill,-0.008489013912253762,0.006115999817257758,-1.3880010081589564,0.02200528232413522,-0.385771642790653,0.01939151555934308,-0.4377694918313719,1543116,79568,52,52,79568,0.1623797515656987
monthly_low150,market_or_subsidy,noncitizen_low_reversal,0.02771655579900356,0.006432706220042206,4.308692928125312,0.024271623040429582,1.1419325256014279,0.021854821709549666,1.2682123957521263,1543116,79568,52,52,79568,0.1623797515656987
monthly_low150,tanf_month,noncitizen_low_chill,0.0024658298950609794,0.0008177825243462707,3.015263620400969,0.0021802128190641454,1.131004218257663,0.002318916058314748,1.063354529897473,1543116,79568,52,52,79568,0.0029360410608111932
monthly_low150,tanf_month,noncitizen_low_reversal,0.0024841052171784075,0.0007741564193187994,3.208789793882013,0.00394265346019442,0.6300592335233823,0.0026774497475945515,0.927787802333229,1543116,79568,52,52,79568,0.0029360410608111932
monthly_low150,ssi_month,noncitizen_low_chill,-0.0025682053191613263,0.0016135836874392117,-1.5916158171114865,0.003709671521365064,-0.692299925847961,0.005300726060885128,-0.48450066833532635,1543116,79568,52,52,79568,0.02377541401975782
monthly_low150,ssi_month,noncitizen_low_reversal,0.0028626837357055984,0.0015470991408191941,1.8503557142367735,0.004810176572847599,0.5951306968365414,0.0057854301680473974,0.49480914168077567,1543116,79568,52,52,79568,0.02377541401975782
annual_low250,medicaid,noncitizen_low_chill,-0.009986055607085209,0.0053425966300393365,-1.8691389784019095,0.032684511685653776,-0.3055286767973466,0.01901781074279186,-0.5250896510719631,1523390,74655,52,52,74655,0.20004415888088914
annual_low250,medicaid,noncitizen_low_reversal,-0.013693288626375644,0.005534587412210143,-2.4741299769096,0.017765419991946488,-0.770783276307746,0.0207058493887202,-0.6613246512763322,1523390,74655,52,52,74655,0.20004415888088914
annual_low250,snap_month,noncitizen_low_chill,0.009811277971862431,0.0033063710428512592,2.967385645684111,0.009415264394536781,1.0420608026212665,0.010447675023399496,0.9390872083873458,1523390,74655,52,52,74655,0.08920750482775719
annual_low250,snap_month,noncitizen_low_reversal,-0.01988951082047785,0.003308658629763696,-6.011351742835543,0.012814151408909095,-1.5521520064644765,0.012224972480231099,-1.626957512799396,1523390,74655,52,52,74655,0.08920750482775719
annual_low250,public,noncitizen_low_chill,-0.005435867490752866,0.005361426175653116,-1.0138846106727715,0.030741401936300157,-0.17682562109615657,0.019068752656437087,-0.2850667575740916,1523390,74655,52,52,74655,0.2128059053115966
annual_low250,public,noncitizen_low_reversal,-0.006928719417288676,0.005565236046262528,-1.2450000969755504,0.01736122139012024,-0.39909170337702193,0.02082364130383953,-0.3327333253676021,1523390,74655,52,52,74655,0.2128059053115966
annual_low250,uninsured,noncitizen_low_chill,0.04696528138076683,0.006766761808001757,6.940584390783486,0.02786044727633617,1.6857332158000828,0.022563679782599953,2.081454879402439,1523390,74655,52,52,74655,0.17401948624422287
annual_low250,uninsured,noncitizen_low_reversal,-0.010081598975012263,0.006858224744141229,-1.470001254132808,0.030061357881552505,-0.33536738475805683,0.024984518108636784,-0.40351384530115075,1523390,74655,52,52,74655,0.17401948624422287
annual_low250,any_coverage,noncitizen_low_chill,-0.04696528145954737,0.006766761807994006,-6.940584402433716,0.027860447278983565,-1.6857332184675826,0.022563679782717457,-2.081454882883075,1523390,74655,52,52,74655,0.8259805137557771
annual_low250,any_coverage,noncitizen_low_reversal,0.010081599023536114,0.006858224744142515,1.470001261207811,0.03006135788005146,0.33536738638896296,0.02498451810871956,0.4035138472419707,1523390,74655,52,52,74655,0.8259805137557771
annual_low250,private,noncitizen_low_chill,-0.05277150001341635,0.0069743725633586336,-7.5664870974433995,0.025792277392561857,-2.0460194038016564,0.0236696781572398,-2.229497995826159,1523390,74655,52,52,74655,0.6524872906517901
annual_low250,private,noncitizen_low_reversal,0.018890517114201533,0.006978371681425716,2.7070093105648545,0.026672030214544024,0.7082519389131727,0.025517052429404403,0.7403095309093449,1523390,74655,52,52,74655,0.6524872906517901
annual_low250,direct_purchase,noncitizen_low_chill,-0.0004861331282985937,0.005742181075629592,-0.08466001365958185,0.028433382077672036,-0.01709726711267109,0.019765838294161685,-0.024594612232671394,1523390,74655,52,52,74655,0.1603696061594633
annual_low250,direct_purchase,noncitizen_low_reversal,0.024084608475106073,0.005831728595624944,4.129926158287739,0.028167272169522802,0.8550564758331762,0.021128916133736367,1.1398884979551969,1523390,74655,52,52,74655,0.1603696061594633
annual_low250,marketplace_flag,noncitizen_low_chill,0.016895569284810952,0.004857552094744051,3.4782065030434213,0.02445427839868822,0.6909044302741424,0.0173685734605081,0.9727666652202241,1523390,74655,52,52,74655,0.12967831040530386
annual_low250,marketplace_flag,noncitizen_low_reversal,0.023619660620779914,0.005209816101042636,4.533684138304408,0.03143161301860179,0.7514619312346896,0.01912250142749134,1.2351763031808831,1523390,74655,52,52,74655,0.12967831040530386
annual_low250,market_or_subsidy,noncitizen_low_chill,-0.0047279134573265935,0.005772597122049249,-0.8190270960132764,0.02789555196253731,-0.16948628454013046,0.019876842543772918,-0.2378603868755689,1523390,74655,52,52,74655,0.16290032047976047
annual_low250,market_or_subsidy,noncitizen_low_reversal,0.018647410817988597,0.0058615366091378795,3.1813178115987704,0.028882737980400853,0.6456247614281683,0.021320598148418836,0.8746194965159321,1523390,74655,52,52,74655,0.16290032047976047
annual_low250,tanf_month,noncitizen_low_chill,-0.0005449397339277323,0.0005610247928680413,-0.9713291477581948,0.001216789371410748,-0.44785050455850717,0.0016835297138754592,-0.3236888125207422,1523390,74655,52,52,74655,0.002928422322010536
annual_low250,tanf_month,noncitizen_low_reversal,-0.000727863497295634,0.0005817226717609312,-1.2512207837668081,0.0022835772791472545,-0.3187382813545231,0.0019501060675907015,-0.373243029900875,1523390,74655,52,52,74655,0.002928422322010536
annual_low250,ssi_month,noncitizen_low_chill,-0.004427255421373552,0.0012157376650947951,-3.6416206789384487,0.0028746835575582997,-1.5400844415494472,0.004101062331781385,-1.0795386812495673,1523390,74655,52,52,74655,0.023910526549413547
annual_low250,ssi_month,noncitizen_low_reversal,0.0006260134794794613,0.0011780318340710312,0.5314062501317047,0.004232048474812749,0.1479220956955508,0.004464567153947117,0.14021817970102737,1523390,74655,52,52,74655,0.023910526549413547
