check,spec,outcome,coef,se_state_cluster,t_state_cluster,se_person_cluster,t_person_cluster,n,persons,states
drop_Missouri,near_100_250_monthly_fpl,medicaid,0.107748255757952,0.024242375325241844,4.444624518528986,0.03528148311757537,3.053960498170711,185417,15583,18
drop_Missouri,near_100_250_monthly_fpl,uninsured,-0.07835900384481298,0.016213342878743313,-4.832994924664576,0.0270871128873856,-2.8928518211073198,185417,15583,18
drop_Missouri,near_100_250_monthly_fpl,any_coverage,0.07835900383429495,0.01621334287825939,4.832994924160101,0.027087112887503623,2.892851820706411,185417,15583,18
drop_Missouri,near_100_250_monthly_fpl,public,0.09320262638069832,0.022920760824809507,4.066297235640428,0.0349495846655795,2.666773504535806,185417,15583,18
drop_Missouri,near_100_250_monthly_fpl,private,-0.034559243595444045,0.03566715338717055,-0.9689375325330835,0.03422118320650359,-1.0098786879138713,185417,15583,18
drop_South Dakota,near_100_250_monthly_fpl,medicaid,0.08950287066992535,0.029420766421825718,3.0421665223353216,0.03303967172406,2.708951572443983,191135,16092,18
drop_South Dakota,near_100_250_monthly_fpl,uninsured,-0.07480603780329309,0.01541983543228802,-4.851286392243503,0.025301058807909362,-2.9566366518980614,191135,16092,18
drop_South Dakota,near_100_250_monthly_fpl,any_coverage,0.07480603619651927,0.01541983536046565,4.851286310638032,0.025301058817937455,2.9566365872200073,191135,16092,18
drop_South Dakota,near_100_250_monthly_fpl,public,0.07527166520293382,0.02873520074204538,2.619493278597363,0.03281186034820558,2.294038326511721,191135,16092,18
drop_South Dakota,near_100_250_monthly_fpl,private,-0.015434271432797964,0.03793116920643851,-0.40690207435467396,0.032478306520835575,-0.4752178634343674,191135,16092,18
drop_North Carolina,near_100_250_monthly_fpl,medicaid,0.08817065897174725,0.029878291364548337,2.9509940142147784,0.03355721225094543,2.6274726968496367,177344,14998,18
drop_North Carolina,near_100_250_monthly_fpl,uninsured,-0.07522132046806385,0.016096050699438126,-4.673278052652359,0.025749755797564576,-2.921244032736742,177344,14998,18
drop_North Carolina,near_100_250_monthly_fpl,any_coverage,0.0752213209946575,0.016096050713732882,4.673278081217769,0.02574975579482702,2.9212440534977437,177344,14998,18
drop_North Carolina,near_100_250_monthly_fpl,public,0.07341952722372191,0.02913972107253221,2.5195686342011316,0.03335906015508483,2.2008871617604844,177344,14998,18
drop_North Carolina,near_100_250_monthly_fpl,private,-0.015393906841452143,0.03831859242325178,-0.4017346637219142,0.03306622262106962,-0.465547789291276,177344,14998,18
drop_2019_2020_adopters,near_100_250_monthly_fpl,medicaid,0.08133231243725544,0.05380873264193529,1.5115076762441704,0.05459935095237877,1.4896204994852962,172850,14544,15
drop_2019_2020_adopters,near_100_250_monthly_fpl,uninsured,-0.04213558813771992,0.017357234818111935,-2.4275518871100514,0.04291427925141002,-0.9818547316354028,172850,14544,15
drop_2019_2020_adopters,near_100_250_monthly_fpl,any_coverage,0.042135588522071055,0.01735723473235901,2.4275519212468724,0.0429142792477744,0.9818547406748366,172850,14544,15
drop_2019_2020_adopters,near_100_250_monthly_fpl,public,0.059249371215861345,0.04712681806747466,1.257232583176526,0.054123240429254774,1.0947121928759422,172850,14544,15
drop_2019_2020_adopters,near_100_250_monthly_fpl,private,-0.03557489117518425,0.06331986720689632,-0.5618282656680889,0.051346985220586054,-0.6928331044628021,172850,14544,15
drop_2021_phe_adopters,near_100_250_monthly_fpl,medicaid,0.09441036933490603,0.03082505525391583,3.0627802142516094,0.03764072444595203,2.5081974569981775,177000,14941,17
drop_2021_phe_adopters,near_100_250_monthly_fpl,uninsured,-0.08158210606804951,0.019187791156180307,-4.251771629366117,0.02826683459856001,-2.8861422662516842,177000,14941,17
drop_2021_phe_adopters,near_100_250_monthly_fpl,any_coverage,0.08158211094673495,0.01918779148217087,4.2517718113906104,0.028266834592994984,2.8861424394138715,177000,14941,17
drop_2021_phe_adopters,near_100_250_monthly_fpl,public,0.08537665480165198,0.030453642142118795,2.8034957002260206,0.03754691078632893,2.273866291890468,177000,14941,17
drop_2021_phe_adopters,near_100_250_monthly_fpl,private,-0.017938611825165072,0.0462432735633031,-0.38791829476796535,0.03797566186315782,-0.4723712753132622,177000,14941,17
drop_2023_adopters,near_100_250_monthly_fpl,medicaid,0.08849993405464043,0.029987074226123567,2.951269383177861,0.033620558021607565,2.6323160370438377,176553,14915,17
drop_2023_adopters,near_100_250_monthly_fpl,uninsured,-0.07648494253788074,0.016286369368389494,-4.696254936126632,0.02576881607140278,-2.9681201622126805,176553,14915,17
drop_2023_adopters,near_100_250_monthly_fpl,any_coverage,0.07648494151596856,0.016286369315707337,4.696254888571322,0.025768816077638805,2.9681201218374667,176553,14915,17
drop_2023_adopters,near_100_250_monthly_fpl,public,0.07344208230648255,0.02925818327047762,2.5101381595551016,0.033425645342382786,2.1971776925832467,176553,14915,17
drop_2023_adopters,near_100_250_monthly_fpl,private,-0.01426264504434367,0.0387660342281564,-0.36791602051427996,0.033133695304816566,-0.43045742145972904,176553,14915,17
only_2021_phe_adopters_vs_never,near_100_250_monthly_fpl,medicaid,0.07160129483908391,0.06718320194921469,1.0657618684683852,0.06251966985880542,1.1452602836961305,154926,13059,12
only_2021_phe_adopters_vs_never,near_100_250_monthly_fpl,uninsured,-0.06027953088488631,0.012515660069801399,-4.81632854749169,0.04845377104370745,-1.2440627341577088,154926,13059,12
only_2021_phe_adopters_vs_never,near_100_250_monthly_fpl,any_coverage,0.06027952992248312,0.012515659986729934,4.816328502563678,0.04845377106092453,1.244062713853359,154926,13059,12
only_2021_phe_adopters_vs_never,near_100_250_monthly_fpl,public,0.04534053986787027,0.05788789738196941,0.7832473093416014,0.06207982581243818,0.7303586837511058,154926,13059,12
only_2021_phe_adopters_vs_never,near_100_250_monthly_fpl,private,-0.0036689412468660487,0.07192062278467781,-0.05101375801278088,0.05875782312731835,-0.062441749057245845,154926,13059,12
fake_12m_pre_placebo,near_100_250_monthly_fpl,medicaid,0.013170650330933831,0.05967291208467134,0.2207140538448279,0.05016504155004363,0.26254638537067804,176138,15020,19
fake_12m_pre_placebo,near_100_250_monthly_fpl,uninsured,-0.05351132213060817,0.030230563966083143,-1.7701066440786426,0.03991999080902455,-1.3404642898492622,176138,15020,19
fake_12m_pre_placebo,near_100_250_monthly_fpl,any_coverage,0.053511324489946666,0.03023056427904562,1.7701067037983857,0.039919990789597896,1.3404643496032649,176138,15020,19
fake_12m_pre_placebo,near_100_250_monthly_fpl,public,0.009876478915287727,0.05979538325629142,0.16517126201793456,0.05105307529296551,0.1934551221177578,176138,15020,19
fake_12m_pre_placebo,near_100_250_monthly_fpl,private,0.018876152231172467,0.06741397253882246,0.2800035589106107,0.05181999746920339,0.3642638586076844,176138,15020,19
