sample,state_fips,state_name,reference_year,household_years,active,food_insecure_mean,food_score_mean
household_lag_snap_2018_2023,16,Idaho,2021,3,1,0.3333333333333333,1.0
household_lag_snap_2018_2023,16,Idaho,2022,10,1,0.7,2.2
household_lag_snap_2018_2023,16,Idaho,2023,6,1,0.3333333333333333,1.6666666
household_lag_snap_2018_2023,18,Indiana,2018,17,0,0.4117647058823529,1.4117647
household_lag_snap_2018_2023,18,Indiana,2019,10,0,0.2,0.7
household_lag_snap_2018_2023,18,Indiana,2020,18,0,0.2777777777777778,0.7777778
household_lag_snap_2018_2023,18,Indiana,2021,16,0,0.1875,0.625
household_lag_snap_2018_2023,18,Indiana,2022,20,1,0.4,1.7
household_lag_snap_2018_2023,18,Indiana,2023,13,1,0.5384615384615384,2.0
household_lag_snap_2018_2023,19,Iowa,2018,16,0,0.3125,1.625
household_lag_snap_2018_2023,19,Iowa,2019,11,0,0.2727272727272727,1.2727273
household_lag_snap_2018_2023,19,Iowa,2020,14,0,0.2857142857142857,1.1428572
household_lag_snap_2018_2023,19,Iowa,2021,4,0,0.25,0.75
household_lag_snap_2018_2023,19,Iowa,2022,6,1,0.0,0.16666667
household_lag_snap_2018_2023,19,Iowa,2023,7,1,0.42857142857142855,2.0
household_lag_snap_2018_2023,21,Kentucky,2018,33,0,0.21212121212121213,1.1818181
household_lag_snap_2018_2023,21,Kentucky,2019,20,0,0.3,0.9
household_lag_snap_2018_2023,21,Kentucky,2020,25,0,0.4,1.8
household_lag_snap_2018_2023,21,Kentucky,2021,8,0,0.375,1.75
household_lag_snap_2018_2023,21,Kentucky,2022,11,1,0.45454545454545453,2.090909
household_lag_snap_2018_2023,21,Kentucky,2023,12,1,0.5,2.0833333
household_lag_snap_2018_2023,28,Mississippi,2018,42,0,0.19047619047619047,0.6904762
household_lag_snap_2018_2023,28,Mississippi,2019,27,0,0.2222222222222222,1.3333334
household_lag_snap_2018_2023,28,Mississippi,2020,34,0,0.20588235294117646,0.88235295
household_lag_snap_2018_2023,28,Mississippi,2021,14,0,0.14285714285714285,0.71428573
household_lag_snap_2018_2023,28,Mississippi,2022,27,1,0.3333333333333333,1.2222222
household_lag_snap_2018_2023,28,Mississippi,2023,17,1,0.35294117647058826,1.1764706
household_lag_snap_2018_2023,29,Missouri,2018,21,0,0.5238095238095238,2.047619
household_lag_snap_2018_2023,29,Missouri,2019,10,0,0.4,1.5
household_lag_snap_2018_2023,29,Missouri,2020,13,0,0.23076923076923078,1.6153846
household_lag_snap_2018_2023,29,Missouri,2021,6,1,0.6666666666666666,2.1666667
household_lag_snap_2018_2023,29,Missouri,2022,13,1,0.38461538461538464,1.6923077
household_lag_snap_2018_2023,29,Missouri,2023,12,1,0.5833333333333334,3.0
household_lag_snap_2018_2023,30,Montana,2018,2,0,0.5,1.0
household_lag_snap_2018_2023,30,Montana,2019,2,0,0.0,0.0
household_lag_snap_2018_2023,30,Montana,2020,4,0,0.5,2.25
household_lag_snap_2018_2023,30,Montana,2021,3,1,0.3333333333333333,1.6666666
household_lag_snap_2018_2023,30,Montana,2022,3,1,1.0,4.6666665
household_lag_snap_2018_2023,30,Montana,2023,5,1,0.4,2.4
household_lag_snap_2018_2023,31,Nebraska,2018,4,0,0.25,1.5
household_lag_snap_2018_2023,31,Nebraska,2019,3,0,0.3333333333333333,2.0
household_lag_snap_2018_2023,31,Nebraska,2020,12,0,0.3333333333333333,1.25
household_lag_snap_2018_2023,31,Nebraska,2021,4,1,0.75,4.0
household_lag_snap_2018_2023,31,Nebraska,2022,7,1,0.7142857142857143,3.857143
household_lag_snap_2018_2023,31,Nebraska,2023,1,1,1.0,6.0
household_lag_snap_2018_2023,38,North Dakota,2018,1,0,1.0,2.0
household_lag_snap_2018_2023,38,North Dakota,2020,1,0,1.0,2.0
household_lag_snap_2018_2023,46,South Dakota,2018,1,0,0.0,0.0
household_lag_snap_2018_2023,46,South Dakota,2020,2,0,0.0,0.5
household_lag_snap_2018_2023,46,South Dakota,2021,1,1,0.0,0.0
household_lag_snap_2018_2023,46,South Dakota,2022,1,1,0.0,0.0
household_lag_snap_2018_2023,47,Tennessee,2018,50,0,0.38,1.7
household_lag_snap_2018_2023,47,Tennessee,2019,28,0,0.25,0.9285714
household_lag_snap_2018_2023,47,Tennessee,2020,35,0,0.22857142857142856,0.8857143
household_lag_snap_2018_2023,47,Tennessee,2021,19,0,0.5263157894736842,2.4210527
household_lag_snap_2018_2023,47,Tennessee,2022,27,1,0.4444444444444444,2.2222223
household_lag_snap_2018_2023,47,Tennessee,2023,21,1,0.38095238095238093,1.8571428
household_lag_snap_2018_2023,56,Wyoming,2018,1,0,1.0,6.0
household_lag_snap_2018_2023,56,Wyoming,2021,2,0,0.0,0.0
household_lag_snap_2018_2023,56,Wyoming,2022,2,1,0.0,0.5
household_lag_snap_2018_2023,56,Wyoming,2023,2,1,0.5,2.5
household_current_snap_2018_2022,02,Alaska,2018,4,0,0.5,1.75
household_current_snap_2018_2022,02,Alaska,2019,7,0,0.8571428571428571,3.142857
household_current_snap_2018_2022,02,Alaska,2020,10,0,0.2,1.1
household_current_snap_2018_2022,02,Alaska,2021,6,0,0.6666666666666666,2.3333333
household_current_snap_2018_2022,02,Alaska,2022,10,1,0.4,1.7
household_current_snap_2018_2022,04,Arizona,2018,35,0,0.34285714285714286,1.7142857
household_current_snap_2018_2022,04,Arizona,2019,41,0,0.2926829268292683,1.2682927
household_current_snap_2018_2022,04,Arizona,2020,51,0,0.35294117647058826,1.2941177
household_current_snap_2018_2022,04,Arizona,2021,25,0,0.28,1.24
household_current_snap_2018_2022,04,Arizona,2022,30,1,0.36666666666666664,1.4666667
household_current_snap_2018_2022,05,Arkansas,2018,30,0,0.36666666666666664,1.7666667
household_current_snap_2018_2022,05,Arkansas,2019,19,0,0.3684210526315789,2.0526316
household_current_snap_2018_2022,05,Arkansas,2020,38,0,0.2894736842105263,1.3421053
household_current_snap_2018_2022,05,Arkansas,2021,25,1,0.4,1.48
household_current_snap_2018_2022,05,Arkansas,2022,18,1,0.5555555555555556,2.4444444
household_current_snap_2018_2022,12,Florida,2018,179,0,0.35195530726256985,1.6536313
household_current_snap_2018_2022,12,Florida,2019,128,0,0.296875,1.3828125
household_current_snap_2018_2022,12,Florida,2020,193,0,0.23834196891191708,1.0259067
household_current_snap_2018_2022,12,Florida,2021,115,1,0.33043478260869563,1.3652174
household_current_snap_2018_2022,12,Florida,2022,109,1,0.45871559633027525,1.9541284
household_current_snap_2018_2022,13,Georgia,2018,97,0,0.25773195876288657,1.2577319
household_current_snap_2018_2022,13,Georgia,2019,70,0,0.2571428571428571,1.1571429
household_current_snap_2018_2022,13,Georgia,2020,110,0,0.3090909090909091,1.4636364
household_current_snap_2018_2022,13,Georgia,2021,77,0,0.2987012987012987,1.3376623
household_current_snap_2018_2022,13,Georgia,2022,62,1,0.41935483870967744,1.8548387
household_current_snap_2018_2022,16,Idaho,2018,19,0,0.47368421052631576,2.1578948
household_current_snap_2018_2022,16,Idaho,2019,14,0,0.5,2.7142856
household_current_snap_2018_2022,16,Idaho,2020,15,0,0.26666666666666666,1.2666667
household_current_snap_2018_2022,16,Idaho,2021,12,1,0.5,1.8333334
household_current_snap_2018_2022,16,Idaho,2022,9,1,0.5555555555555556,2.2222223
household_current_snap_2018_2022,18,Indiana,2018,36,0,0.3333333333333333,1.3333334
household_current_snap_2018_2022,18,Indiana,2019,29,0,0.27586206896551724,1.4482758
household_current_snap_2018_2022,18,Indiana,2020,37,0,0.32432432432432434,1.1891892
household_current_snap_2018_2022,18,Indiana,2021,41,0,0.24390243902439024,1.0487804
household_current_snap_2018_2022,18,Indiana,2022,32,1,0.40625,1.6875
household_current_snap_2018_2022,19,Iowa,2018,23,0,0.4782608695652174,2.4782608
household_current_snap_2018_2022,19,Iowa,2019,24,0,0.375,1.7916666
household_current_snap_2018_2022,19,Iowa,2020,31,0,0.3548387096774194,1.3225807
household_current_snap_2018_2022,19,Iowa,2021,8,0,0.0,0.125
household_current_snap_2018_2022,19,Iowa,2022,10,1,0.4,2.1
household_current_snap_2018_2022,21,Kentucky,2018,40,0,0.25,1.275
household_current_snap_2018_2022,21,Kentucky,2019,40,0,0.35,1.275
household_current_snap_2018_2022,21,Kentucky,2020,53,0,0.37735849056603776,1.5849056
household_current_snap_2018_2022,21,Kentucky,2021,22,0,0.4090909090909091,1.9090909
household_current_snap_2018_2022,21,Kentucky,2022,25,1,0.44,2.0
household_current_snap_2018_2022,28,Mississippi,2018,68,0,0.2647058823529412,1.3529412
household_current_snap_2018_2022,28,Mississippi,2019,46,0,0.2826086956521739,1.4782609
household_current_snap_2018_2022,28,Mississippi,2020,60,0,0.25,1.0666667
household_current_snap_2018_2022,28,Mississippi,2021,33,0,0.2727272727272727,1.060606
household_current_snap_2018_2022,28,Mississippi,2022,40,1,0.375,1.65
household_current_snap_2018_2022,29,Missouri,2018,27,0,0.5185185185185185,2.2592592
household_current_snap_2018_2022,29,Missouri,2019,31,0,0.3870967741935484,1.6451613
household_current_snap_2018_2022,29,Missouri,2020,35,0,0.3142857142857143,1.3142858
household_current_snap_2018_2022,29,Missouri,2021,26,1,0.5,2.1923077
household_current_snap_2018_2022,29,Missouri,2022,25,1,0.44,2.12
household_current_snap_2018_2022,30,Montana,2018,8,0,0.25,0.5
household_current_snap_2018_2022,30,Montana,2019,7,0,0.14285714285714285,0.2857143
household_current_snap_2018_2022,30,Montana,2020,12,0,0.5,2.75
household_current_snap_2018_2022,30,Montana,2021,9,1,0.5555555555555556,3.0
household_current_snap_2018_2022,30,Montana,2022,7,1,0.2857142857142857,1.8571428
household_current_snap_2018_2022,31,Nebraska,2018,7,0,0.14285714285714285,1.0
household_current_snap_2018_2022,31,Nebraska,2019,18,0,0.2777777777777778,1.3333334
household_current_snap_2018_2022,31,Nebraska,2020,23,0,0.5217391304347826,1.9130435
household_current_snap_2018_2022,31,Nebraska,2021,10,1,0.7,3.6
household_current_snap_2018_2022,31,Nebraska,2022,7,1,0.7142857142857143,3.857143
household_current_snap_2018_2022,38,North Dakota,2018,1,0,1.0,2.0
household_current_snap_2018_2022,38,North Dakota,2019,5,0,0.2,1.0
household_current_snap_2018_2022,38,North Dakota,2020,2,0,1.0,4.0
household_current_snap_2018_2022,46,South Dakota,2018,3,0,0.0,0.0
household_current_snap_2018_2022,46,South Dakota,2019,5,0,0.8,4.6
household_current_snap_2018_2022,46,South Dakota,2020,3,0,0.0,0.33333334
household_current_snap_2018_2022,46,South Dakota,2021,4,1,0.0,0.0
household_current_snap_2018_2022,46,South Dakota,2022,1,1,0.0,0.0
household_current_snap_2018_2022,47,Tennessee,2018,74,0,0.35135135135135137,1.472973
household_current_snap_2018_2022,47,Tennessee,2019,58,0,0.41379310344827586,1.7413793
household_current_snap_2018_2022,47,Tennessee,2020,72,0,0.2638888888888889,1.0972222
household_current_snap_2018_2022,47,Tennessee,2021,37,0,0.32432432432432434,1.5675676
household_current_snap_2018_2022,47,Tennessee,2022,47,1,0.44680851063829785,2.1702127
household_current_snap_2018_2022,56,Wyoming,2020,3,0,0.0,0.6666667
household_current_snap_2018_2022,56,Wyoming,2021,3,0,0.0,0.33333334
household_current_snap_2018_2022,56,Wyoming,2022,3,1,0.0,0.6666667
