country,survey_name,wave,idno,survey_year,survey_month,exposure_anchor_date,district_code,district_name,geography_level,latitude,longitude,centroid_lat,centroid_lon,boundary_source,boundary_year,geolocation_quality,window_months,start_date,end_date,n_days,precip_total_mm,precip_mean_mm_day,temp_mean_c,temp_max_c,temp_min_c,source,climate_source_role,reference_group,reference_group_rows,precip_within_candidate_z,precip_within_candidate_percentile,temp_within_candidate_z,temp_within_candidate_percentile,diagnostic_low_rain_z_le_m1,diagnostic_severe_low_rain_z_le_m15,diagnostic_extreme_wet_z_ge_15,diagnostic_heat_z_ge_1,diagnostic_extreme_heat_z_ge_15,diagnostic_combined_climate_stress,climate_exposure_scope,data_use_limit,primary_chirps_ready,primary_era5_ready,historical_baseline_ready,climate_linkage_ready,final_analysis_ready,limited_data_write_ready,promotion_status,blocking_reason
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,6,2002-06-15,1,BERAT,admin2_bbox_centroid,40.6824,19.955,40.6824,19.955,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,6,2001-12-15,2002-06-14,182,339.34,1.86451,9.28297,30.14,-12.4,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_6_window_6,26,-1.2551387138381611,0.09615384615384616,0.28180550617982764,0.5961538461538461,1,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,6,2002-06-15,1,BERAT,admin2_bbox_centroid,40.6824,19.955,40.6824,19.955,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,12,2001-06-15,2002-06-14,365,560.32,1.53512,13.3414,37.49,-12.4,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_6_window_12,26,-0.8886120550272206,0.1346153846153846,0.3281391212938045,0.5961538461538461,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,4,2002-04-15,2,BULQIZE,admin2_bbox_centroid,41.4798,20.3348,41.4798,20.3348,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,1,2002-03-15,2002-04-14,31,83.75,2.70161,3.83097,14.82,-5.14,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_4_window_1,33,1.263906845682071,0.8636363636363636,-1.4611964685996595,0.045454545454545456,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,4,2002-04-15,2,BULQIZE,admin2_bbox_centroid,41.4798,20.3348,41.4798,20.3348,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,3,2002-01-15,2002-04-14,90,174.82,1.94244,2.92856,16.83,-6.87,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_4_window_3,33,0.05657925582157729,0.6212121212121212,-1.3987395403941665,0.13636363636363635,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,4,2002-04-15,2,BULQIZE,admin2_bbox_centroid,41.4798,20.3348,41.4798,20.3348,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,6,2001-10-15,2002-04-14,182,348.84,1.9167,0.858022,19.74,-23.18,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_4_window_6,33,-0.7806851040454587,0.3181818181818182,-1.3626242358596352,0.13636363636363635,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,4,2002-04-15,2,BULQIZE,admin2_bbox_centroid,41.4798,20.3348,41.4798,20.3348,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,12,2001-04-15,2002-04-14,365,601.08,1.64679,8.0386,33.6,-23.18,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_4_window_12,33,-0.23562687431092394,0.6212121212121212,-1.4602045361111828,0.13636363636363635,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,5,2002-05-15,2,BULQIZE,admin2_bbox_centroid,41.4798,20.3348,41.4798,20.3348,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,1,2002-04-15,2002-05-14,30,78.67,2.62233,9.13833,20.3,0.35,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_5_window_1,34,1.9085578660180633,0.9264705882352942,-1.605358215527437,0.04411764705882353,0,0,1,0,0,1,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,5,2002-05-15,2,BULQIZE,admin2_bbox_centroid,41.4798,20.3348,41.4798,20.3348,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,3,2002-02-15,2002-05-14,89,232.32,2.61034,5.54528,20.3,-5.58,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_5_window_3,34,1.7586479140661604,0.9264705882352942,-1.5163016269333258,0.07352941176470588,0,0,1,0,0,1,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,5,2002-05-15,2,BULQIZE,admin2_bbox_centroid,41.4798,20.3348,41.4798,20.3348,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,6,2001-11-15,2002-05-14,181,366.32,2.02387,1.12298,20.3,-23.18,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_5_window_6,34,-0.4894465218167308,0.36764705882352944,-1.422775877280522,0.1323529411764706,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,5,2002-05-15,2,BULQIZE,admin2_bbox_centroid,41.4798,20.3348,41.4798,20.3348,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,12,2001-05-15,2002-05-14,365,598.14,1.63874,8.12405,33.6,-23.18,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_5_window_12,34,-0.16670896490168874,0.6323529411764706,-1.4964747237970257,0.1323529411764706,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,6,2002-06-15,2,BULQIZE,admin2_bbox_centroid,41.4798,20.3348,41.4798,20.3348,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,1,2002-05-15,2002-06-14,31,72.1,2.32581,12.8674,23.36,4.2,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_6_window_1,26,0.46982246415909457,0.5576923076923077,-1.5041757743215516,0.057692307692307696,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,6,2002-06-15,2,BULQIZE,admin2_bbox_centroid,41.4798,20.3348,41.4798,20.3348,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,3,2002-03-15,2002-06-14,92,234.52,2.54913,8.60652,23.36,-5.14,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_6_window_3,26,0.9328483076701665,0.8269230769230769,-1.4534186032094487,0.057692307692307696,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,6,2002-06-15,2,BULQIZE,admin2_bbox_centroid,41.4798,20.3348,41.4798,20.3348,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,6,2001-12-15,2002-06-14,182,396.39,2.17797,3.8983,23.36,-23.18,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_6_window_6,26,0.44440416777666303,0.75,-1.3547727078406266,0.17307692307692307,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,6,2002-06-15,2,BULQIZE,admin2_bbox_centroid,41.4798,20.3348,41.4798,20.3348,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,12,2001-06-15,2002-06-14,365,636.17,1.74293,8.0114,33.6,-23.18,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_6_window_12,26,-0.17353514455744187,0.5576923076923077,-1.3739447474374888,0.17307692307692307,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,7,2002-07-15,2,BULQIZE,admin2_bbox_centroid,41.4798,20.3348,41.4798,20.3348,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,1,2002-06-15,2002-07-14,30,24.75,0.825,20.039,31.35,9.23,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_7_window_1,3,-0.1607881654660389,0.6666666666666666,-0.6493529759096007,0.6666666666666666,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
