outcome,cutoff,bandwidth,donut,n,coef,se,p,mean_below,mean_above,design,sample_definition
post_weekend_rn_lt8_day_share,155,5,1,566,-0.028415710338051996,0.05409156308131669,0.5995636984196591,0.07349890849890849,0.06393973659606735,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_rn_lt8_days,155,5,1,566,-0.7902946690250441,1.427925193811954,0.5801708758518891,1.9391233766233766,1.6892764857881137,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_zero_rn_day_share,155,5,1,566,-0.015392777193579992,0.018366045444583343,0.40232489451222797,0.012985175194026127,0.015214906880309645,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_zero_rn_days,155,5,1,566,-1.42364137140861,1.6830313045468124,0.3979800728822074,1.1883116883116882,1.3916666666666664,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_p10_total_hprd,155,5,1,566,0.1879029623175841,0.1822716461556448,0.30303341471798606,2.611742611673984,2.6211820895542286,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_p25_total_hprd,155,5,1,566,0.15725051516259173,0.18028200319131812,0.38344589541367213,2.760025183699517,2.764854485616845,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_worst_weekend_total_hprd,155,5,1,566,0.17451515543901405,0.18717595345392138,0.3515514717632091,2.384006611481155,2.401329637907042,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_worst_weekend_rn_hprd,155,5,1,566,0.013613407633451983,0.03601771034674761,0.7055998469714315,0.1413997871696896,0.1365841161371764,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_share_total_hours,155,5,1,566,-0.0016433034638968296,0.004693138158345548,0.7263571348874787,0.25027428291468595,0.2500541424866207,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_contract_share_total_hours,155,5,1,566,0.0015605022001779142,0.044244158306694446,0.971876774952936,0.09763922271753421,0.08712656137736292,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_avg_daily_census,155,5,1,566,25.884197901494183,25.86666417905287,0.3174132320972569,87.29392798497223,90.27060781042287,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_occupancy,155,5,1,566,-0.03513341739667135,0.06542245519018536,0.5914636929424002,0.7656625522575711,0.7753949212575797,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_rn_lt8_day_share,155,10,0,1279,-0.03818995434832537,0.01765301541697485,0.03069825771529544,0.06201301115241636,0.05497903169788009,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_rn_lt8_days,155,10,0,1279,-1.0114668684529744,0.4656719738954128,0.030035030570426224,1.6355947955390335,1.4496401259559155,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_zero_rn_day_share,155,10,0,1279,-0.008079502249542344,0.005414863201895231,0.1359210436794045,0.00997611109236291,0.010870215252659658,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_zero_rn_days,155,10,0,1279,-0.7426804411036545,0.49582228382647847,0.13441291606202577,0.912639405204461,0.9933873144399461,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_p10_total_hprd,155,10,0,1279,-0.027536134753435533,0.05874626161156944,0.6393427747163125,2.617731961893327,2.6122122888514783,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_p25_total_hprd,155,10,0,1279,-0.04312302530691741,0.05796866270041253,0.4570726107980003,2.7602520822511893,2.7570765840959957,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_worst_weekend_total_hprd,155,10,0,1279,-0.006568126271733289,0.060816148424908026,0.9140129161678805,2.3978811237272684,2.3918974119188383,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_worst_weekend_rn_hprd,155,10,0,1279,0.006665947591895382,0.012941934607141664,0.606596338809744,0.14418108317531825,0.14874847508246175,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_share_total_hours,155,10,0,1279,-0.000600596401561612,0.001576743166450851,0.7033338830769276,0.25001820249723933,0.25014510078859364,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_contract_share_total_hours,155,10,0,1279,0.009598837898529701,0.016482986181041305,0.5604351041536471,0.100719606556537,0.0942192690562846,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_avg_daily_census,155,10,0,1279,16.631874165137088,6.364415546910877,0.00907383631057046,93.4375074218205,90.78722925941518,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_occupancy,155,10,0,1279,0.005625169520131543,0.021334804493512584,0.7920832628054886,0.7744290963865302,0.77522986184046,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_rn_lt8_day_share,155,10,1,1054,-0.015306898469210762,0.02154944486291452,0.4776664168822311,0.06201301115241636,0.05584817649094135,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_rn_lt8_days,155,10,1,1054,-0.40521579993416196,0.568621561481351,0.4762341396491723,1.6355947955390335,1.472545219638243,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_zero_rn_day_share,155,10,1,1054,0.0015151638157980805,0.00794273100797391,0.8487496715009204,0.00997611109236291,0.011649954632554903,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_zero_rn_days,155,10,1,1054,0.13583267130185972,0.7271081235064688,0.8518439657277079,0.912639405204461,1.0647286821705426,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_p10_total_hprd,155,10,1,1054,0.007267024906745618,0.07534700409884063,0.923183628722728,2.617731961893327,2.6339667161768374,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_p25_total_hprd,155,10,1,1054,-0.0035727214795606586,0.07521970114599806,0.9621260334368835,2.7602520822511893,2.778461142619594,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_worst_weekend_total_hprd,155,10,1,1054,0.022841259329205634,0.07733291033117633,0.7677751974602778,2.3978811237272684,2.414045137435749,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_worst_weekend_rn_hprd,155,10,1,1054,-0.0066250573069064934,0.01647471267761053,0.6876665767059307,0.14418108317531825,0.15000215705790967,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_share_total_hours,155,10,1,1054,-0.0003541420124846508,0.002122930603821922,0.8675457537540301,0.25001820249723933,0.25004159932418263,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_contract_share_total_hours,155,10,1,1054,-0.017292733728942383,0.020708473245320578,0.4038761674239204,0.100719606556537,0.09173703115787687,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_avg_daily_census,155,10,1,1054,10.89283956231558,9.846737068399685,0.26887669215555743,93.4375074218205,91.32335481908302,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_occupancy,155,10,1,1054,-0.009677782589218378,0.027793340888411344,0.7277559679907455,0.7744290963865302,0.7817432940058412,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_rn_lt8_day_share,155,15,0,1835,-0.024737782938876133,0.013214911949567362,0.06137147870093296,0.05863416506993333,0.05623636871187303,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_rn_lt8_days,155,15,0,1835,-0.6537062396241966,0.34873946414767965,0.06102296530970852,1.5470403022670025,1.482965097662504,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_zero_rn_day_share,155,15,0,1835,-0.003058644882715425,0.004105784947581592,0.45639160720367267,0.010407639200624636,0.011610407737981557,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_zero_rn_days,155,15,0,1835,-0.28169590386732307,0.3759256593364501,0.4537489308242215,0.9518891687657431,1.0614153057957094,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_p10_total_hprd,155,15,0,1835,-0.06329138729356534,0.04294226132254548,0.14068801247808227,2.6001113694786864,2.6368867507255005,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_p25_total_hprd,155,15,0,1835,-0.06956030682548356,0.04252723660478121,0.10208162034635326,2.7415826029033825,2.7823118894848378,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_worst_weekend_total_hprd,155,15,0,1835,-0.04663036433338581,0.044295278942017347,0.2926099160721365,2.3846385334959828,2.4140178706597846,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_worst_weekend_rn_hprd,155,15,0,1835,0.005414248675969449,0.009689475348939873,0.5763827631890854,0.14504667364133828,0.1484615360640768,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_share_total_hours,155,15,0,1835,-0.0006230412162137635,0.0011938640178603874,0.6018243188262702,0.2497533969471798,0.25027734989376643,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_contract_share_total_hours,155,15,0,1835,-0.005522270901904085,0.012251522888010643,0.6522291732202388,0.09943692868924427,0.09475813493011508,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_avg_daily_census,155,15,0,1835,2.771248900383571,4.549588569702289,0.5425199574882762,92.06301952157773,89.87335815707742,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_occupancy,155,15,0,1835,0.002125873744807075,0.01633696143217733,0.8964805347606839,0.7720700078416104,0.7739450139656762,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_rn_lt8_day_share,155,15,1,1610,-0.014168293462770798,0.01568412308180864,0.36647425821177104,0.05863416506993333,0.05713266716943188,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_rn_lt8_days,155,15,1,1610,-0.37417495626470304,0.41417215097382065,0.36643396549614504,1.5470403022670025,1.5066380718954249,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_zero_rn_day_share,155,15,1,1610,0.0012445838038575576,0.005729629240133807,0.8280653418382955,0.010407639200624636,0.012307575420853341,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_zero_rn_days,155,15,1,1610,0.11188810532214077,0.5245864030464575,0.8311292248157991,0.9518891687657431,1.1252859477124182,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_p10_total_hprd,155,15,1,1610,-0.04598005917212429,0.05282594289390053,0.38420821798902005,2.6001113694786864,2.657446846830329,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_p25_total_hprd,155,15,1,1610,-0.05046592729420243,0.05266790253417635,0.33811051244621626,2.7415826029033825,2.802792742316537,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_worst_weekend_total_hprd,155,15,1,1610,-0.03014512448952659,0.05410087925111521,0.5774669878866945,2.3846385334959828,2.434122441227725,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_worst_weekend_rn_hprd,155,15,1,1610,0.00311565355960303,0.01196477342809436,0.7945869129110876,0.14504667364133828,0.149175186333923,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_share_total_hours,155,15,1,1610,-0.0008377615979695006,0.0014814630045454785,0.5718153467125449,0.2497533969471798,0.2502483661842417,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_contract_share_total_hours,155,15,1,1610,-0.019501617680065315,0.014746489030403149,0.18620386096138963,0.09943692868924427,0.09333706883456785,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_avg_daily_census,155,15,1,1610,1.3739166627541803,6.324637972265832,0.8280547827492555,92.06301952157773,89.9603922143845,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_occupancy,155,15,1,1610,0.006219497538356697,0.0200677955455462,0.7566587307601387,0.7720700078416104,0.7777095240459585,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_rn_lt8_day_share,155,20,0,2370,-0.017444935619007226,0.01089261490585222,0.10939132652337591,0.05649355659991938,0.05608660723492412,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_rn_lt8_days,155,20,0,2370,-0.4613401585768657,0.2871607541087611,0.10828499090350663,1.4902659069325737,1.4791951404707668,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_zero_rn_day_share,155,20,0,2370,-0.0021349844356841796,0.003363560614868821,0.5256597658897817,0.010100132031879832,0.01175600403531142,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_zero_rn_days,155,20,0,2370,-0.19695645695761818,0.30777360041742674,0.5222739505092815,0.92340930674264,1.0750063275120223,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_p10_total_hprd,155,20,0,2370,-0.05318518005299447,0.036542363329288036,0.14568043548850573,2.594464519024337,2.658091209611493,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_p25_total_hprd,155,20,0,2370,-0.056056296092994895,0.03637854539160755,0.12347086619186465,2.7365263575525285,2.806343444936051,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_worst_weekend_total_hprd,155,20,0,2370,-0.05102474823679435,0.03743166990378232,0.17296690335189369,2.3751885968342283,2.4317113635450496,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_worst_weekend_rn_hprd,155,20,0,2370,-0.002513253158531313,0.008459137601469548,0.7664123303509025,0.14419051690121726,0.15322593279771554,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_share_total_hours,155,20,0,2370,0.00031025840858368587,0.0010196612336385966,0.7609444109960877,0.2500551871766021,0.2505422926645179,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_contract_share_total_hours,155,20,0,2370,-0.006464154811630612,0.010486368632151246,0.5376673820714415,0.0987707604044411,0.09461435020866062,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_avg_daily_census,155,20,0,2370,2.964447932708209,4.216317541540765,0.48206924713750343,93.24847222291542,89.47853792178023,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_occupancy,155,20,0,2370,-0.004972298310718573,0.013989487766251895,0.7222983748999141,0.7692486050324814,0.774913813318881,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_rn_lt8_day_share,155,20,1,2145,-0.010519930874920657,0.012504476644190464,0.4002776642968302,0.05649355659991938,0.056725511272519825,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_rn_lt8_days,155,20,1,2145,-0.2782084994707646,0.3298797486725003,0.3991194575479051,1.4902659069325737,1.4961080586080586,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_zero_rn_day_share,155,20,1,2145,0.0010128767615434457,0.004483402337897153,0.8212875468548759,0.010100132031879832,0.01230696373872039,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_zero_rn_days,155,20,1,2145,0.0909675746887073,0.41034381754189153,0.8245792905000049,0.92340930674264,1.1255341880341883,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_p10_total_hprd,155,20,1,2145,-0.04224456098453963,0.04348351788904834,0.331405392650022,2.594464519024337,2.6778238485042474,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_p25_total_hprd,155,20,1,2145,-0.04718260406025417,0.0435912075962656,0.2792020057429223,2.7365263575525285,2.8265993752356753,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_worst_weekend_total_hprd,155,20,1,2145,-0.037285231557875845,0.0444104621285219,0.4012490718864601,2.3751885968342283,2.450380196404595,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_worst_weekend_rn_hprd,155,20,1,2145,-0.008415998828504133,0.010445706999553632,0.42051124584714605,0.14419051690121726,0.15474088507359762,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_share_total_hours,155,20,1,2145,-0.00012024370573719275,0.0012238386913219666,0.9217419688923147,0.2500551871766021,0.25057522436456076,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_contract_share_total_hours,155,20,1,2145,-0.014775195120144743,0.012126420892902433,0.22319484961590996,0.0987707604044411,0.09352282869190806,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_avg_daily_census,155,20,1,2145,2.6732859035138894,5.271722264784882,0.612137472461507,93.24847222291542,89.46222403700068,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_occupancy,155,20,1,2145,0.00017917456146936508,0.016574683484210782,0.991375935541015,0.7692486050324814,0.7779264690697797,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_rn_lt8_day_share,155,30,0,3501,-0.0016216738845141847,0.008747375231091816,0.8529340829370979,0.05977625552575585,0.05386994444444444,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_rn_lt8_days,155,30,0,3501,-0.04253267032236732,0.2307376206327616,0.8537625329836818,1.5774372640461913,1.4211500000000001,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_zero_rn_day_share,155,30,0,3501,0.0023226969680909576,0.0028972773579055214,0.42279102901230114,0.011209198350669252,0.010749351298862168,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_zero_rn_days,155,30,0,3501,0.21180764037442765,0.2650093186036241,0.4242020596337919,1.024838996224739,0.9830083333333334,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_p10_total_hprd,155,30,0,3501,-0.04420130012477156,0.029579371497309194,0.1351799829067113,2.575228228311561,2.684446364383338,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_p25_total_hprd,155,30,0,3501,-0.03883598927742759,0.029501238461381054,0.1881197388759095,2.7189099000401407,2.8329747929880322,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_worst_weekend_total_hprd,155,30,0,3501,-0.04760035734016829,0.030394574614436783,0.11742020001377296,2.3544229172809876,2.45587573766481,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_worst_weekend_rn_hprd,155,30,0,3501,-0.006388911503852102,0.007111915488973377,0.3690666591048941,0.13966770993639635,0.1576125876029001,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_share_total_hours,155,30,0,3501,-0.00019615621220865696,0.0008527357145522154,0.8180806221769141,0.2502226606333736,0.2509487076943266,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_contract_share_total_hours,155,30,0,3501,-0.003103958865978894,0.008586473658829847,0.7177520147123828,0.09865349412469747,0.09311385898126552,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_avg_daily_census,155,30,0,3501,-2.800081430612343,3.357002960798105,0.40428072352084743,92.51230895829669,89.62570057971014,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_occupancy,155,30,0,3501,-0.0008556528605132241,0.011302460704809995,0.9396581232874168,0.7688371119984502,0.7729688277383645,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_rn_lt8_day_share,155,30,1,3276,0.002768323784111604,0.009643692595493277,0.7740841282048658,0.05977625552575585,0.05398201998314674,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_rn_lt8_days,155,30,1,3276,0.07321389422908597,0.2545233066762436,0.773632086762968,1.5774372640461913,1.4241971830985916,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_zero_rn_day_share,155,30,1,3276,0.004730313147356134,0.00346784332048881,0.17264551649291326,0.011209198350669252,0.010960704048395413,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_zero_rn_days,155,30,1,3276,0.4321569430234404,0.3172873547828109,0.1732801400249937,1.024838996224739,1.002431924882629,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_p10_total_hprd,155,30,1,3276,-0.02503492389259937,0.03348028554866207,0.4546639746998,2.575228228311561,2.699926900436608,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_p25_total_hprd,155,30,1,3276,-0.01915105953785776,0.033516962807832396,0.5677785510728808,2.7189099000401407,2.848812274226841,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_worst_weekend_total_hprd,155,30,1,3276,-0.02859080456188023,0.03446450928585747,0.4068411219524277,2.3544229172809876,2.470424103670201,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_worst_weekend_rn_hprd,155,30,1,3276,-0.007956095694266845,0.008329045885994575,0.33953553325904284,0.13966770993639635,0.15910065814736754,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_share_total_hours,155,30,1,3276,-0.0006054302873779369,0.0009782161363945817,0.5360170264734738,0.2502226606333736,0.25102048504539914,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_contract_share_total_hours,155,30,1,3276,-0.00630411417154342,0.00950226379355752,0.5071000957472749,0.09865349412469747,0.09225213953199358,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_avg_daily_census,155,30,1,3276,-3.224527380683085,3.8917422832758124,0.40741598775983734,92.51230895829669,89.63431851540308,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_occupancy,155,30,1,3276,0.005183664931853909,0.012793415585961242,0.6853700391997521,0.7688371119984502,0.7745757000337814,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_rn_lt8_day_share,205,5,0,848,-0.05906531209543191,0.029406797468228708,0.04490194457968011,0.04969092986946094,0.042531896295609384,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_rn_lt8_days,205,5,0,848,-1.560725914981293,0.7749388435883582,0.044326534277847385,1.3148587570621468,1.1211271850512357,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_zero_rn_day_share,205,5,0,848,-0.015052002163343198,0.009660456436263797,0.1195833147742853,0.00880191062247068,0.00962987594503437,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_zero_rn_days,205,5,0,848,-1.3797639132561128,0.8836841732084687,0.11880974949376655,0.8059322033898305,0.8799276672694395,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_p10_total_hprd,205,5,0,848,-0.06753077671466963,0.09783564122320543,0.49022850977525545,2.8078782774092192,2.807978803877335,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_p25_total_hprd,205,5,0,848,-0.06887383196750527,0.09792873642039322,0.4820592602107836,2.9511844943425958,2.953609762094648,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_worst_weekend_total_hprd,205,5,0,848,0.005359778810711983,0.10942297421144496,0.9609450640084032,2.5840485914848785,2.578065445912415,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_worst_weekend_rn_hprd,205,5,0,848,0.10169896629363812,0.02012501794410163,5.323566947268432e-07,0.1712615087828609,0.19102663770630263,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_share_total_hours,205,5,0,848,-0.0027476009754652236,0.0026442691772313076,0.29906620721865096,0.25263046409270684,0.2522163832002973,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_contract_share_total_hours,205,5,0,848,0.015646456078991004,0.021675605204673227,0.47058889307614704,0.09461986787527844,0.08165013993264535,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_avg_daily_census,205,5,0,848,0.5173988621193186,21.304438218118143,0.9806302479343132,91.37361835988733,86.08265818280894,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_occupancy,205,5,0,848,0.009792611603016468,0.03993332061161837,0.8063425487104348,0.7790560795684502,0.7772056471819584,RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_rn_lt8_day_share,205,5,1,545,0.10265691675361445,0.11431346294843604,0.3695690476904234,0.05061140372087481,0.054326269747194324,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_rn_lt8_days,205,5,1,545,2.6273392448113073,3.0091613749513866,0.382988613897425,1.339790897908979,1.430778588807786,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_zero_rn_day_share,205,5,1,545,0.06517377901209365,0.06855504706858408,0.34219233819030803,0.009089594841640406,0.013515836720374963,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_zero_rn_days,205,5,1,545,5.921910734178313,6.259153198859094,0.3445097029493085,0.8322878228782288,1.2346715328467153,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_p10_total_hprd,205,5,1,545,-0.38744086489337487,0.24745842207950247,0.11800811004031808,2.812369215977665,2.8268584302435733,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_p25_total_hprd,205,5,1,545,-0.35468788149803426,0.241406348515406,0.14234443728968382,2.9568262566727186,2.972606862487403,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_worst_weekend_total_hprd,205,5,1,545,-0.3133612769726509,0.2604587111456601,0.22945880260227058,2.5941721011391334,2.6067354148888278,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_worst_weekend_rn_hprd,205,5,1,545,0.004135762898332583,0.0470330363188732,0.9299623498252614,0.17393224576845875,0.17178768660372493,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_weekend_share_total_hours,205,5,1,545,0.012068065055566183,0.013227757541614576,0.3620019836474926,0.25258190473949066,0.25360769427655233,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_contract_share_total_hours,205,5,1,545,0.017789810116236295,0.048483220397243385,0.713816828836916,0.09523789571939398,0.07927215002720711,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_avg_daily_census,205,5,1,545,13.732483123301357,17.584016509324464,0.4351652864449642,89.70050007930402,85.03971111237693,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
post_occupancy,205,5,1,545,-0.15905558239284048,0.13349201111437556,0.23398023736993045,0.7771058341352424,0.7644172673538907,donut_RD,July 2022 facilities with valid V3 score and post-quarter outcome
