snapshot_date,diagnostic_type,diagnostic_group,n,match_rate,mismatch_count,proxy_used_share,sample_definition
2022-01-27,state,WV,113,0.46017699115044247,61,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,state,WY,31,0.4838709677419355,16,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,ownership,for_profit,10263,0.5327876839130858,4795,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,ownership,nonprofit_or_gov,4103,0.6058981233243967,1617,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,official_staffing_star,1.0,2154,0.7084493964716806,628,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,official_staffing_star,2.0,3681,0.4218962238522141,2128,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,official_staffing_star,3.0,3866,0.4875840662183135,1981,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,official_staffing_star,4.0,2875,0.616,1104,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,official_staffing_star,5.0,1790,0.6810055865921788,571,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,admin_turnover,1292,0.5371517027863777,598,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,complete,10131,0.5550291185470339,4508,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,rn,101,0.40594059405940597,60,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,rn+admin_turnover,12,0.5,6,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,rn+rn_turnover,2,0.5,1,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,rn+rn_turnover+admin_turnover,3,0.0,3,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,rn+total_turnover+rn_turnover,7,0.5714285714285714,3,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,rn+total_turnover+rn_turnover+admin_turnover,5,0.2,4,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,rn+weekend_total,1,0.0,1,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,rn_turnover,588,0.5935374149659864,239,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,rn_turnover+admin_turnover,168,0.6190476190476191,64,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,total_nurse,39,0.358974358974359,25,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,total_nurse+admin_turnover,1,0.0,1,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,total_nurse+rn+weekend_total,33,0.24242424242424243,25,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,total_nurse+rn+weekend_total+admin_turnover,16,0.5625,7,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,total_nurse+rn+weekend_total+rn_turnover,4,0.0,4,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,total_nurse+rn+weekend_total+total_turnover+rn_turnover,3,0.6666666666666666,1,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,total_nurse+rn_turnover,4,0.5,2,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,total_nurse+rn_turnover+admin_turnover,1,0.0,1,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,total_nurse+total_turnover+rn_turnover,4,0.25,3,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,total_nurse+total_turnover+rn_turnover+admin_turnover,3,0.3333333333333333,2,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,total_nurse+weekend_total,1,0.0,1,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,total_turnover+rn_turnover,804,0.5111940298507462,393,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,total_turnover+rn_turnover+admin_turnover,1098,0.5974499089253188,442,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,weekend_total,30,0.6,12,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,weekend_total+admin_turnover,3,0.3333333333333333,2,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,weekend_total+rn_turnover,3,0.6666666666666666,1,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,weekend_total+total_turnover+rn_turnover,6,0.6666666666666666,2,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,missing_component_pattern,weekend_total+total_turnover+rn_turnover+admin_turnover,3,0.6666666666666666,1,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,weekend_hprd_source,missing,56,0.3392857142857143,37,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,weekend_hprd_source,reconstructed_from_official_ratio,14310,0.5545073375262054,6375,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,facility_size,large,7285,0.5608785175017158,3199,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,facility_size,small,7081,0.5462505295862167,3213,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-01-27,snapshot,2022-01-27,14366,0.5536683836836976,6412,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,AK,18,0.7222222222222222,5,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,AL,214,0.5794392523364486,90,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,AR,208,0.5721153846153846,89,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,AZ,136,0.4485294117647059,75,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,CA,1071,0.5098039215686274,525,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,CO,206,0.47572815533980584,108,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,CT,197,0.6040609137055838,78,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,DC,16,0.4375,9,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,DE,39,0.6153846153846154,15,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,FL,681,0.6005873715124816,272,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,GA,337,0.56973293768546,145,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,GU,1,1.0,0,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,HI,41,0.8536585365853658,6,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,IA,372,0.553763440860215,166,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,ID,77,0.5324675324675324,36,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,IL,647,0.5285935085007728,305,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,IN,511,0.5264187866927593,242,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,KS,269,0.5204460966542751,129,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,KY,269,0.45724907063197023,146,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,LA,245,0.6693877551020408,81,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,MA,351,0.5042735042735043,174,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,MD,216,0.5416666666666666,99,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,ME,86,0.5,43,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,MI,403,0.5856079404466501,167,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,MN,323,0.6253869969040248,121,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,MO,446,0.5,223,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,MS,176,0.45454545454545453,96,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,MT,66,0.5,33,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,NC,400,0.5125,195,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,ND,72,0.7222222222222222,20,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,NE,174,0.5057471264367817,86,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,NH,69,0.5652173913043478,30,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,NJ,346,0.546242774566474,157,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,NM,64,0.5,32,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,NV,57,0.5964912280701754,23,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,NY,588,0.5561224489795918,261,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,OH,902,0.5277161862527716,426,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,OK,268,0.5111940298507462,131,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,OR,114,0.43859649122807015,64,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,PA,661,0.5325264750378215,309,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,PR,5,0.6,2,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,RI,75,0.48,39,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,SC,180,0.5277777777777778,85,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,SD,83,0.6265060240963856,31,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,TN,297,0.5824915824915825,124,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,TX,1100,0.6281818181818182,409,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,UT,88,0.4090909090909091,52,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,VA,264,0.5643939393939394,115,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,VT,33,0.6060606060606061,13,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,WA,188,0.48936170212765956,96,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,WI,326,0.5521472392638037,146,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,WV,110,0.4909090909090909,56,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,state,WY,31,0.5161290322580645,15,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,ownership,for_profit,10079,0.5251513046929259,4786,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,ownership,nonprofit_or_gov,4038,0.6015354135710748,1609,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,official_staffing_star,1.0,2212,0.7106690777576854,640,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,official_staffing_star,2.0,3734,0.41269416175682916,2193,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,official_staffing_star,3.0,3736,0.47644539614561027,1956,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,official_staffing_star,4.0,2783,0.6104922745238951,1084,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,official_staffing_star,5.0,1652,0.6840193704600485,522,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,admin_turnover,1343,0.5241995532390171,639,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,complete,9892,0.5464011322280631,4487,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,rn,76,0.3815789473684211,47,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,rn+admin_turnover,14,0.21428571428571427,11,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,rn+rn_turnover,12,0.25,9,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,rn+rn_turnover+admin_turnover,4,0.25,3,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,rn+total_turnover+rn_turnover,7,0.2857142857142857,5,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,rn+total_turnover+rn_turnover+admin_turnover,8,0.625,3,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,rn+weekend_total,1,0.0,1,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,rn_turnover,629,0.6136724960254372,243,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,rn_turnover+admin_turnover,197,0.5888324873096447,81,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,total_nurse,39,0.5128205128205128,19,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,total_nurse+admin_turnover,3,0.6666666666666666,1,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,total_nurse+rn+admin_turnover,1,0.0,1,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,total_nurse+rn+weekend_total,30,0.3333333333333333,20,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,total_nurse+rn+weekend_total+admin_turnover,11,0.36363636363636365,7,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,total_nurse+rn+weekend_total+rn_turnover,2,0.0,2,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,total_nurse+rn+weekend_total+total_turnover+rn_turnover,5,0.2,4,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,total_nurse+rn_turnover,3,1.0,0,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,total_nurse+rn_turnover+admin_turnover,1,1.0,0,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,total_nurse+total_turnover+rn_turnover,4,0.5,2,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,total_nurse+total_turnover+rn_turnover+admin_turnover,5,0.6,2,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,total_turnover+rn_turnover,789,0.5158428390367554,382,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,total_turnover+rn_turnover+admin_turnover,986,0.5872210953346856,407,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,weekend_total,40,0.625,15,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,weekend_total+admin_turnover,6,0.6666666666666666,2,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,weekend_total+rn_turnover,1,1.0,0,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,weekend_total+rn_turnover+admin_turnover,1,1.0,0,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,weekend_total+total_turnover+rn_turnover,2,0.5,1,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,missing_component_pattern,weekend_total+total_turnover+rn_turnover+admin_turnover,5,0.8,1,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,weekend_hprd_source,missing,48,0.3125,33,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,weekend_hprd_source,reconstructed_from_official_ratio,14069,0.5478001279408629,6362,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,facility_size,large,7199,0.5529934713154605,3218,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,facility_size,small,6918,0.5407632263660017,3177,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-04-27,snapshot,2022-04-27,14117,0.54700007083658,6395,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,AK,19,1.0,0,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,AL,183,0.9672131147540983,6,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,AR,203,0.9802955665024631,4,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,AZ,134,0.9776119402985075,3,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,CA,1092,0.9395604395604396,66,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,CO,201,0.9900497512437811,2,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,CT,199,1.0,0,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,DC,15,1.0,0,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,DE,39,0.9743589743589743,1,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,FL,672,0.9717261904761905,19,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,GA,337,0.9525222551928784,16,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,GU,1,1.0,0,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,HI,42,1.0,0,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,IA,393,0.9567430025445293,17,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,ID,77,0.935064935064935,5,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,IL,642,0.9688473520249221,20,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,IN,504,0.9702380952380952,15,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,KS,265,0.9509433962264151,13,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,KY,265,0.9735849056603774,7,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,LA,249,0.9799196787148594,5,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,MA,350,0.9314285714285714,24,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,MD,216,0.9814814814814815,4,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,ME,85,0.9176470588235294,7,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,MI,414,0.9468599033816425,22,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,MN,342,0.9678362573099415,11,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,MO,442,0.9253393665158371,33,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,MS,176,0.9772727272727273,4,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,MT,64,0.9375,4,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,NC,409,0.9290953545232273,29,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,ND,75,0.9733333333333334,2,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,NE,173,0.953757225433526,8,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,NH,67,0.9402985074626866,4,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,NJ,340,0.9882352941176471,4,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,NM,64,0.953125,3,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,NV,59,0.9322033898305084,4,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,NY,595,0.9831932773109243,10,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,OH,913,0.9780941949616648,20,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,OK,260,0.8961538461538462,27,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,OR,116,0.9137931034482759,10,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,PA,663,0.9909502262443439,6,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,PR,4,1.0,0,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,RI,75,1.0,0,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,SC,186,0.9731182795698925,5,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,SD,87,0.9540229885057471,4,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,TN,302,0.9768211920529801,7,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,TX,1145,0.9624454148471616,43,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,UT,88,0.9545454545454546,4,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,VA,269,0.9776951672862454,6,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,VT,33,1.0,0,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,WA,187,0.9946524064171123,1,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,WI,327,0.9755351681957186,8,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,WV,112,0.9553571428571429,5,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,state,WY,31,0.967741935483871,1,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,ownership,for_profit,10160,0.9654527559055118,351,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,ownership,nonprofit_or_gov,4041,0.9584261321455085,168,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,official_staffing_star,1.0,4117,0.8885110517367015,459,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,official_staffing_star,2.0,2781,0.9884933477166487,32,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,official_staffing_star,3.0,2849,0.9933309933309933,19,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,official_staffing_star,4.0,2911,0.9979388526279629,6,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,official_staffing_star,5.0,1543,0.9980557355800389,3,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,missing_component_pattern,admin_turnover,2276,0.9714411247803163,65,0.0,valid emulator-star comparisons by diagnostic subgroup
2022-07-27,missing_component_pattern,complete,8848,0.9777350813743219,197,0.0,valid emulator-star comparisons by diagnostic subgroup
