outcome,cutoff,bandwidth,donut,n,coef,se,p,mean_below,mean_above,design,sample_definition
delta_avg_daily_census,205,10,0,1482,2.1095162771797726,1.8884151875286368,0.2641404464335362,6.568774467696555,7.194116915972225,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_occupancy,205,10,0,1482,0.02225656493360837,0.01190305670719559,0.061706486541838856,0.05602763788172084,0.06371206105965711,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_day_share,205,15,0,2133,0.014289922566032455,0.010268888973908968,0.16419670273169507,-0.001938368854077668,0.0028580093480887105,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_days,205,15,0,2133,0.3611426988323674,0.26852787060021766,0.17880130105503733,-0.030755834204110055,0.09404761904761906,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_day_share,205,15,0,2133,0.002130089939338041,0.003855403810245337,0.5806675033108544,0.00029351680026342694,0.0028256300817118625,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_days,205,15,0,2133,0.19286676849864096,0.3522531605389807,0.5840767455091016,0.030181121560431914,0.2618339002267574,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p10_total_hprd,205,15,0,2133,-0.07197005510744395,0.04189923173386557,0.08599787592510433,-0.04598544177850188,-0.09364727426265594,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p25_total_hprd,205,15,0,2133,-0.06910455840682009,0.041741401990053204,0.09796239854131983,-0.05570391791658379,-0.10497140308468836,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_total_hprd,205,15,0,2133,-0.04387670203413134,0.043502206369341746,0.31327696814801964,-0.04470566320548341,-0.08893784426432272,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_rn_hprd,205,15,0,2133,-0.014484341907914738,0.010283916533150096,0.15914503727650176,-0.016273564719667826,-0.029017428696462372,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_share_total_hours,205,15,0,2133,-0.0011520735067834583,0.001233051685478919,0.350241185825066,0.00488233249197405,0.004721081968256807,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_contract_share_total_hours,205,15,0,2133,-0.00011968160458733946,0.009973198922361506,0.9904264820179547,0.022781328468477597,0.028340655542041137,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_avg_daily_census,205,15,0,2133,2.356113745132861,1.34369987770449,0.07966828303616857,6.934703474150001,6.80154627411652,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_occupancy,205,15,0,2133,0.021867681414852864,0.00955079246844573,0.022140819534142153,0.059308157928186556,0.06223139807048693,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_day_share,205,20,0,2712,0.009567570147898198,0.008613281464788236,0.2667562069804994,-0.002265768471973856,0.002332681625516514,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_days,205,20,0,2712,0.24235892881357202,0.22523432300750712,0.2820096140732733,-0.03995057660626027,0.07919448153093012,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_day_share,205,20,0,2712,0.002383592967296704,0.003190009501794126,0.4550043357793965,0.0003730854677241042,0.002641619904854943,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_days,205,20,0,2712,0.21680046577633866,0.29140943915947254,0.4569579565276398,0.03725974739154313,0.24464842011570984,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p10_total_hprd,205,20,0,2712,-0.04975449489908066,0.03497078717599026,0.15492541851339103,-0.04047777595302126,-0.09286245592591362,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p25_total_hprd,205,20,0,2712,-0.050399861217850214,0.034666039638071376,0.14609866290949114,-0.050948191098803074,-0.1040261185587492,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_total_hprd,205,20,0,2712,-0.03356493687427798,0.03657920938622336,0.358912117401476,-0.0385129841437785,-0.08658500670733262,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_rn_hprd,205,20,0,2712,-0.014614715399820434,0.00910901370012084,0.10873734891025744,-0.015841396699867057,-0.026725782249622135,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_share_total_hours,205,20,0,2712,-0.0002986575502496589,0.0010667013488009035,0.7795124305941701,0.005047221816283728,0.004615991850834516,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_contract_share_total_hours,205,20,0,2712,0.002282837010908776,0.008654533291235658,0.7919744832326749,0.022585635002572896,0.027917766042974534,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_avg_daily_census,205,20,0,2712,1.669816958221559,1.1409127935375911,0.14342484610179818,7.1012182621091355,6.809189139990208,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_occupancy,205,20,0,2712,0.015118739835361644,0.008436811809667951,0.07324508084665071,0.05972247715375301,0.06188970961982501,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_day_share,205,30,0,3927,0.0026568134817907493,0.007122433320281813,0.7091533560583643,-0.0055966817796566926,0.0017814124272759958,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_days,205,30,0,3927,0.06663164966833557,0.18632258737753138,0.7206511006369372,-0.12618279569892474,0.06400580551523949,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_day_share,205,30,0,3927,0.0021549067331762973,0.002713267754116785,0.42712072305713056,-0.00045067712575893985,0.0017318004722560788,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_days,205,30,0,3927,0.19616918959004923,0.2480187068498829,0.4290238219607829,-0.037921146953405004,0.16175616835994197,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p10_total_hprd,205,30,0,3927,-0.04612525696602173,0.02894531485834621,0.11112167611924706,-0.037014805157294446,-0.08927279916961356,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p25_total_hprd,205,30,0,3927,-0.051219871723224376,0.028658055449263507,0.07396997094658864,-0.04877356027275026,-0.09857903592709819,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_total_hprd,205,30,0,3927,-0.04124673172332415,0.030175178342612054,0.1717320621462166,-0.03959444451472987,-0.08539308079295319,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_rn_hprd,205,30,0,3927,-0.014520512467914696,0.007546551368442195,0.05441110587491016,-0.016555027203492098,-0.024343750375188197,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_share_total_hours,205,30,0,3927,-0.0009566735456187301,0.000877353333219039,0.27560020235713223,0.004778328770000355,0.004776613148563527,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_contract_share_total_hours,205,30,0,3927,0.00842535389555129,0.0069113445963301205,0.22289415772180843,0.025063078903631075,0.02685136229942137,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_avg_daily_census,205,30,0,3927,0.6364927175464518,0.8715343502642025,0.46524259667390044,7.065959114630457,6.702000772364195,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_occupancy,205,30,0,3927,0.007725825902334287,0.006858428999570523,0.26003483106949354,0.059509426858428256,0.06133099650824205,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_day_share,255,5,0,778,0.07636801809222159,0.07747637971210306,0.32459121805000635,-0.0035183406655727046,0.0009884773662551412,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_days,255,5,0,778,1.9196218152750941,2.0283703877275117,0.3442469773324952,-0.07037691401648996,0.03932659932659935,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_day_share,255,5,0,778,0.02418830048658842,0.021110315036948504,0.2522300567049398,0.0004949808702305247,0.0009497524304287589,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_days,255,5,0,778,2.1742869423738265,1.9171605185730092,0.25709603229346945,0.04988221436984683,0.08919191919191913,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p10_total_hprd,255,5,0,778,-0.19418804383174204,0.1392037448544573,0.16341856100246854,-0.08760468398878425,-0.11477702738122306,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p25_total_hprd,255,5,0,778,-0.21284807330123065,0.1363188883524394,0.11883857310864765,-0.09442736846564814,-0.10913024856757747,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_total_hprd,255,5,0,778,-0.11213282824464249,0.1591010660116182,0.4811529973327764,-0.08806529027750813,-0.11598352914062025,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_rn_hprd,255,5,0,778,-0.12437320641489798,0.05128909009617385,0.015538587755723254,-0.014018727947672538,-0.032703453754401916,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_share_total_hours,255,5,0,778,-0.007103160162877185,0.006021462225866393,0.2385057123138068,0.00471129645006395,0.0027444850660638806,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_contract_share_total_hours,255,5,0,778,0.022892952232953727,0.04681656290985072,0.6249854746684418,0.01708056838800458,0.034668854310949244,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
