source_name,source_url_or_local_path,snapshot_date,file_name,field_name,field_label_if_available,possible_role,usable_for_july2022,missingness,notes,final_decision,n_rows_checked,sample_definition
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/FY_2022_SNF_VBP_Facility_Performance.csv,Performance Score,Performance Score,unrelated_score_field,no_not_july_snapshot,,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/FY_2022_SNF_VBP_Facility_Performance.csv,Footnote -- Performance Score,Footnote -- Performance Score,unrelated_score_field,no_not_july_snapshot,,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::Revisions,202201,ProviderInfo,candidate_context_field,no_not_july_snapshot,,"202201 | ProviderInfo | Added 8 new columns: ""Total number of nurse staff hours per resident per day on the weekend"", ""Registered Nurse hours per resident per day on the weekend"", ""Total nursing staff turnover"", ""Total nursing staff turnover footnote"", ""Registered Nurse turnover"", ""Registered Nurse turnover footnote"", ""Number of administrators who have left the nursing home"", ""Administrator turnover footnote"" |  |  | ",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::Revisions,202201,StateUSAverages,candidate_context_field,no_not_july_snapshot,,"202201 | StateUSAverages | Added 5 new columns: ""Total number of nurse staff hours per resident per day on the weekend"", ""Registered Nurse hours per resident per day on the weekend"", ""Total nursing staff turnover"", ""Registered Nurse turnover"", ""Number of administrators who have left the nursing home"" |  |  | ",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::Revisions,202105,DataCollectionIntervals,candidate_context_field,no_not_july_snapshot,,"202105 | DataCollectionIntervals | QMDataCollectionPeriods filename changed to DataCollectionIntervals; an additional row has been added to this table for the data collection period for the staffing measures (measure code = ""STAFFING"") |  |  | ",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::Revisions,202104,HlthInspecCutpointsState,candidate_context_field,no_not_july_snapshot,,202104 | HlthInspecCutpointsState | Added tab to metadata - new file being delivered to Provider Data Catalog (PDC) beginning in 202104 |  |  | ,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::Revisions,201904,StateUSAverages,candidate_context_field,no_not_july_snapshot,,"201904 | StateUSAverages | For April 2019, the term ""Expected"" with reference to the case-mix factor used in calculation of adjusted staffing is being renamed as ""CaseMix"".  This change affects two columns: case-mix RN and case-mix Total nurse staffing, |  |  | ",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::Revisions,201904,StateUSAverages,candidate_context_field,no_not_july_snapshot,,"201904 | StateUSAverages | For April 2019, changing the term ""Expected"" with reference to the value used in the calculation of adjusted staffing to ""Case-Mix""; no change in the calculation, and note that only the US Average is included in the adjusted staffing calculations (Table name changed to StateUSAverages) |  |  | ",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::Revisions,201904,ProviderInfo,candidate_context_field,no_not_july_snapshot,,"201904 | ProviderInfo | For April 2019, substantial changes.  Columns added: 8 columns related to cycle 3 of health inspection (after cycle_2_total_score); 4 columns added for LS and SS QM ratings and associated footnotes (between quality_rating_fn and staffing_rating);  Columns dropped: Health Survey Date under new process; Number of Health Deficiencies on Survey Under New Process, Severity of Most Severe Deficiency cited under new process, Scope of Broadest Scope Deficiency Under New Process, ",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::Revisions,201808,StateAverages,candidate_context_field,no_not_july_snapshot,,201808 | StateAverages | Adding expected RN and total nurse staffing to the State Averages table |  |  | ,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::Revisions,201804,ProviderInfo,candidate_context_field,no_not_july_snapshot,,"201804 | ProviderInfo | For April 2018, changing all instances of CNA to Nurse Aide.  This affects the column headers (display version) for the 3 columns related to Aide staffing (the column headers in Access and downloadable do not change: AIDHRD, exp_aide, adj_aide); also changing the column header (display version) for resident census (column is RESTOT in downloadable) |  |  | ",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::Revisions,201802,ProviderInfo,candidate_context_field,no_not_july_snapshot,,"201802 | ProviderInfo | For February 2018, substantial changes. New columns added (after adjusted total nurse staffing): Health Survey Date under new process; Number of Health Deficiencies on Survey Under New Process, Severity of Most Severe Deficiency cited under new process, Scope of Broadest Scope Deficiency Under New Process, Date of Previous Standard Health Inspection, Number of Deficiencies on Previous Standard Health Inspection. Columns dropped: all columns related to Cycle 3 (7 columns);",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::Revisions,201606,ProviderInfo,candidate_context_field,no_not_july_snapshot,,"201606 | ProviderInfo | For the reported staffing measures (AIDHRD,VOCHRD,RNHRD,TOTLICHRD, TOTHRD, & PTHRD), the flag value (Staffing_flag or PT_Staffing_Flag) to indicate suppressed data has been changed to ""Data Not Available"" to be consistent with what is displayed on NHC. |  |  | ",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::Revisions,201503,QualityMsr,candidate_context_field,no_not_july_snapshot,,201503 | QualityMsr | QM scores for each quarter and 3-quarter average now shown to 6 decimal places |  |  | ,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::PDC_Filename_Crosswalk,State-Level Health Inspection Cut Points,NH_HlthInspecCutpointsState_MonYYYY.csv,candidate_context_field,no_not_july_snapshot,,State-Level Health Inspection Cut Points | NH_HlthInspecCutpointsState_MonYYYY.csv | HlthInspecCutpointsState,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::QualityMsrMDS,Q1 Measure Score,The value for the quality measure for quarter one,possible_official_staffing_score,no_not_july_snapshot,,Q1 Measure Score | The value for the quality measure for quarter one | numeric |  | ,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::QualityMsrMDS,Footnote for Q1 Measure Score,Footnote for the quality measure for quarter one,possible_official_staffing_score,no_not_july_snapshot,,Footnote for Q1 Measure Score | Footnote for the quality measure for quarter one | blank or integer |  | ,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::QualityMsrMDS,Q2 Measure Score,The value for the quality measure for quarter two,possible_official_staffing_score,no_not_july_snapshot,,Q2 Measure Score | The value for the quality measure for quarter two | numeric |  | ,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::QualityMsrMDS,Footnote for Q2 Measure Score,Footnote for the quality measure for quarter two,possible_official_staffing_score,no_not_july_snapshot,,Footnote for Q2 Measure Score | Footnote for the quality measure for quarter two | blank or integer |  | ,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::QualityMsrMDS,Q3 Measure Score,The value for the quality measure for quarter three,possible_official_staffing_score,no_not_july_snapshot,,Q3 Measure Score | The value for the quality measure for quarter three | numeric |  | ,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::QualityMsrMDS,Footnote for Q3 Measure Score,Footnote for the quality measure for quarter three,possible_official_staffing_score,no_not_july_snapshot,,Footnote for Q3 Measure Score | Footnote for the quality measure for quarter three | blank or integer |  | ,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::QualityMsrMDS,Q4 Measure Score,The value for the quality measure for quarter four,possible_official_staffing_score,no_not_july_snapshot,,Q4 Measure Score | The value for the quality measure for quarter four | numeric |  | ,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::QualityMsrMDS,Footnote for Q4 Measure Score,Footnote for the quality measure for quarter four,possible_official_staffing_score,no_not_july_snapshot,,Footnote for Q4 Measure Score | Footnote for the quality measure for quarter four | blank or integer |  | ,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::QualityMsrMDS,Four Quarter Average Score,The value for the four quarter average,possible_official_staffing_score,no_not_july_snapshot,,Four Quarter Average Score | The value for the four quarter average | numeric |  | ,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::QualityMsrMDS,Footnote for Four Quarter Average Score,Footnote for four quarter average score,possible_official_staffing_score,no_not_july_snapshot,,Footnote for Four Quarter Average Score | Footnote for four quarter average score | blank or integer |  | ,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::QualityMsrClaims,Adjusted Score,The risk-adjusted value for the quality measure,possible_official_staffing_score,no_not_july_snapshot,,"Adjusted Score | The risk-adjusted value for the quality measure | real number, six decimal places",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::QualityMsrClaims,Observed Score,The observed value for the quality measure,possible_official_staffing_score,no_not_july_snapshot,,"Observed Score | The observed value for the quality measure | real number, six decimal places",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::QualityMsrClaims,Expected Score,The expected value for the quality measure,possible_official_staffing_score,no_not_july_snapshot,,"Expected Score | The expected value for the quality measure | real number, six decimal places",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::QualityMsrClaims,Footnote for the Measure Score,Footnote for the quality measure,possible_official_staffing_score,no_not_july_snapshot,,Footnote for the Measure Score | Footnote for the quality measure | blank or integer,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::ProviderInfo,Staffing Rating,Staffing Rating,official_staffing_star_validation,no_not_july_snapshot,,"Staffing Rating | Staffing Rating | one-digit, values 1-5 |  | ",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::ProviderInfo,Staffing Rating Footnote,Staffing Rating Footnote,official_staffing_star_validation,no_not_july_snapshot,,Staffing Rating Footnote | Staffing Rating Footnote | blank or integer |  | ,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::ProviderInfo,RN Staffing Rating,RN Staffing Rating,official_staffing_star_validation,no_not_july_snapshot,,"RN Staffing Rating | RN Staffing Rating | one-digit, values 1-5 |  | ",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::ProviderInfo,RN Staffing Rating Footnote,RN Staffing Rating Footnote,official_staffing_star_validation,no_not_july_snapshot,,RN Staffing Rating Footnote | RN Staffing Rating Footnote | blank or integer |  | ,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::ProviderInfo,Reported Staffing Footnote,Reported Staffing Footnote,candidate_context_field,no_not_july_snapshot,,Reported Staffing Footnote | Reported Staffing Footnote | blank or integer (Data Not Available) |  | ,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::ProviderInfo,Physical Therapist Staffing Footnote,Physical Therapy Staffing Footnote,candidate_context_field,no_not_july_snapshot,,Physical Therapist Staffing Footnote | Physical Therapy Staffing Footnote | blank or integer (Data Not Available) |  | ,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::ProviderInfo,Reported Nurse Aide Staffing Hours per Resident per Day,Reported Nurse Aide Staffing - Hours per Resident per Day,candidate_context_field,no_not_july_snapshot,,"Reported Nurse Aide Staffing Hours per Resident per Day | Reported Nurse Aide Staffing - Hours per Resident per Day | real number, up to 5 decimal places |  | ",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_Primary_Data_Dictionary.xlsx::ProviderInfo,Reported LPN Staffing Hours per Resident per Day,Reported LPN Staffing - Hours per Resident per Day,candidate_context_field,no_not_july_snapshot,,"Reported LPN Staffing Hours per Resident per Day | Reported LPN Staffing - Hours per Resident per Day | real number, up to 5 decimal places |  | ",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
