source_name,official_source,download_access_date,file_period,row_count,column_count,checksum,status
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2022-07/c47359c6-4bba-4620-893c-69d54090f5ae/PBJ_dailynursestaffing_CY2022Q1.csv,2026-07-07,2022-01-01/2022-03-31,,,,official URL recorded; streamed during panel construction
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2022-10/e60c6df7-34d7-4239-b601-86c91e874029/PBJ_dailynursestaffing_CY2022Q2.csv,2026-07-07,2022-04-01/2022-06-30,,,,official URL recorded; streamed during panel construction
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2023-01/893d09c1-df09-41ef-b7b9-b47e9dbb6e05/PBJ_dailynursestaffing_CY2022Q3.csv,2026-07-07,2022-07-01/2022-09-30,,,,official URL recorded; streamed during panel construction
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2023-04/8ca96e0e-89f3-4457-a3c0-8a0957297f5b/PBJ_dailynursestaffing_CY2022Q4.csv,2026-07-07,2022-10-01/2022-12-31,,,,official URL recorded; streamed during panel construction
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2023-06/034ca96a-0dde-471f-acac-7750532e8edb/PBJ_dailynursestaffing_CY2023Q1.csv,2026-07-07,2023-01-01/2023-03-31,,,,official URL recorded; streamed during panel construction
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2023-10/5bd71a45-b092-4072-88b8-d40d54704d8c/PBJ_dailynursestaffing_CY2023Q2.csv,2026-07-07,2023-04-01/2023-06-30,,,,official URL recorded; streamed during panel construction
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2024-01/8e987728-d824-48a0-b041-2d3c7a0ee2e8/PBJ_dailynursestaffing_CY2023Q3.csv,2026-07-07,2023-07-01/2023-09-30,,,,official URL recorded; streamed during panel construction
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2024-04/0cd535dd-4611-4b0b-8380-65444c2f6236/PBJ_dailynursestaffing_CY2023Q4.csv,2026-07-07,2023-10-01/2023-12-31,,,,official URL recorded; streamed during panel construction
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2024-07/5273cb88-fb7c-4ea7-821a-2e1453044c64/PBJ_dailynursestaffing_CY2024Q1.csv,2026-07-07,2024-01-01/2024-03-31,,,,official URL recorded; streamed during panel construction
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2024-10/79f8602d-e17a-4ba3-9182-3287ccff9d3c/PBJ_dailynursestaffing_CY2024Q2.csv,2026-07-07,2024-04-01/2024-06-30,,,,official URL recorded; streamed during panel construction
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2025-01/0e5403bd-0ae6-4177-b2fa-ecd9e0944316/PBJ_dailynursestaffing_CY2024Q3.csv,2026-07-07,2024-07-01/2024-09-30,,,,official URL recorded; streamed during panel construction
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2025-04/4f8bee34-7c03-4bda-9ed9-756db4200310/PBJ_dailynursestaffing_CY2024Q4.csv,2026-07-07,2024-10-01/2024-12-31,,,,official URL recorded; streamed during panel construction
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2025-07/e8e9efa9-9498-4286-a31c-ed4e5548a30c/PBJ_dailynursestaffing_CY2025Q1.csv,2026-07-07,2025-01-01/2025-03-31,,,,official URL recorded; streamed during panel construction
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2025-10/0fd38f13-e99e-4b2f-8162-50603c89966d/PBJ_dailynursestaffing_CY2025Q2.csv,2026-07-07,2025-04-01/2025-06-30,,,,official URL recorded; streamed during panel construction
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2026-01/13db0b58-0df6-4288-8567-fc2a4f6ba415/PBJ_dailynursestaffing_CY2025Q3.csv,2026-07-07,2025-07-01/2025-09-30,,,,official URL recorded; streamed during panel construction
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2026-04/8f85c7d4-a1f6-4b36-ad20-17abc8aa57d2/PBJ_dailynursestaffing_CY2025Q4.csv,2026-07-07,2025-10-01/2025-12-31,,,,official URL recorded; streamed during panel construction
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2019-01-17.zip,2026-07-07,2019-01-17,,,0d0aa86b208fa9a61f50f7af4589f67de0ec08f9e410cb6c1a1f75ebf7a0000b,downloaded temp\raw_downloads\provider_archives\nursing_homes_2019-01-17.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2019-04-09.zip,2026-07-07,2019-04-09,,,fd5b106fb4d6f13a2c71669029d408d4011d71c8d1598a09ebbe6e70616f264d,downloaded temp\raw_downloads\provider_archives\nursing_homes_2019-04-09.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2019-07-09.zip,2026-07-07,2019-07-09,,,9156e76ad27c2acfa2e11bd6e63ce296d8a7ad1c8d065e236e1f3440e9da51fe,downloaded temp\raw_downloads\provider_archives\nursing_homes_2019-07-09.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2019-10-09.zip,2026-07-07,2019-10-09,,,d40d3723f5f25ef10376c8934123a8dfcf416334ab140d745575fec4bd469ba1,downloaded temp\raw_downloads\provider_archives\nursing_homes_2019-10-09.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2020-01-09.zip,2026-07-07,2020-01-09,,,97329aa32f61b3caa0e56307ca988dc66fef8a2daf360a5fa5ba2eaae7a9499d,downloaded temp\raw_downloads\provider_archives\nursing_homes_2020-01-09.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2020-04-09.zip,2026-07-07,2020-04-09,,,cb11e012d6ce70ea513b22fae070ab044a86a6c3dfa8bb206ed18ef97a9e3b44,downloaded temp\raw_downloads\provider_archives\nursing_homes_2020-04-09.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2020-07-09.zip,2026-07-07,2020-07-09,,,be728f08115fda25c2ac26fb14ba70655aa2ff92d27ff31c37e94d27574b7622,downloaded temp\raw_downloads\provider_archives\nursing_homes_2020-07-09.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2020-10-09.zip,2026-07-07,2020-10-09,,,6f64665ca0f513f44ae8c25ff7715709cb554309958bc9d97e5938c14553c5dd,downloaded temp\raw_downloads\provider_archives\nursing_homes_2020-10-09.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2021-01-27.zip,2026-07-07,2021-01-27,,,4dafe8afea8a3bcd8adc596081e577e9aa7dd1db5618888ecc664f0e3cce9f78,downloaded temp\raw_downloads\provider_archives\nursing_homes_2021-01-27.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2021-04-27.zip,2026-07-07,2021-04-27,,,1297f6a339c88a59720698b1f06ccf1a9c7a1fabfb2a001a3b5fd46cd80ad680,downloaded temp\raw_downloads\provider_archives\nursing_homes_2021-04-27.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2021-07-27.zip,2026-07-07,2021-07-27,,,5b663bd636786a39b5b0420d21571fb1c00c0907c74fa4e797514d0bf3ae6623,downloaded temp\raw_downloads\provider_archives\nursing_homes_2021-07-27.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2021-10-27.zip,2026-07-07,2021-10-27,,,b68e0c57ace84433acee57487cf1e9a607811bc1e6708f366d4af363688ff6f2,downloaded temp\raw_downloads\provider_archives\nursing_homes_2021-10-27.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2022-01-27.zip,2026-07-07,2022-01-27,,,cf0dff01c3efe95486002cc6002e0b55b30a9ed8b5b2c4041d7a977a06a96e12,downloaded temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2022-04-27.zip,2026-07-07,2022-04-27,,,c26ae16f638da41c3a7a8e14de0147ca9aab9ff0fcccf7a8526c69351307776c,downloaded temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2022-07-27.zip,2026-07-07,2022-07-27,,,d3a71dabbc0ab488c97de96c751dcc33869b83da3d82f5b1c50bfc51aeb70dd5,downloaded temp\raw_downloads\provider_archives\nursing_homes_2022-07-27.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2022-10-27.zip,2026-07-07,2022-10-27,,,63d3a990fff74871b9fdf146039980a4f5967634a2671b1258b2e3f32cd81087,downloaded temp\raw_downloads\provider_archives\nursing_homes_2022-10-27.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2023-01-02.zip,2026-07-07,2023-01-02,,,bd93cf9eabefba39ce14de907fffc881e29d5870afbf9eef8b5a25bfd111013d,downloaded temp\raw_downloads\provider_archives\nursing_homes_2023-01-02.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2023-04-26.zip,2026-07-07,2023-04-26,,,eb1d2206960a9dd4657e10921b8ac30e6e11c8e55db71ac00ff4a73424982a22,downloaded temp\raw_downloads\provider_archives\nursing_homes_2023-04-26.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2023-07-25.zip,2026-07-07,2023-07-25,,,27bd52ab037ed406ef99fb553132b47d0ed6699e74c974d5d630f9f3f5904fc1,downloaded temp\raw_downloads\provider_archives\nursing_homes_2023-07-25.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2023-10-02.zip,2026-07-07,2023-10-02,,,ef30001310637fcf5587302cb3ccf9b50de0bad586e6fda5b772d3ba9aec9626,downloaded temp\raw_downloads\provider_archives\nursing_homes_2023-10-02.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2024-01-31.zip,2026-07-07,2024-01-31,,,a71146f88e9e76919d6851dd7fd5dc014145e4316f06c5ac2c3d115783fbf5e7,downloaded temp\raw_downloads\provider_archives\nursing_homes_2024-01-31.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2024-04-25.zip,2026-07-07,2024-04-25,,,e0f195ab10099293f4839b213c77f5cf7f3ca5817d602177454a4e4e13fb2df5,downloaded temp\raw_downloads\provider_archives\nursing_homes_2024-04-25.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2024-07-31.zip,2026-07-07,2024-07-31,,,b270ea0291b280f91690f2a2f9efec3186cd8a9054ff518aac27f6f8c3fb238b,downloaded temp\raw_downloads\provider_archives\nursing_homes_2024-07-31.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2024-10-30.zip,2026-07-07,2024-10-30,,,94e5cd42c981dc384753529b7cf4fe78223a31e51b4dfe214aa8e9a8db343f2a,downloaded temp\raw_downloads\provider_archives\nursing_homes_2024-10-30.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2025-04-30.zip,2026-07-07,2025-04-30,,,d12230813f9549e261f8756ea1a4163cacaf5e031a0bfe6a0fb2fe0fbd7834c9,downloaded temp\raw_downloads\provider_archives\nursing_homes_2025-04-30.zip
Provider Data Catalog nursing homes archive ZIP,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2025-07-30.zip,2026-07-07,2025-07-30,,,c8d13fa561f94d6a11b83942755d1ba85f4709b5dcd1828714a333e55cbc92bb,downloaded temp\raw_downloads\provider_archives\nursing_homes_2025-07-30.zip
CMS QSO-22-08-NH Nursing Home Staff Turnover and Weekend Staffing Levels,https://www.cms.gov/files/document/qso-22-08-nh.pdf,2026-07-07,,,,34681632512c85f4907a25167755061f330417087daea3dcb8ce7daf6d0530a1,downloaded to temp\raw_downloads\policy_docs\CMS_QSO-22-08-NH_Nursing_Home_Staff_Turnover_and_Weekend_Staffing_Levels.pdf
CMS Updates to the Care Compare Website July 2022,https://www.cms.gov/newsroom/fact-sheets/updates-care-compare-website-july-2022,2026-07-07,,,,bf600d61751e2b1c683688f7a5ce54fa0e92cae8fdd5f0c6ef24215ce45b1c6d,downloaded to temp\raw_downloads\policy_docs\CMS_Updates_to_the_Care_Compare_Website_July_2022.html
CMS Press Release Staffing and Turnover Data Five-Star,https://www.cms.gov/newsroom/press-releases/cms-enhances-nursing-home-rating-system-staffing-turnover-data,2026-07-07,,,,b5f34b0f150eaf2dbfc2b0aafa0acc583f08c751666ea12309ee251782cdd77f,downloaded to temp\raw_downloads\policy_docs\CMS_Press_Release_Staffing_and_Turnover_Data_Five-Star.html
HHS OIG 2020 Nursing Home Staffing Transparency,https://oig.hhs.gov/reports/all/2020/some-nursing-homes-reported-staffing-levels-in-2018-raise-concerns-consumer-transparency-could-be-increased/,2026-07-07,,,,4bf49267405763f5d802bc6719f5ab5cf863379454aa466374da8987b02ba0cf,downloaded to temp\raw_downloads\policy_docs\HHS_OIG_2020_Nursing_Home_Staffing_Transparency.html
HHS OIG 2021 CMS Use of Nursing Home Staffing Data,https://oig.hhs.gov/reports/all/2021/cms-use-of-data-on-nursing-home-staffing-progress-and-opportunities-to-do-more/,2026-07-07,,,,368868fd76278a2a7ef0ec665c1c51b15dba908f330241fb65a564a3642569cb,downloaded to temp\raw_downloads\policy_docs\HHS_OIG_2021_CMS_Use_of_Nursing_Home_Staffing_Data.html
HHS OIG 2025 CMS Use of Staffing Data for State Oversight,https://oig.hhs.gov/reports/all/2025/cms-use-of-staffing-data-to-inform-state-oversight-of-nursing-homes/,2026-07-07,,,,b632f2addb13af40db050af6feaa7eb9dfbd985a5e26053f53f4884a61e7c38a,downloaded to temp\raw_downloads\policy_docs\HHS_OIG_2025_CMS_Use_of_Staffing_Data_for_State_Oversight.html
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2020-10/PBJ_Nurse_2019_Q1_aayb-gfzp.csv,2026-07-07,2019-01-01/2019-03-31,1355220,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2020-10/PBJ_Nurse_2019_Q2_4juw-fxcf.csv,2026-07-07,2019-04-01/2019-06-30,1366820,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2020-10/PBJ_Nurse_2019_Q3_rqet-pmzi.csv,2026-07-07,2019-07-01/2019-09-30,1378436,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2020-10/PBJ_Nurse_2019_Q4_iwq5-t3v2.csv,2026-07-07,2019-10-01/2019-12-31,1377148,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2021-10/bbd1bc7d-46cf-4df5-99ff-ba18e7605ccb/PBJ_dailynursestaffing_CY2020Q1.csv,2026-07-07,2020-01-01/2020-03-31,1104194,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2020-11/PBJ_Nurse_Q2_2020_ym5d-ceq8.csv,2026-07-07,2020-04-01/2020-06-30,1343433,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2021-01/2qky-49qq.csv,2026-07-07,2020-07-01/2020-09-30,1359944,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2021-07/pbj_daily_nurse_staffing_cy_2020q4.csv,2026-07-07,2020-10-01/2020-12-31,1351296,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2022-02/472cc63b-d76f-4ae5-9258-0041843508f7/PBJ_dailynursestaffing_CY2021Q1.csv,2026-07-07,2021-01-01/2021-03-31,1337130,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2021-10/e4ca12be-7096-412c-a3ab-e67a1669e3aa/PBJ_dailynursestaffing_CY2021Q2.csv,2026-07-07,2021-04-01/2021-06-30,1347892,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2022-01/416c11d0-1ef7-4178-94a3-6b4ebeef4677/PBJ_dailynursestaffing_CY2021Q3.csv,2026-07-07,2021-07-01/2021-09-30,1362152,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2022-04/2adf6f4d-f402-4a6c-a428-e0156e6c2fdf/PBJ_dailynursestaffing_CY2021Q4.csv,2026-07-07,2021-10-01/2021-12-31,1330459,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2022-07/c47359c6-4bba-4620-893c-69d54090f5ae/PBJ_dailynursestaffing_CY2022Q1.csv,2026-07-07,2022-01-01/2022-03-31,1327680,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2022-10/e60c6df7-34d7-4239-b601-86c91e874029/PBJ_dailynursestaffing_CY2022Q2.csv,2026-07-07,2022-04-01/2022-06-30,1337154,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2023-01/893d09c1-df09-41ef-b7b9-b47e9dbb6e05/PBJ_dailynursestaffing_CY2022Q3.csv,2026-07-07,2022-07-01/2022-09-30,1351296,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2023-04/8ca96e0e-89f3-4457-a3c0-8a0957297f5b/PBJ_dailynursestaffing_CY2022Q4.csv,2026-07-07,2022-10-01/2022-12-31,1352676,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2023-06/034ca96a-0dde-471f-acac-7750532e8edb/PBJ_dailynursestaffing_CY2023Q1.csv,2026-07-07,2023-01-01/2023-03-31,1322910,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2023-10/5bd71a45-b092-4072-88b8-d40d54704d8c/PBJ_dailynursestaffing_CY2023Q2.csv,2026-07-07,2023-04-01/2023-06-30,1328145,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2024-01/8e987728-d824-48a0-b041-2d3c7a0ee2e8/PBJ_dailynursestaffing_CY2023Q3.csv,2026-07-07,2023-07-01/2023-09-30,1344212,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2024-04/0cd535dd-4611-4b0b-8380-65444c2f6236/PBJ_dailynursestaffing_CY2023Q4.csv,2026-07-07,2023-10-01/2023-12-31,1344028,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2024-07/5273cb88-fb7c-4ea7-821a-2e1453044c64/PBJ_dailynursestaffing_CY2024Q1.csv,2026-07-07,2024-01-01/2024-03-31,1330966,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2024-10/79f8602d-e17a-4ba3-9182-3287ccff9d3c/PBJ_dailynursestaffing_CY2024Q2.csv,2026-07-07,2024-04-01/2024-06-30,1325324,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2025-01/0e5403bd-0ae6-4177-b2fa-ecd9e0944316/PBJ_dailynursestaffing_CY2024Q3.csv,2026-07-07,2024-07-01/2024-09-30,1338416,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2025-04/4f8bee34-7c03-4bda-9ed9-756db4200310/PBJ_dailynursestaffing_CY2024Q4.csv,2026-07-07,2024-10-01/2024-12-31,1340716,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2025-07/e8e9efa9-9498-4286-a31c-ed4e5548a30c/PBJ_dailynursestaffing_CY2025Q1.csv,2026-07-07,2025-01-01/2025-03-31,1309590,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2025-10/0fd38f13-e99e-4b2f-8162-50603c89966d/PBJ_dailynursestaffing_CY2025Q2.csv,2026-07-07,2025-04-01/2025-06-30,1322867,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2026-01/13db0b58-0df6-4288-8567-fc2a4f6ba415/PBJ_dailynursestaffing_CY2025Q3.csv,2026-07-07,2025-07-01/2025-09-30,1332804,29,,streamed and aggregated to facility-month
Payroll Based Journal Daily Nurse Staffing,https://data.cms.gov/sites/default/files/2026-04/8f85c7d4-a1f6-4b36-ad20-17abc8aa57d2/PBJ_dailynursestaffing_CY2025Q4.csv,2026-07-07,2025-10-01/2025-12-31,1321304,29,,streamed and aggregated to facility-month
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2019-01-17.zip,2026-07-07,2019-01-17,15578,78,0d0aa86b208fa9a61f50f7af4589f67de0ec08f9e410cb6c1a1f75ebf7a0000b,parsed ProviderInfo_Download.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2019-01-17.zip,2026-07-07,2019-01-17,46348,40,0d0aa86b208fa9a61f50f7af4589f67de0ec08f9e410cb6c1a1f75ebf7a0000b,parsed SurveySummary_Download.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2019-01-17.zip,2026-07-07,2019-01-17,352239,19,0d0aa86b208fa9a61f50f7af4589f67de0ec08f9e410cb6c1a1f75ebf7a0000b,parsed HealthDeficiencies_Download.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2019-04-09.zip,2026-07-07,2019-04-09,15563,84,fd5b106fb4d6f13a2c71669029d408d4011d71c8d1598a09ebbe6e70616f264d,parsed ProviderInfo_Download.csv
