project,path,size_bytes,size_mb,read_status,sha256,error
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/environment.json,831,0.0008,ok,bdbabd70d80df86ce97e0a365b735383c2012386fd8cddc0546aaadc9ed1689d,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/event_study_twfe_coefficients.csv,6184,0.0059,ok,7526a6de544c2b978390ef4a1923af1beb7b2a1250142b7271adaa33326634bf,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/fig_cs_event_study_answer_rate.pdf,14888,0.0142,ok,b9945b093c2f5e2ff772085cc375620cf9ad58b82d042bdd0be7dadfe9d4b6f1,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/fig_cs_event_study_answer_rate.png,105541,0.1007,ok,7e1ce0bc560e770f22d75406159b9a92b3b65dcb3b17d788456bf4baad1def6e,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/fig_event_study_answer_rate_twfe.pdf,16644,0.0159,ok,543aa1bc4a5e290fca146422666f21ae8a1c071b8496e9c55d719e7a3a56274f,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/fig_event_study_answer_rate_twfe.png,78126,0.0745,ok,b5a88cd2ac546d3a81b40cb99f9c51701993d6ab1180e81938dd8ab998c4f26b,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/fig_fcc_fee_revenue.pdf,14582,0.0139,ok,6dd071dafd8c1d476157ac920a033cb3e3bd9ff0b69485786522e36ad0b59fc0,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/fig_fcc_fee_revenue.png,51123,0.0488,ok,21926cd3d705e8bc5883d8a5bb92ebad8f8871dda4a187d38740f9be9173b029,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/fig_mechanism_revenue_answer_change.pdf,18783,0.0179,ok,db6866b4c4e8ba4c087964e228c3a78eac9ebccee574d8e053fef1536945972e,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/fig_mechanism_revenue_answer_change.png,81245,0.0775,ok,159aa037d33bc6843a274fe2bdc8ad3abf7fab38cb95ae80a372152d9cdc6e60,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/fig_outcome_trends_by_fee_status.pdf,22864,0.0218,ok,7767eb3e937122de791ebb22933bf24cbb7fbad3ed4ae334189cf8c2e125c47f,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/fig_outcome_trends_by_fee_status.png,323717,0.3087,ok,b42071c6afb9312f54a63b898040211eb1ced28f9171ae95d14c43459fd6625a,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/fig_pdf_parse_coverage.pdf,14417,0.0137,ok,0267dc8acf2d724b023ad135689b74a69fc01acf35491782b8d89fa4bd2da8f2,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/fig_pdf_parse_coverage.png,76589,0.073,ok,6d7a268e989684471f3288c6c70703c31a9d88d148c157e428d849f889969d89,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/fig_placebo_timing_answer_rate.pdf,15153,0.0145,ok,28d4a57e9e739358ee6e45812dd39ad9bcd967fdf945adfffa8a236cb95c3d8e,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/fig_placebo_timing_answer_rate.png,47646,0.0454,ok,35ee5ca80a59abefbc7fd49d84da11dc36e82e4a9334461b695a8e9f1b0485b4,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/fig_policy_rollout.pdf,15714,0.015,ok,cc17948212fa2857f32dbe44f1f9d029b6852fec5175ba3186ab2045b3a7bbb2,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/fig_policy_rollout.png,54020,0.0515,ok,8974c29580e871db3eaced13fa2881490f4ea12d3643c846dbd3aaf5fd00fdc1,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/heterogeneity_moderation_models.csv,5023,0.0048,ok,1b59f579f99be215891daa1d8aea2055e5cd6dc9305b0175b94faa967e5c87a5,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/main_twfe_models.csv,1905,0.0018,ok,d32897ad8859f739660cb76556fa67df4aa62e27381a3699f2f477f3d1d646ed,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/mechanism_chain_table.csv,2877,0.0027,ok,5fff480c799390b983ecd41277943194f6f1aa8cab8f7b0bd9955353bb16175b,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/mechanism_revenue_intensity_models.csv,1238,0.0012,ok,3bc1efaa6e9e1b1fde122b64b0f933eefe7e9f7dd774c663d2533c688d1e9cb2,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/placebo_timing_distribution.csv,25251,0.0241,ok,bc1fa2676f5f37b472ad25aef6365d257ab5e9bdbb189163d797d80d25c987af,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/placebo_timing_summary.csv,229,0.0002,ok,2b55a84f43b880724b5bf913aca053713f9aa6f222bf3d2c6e699c4394b55364,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/robustness_summary.csv,5722,0.0055,ok,12955a44897c134654aef40bfbdce047d8df150189b2a6ffc22f48c0642f9330,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/table1_baseline_balance.csv,243,0.0002,ok,19cc62d545ba8673fc567743fe7a1f5b5571566c51ef74e96a1ae9837990a432,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/00_setup.py,1267,0.0012,ok,0885479a6ef709cde89f2603445e5be8beab875465b64523f296b1598bd47ab5,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/01_acquire_sources.py,16835,0.0161,ok,b648db4d21b29dac57edcbbfeaa1f91bd07e562272a752ad40dc78b18f9955e7,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/02_parse_988_kpi_pdfs.py,9692,0.0092,ok,12bdda0f2925af3ab9657b1cb49fe4a153f504be49db5ca8e0993b05cb46c109,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/03_build_treatment_timing.py,15320,0.0146,ok,01319a33b740913d41c065cff7e6d8b06e1e9a9ad5c7dd0c4ae255e2b7ebb7e3,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/04_build_covariates_mechanisms.py,6590,0.0063,ok,d8d25e5c8c24057e7d8f1d583f5a3539fa7a3d2644c2c91da553e8682aa72434,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/05_build_analysis_panel.py,6582,0.0063,ok,98cf1c0493fd60a5ee773d66a23f9e4e98ff2d1979e451615d444beaf7829ae5,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/06_descriptive_diagnostics.py,6276,0.006,ok,bced771782cc3920d942b4df3af2089da596c551c6bc340e4abe04d0897689ba,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/07_main_models.py,10092,0.0096,ok,3e666613d146a1e5a4e52192ade8e1ab211b39439571a345292a14532203b0aa,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/08_robustness_and_sensitivity.py,5480,0.0052,ok,c73cf766cfec51ce102ae58add6c495f4c01b3ca4e5ee99ceab40338b49111fc,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/09_mechanism_moderation_heterogeneity.py,6230,0.0059,ok,169f8ddf7d4a0cfcc33021f004926573b7168a82d59d76370d94e2073d2a724b,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/10_write_report.py,18332,0.0175,ok,1b9c0e660f87febe8c6921d8e88849ff8e52385b6ecce43858aadb932202bd1c,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/__pycache__/00_setup.cpython-314.pyc,1953,0.0019,ok,23249c1d55e248535dcfb059d24718ad75d2f6b6c297f6642b4ebe1cadb4d780,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/__pycache__/01_acquire_sources.cpython-314.pyc,17170,0.0164,ok,00f062bf2a417659cc0925f5301622262a9a1d83b0493d56c1564fe15f166042,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/__pycache__/02_parse_988_kpi_pdfs.cpython-314.pyc,14670,0.014,ok,7742537fedba67b3fc6a45a9c6c7bb0b22482ca924a546a554ed0a1a80e1880a,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/__pycache__/03_build_treatment_timing.cpython-314.pyc,15063,0.0144,ok,2e1315f4f543fb100134cca58051813667aa1cd02c9fa411203eac6dc15ee341,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/__pycache__/04_build_covariates_mechanisms.cpython-314.pyc,9797,0.0093,ok,699b5ed631bfd29ffb06ce8e15d692f9e657403dd72652f4cf8193c4d2360be0,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/__pycache__/05_build_analysis_panel.cpython-314.pyc,9218,0.0088,ok,592c78c8ed4d69c2d172f2dab8c837fa60fb1d285a53b42c5c649115d91726eb,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/__pycache__/06_descriptive_diagnostics.cpython-314.pyc,12426,0.0119,ok,13757092bc9d43e1d59e12dc8fc08259f0b7ca962ecaa49b2f6bfe57a589a9f6,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/__pycache__/07_main_models.cpython-314.pyc,19145,0.0183,ok,6f693970e1d20bf03f1481876839e20459afb5c8d7dfc983c74fd22e7d4e6292,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/__pycache__/08_robustness_and_sensitivity.cpython-314.pyc,10079,0.0096,ok,49d16381d1fdfb6fb445c6d4c930bbee70dc4a1b17e83ed5a8d530f1d7f742a7,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/__pycache__/09_mechanism_moderation_heterogeneity.cpython-314.pyc,9589,0.0091,ok,50b0aaae21ae136716a382e23af80b39196f4591838743c2ac8b48783c1914ad,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/__pycache__/10_write_report.cpython-314.pyc,28844,0.0275,ok,01d3b06f356f98b6b3c870ff290488386a9b97d1a64b448693cd58bd43e32c73,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/__pycache__/model_utils.cpython-314.pyc,8808,0.0084,ok,5534a822a5c8a358c6f705d86ccf926e16293e1e47746908301603df7b563c11,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/__pycache__/project_utils.cpython-314.pyc,14767,0.0141,ok,0173fe9744a4159b274d26f9cea5dde2634d065931bee839a2a19f7e8a4f54af,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/model_utils.py,3988,0.0038,ok,9801e4539d40825f8395b7393964fe7bc78790450856ff99e43bc14bee4415e5,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/project_utils.py,6832,0.0065,ok,839a0def7436712bcdacdd4525a60240bbb43b910e852e715262864fecfcfbe6,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/run_all.ps1,669,0.0006,ok,117934e92c998306eacf99f4f7a00519ebbd8156c02a3b47969ae9fdd8846a13,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/script/run_all.sh,597,0.0006,ok,30d3131817514321c2fb7de5512f6c2c063abd4242b526407199af3aab5e5fcf,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/audit_log.md,2919,0.0028,ok,b67c11a5bf7145b17ca31654ef73826e1dc9184426548abd840f59dd8e2db604,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/iteration_notes.md,1120,0.0011,ok,8025788bd869c68e5714541cca17fa20fbf910123c7bbb4c56048ceb31015fc2,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/model_scratch/DOC-388659A1.pdf,464423,0.4429,ok,df5ffad5c2342a72e842f1a97b2cd6b0db07e3207751697d74ff7763c162917f,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/model_scratch/DOC-398971A1.pdf,679327,0.6479,ok,505e7c7b4767431db9df048dd5764ccd9e3597fc8cadde5be6ff14720b77a299,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/model_scratch/DOC-406726A1.pdf,805129,0.7678,ok,1887cb567518947717481f50b6097b09926122daa5db4972e791d66b156457bc,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/model_scratch/DOC-415434A1.pdf,1023564,0.9761,ok,87f5146ddf7a52bcd411f35d4d1f18897fb1c8b8eb6278bc0ebc93eaf33a5f3b,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/model_scratch/test_july2021.pdf,119334,0.1138,ok,870f241e936b746638bfe23774486a525047a8f1db91fa1009ee46d3861dd4cf,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/model_scratch/test_may2026.pdf,49758,0.0475,ok,7ffa39b94d4034cd0412ab637663496468fe3ad45c1c7f362613fbaccd7bdf56,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/pdf_extraction_checks/coverage_by_month.csv,2313,0.0022,ok,8ad32cad79ebc8b517dede6347c243e17a98cbefa09b9730c07b7608f23b0646,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/pdf_extraction_checks/parsed_988_kpi_raw.csv,976504,0.9313,ok,0b97995787ed7a1f8a5fb75f955a78540f94995eb4de4efa4af6f840472e698e,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/pdf_extraction_checks/validation_sample.csv,6443,0.0061,ok,c72ab635cc12e7536d2b56241f3fd6a67cfe3ff06e17a72ccc30dc03b5f24330,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2021-07_988_in_state_monthly_report.pdf,119334,0.1138,ok,870f241e936b746638bfe23774486a525047a8f1db91fa1009ee46d3861dd4cf,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2021-08_988_in_state_monthly_report.pdf,119103,0.1136,ok,2fcfedb253e19aacad7a3643c5a46c27cadc760c44441a620aaa1d66b5d31f4a,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2021-09_988_in_state_monthly_report.pdf,119176,0.1137,ok,c4208c852868c123ddf8098c5109330e4f04423088e105ae844bb6422eb92a1b,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2021-10_988_in_state_monthly_report.pdf,118951,0.1134,ok,91b9cdfb5e6a065e5d166490fc1598c6cce08cd50d7d9cded661b7caedd80d66,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2021-11_988_in_state_monthly_report.pdf,118930,0.1134,ok,547d87d86ac035f99c27d8882d2ed97cd4aaf8ab2a9de745a6688211cd91ccbc,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2021-12_988_in_state_monthly_report.pdf,118925,0.1134,ok,854faee8d7c29973b7c3a8fe9dd56478b8411d81b907608ec61ecdc7cd759098,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2022-01_988_in_state_monthly_report.pdf,119082,0.1136,ok,700d2c2a4ce89ec010528dd70b7cd6577e9e1b7ee4dc10b133d35f5f5cf610b0,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2022-02_988_in_state_monthly_report.pdf,118904,0.1134,ok,037036ca0fe5e60ecc477183934ae4a1ac792b58d98adf773246eea153191317,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2022-03_988_in_state_monthly_report.pdf,119119,0.1136,ok,f3bf5b3d27f110a516b8d28bf2ddd1d549fe51aba77df9a720b88d5ad2f3fda7,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2022-04_988_in_state_monthly_report.pdf,119155,0.1136,ok,c06d192f5e7f9aba0e2ae4f4e53191a559871b19981f044860bbe3a5b8c95c26,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2022-05_988_in_state_monthly_report.pdf,119291,0.1138,ok,47c117b225a114e15f3061ba0c35d58c8e6bfbd8f9f78f4f11dfec1a93c667a9,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2022-06_988_in_state_monthly_report.pdf,119256,0.1137,ok,8616faf8e44e6b70ae3f98f1f427d136e1a5bb092d22030e49dd02e2a528289b,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2022-07_988_in_state_monthly_report.pdf,120112,0.1145,ok,c4cabe141f16bdd94781ebc4ee694b0a72cdb522f3a52e75e44f1325f3a7e273,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2022-08_988_in_state_monthly_report.pdf,119844,0.1143,ok,295d213dcf1db71f036f3c1070666f3efcf9927666440cf5195f18170b53292d,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2022-09_988_in_state_monthly_report.pdf,120515,0.1149,ok,448ec99db9ee14c7f479843c6b8f55056ed6b0a45ecc058d2a7dce24bee37a70,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2022-10_988_in_state_monthly_report.pdf,121636,0.116,ok,699cc5e380a31b01383c80d83c92042108b2be0be2bb38d9936138d57ee60d0e,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2022-11_988_in_state_monthly_report.pdf,120429,0.1149,ok,a21e54b4d897ed1b563f32318f6188e7a0249dccb805f4dcb2da2e00379cc89b,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2022-12_988_in_state_monthly_report.pdf,120429,0.1149,ok,b363db1a620606aa11aaa1d07f6e65e4750f342318f86eab5ae79f6e2984001a,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2023-01_988_in_state_monthly_report.pdf,120446,0.1149,ok,13661a1365286bddfdac845e946caae8b600453b4ee3317e65ffadd68fb29781,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2023-02_988_in_state_monthly_report.pdf,120464,0.1149,ok,2ac687ac634177eab118919eca3640b20495daff2ac4eac1ae890986320ac214,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2023-03_988_in_state_monthly_report.pdf,120452,0.1149,ok,c91c9455473db9de65babb054538bd5d7e335c2d6637a9e83a888220cfec93e1,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2023-04_988_in_state_monthly_report.pdf,120595,0.115,ok,ee7394bc34be848db95f7f750c4825a58f22e755422624f61e4f21ba21af5717,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2023-05_988_in_state_monthly_report.pdf,120567,0.115,ok,5d11b4f810555600f43186571240e5da31b6ca3ae27cb124d95ff01e27d9e9ab,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2023-06_988_in_state_monthly_report.pdf,120691,0.1151,ok,166bc3b94d99eb6744b2ad70ae3d3849e2a74c9c0b19c40be597768505efde47,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2023-07_988_in_state_monthly_report.pdf,120684,0.1151,ok,aa73f15cd13241ae17afb33ac10c559c06e84ad6e69be369e9f4072c8b822429,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2023-08_988_in_state_monthly_report.pdf,120476,0.1149,ok,79c29c345b14a08bb50694bc7e0a4bad42a733ad14b7d2cc38ea084556ff1b17,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2023-09_988_in_state_monthly_report.pdf,120457,0.1149,ok,72c482a870cc3c32500ac43ad6f18fb634fcf94647322be99331cc88b034090b,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2023-10_988_in_state_monthly_report.pdf,120469,0.1149,ok,e1f7ece9539d8633ab7e3e630e0de2b1f121894e8459f14245d834500f740fc3,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2023-11_988_in_state_monthly_report.pdf,120461,0.1149,ok,1f1651aece09b1806e3b75ef147a75fc1354f46d9b79dbc20797132da44a203d,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2023-12_988_in_state_monthly_report.pdf,120464,0.1149,ok,8680901b9b60f767ac993dc832b61bab2228830bfe6904541074190dc7e63654,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/temp/raw_downloads/988_state_monthly_reports/2024-01_988_in_state_monthly_report.pdf,120653,0.1151,ok,54ce06bc04f1c89dd9482ab5336b6381e24e669b97dddf8884ce9317c5deda57,
