candidate_row_id,idno,concept,candidate_raw_variable,candidate_files,ddi_variable_name,ddi_file_name,category_index,category_value,category_label,category_frequency,category_missing_flag,category_truncation_status
5,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q10b,sect3_hh_w5.dta,s3q10b,sect3_hh_w5.dta,9,Sysmiss,,22236,Y,complete_for_candidate
6,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q11,sect3_hh_w5.dta,s3q11,sect3_hh_w5.dta,1,0,0. NONE,556,,complete_for_candidate
6,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q11,sect3_hh_w5.dta,s3q11,sect3_hh_w5.dta,2,Sysmiss,,19975,Y,complete_for_candidate
7,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q12a,sect3_hh_w5.dta,s3q12a,sect3_hh_w5.dta,1,0,0. NO HOURS,1789,,truncated_after_10_per_candidate
7,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q12a,sect3_hh_w5.dta,s3q12a,sect3_hh_w5.dta,2,1,,508,,truncated_after_10_per_candidate
7,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q12a,sect3_hh_w5.dta,s3q12a,sect3_hh_w5.dta,3,2,,210,,truncated_after_10_per_candidate
7,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q12a,sect3_hh_w5.dta,s3q12a,sect3_hh_w5.dta,4,3,,65,,truncated_after_10_per_candidate
7,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q12a,sect3_hh_w5.dta,s3q12a,sect3_hh_w5.dta,5,4,,21,,truncated_after_10_per_candidate
7,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q12a,sect3_hh_w5.dta,s3q12a,sect3_hh_w5.dta,6,5,,20,,truncated_after_10_per_candidate
7,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q12a,sect3_hh_w5.dta,s3q12a,sect3_hh_w5.dta,7,6,,15,,truncated_after_10_per_candidate
7,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q12a,sect3_hh_w5.dta,s3q12a,sect3_hh_w5.dta,8,7,,4,,truncated_after_10_per_candidate
7,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q12a,sect3_hh_w5.dta,s3q12a,sect3_hh_w5.dta,9,8,,3,,truncated_after_10_per_candidate
7,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q12a,sect3_hh_w5.dta,s3q12a,sect3_hh_w5.dta,10,10,,2,,truncated_after_10_per_candidate
8,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q12b,sect3_hh_w5.dta,s3q12b,sect3_hh_w5.dta,1,0,0. NO MINUTES,481,,truncated_after_10_per_candidate
8,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q12b,sect3_hh_w5.dta,s3q12b,sect3_hh_w5.dta,2,1,,8,,truncated_after_10_per_candidate
8,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q12b,sect3_hh_w5.dta,s3q12b,sect3_hh_w5.dta,3,2,,17,,truncated_after_10_per_candidate
8,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q12b,sect3_hh_w5.dta,s3q12b,sect3_hh_w5.dta,4,3,,20,,truncated_after_10_per_candidate
8,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q12b,sect3_hh_w5.dta,s3q12b,sect3_hh_w5.dta,5,4,,6,,truncated_after_10_per_candidate
8,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q12b,sect3_hh_w5.dta,s3q12b,sect3_hh_w5.dta,6,5,,103,,truncated_after_10_per_candidate
8,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q12b,sect3_hh_w5.dta,s3q12b,sect3_hh_w5.dta,7,6,,5,,truncated_after_10_per_candidate
8,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q12b,sect3_hh_w5.dta,s3q12b,sect3_hh_w5.dta,8,7,,2,,truncated_after_10_per_candidate
8,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q12b,sect3_hh_w5.dta,s3q12b,sect3_hh_w5.dta,9,8,,2,,truncated_after_10_per_candidate
8,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q12b,sect3_hh_w5.dta,s3q12b,sect3_hh_w5.dta,10,10,,210,,truncated_after_10_per_candidate
9,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q13,sect3_hh_w5.dta,s3q13,sect3_hh_w5.dta,1,1,1. LACK OF MONEY,38,,complete_for_candidate
9,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q13,sect3_hh_w5.dta,s3q13,sect3_hh_w5.dta,2,2,2. EXPENSIVE,1,,complete_for_candidate
9,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q13,sect3_hh_w5.dta,s3q13,sect3_hh_w5.dta,3,3,3. TOO FAR,14,,complete_for_candidate
9,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q13,sect3_hh_w5.dta,s3q13,sect3_hh_w5.dta,4,4,4. DO NOT BELIEVE IN MEDICINE,5,,complete_for_candidate
9,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q13,sect3_hh_w5.dta,s3q13,sect3_hh_w5.dta,5,5,5. LACK OF HEALTH PROFESSIONAL,2,,complete_for_candidate
9,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q13,sect3_hh_w5.dta,s3q13,sect3_hh_w5.dta,6,6,6. POOR QUALITY / SERVICE,7,,complete_for_candidate
9,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q13,sect3_hh_w5.dta,s3q13,sect3_hh_w5.dta,7,7,7. DID NOT REQUIRE MEDICAL ASSISTANCE,6,,complete_for_candidate
9,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q13,sect3_hh_w5.dta,s3q13,sect3_hh_w5.dta,8,8,8. OTHER (SPECIFY),2,,complete_for_candidate
9,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q13,sect3_hh_w5.dta,s3q13,sect3_hh_w5.dta,9,Sysmiss,,22613,Y,complete_for_candidate
10,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q16,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q16,sect3_hh_w5.dta,1,1,1. YES,799,,complete_for_candidate
10,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q16,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q16,sect3_hh_w5.dta,2,2,2. NO,6255,,complete_for_candidate
10,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q16,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q16,sect3_hh_w5.dta,3,Sysmiss,,15634,Y,complete_for_candidate
10,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q16,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q16,sect3_pp_w5.dta,1,1,1. YES,1639,,complete_for_candidate
10,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q16,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q16,sect3_pp_w5.dta,2,2,2. NO,8933,,complete_for_candidate
10,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q16,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q16,sect3_pp_w5.dta,3,Sysmiss,,4306,Y,complete_for_candidate
11,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q17,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q17,sect3_hh_w5.dta,1,1,,137,,truncated_after_10_per_candidate
11,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q17,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q17,sect3_hh_w5.dta,2,2,,133,,truncated_after_10_per_candidate
11,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q17,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q17,sect3_hh_w5.dta,3,3,,96,,truncated_after_10_per_candidate
11,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q17,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q17,sect3_hh_w5.dta,4,4,,48,,truncated_after_10_per_candidate
11,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q17,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q17,sect3_hh_w5.dta,5,5,,65,,truncated_after_10_per_candidate
11,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q17,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q17,sect3_hh_w5.dta,6,6,,25,,truncated_after_10_per_candidate
11,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q17,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q17,sect3_hh_w5.dta,7,7,,87,,truncated_after_10_per_candidate
11,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q17,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q17,sect3_hh_w5.dta,8,8,,19,,truncated_after_10_per_candidate
11,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q17,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q17,sect3_hh_w5.dta,9,9,,5,,truncated_after_10_per_candidate
11,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q17,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q17,sect3_hh_w5.dta,10,10,,19,,truncated_after_10_per_candidate
12,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q18,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q18,sect3_hh_w5.dta,1,0,0. NONE,1657,,complete_for_candidate
12,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q18,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q18,sect3_hh_w5.dta,2,Sysmiss,,15634,Y,complete_for_candidate
12,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q18,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q18,sect3_pp_w5.dta,1,1,1. Using irrigation only,43,,complete_for_candidate
12,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q18,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q18,sect3_pp_w5.dta,2,2,2. Using irrigation as a supplement to rain water,343,,complete_for_candidate
12,ETH_2021_ESPS-W5_v02_M,care_or_barrier,s3q18,sect3_hh_w5.dta;sect3_pp_w5.dta,s3q18,sect3_pp_w5.dta,3,Sysmiss,,14492,Y,complete_for_candidate
13,ETH_2021_ESPS-W5_v02_M,care_or_barrier,ls_s8_3q23,sect8_3_ls_w5.dta,ls_s8_3q23,sect8_3_ls_w5.dta,1,1,1. YES,373,,complete_for_candidate
13,ETH_2021_ESPS-W5_v02_M,care_or_barrier,ls_s8_3q23,sect8_3_ls_w5.dta,ls_s8_3q23,sect8_3_ls_w5.dta,2,2,2. NO,3597,,complete_for_candidate
13,ETH_2021_ESPS-W5_v02_M,care_or_barrier,ls_s8_3q23,sect8_3_ls_w5.dta,ls_s8_3q23,sect8_3_ls_w5.dta,3,Sysmiss,,6680,Y,complete_for_candidate
15,ETH_2021_ESPS-W5_v02_M,climate_geography,saq01,cons_agg_w5.dta;sect01a_com_w5.dta;sect01b_com_w5.dta;sect02_com_w5.dta;sect03_com_w5.dta;sect04_com_w5.dta;sect05_com_w5.dta;sect06_com_w5.dta;sect07_com_w5.dta;sect08_com_w5.dta;sect09_com_w5.dta;sect10_ph_w5.dta;sect10a_com_w5.dta;sect10a_hh_w5.dta;sect11_com_w5.dta;sect11_hh_w5.dta;sect11_ph_w5.dta;sect12_com_w5.dta;sect12a_hh_w5.dta;sect12b1_hh_w5.dta,saq01,sect10a_hh_w5.dta,1,1,1. Tigray,0,,truncated_after_10_per_candidate
15,ETH_2021_ESPS-W5_v02_M,climate_geography,saq01,cons_agg_w5.dta;sect01a_com_w5.dta;sect01b_com_w5.dta;sect02_com_w5.dta;sect03_com_w5.dta;sect04_com_w5.dta;sect05_com_w5.dta;sect06_com_w5.dta;sect07_com_w5.dta;sect08_com_w5.dta;sect09_com_w5.dta;sect10_ph_w5.dta;sect10a_com_w5.dta;sect10a_hh_w5.dta;sect11_com_w5.dta;sect11_hh_w5.dta;sect11_ph_w5.dta;sect12_com_w5.dta;sect12a_hh_w5.dta;sect12b1_hh_w5.dta,saq01,sect10a_hh_w5.dta,2,2,2. Afar,250,,truncated_after_10_per_candidate
15,ETH_2021_ESPS-W5_v02_M,climate_geography,saq01,cons_agg_w5.dta;sect01a_com_w5.dta;sect01b_com_w5.dta;sect02_com_w5.dta;sect03_com_w5.dta;sect04_com_w5.dta;sect05_com_w5.dta;sect06_com_w5.dta;sect07_com_w5.dta;sect08_com_w5.dta;sect09_com_w5.dta;sect10_ph_w5.dta;sect10a_com_w5.dta;sect10a_hh_w5.dta;sect11_com_w5.dta;sect11_hh_w5.dta;sect11_ph_w5.dta;sect12_com_w5.dta;sect12a_hh_w5.dta;sect12b1_hh_w5.dta,saq01,sect10a_hh_w5.dta,3,3,3. Amhara,656,,truncated_after_10_per_candidate
15,ETH_2021_ESPS-W5_v02_M,climate_geography,saq01,cons_agg_w5.dta;sect01a_com_w5.dta;sect01b_com_w5.dta;sect02_com_w5.dta;sect03_com_w5.dta;sect04_com_w5.dta;sect05_com_w5.dta;sect06_com_w5.dta;sect07_com_w5.dta;sect08_com_w5.dta;sect09_com_w5.dta;sect10_ph_w5.dta;sect10a_com_w5.dta;sect10a_hh_w5.dta;sect11_com_w5.dta;sect11_hh_w5.dta;sect11_ph_w5.dta;sect12_com_w5.dta;sect12a_hh_w5.dta;sect12b1_hh_w5.dta,saq01,sect10a_hh_w5.dta,4,4,4. Oromia,637,,truncated_after_10_per_candidate
15,ETH_2021_ESPS-W5_v02_M,climate_geography,saq01,cons_agg_w5.dta;sect01a_com_w5.dta;sect01b_com_w5.dta;sect02_com_w5.dta;sect03_com_w5.dta;sect04_com_w5.dta;sect05_com_w5.dta;sect06_com_w5.dta;sect07_com_w5.dta;sect08_com_w5.dta;sect09_com_w5.dta;sect10_ph_w5.dta;sect10a_com_w5.dta;sect10a_hh_w5.dta;sect11_com_w5.dta;sect11_hh_w5.dta;sect11_ph_w5.dta;sect12_com_w5.dta;sect12a_hh_w5.dta;sect12b1_hh_w5.dta,saq01,sect10a_hh_w5.dta,5,5,5. Somalia,522,,truncated_after_10_per_candidate
15,ETH_2021_ESPS-W5_v02_M,climate_geography,saq01,cons_agg_w5.dta;sect01a_com_w5.dta;sect01b_com_w5.dta;sect02_com_w5.dta;sect03_com_w5.dta;sect04_com_w5.dta;sect05_com_w5.dta;sect06_com_w5.dta;sect07_com_w5.dta;sect08_com_w5.dta;sect09_com_w5.dta;sect10_ph_w5.dta;sect10a_com_w5.dta;sect10a_hh_w5.dta;sect11_com_w5.dta;sect11_hh_w5.dta;sect11_ph_w5.dta;sect12_com_w5.dta;sect12a_hh_w5.dta;sect12b1_hh_w5.dta,saq01,sect10a_hh_w5.dta,6,6,6. Benishangul-gumuz,206,,truncated_after_10_per_candidate
15,ETH_2021_ESPS-W5_v02_M,climate_geography,saq01,cons_agg_w5.dta;sect01a_com_w5.dta;sect01b_com_w5.dta;sect02_com_w5.dta;sect03_com_w5.dta;sect04_com_w5.dta;sect05_com_w5.dta;sect06_com_w5.dta;sect07_com_w5.dta;sect08_com_w5.dta;sect09_com_w5.dta;sect10_ph_w5.dta;sect10a_com_w5.dta;sect10a_hh_w5.dta;sect11_com_w5.dta;sect11_hh_w5.dta;sect11_ph_w5.dta;sect12_com_w5.dta;sect12a_hh_w5.dta;sect12b1_hh_w5.dta,saq01,sect10a_hh_w5.dta,7,7,7. SNNPR,657,,truncated_after_10_per_candidate
15,ETH_2021_ESPS-W5_v02_M,climate_geography,saq01,cons_agg_w5.dta;sect01a_com_w5.dta;sect01b_com_w5.dta;sect02_com_w5.dta;sect03_com_w5.dta;sect04_com_w5.dta;sect05_com_w5.dta;sect06_com_w5.dta;sect07_com_w5.dta;sect08_com_w5.dta;sect09_com_w5.dta;sect10_ph_w5.dta;sect10a_com_w5.dta;sect10a_hh_w5.dta;sect11_com_w5.dta;sect11_hh_w5.dta;sect11_ph_w5.dta;sect12_com_w5.dta;sect12a_hh_w5.dta;sect12b1_hh_w5.dta,saq01,sect10a_hh_w5.dta,8,12,12. Gambella,422,,truncated_after_10_per_candidate
15,ETH_2021_ESPS-W5_v02_M,climate_geography,saq01,cons_agg_w5.dta;sect01a_com_w5.dta;sect01b_com_w5.dta;sect02_com_w5.dta;sect03_com_w5.dta;sect04_com_w5.dta;sect05_com_w5.dta;sect06_com_w5.dta;sect07_com_w5.dta;sect08_com_w5.dta;sect09_com_w5.dta;sect10_ph_w5.dta;sect10a_com_w5.dta;sect10a_hh_w5.dta;sect11_com_w5.dta;sect11_hh_w5.dta;sect11_ph_w5.dta;sect12_com_w5.dta;sect12a_hh_w5.dta;sect12b1_hh_w5.dta,saq01,sect10a_hh_w5.dta,9,13,13. Hareri,444,,truncated_after_10_per_candidate
15,ETH_2021_ESPS-W5_v02_M,climate_geography,saq01,cons_agg_w5.dta;sect01a_com_w5.dta;sect01b_com_w5.dta;sect02_com_w5.dta;sect03_com_w5.dta;sect04_com_w5.dta;sect05_com_w5.dta;sect06_com_w5.dta;sect07_com_w5.dta;sect08_com_w5.dta;sect09_com_w5.dta;sect10_ph_w5.dta;sect10a_com_w5.dta;sect10a_hh_w5.dta;sect11_com_w5.dta;sect11_hh_w5.dta;sect11_ph_w5.dta;sect12_com_w5.dta;sect12a_hh_w5.dta;sect12b1_hh_w5.dta,saq01,sect10a_hh_w5.dta,10,14,14. Addis Ababa,644,,truncated_after_10_per_candidate
17,ETH_2021_ESPS-W5_v02_M,climate_geography,dist_admhq,eth_householdgeovariables_y5.dta;eth_plotgeovariables_y5.dta,dist_admhq,eth_householdgeovariables_y5.dta,1,0,,2001,,truncated_after_10_per_candidate
17,ETH_2021_ESPS-W5_v02_M,climate_geography,dist_admhq,eth_householdgeovariables_y5.dta;eth_plotgeovariables_y5.dta,dist_admhq,eth_householdgeovariables_y5.dta,2,0.100000001490116,,1246,,truncated_after_10_per_candidate
17,ETH_2021_ESPS-W5_v02_M,climate_geography,dist_admhq,eth_householdgeovariables_y5.dta;eth_plotgeovariables_y5.dta,dist_admhq,eth_householdgeovariables_y5.dta,3,0.200000002980232,,702,,truncated_after_10_per_candidate
17,ETH_2021_ESPS-W5_v02_M,climate_geography,dist_admhq,eth_householdgeovariables_y5.dta;eth_plotgeovariables_y5.dta,dist_admhq,eth_householdgeovariables_y5.dta,4,0.300000011920929,,602,,truncated_after_10_per_candidate
17,ETH_2021_ESPS-W5_v02_M,climate_geography,dist_admhq,eth_householdgeovariables_y5.dta;eth_plotgeovariables_y5.dta,dist_admhq,eth_householdgeovariables_y5.dta,5,0.400000005960464,,218,,truncated_after_10_per_candidate
17,ETH_2021_ESPS-W5_v02_M,climate_geography,dist_admhq,eth_householdgeovariables_y5.dta;eth_plotgeovariables_y5.dta,dist_admhq,eth_householdgeovariables_y5.dta,6,0.5,,99,,truncated_after_10_per_candidate
