download_priority_order,queue_role,country,wave,idno,review_source,requirement,actual_member_name,variable_name,variable_role,raw_variable_label,ddi_file_name,ddi_file_content,ddi_variable_label,ddi_interval_type,ddi_format_type,ddi_valid_count,ddi_invalid_count,ddi_range_min,ddi_range_max,ddi_category_count,ddi_categories_preview,raw_row_count,raw_nonmissing_count,raw_missing_count,raw_distinct_nonmissing_count,raw_numeric_min,raw_numeric_max,raw_top_values,raw_possible_missing_codes,raw_detected_recall_period,raw_detected_unit_or_scale,raw_possible_skip_pattern,documentation_recall_period,documentation_unit_or_scale,documentation_missing_code_evidence,documentation_skip_evidence,documentation_level_evidence,raw_vs_ddi_count_status,raw_vs_ddi_range_status,semantics_review_status,remaining_manual_review
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,consumption_or_income,cons_agg_wave3_visit2.dta,totcons,,Total consumption per capita,,,,,,,,,,,,4579,4579,0,4579,7774.37,2.75009e+06,189285:1; 479622:1; 243663:1; 209184:1; 239830:1; 397996:1; 230543:1; 347115:1; 107183:1; 155932:1,,,local_currency_amount_needs_unit_confirmation,,,money_amount_local_currency_needs_malawi_kwacha_confirmation,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,consumption_or_income,cons_agg_wave3_visit2.dta,nfdfoth,,Expenditures on frequent non-food not mentioned elsewhere,,,,,,,,,,,,4579,4579,0,1561,0,512167,0:1626; 243.333:44; 608.333:42; 1216.67:39; 304.167:38; 202.778:34; 405.556:34; 121.667:33; 1000:27; 500:24,,,local_currency_amount_needs_unit_confirmation,,,money_amount_local_currency_needs_malawi_kwacha_confirmation,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,consumption_or_income,cons_agg_wave3_visit2.dta,fdfishpr,,Fish and seafood auto-consumption,,,,,,,,,,,,4579,4579,0,439,0,829071,0:4064; 3476.19:6; 2593.56:6; 10428.6:5; 2436.58:4; 16740.6:4; 6952.38:4; 2780.95:3; 13035.7:3; 15642.9:3,,,local_currency_amount_needs_unit_confirmation,,,money_amount_local_currency_needs_malawi_kwacha_confirmation,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,consumption_or_income,cons_agg_wave3_visit2.dta,fdothpr,,Food items not mentioned above auto-consumption,,,,,,,,,,,,4579,4579,0,1338,0,212140,0:2814; 312.857:25; 625.714:11; 31.2857:10; 62.5714:10; 70.5558:9; 104.286:9; 52.1429:9; 196.518:9; 166.857:8,,,local_currency_amount_needs_unit_confirmation,,,money_amount_local_currency_needs_malawi_kwacha_confirmation,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,consumption_or_income,cons_agg_wave3_visit2.dta,fdrestby,,Food consumed in restaurants & canteens purchased,,,,,,,,,,,,4579,4579,0,2585,0,799115,0:861; 2607.14:51; 5214.29:36; 10428.6:24; 1303.57:23; 1738.1:23; 3650:18; 7821.43:15; 18250:13; 6517.86:13,,,,,,,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,climate_geography,cons_agg_wave3_visit2.dta,ea,,Enumeration area,,,,,,,,,,,,4579,4579,0,402,0,7586,0=0. Moved:329; 634:37; 284:29; 1354:29; 18:29; 100:28; 156:26; 516:26; 526:26; 296:24,96; 998,,,,,,raw_possible_codes=96; 998,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,household_person_keys,HHTrack.dta,hhid,,HOUSEHOLD IDENTIFICATION,,,,,,,,,,,,5000,5000,0,5000,10001,370040,10001:1; 10002:1; 10003:1; 10004:1; 10005:1; 10006:1; 10007:1; 10008:1; 10009:1; 10010:1,,,,,,,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,weights_and_design,HHTrack.dta,wt_combined,,Combined Wave 1 & Wave 2 household weight (hhs interviewed in both W1 & W2,,,,,,,,,,,,5000,4671,329,472,680.218,37188.3,7421.49:20; 5234.34:20; 5177.78:20; 3545.94:20; 3393.41:20; 2274.39:20; 3001.86:20; 4400.15:20; 3963.53:20; 6107.8:20,,,survey_weight,conditional_missingness,,survey_weight,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,weights_and_design,HHTrack.dta,wt_w1_w2_w3,,"Combined Wave 1, 2, & 3 household weight (hhs interviewed in W1, W2, & W3)",,,,,,,,,,,,5000,4407,593,460,680.218,37188.3,7421.49:20; 5177.78:20; 3545.94:20; 6416.29:20; 4400.15:20; 6107.8:20; 2274.39:20; 3053.9:20; 2714.58:20; 4502.94:20,,,survey_weight,conditional_missingness,,survey_weight,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,weights_and_design,HHTrack.dta,wt_w1_w3,,Combined Wave 1 & Wave 3 household weight (hhs interviewed in both W1 & W3),,,,,,,,,,,,5000,4533,467,464,612.196,37188.3,4230.03:30; 2274.39:20; 6107.8:20; 7421.49:20; 3545.94:20; 5177.78:20; 4400.15:20; 3053.9:20; 6027.42:20; 2714.58:20,,,survey_weight,conditional_missingness,,survey_weight,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,weights_and_design,HHTrack.dta,wt_w1v1,,Wave 1 Visit 1 (PP) household weight,,,,,,,,,,,,5000,4997,3,462,612.196,33469.5,5177.78:30; 3489.78:30; 3223.74:30; 3263.76:20; 15206.8:20; 4864.22:20; 2416.3:20; 4400.15:20; 5666.4:20; 4972.62:20,,,survey_weight,conditional_missingness,,survey_weight,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,weights_and_design,HHTrack.dta,wt_w1v2,,Wave 1 Visit 2 (PH) household weight,,,,,,,,,,,,5000,4917,83,469,612.196,33469.5,3489.78:30; 5177.78:30; 3223.74:30; 7421.49:20; 10301.4:20; 4972.62:20; 6377.03:20; 4099.45:20; 2851.77:20; 1611.87:20,,,survey_weight,conditional_missingness,,survey_weight,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,weights_and_design,HHTrack.dta,wt_w2_w3,,Combined Wave 2 & Wave 3 household weight (hhs interviewed in both W2 & W3),,,,,,,,,,,,5000,4448,552,459,680.218,37188.3,3053.9:20; 4502.94:20; 2274.39:20; 4370.96:20; 7421.49:20; 4400.15:20; 6416.29:20; 3545.94:20; 2714.58:20; 4145.51:20,,,survey_weight,conditional_missingness,,survey_weight,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,climate_geography,NGA_HouseholdGeovars_Y3.dta,LAT_DD_MOD,,EA Latitude (offset),,,,,,,,,,,,4613,4613,0,669,4.31579,13.7142,9.03429:10; 12.1412:10; 12.4205:10; 11.8719:10; 11.386:10; 11.8434:10; 12.5058:10; 12.536:10; 12.285:10; 5.09037:10,,,,,,,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,climate_geography,NGA_HouseholdGeovars_Y3.dta,LON_DD_MOD,,EA Longitude (offset),,,,,,,,,,,,4613,4613,0,669,2.87948,13.6307,7.57819:10; 4.98389:10; 6.22865:10; 6.03096:10; 6.353:10; 7.07153:10; 6.58623:10; 6.78546:10; 6.58708:10; 7.36621:10,,,,,,,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,household_person_keys,sect10b_harvestw3.dta,hhid,,HOUSEHOLD IDENTIFICATION,,,,,,,,,,,,531280,531280,0,4580,10001,370040,10001:116; 10002:116; 10003:116; 10004:116; 10005:116; 10008:116; 10009:116; 10010:116; 10011:116; 10012:116,,,,,,,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,household_person_keys,sect11a1_plantingw3.dta,hhid,,HOUSEHOLD IDENTIFICATION,,,,,,,,,,,,5824,5824,0,2869,10009,370040,90036:10; 50080:9; 70117:8; 90095:8; 300226:7; 70111:7; 300221:7; 70116:7; 50131:7; 310099:7,,,,,,,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,household_person_keys,sect11a_plantingw3.dta,hhid,,HOUSEHOLD IDENTIFICATION,,,,,,,,,,,,4611,4611,0,4611,10001,370040,10001:1; 10002:1; 10003:1; 10004:1; 10005:1; 10006:1; 10008:1; 10009:1; 10010:1; 10011:1,,,,,,,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,household_person_keys,sect12_plantingw3.dta,hhid,,HOUSEHOLD IDENTIFICATION,,,,,,,,,,,,4793,4793,0,2428,10009,370040,20020:10; 360033:9; 350026:9; 350043:9; 40201:9; 10078:8; 290117:8; 40102:8; 40197:7; 250017:7,,,,,,,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,household_person_keys,sect1_harvestw3.dta,hhid,,HOUSEHOLD IDENTIFICATION,,,,,,,,,,,,32827,32827,0,4582,10001,370040,20075:34; 20087:32; 20071:29; 80107:28; 110085:28; 50159:24; 280121:24; 50110:23; 50080:23; 20074:23,,,,,,,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,climate_geography,sect1_harvestw3.dta,s1q31a,,WHICH STATE AND LGA DID [NAME] MOVE TO? (LGA NAME),,,,,,,,,,,,32827,32827,0,952,0,99,:27923; PORT HARCOURT:90; UYO:58; IKEJA:52; ILORIN WEST:48; ESE ODO:43; PORTHARCOURT:42; IKORODU:40; ALIMOSHO:40; OSOGBO:39,99,,,,,,raw_possible_codes=99,question_text_suggests_skip_or_universe,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,climate_geography,sect1_harvestw3.dta,s1q31b,,WHICH STATE AND LGA DID [NAME] MOVE TO? (LGA CODE),,,,,,,,,,,,32827,4891,27936,586,3,3706,3222=3222. PORT HARCOURT:140; 2411=2411. IKEJA:58; 331=331. UYO:58; 2308=2308. ILORIN WEST:48; 2403=2403. ALIMOSHO:45; 608=608. YENAGOA:45; 2807=2807. ESE-ODO:44; 1212=1212. OREDO:44; 2504=2504. KARU:43; 2412=2412. IKORORDU:42,,,,conditional_missingness,,,,raw_conditional_nonmissing; question_text_suggests_skip_or_universe; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,climate_geography,sect1_harvestw3.dta,s1q31c,,WHICH STATE AND LGA DID [NAME] MOVE TO? (STATE NAME),,,,,,,,,,,,32827,32827,0,107,12,12,:27869; LAGOS:457; RIVERS:304; AKWA IBOM:233; KANO:179; ONDO:178; ANAMBRA:176; OSUN:173; BAUCHI:166; DELTA:164,,,,,,,,question_text_suggests_skip_or_universe,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,climate_geography,sect1_harvestw3.dta,s1q31d,,WHICH STATE AND LGA DID [NAME] MOVE TO? (STATE CODE),,,,,,,,,,,,32827,4928,27899,38,0,37,24=24. LAGOS:442; 32=32. RIVERS:316; 3=3. AKWA IBOM:247; 9=9. CROSS RIVER:194; 30=30. OYO:183; 4=4. ANAMBRA:182; 19=19. KANO:177; 29=29. OSUN:174; 28=28. ONDO:174; 5=5. BAUCHI:169,,,,conditional_missingness,,,,raw_conditional_nonmissing; question_text_suggests_skip_or_universe; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,household_person_keys,sect1_plantingw3.dta,hhid,,HOUSEHOLD IDENTIFICATION,,,,,,,,,,,,32139,32139,0,4611,10001,370040,20075:35; 20087:32; 20071:29; 80107:28; 110085:28; 280121:24; 50110:23; 20074:23; 80023:22; 190014:22,,,,,,,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,health_need_and_access,sect3_plantingw3.dta,s3q9b,,MAIN REASON FOR NOT LOOKING FOR A JOB IN THE PAST 7 DAYS?(OTHER SPECIFY),,,,,,,,,,,,26735,26735,0,87,10,10,:26185; TOO YOUNG:303; APPRENTICE:65; No job:15; No job available:12; DOMESTIC PURPOSE:11; KEPT FOR DOMESTIC PURPOSE:10; FLOOD:9; TRAVELLED:8; DOMESTIC WORK:7,,,,,,,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,oop_health_expenditure,sect4a_harvestw3.dta,s4aq20,,WHO PAID FOR MOST OF [NAME]'S HEALTH EXPENSES?,,,,,,,,,,,,26176,9541,16635,10,1,11,3=3. PARENT:4527; 1=1. SELF:2978; 2=2. SPOUSE:1246; 4=4. OTHER RELATIVE:645; 11=11. OTHER (SPECIFY):77; 10=10. NO EXPENSES:56; 5=5. EMPLOYER:7; 6=6. GOVERNMENT OR STATE:3; 9=9. PRIVATE HEALTH INSURANCE:1; 8=8. OTHER ORGANISATION:1,4=4. OTHER RELATIVE; 8=8. OTHER ORGANISATION; 11=11. OTHER (SPECIFY),,local_currency_amount_needs_unit_confirmation,conditional_missingness,,money_amount_local_currency_needs_malawi_kwacha_confirmation,raw_possible_codes=4=4. OTHER RELATIVE; 8=8. OTHER ORGANISATION; 11=11. OTHER (SPECIFY),raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,oop_health_expenditure,sect4a_harvestw3.dta,s4aq20b,,WHO PAID FOR MOST OF [NAME]'S HEALTH EXPENSES? (OTHER SPECIFY),,,,,,,,,,,,26176,26176,0,11,,,:26099; CHILDREN:33; SON:16; CHILD:13; HEAD OF HOUSEHOLD:5; STEP FATHER:3; GRANDPARENT:2; DAUGHTER:2; COMMUNITY:1; BROTHER:1,,,local_currency_amount_needs_unit_confirmation,,,money_amount_local_currency_needs_malawi_kwacha_confirmation,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,oop_health_expenditure,sect4a_harvestw3.dta,s4aq13,,DID [NAME] SPEND ANY MONEY ON DRUGS/MEDICINE OVER THE COUNTER?,,,,,,,,,,,,26176,26176,0,2,1,2,2=2. NO:20240; 1=1. YES:5936,,,local_currency_amount_needs_unit_confirmation,questionnaire_skip_likely,,money_amount_local_currency_needs_malawi_kwacha_confirmation,,question_text_suggests_skip_or_universe; questionnaire_skip_likely,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,raw_value_profile,oop_health_expenditure,sect4a_harvestw3.dta,s4aq35a,,DOES THIS DIFFICULTY REDUCE THE AMOUNT OF WORK [NAME] CAN DO AT HOME?,,,,,,,,,,,,26176,552,25624,4,1,4,2=2. SOMETIMES:339; 1=1. ALL THE TIME:101; 3=3. NOT AT ALL:81; 4=4. N.A. (NOT ATTENDING SCHOOL OR WORKING):31,,,,conditional_missingness,,,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
