probe_time,acquisition_batch_rank,batch_role,country,wave,idno,catalog_id,endpoint_name,endpoint_url,endpoint_role,http_status,final_url,content_type,content_length_header,bytes_read,truncated,content_sha256_limited,endpoint_classification,raw_download_candidate,access_gate_detected,metadata_endpoint_detected,json_status,json_top_level_keys,candidate_links,evidence_snippet,next_action
2026-07-09T20:47:08+00:00,2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,variables_idno_api,https://microdata.worldbank.org/index.php/api/catalog/ETH_2018_ESS_v04_M/variables,IDNO variable metadata API check,200,https://microdata.worldbank.org/index.php/api/catalog/ETH_2018_ESS_v04_M/variables,application/json; charset=utf-8,,310096,0,21ed0bc2bcc2d88092cf6ee08bc974637e92862275dda62d6fc0e52c4dcda808,public_metadata_endpoint_not_raw_package,0,1,1,valid_json,total;variables,,"{""total"":2550,""variables"":[{""uid"":6765912,""sid"":3823,""fid"":""F1"",""vid"":""V2"",""name"":""household_id"",""labl"":""Unique Household Indentifier""},{""uid"":6765913,""sid"":3823,""fid"":""F1"",""vid"":""V3"",""name"":""ea_id"",""labl"":""Unique Enumer",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:10+00:00,2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,metadata_ddi_export,https://microdata.worldbank.org/metadata/export/3823/ddi,DDI/XML metadata export,200,https://microdata.worldbank.org/metadata/export/3823/ddi,application/octet-stream,5398132,524288,1,e0cec7b2e3beb6e792b747ea536f73b906717c83e019fb86cacef7fa2dcf0e0c,public_metadata_endpoint_not_raw_package,0,1,1,,,,"<?xml version=""1.0"" encoding=""UTF-8""?> <codeBook version=""2.5"" ID=""ETH_2018_ESS_v04_M"" xml-lang=""en"" xmlns=""ddi:codebook:2_5"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""ddi:codebook:2_5 htt",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:12+00:00,2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,metadata_json_export,https://microdata.worldbank.org/metadata/export/3823/json,JSON metadata export,200,https://microdata.worldbank.org/metadata/export/3823/json,application/json; charset=UTF-8,,24029,0,f809820fffd812266cb69c0ce85a935f46cc513292b2f6ec020c76acfa1fdfd7,public_metadata_endpoint_not_raw_package,0,0,1,valid_json,doc_desc;study_desc;schematype;tags,,"{""doc_desc"":{""idno"":""DDI_ETH_2018_ESS_v03_M"",""producers"":[{""name"":""Development Economics Data Group"",""abbr"":""DECDG"",""affiliation"":""The World Bank"",""role"":""Documentation of the DDI""}],""prod_date"":""2021-02-22"",""version_sta",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:13+00:00,2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,numeric_get_microdata_page,https://microdata.worldbank.org/catalog/3823/get-microdata,numeric get-microdata page,200,https://microdata.worldbank.org/catalog/3823/get-microdata,text/html; charset=UTF-8,,29697,0,d9fd61e61bf24dfe7add16645aa6032212b38afd7ded69b4029dcb496765ef24,official_get_microdata_access_gate,0,1,0,,,https://microdata.worldbank.org/catalog/3823/get-microdata;https://microdata.worldbank.org/metadata/export/3823/ddi;https://microdata.worldbank.org/metadata/export/3823/json;https://microdata.worldbank.org/catalog/3823/data-dictionary;https://microdata.worldbank.org/auth/login?destination=catalog/3823/get-microdata,"<!DOCTYPE html> <html> <head> <meta charset=""utf-8""> <meta http-equiv=""X-UA-Compatible"" content=""IE=edge""> <meta name=""viewport"" content=""width=device-width, initial-scale=1""> <title>Ethiopia - Socioeconomi",Use official login/register/terms workflow and download complete raw package.
2026-07-09T20:47:14+00:00,2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,numeric_download_page,https://microdata.worldbank.org/catalog/3823/download,numeric download route check,200,https://microdata.worldbank.org/catalog/3823/download,text/html; charset=UTF-8,0,0,0,,empty_download_route_not_raw_package,0,0,0,,,,,Use official get-microdata workflow; no public raw payload returned.
2026-07-09T20:47:15+00:00,2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,idno_get_microdata_page,https://microdata.worldbank.org/catalog/ETH_2018_ESS_v04_M/get-microdata,IDNO get-microdata route check,200,https://microdata.worldbank.org/catalog/ETH_2018_ESS_v04_M/get-microdata,text/html; charset=UTF-8,,437109,0,f071903335776f8443a33351ecb78115fb6ec6d71e866888fcbc3a0fcbb2a22f,idno_route_returns_catalog_or_search_html_not_raw_package,0,1,0,,,https://microdata.worldbank.org/catalog/ETH_2018_ESS_v04_M/get-microdata#facet-year;https://microdata.worldbank.org/catalog/ETH_2018_ESS_v04_M/get-microdata#facet-country;https://microdata.worldbank.org/catalog/ETH_2018_ESS_v04_M/get-microdata#facet-tag;https://microdata.worldbank.org/catalog/ETH_2018_ESS_v04_M/get-microdata#facet-collection;https://microdata.worldbank.org/catalog/ETH_2018_ESS_v04_M/get-microdata#facet-dtype;https://microdata.worldbank.org/catalog/8050/get-microdata;https://microdata.worldbank.org/catalog/8051/get-microdata;https://microdata.worldbank.org/catalog/8054/get-microdata;https://microdata.worldbank.org/catalog/6536/get-microdata;https://microdata.worldbank.org/catalog/8161/get-microdata;https://microdata.worldbank.org/catalog/8048/get-microdata;https://microdata.worldbank.org/catalog/8049/get-microdata,"<!DOCTYPE html> <html> <head> <meta charset=""utf-8""> <meta http-equiv=""X-UA-Compatible"" content=""IE=edge""> <meta name=""viewport"" content=""width=device-width, initial-scale=1""> <title>Data Catalog</title>",Use numeric catalog get-microdata URL for official access workflow.
2026-07-09T20:47:16+00:00,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,catalog_numeric_api,https://microdata.worldbank.org/index.php/api/catalog/3462,numeric catalog API check,400,https://microdata.worldbank.org/index.php/api/catalog/3462,application/json; charset=utf-8,46,46,0,942399b1f9db3808a467516c5fbbcc182f40963b1a1c48c3573aa74401bafa9e,http_error_not_public_endpoint,0,0,0,valid_json,status;message,,"{""status"":""failed"",""message"":""IDNO-NOT-FOUND""}",Use IDNO API or official get-microdata page; do not treat this as raw access.
2026-07-09T20:47:17+00:00,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,catalog_idno_api,https://microdata.worldbank.org/index.php/api/catalog/MWI_2007-2009_MTM_v01_M,IDNO catalog API check,200,https://microdata.worldbank.org/index.php/api/catalog/MWI_2007-2009_MTM_v01_M,application/json; charset=utf-8,,9590,0,b5fe4f371b0fa6a42d7863197d7c03dcdbb88838d2377a1414c69e40030e05a6,public_metadata_endpoint_not_raw_package,0,0,0,valid_json,status;dataset,,"{""status"":""success"",""dataset"":{""id"":3462,""doi"":""https:\/\/doi.org\/10.48529\/88y5-fr76"",""repositoryid"":""central"",""type"":""survey"",""idno"":""MWI_2007-2009_MTM_v01_M"",""title"":""Marriage Transitions in Malawi 2007-2009, Panel D",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:18+00:00,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,variables_idno_api,https://microdata.worldbank.org/index.php/api/catalog/MWI_2007-2009_MTM_v01_M/variables,IDNO variable metadata API check,200,https://microdata.worldbank.org/index.php/api/catalog/MWI_2007-2009_MTM_v01_M/variables,application/json; charset=utf-8,,524288,1,fc329c1f8c28739a7f40cfdec8ce6a02473db545888afa91a73615a8c0d62919,public_metadata_endpoint_not_raw_package,0,0,1,invalid_or_truncated_json,,,"{""total"":6283,""variables"":[{""uid"":2274415,""sid"":3462,""fid"":""F1"",""vid"":""V1"",""name"":""vill_id"",""labl"":null},{""uid"":2274416,""sid"":3462,""fid"":""F1"",""vid"":""V2"",""name"":""ea1"",""labl"":""EA1 ID""},{""uid"":2274417,""sid"":3462,""fid"":""F1"",",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:20+00:00,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,metadata_ddi_export,https://microdata.worldbank.org/metadata/export/3462/ddi,DDI/XML metadata export,200,https://microdata.worldbank.org/metadata/export/3462/ddi,application/octet-stream,8362404,524288,1,aa36b5c21cd574c9adf4537da5ba8c711df51bc6f81a363c852df9d15d5eb16b,public_metadata_endpoint_not_raw_package,0,0,1,,,,"<?xml version=""1.0"" encoding=""UTF-8""?> <codeBook version=""1.2.2"" ID=""MWI_2007-2009_MTM_v01_M"" xml-lang=""en"" xmlns=""http://www.icpsr.umich.edu/DDI"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:21+00:00,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,metadata_json_export,https://microdata.worldbank.org/metadata/export/3462/json,JSON metadata export,200,https://microdata.worldbank.org/metadata/export/3462/json,application/json; charset=UTF-8,,8919,0,c75c5bd4684f26bb6e0f72d22bf4fab07f12ea398c3a708686bca9132b00a99a,public_metadata_endpoint_not_raw_package,0,0,1,valid_json,doc_desc;study_desc;schematype;tags,,"{""doc_desc"":{""title"":""MWI_2007-2009_MTM_v01_M"",""idno"":""DDI_MWI_2007-2009_MTM_v01_M_WB"",""producers"":[{""name"":""Development Economics Data Group"",""abbreviation"":""DECDG"",""affiliation"":""The World Bank"",""role"":""Documentation o",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:22+00:00,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,numeric_get_microdata_page,https://microdata.worldbank.org/catalog/3462/get-microdata,numeric get-microdata page,200,https://microdata.worldbank.org/catalog/3462/get-microdata,text/html; charset=UTF-8,,27156,0,f4765ac1f2ea52f6de18624e3dfcef098df4f22ed41e673f4056f97a49e1e76b,official_get_microdata_access_gate,0,1,0,,,https://microdata.worldbank.org/catalog/3462/get-microdata;https://microdata.worldbank.org/metadata/export/3462/ddi;https://microdata.worldbank.org/metadata/export/3462/json;https://microdata.worldbank.org/catalog/3462/data-dictionary;https://microdata.worldbank.org/auth/login?destination=catalog/3462/get-microdata,"<!DOCTYPE html> <html> <head> <meta charset=""utf-8""> <meta http-equiv=""X-UA-Compatible"" content=""IE=edge""> <meta name=""viewport"" content=""width=device-width, initial-scale=1""> <title>Malawi - Marriage Trans",Use official login/register/terms workflow and download complete raw package.
2026-07-09T20:47:23+00:00,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,numeric_download_page,https://microdata.worldbank.org/catalog/3462/download,numeric download route check,200,https://microdata.worldbank.org/catalog/3462/download,text/html; charset=UTF-8,0,0,0,,empty_download_route_not_raw_package,0,0,0,,,,,Use official get-microdata workflow; no public raw payload returned.
2026-07-09T20:47:24+00:00,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,idno_get_microdata_page,https://microdata.worldbank.org/catalog/MWI_2007-2009_MTM_v01_M/get-microdata,IDNO get-microdata route check,200,https://microdata.worldbank.org/catalog/MWI_2007-2009_MTM_v01_M/get-microdata,text/html; charset=UTF-8,,437114,0,c5147706f0872b6b1918a223b4416ce9137f32eeab4e761bf6e994c6532cdb55,idno_route_returns_catalog_or_search_html_not_raw_package,0,1,0,,,https://microdata.worldbank.org/catalog/MWI_2007-2009_MTM_v01_M/get-microdata#facet-year;https://microdata.worldbank.org/catalog/MWI_2007-2009_MTM_v01_M/get-microdata#facet-country;https://microdata.worldbank.org/catalog/MWI_2007-2009_MTM_v01_M/get-microdata#facet-tag;https://microdata.worldbank.org/catalog/MWI_2007-2009_MTM_v01_M/get-microdata#facet-collection;https://microdata.worldbank.org/catalog/MWI_2007-2009_MTM_v01_M/get-microdata#facet-dtype;https://microdata.worldbank.org/catalog/8050/get-microdata;https://microdata.worldbank.org/catalog/8051/get-microdata;https://microdata.worldbank.org/catalog/8054/get-microdata;https://microdata.worldbank.org/catalog/6536/get-microdata;https://microdata.worldbank.org/catalog/8161/get-microdata;https://microdata.worldbank.org/catalog/8048/get-microdata;https://microdata.worldbank.org/catalog/8049/get-microdata,"<!DOCTYPE html> <html> <head> <meta charset=""utf-8""> <meta http-equiv=""X-UA-Compatible"" content=""IE=edge""> <meta name=""viewport"" content=""width=device-width, initial-scale=1""> <title>Data Catalog</title>",Use numeric catalog get-microdata URL for official access workflow.
2026-07-09T20:47:25+00:00,4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,catalog_numeric_api,https://microdata.worldbank.org/index.php/api/catalog/1952,numeric catalog API check,400,https://microdata.worldbank.org/index.php/api/catalog/1952,application/json; charset=utf-8,46,46,0,942399b1f9db3808a467516c5fbbcc182f40963b1a1c48c3573aa74401bafa9e,http_error_not_public_endpoint,0,0,0,valid_json,status;message,,"{""status"":""failed"",""message"":""IDNO-NOT-FOUND""}",Use IDNO API or official get-microdata page; do not treat this as raw access.
2026-07-09T20:47:26+00:00,4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,catalog_idno_api,https://microdata.worldbank.org/index.php/api/catalog/NGA_2012_GHSP-W2_v02_M,IDNO catalog API check,200,https://microdata.worldbank.org/index.php/api/catalog/NGA_2012_GHSP-W2_v02_M,application/json; charset=utf-8,,25622,0,cf03da5901346655a2ef159004b1c3724c46f592a65bceb71e81d3fff47dbd08,public_metadata_endpoint_not_raw_package,0,0,0,valid_json,status;dataset,,"{""status"":""success"",""dataset"":{""id"":1952,""doi"":""https:\/\/doi.org\/10.48529\/kxpy-aa72"",""repositoryid"":""lsms"",""type"":""survey"",""idno"":""NGA_2012_GHSP-W2_v02_M"",""title"":""General Household Survey, Panel 2012-2013, Wave 2"",""",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:27+00:00,4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,variables_idno_api,https://microdata.worldbank.org/index.php/api/catalog/NGA_2012_GHSP-W2_v02_M/variables,IDNO variable metadata API check,200,https://microdata.worldbank.org/index.php/api/catalog/NGA_2012_GHSP-W2_v02_M/variables,application/json; charset=utf-8,,359702,0,8ed5955f855b42ec8edca5f05989f2098c96ae5557da0fb1177c8e4d8032cc60,public_metadata_endpoint_not_raw_package,0,1,1,valid_json,total;variables,,"{""total"":3016,""variables"":[{""uid"":2623037,""sid"":1952,""fid"":""F123"",""vid"":""V3530"",""name"":""hhid"",""labl"":""HOUSEHOLD IDENTIFICATION""},{""uid"":2623038,""sid"":1952,""fid"":""F123"",""vid"":""V3531"",""name"":""zone"",""labl"":""ZONE""},{""uid"":26",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:29+00:00,4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,metadata_ddi_export,https://microdata.worldbank.org/metadata/export/1952/ddi,DDI/XML metadata export,200,https://microdata.worldbank.org/metadata/export/1952/ddi,application/octet-stream,10678397,524288,1,84fd457d19fd674b38a7d6aeb6a43df378bcd29218c7146ab592565cfe84722f,public_metadata_endpoint_not_raw_package,0,0,1,,,,"<?xml version=""1.0"" encoding=""UTF-8""?> <codeBook version=""1.2.2"" ID=""NGA_2012_GHSP-W2_v02_M"" xml-lang=""en"" xmlns=""http://www.icpsr.umich.edu/DDI"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:30+00:00,4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,metadata_json_export,https://microdata.worldbank.org/metadata/export/1952/json,JSON metadata export,200,https://microdata.worldbank.org/metadata/export/1952/json,application/json; charset=UTF-8,,24899,0,28ae206e5a664a790bb813aaa35898e58fcdde031edaed4a4094b815653bdee3,public_metadata_endpoint_not_raw_package,0,0,1,valid_json,doc_desc;study_desc;schematype;tags,,"{""doc_desc"":{""title"":""NGA_2012_GHSP-W2_v02_M"",""idno"":""DDI_NGA_2012_GHSP-W2_v03_M"",""producers"":[{""name"":""National Bureau of Statistics"",""abbreviation"":""NBS"",""affiliation"":""Federal Government of Nigeria"",""role"":""Metadata P",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:31+00:00,4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,numeric_get_microdata_page,https://microdata.worldbank.org/catalog/1952/get-microdata,numeric get-microdata page,200,https://microdata.worldbank.org/catalog/1952/get-microdata,text/html; charset=UTF-8,,29482,0,613208aee3f78a0a1e8b398de16ffc9742869feba95f563f2db7290c4acdd9b8,official_get_microdata_access_gate,0,1,0,,,https://microdata.worldbank.org/catalog/1952/get-microdata;https://microdata.worldbank.org/metadata/export/1952/ddi;https://microdata.worldbank.org/metadata/export/1952/json;https://microdata.worldbank.org/catalog/1952/data-dictionary;https://microdata.worldbank.org/auth/login?destination=catalog/1952/get-microdata,"<!DOCTYPE html> <html> <head> <meta charset=""utf-8""> <meta http-equiv=""X-UA-Compatible"" content=""IE=edge""> <meta name=""viewport"" content=""width=device-width, initial-scale=1""> <title>Nigeria - General House",Use official login/register/terms workflow and download complete raw package.
2026-07-09T20:47:32+00:00,4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,numeric_download_page,https://microdata.worldbank.org/catalog/1952/download,numeric download route check,200,https://microdata.worldbank.org/catalog/1952/download,text/html; charset=UTF-8,0,0,0,,empty_download_route_not_raw_package,0,0,0,,,,,Use official get-microdata workflow; no public raw payload returned.
