download_priority_order,queue_role,country,wave,idno,member_name,member_key,variable_name,variable_label,readstat_type,original_type,has_value_labels
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat10,rexp_cat10 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat11,rexp_cat11 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat12,rexp_cat12 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat011,"Food, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat012,"Beverage, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat021,"Alcohol, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat022,"Tobacco, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat031,"Clothing, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat032,"Footwear, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat041,"Actual rents for housing, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat042,"Estimated rents for housing, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat044,"Water supply, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat045,"Electricity, gas, other fuels, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat051,"Decorations, carpets, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat052,"Household textiles, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat053,"Appliances, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat054,"Dishes, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat055,"Tools/equipment for home, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat056,"Routine Home maintenance, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat061,"Health drugs, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat062,"Health out-patient, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat063,"Health hospitalization, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat071,"Vehicles, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat072,"Operation of vehicles, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat073,"Transport, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat081,"Postal services, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat083,"Phone and fax services, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat091,"Audio-visual, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat092,"Major durables for rec, real annual consumption",float,%9.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat093,"Other recreational items, pets, real annual consumption",float,%9.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat094,"Recreational services, real annual consumption",float,%9.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat095,"Newspapers, books, stationery, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat101,"Education, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat111,"Vendors/Cafes/Restaurants, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat112,"Accommodation services, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat121,"Personal care, real annual consumption",double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,rexp_cat123,"Personal effects, real annual consumption",float,%9.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat011,rexp_cat011 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat012,rexp_cat012 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat021,rexp_cat021 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat022,rexp_cat022 per capita,float,%9.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat031,rexp_cat031 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat032,rexp_cat032 per capita,float,%9.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat041,rexp_cat041 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat042,rexp_cat042 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat044,rexp_cat044 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat045,rexp_cat045 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat051,rexp_cat051 per capita,float,%9.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat052,rexp_cat052 per capita,float,%9.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat053,rexp_cat053 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat054,rexp_cat054 per capita,float,%9.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat055,rexp_cat055 per capita,float,%9.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat056,rexp_cat056 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat061,rexp_cat061 per capita,float,%9.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat062,rexp_cat062 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat063,rexp_cat063 per capita,float,%9.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat071,rexp_cat071 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat072,rexp_cat072 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat073,rexp_cat073 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat081,rexp_cat081 per capita,float,%9.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat083,rexp_cat083 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat091,rexp_cat091 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat092,rexp_cat092 per capita,float,%9.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat093,rexp_cat093 per capita,float,%9.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat094,rexp_cat094 per capita,float,%9.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat095,rexp_cat095 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat101,rexp_cat101 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat111,rexp_cat111 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat112,rexp_cat112 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat121,rexp_cat121 per capita,double,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,pcrexp_cat123,rexp_cat123 per capita,float,%9.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_a_filt.dta,ag_mod_a_filt.dta,case_id,Unique HH Identifier,string,%12s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_a_filt.dta,ag_mod_a_filt.dta,ea_id,Unique EA Identifier,string,%8s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_a_filt.dta,ag_mod_a_filt.dta,ag_c0a,"ENUM:Refer to HH Questionnaire Mod X, what was the last completed rainy season?",int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_a_filt.dta,ag_mod_a_filt.dta,ag_c01,"During the [LAST COMPLETED RAINY SEASON - USE THE ANSWER ABOVE], did you OR any",int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_a_filt.dta,ag_mod_a_filt.dta,ag_j0a,"ENUM:Refer to HH Questionnaire Mod X, what was the last completed dimba season?",int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_a_filt.dta,ag_mod_a_filt.dta,ag_j01,"During the [LAST COMPLETED DRY (DIMBA) SEASON - USE THE ANSWER ABOVE], did you O",int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_a_filt.dta,ag_mod_a_filt.dta,ag_j02,Any plots that your HH owned/cultivated during the last completed dimba season?,int8,%8.0g,1
