download_rank,country,wave,idno,requirement_review_order,requirement,requirement_role,candidate_rank,file_name,variable_name,variable_label,match_score,current_verification_status,minimum_batch_review_status,fill_raw_file_used,fill_raw_variable_used,fill_variable_label_verified,fill_value_distribution_checked,fill_missing_codes_documented,fill_unit_recall_period_documented,fill_merge_key_or_level_verified,fill_skip_pattern_checked,fill_promote_variable,review_notes
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,3,consumption_or_income,financial_denominator_gate,8,cons_agg_w5.dta,spat_totcons_aeq,"Annual consumption per AEQ, spatially adjusted (food prices only)",25,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,3,consumption_or_income,financial_denominator_gate,9,cons_agg_w5.dta,educ_cons_ann,annual expenditure on education (including assistance),21,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,3,consumption_or_income,financial_denominator_gate,10,cons_agg_w5.dta,nom_educcons_aeq,Nominal annual expenditure on education per adult equivalent,21,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,3,consumption_or_income,financial_denominator_gate,11,cons_agg_w5.dta,nom_totcons_aeq,Nominal annual consumption per adult equivalent,21,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,3,consumption_or_income,financial_denominator_gate,12,cons_agg_w5.dta,total_cons_ann,Total annual consumption,21,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,4,oop_health_expenditure,financial_outcome_gate,1,sect8_3_ls_w5.dta,ls_s8_3q04,4.Total amount spent for breeding [LIVESTOCK TYPE] in the past 12 months,16,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,4,oop_health_expenditure,financial_outcome_gate,2,sect8_3_ls_w5.dta,ls_s8_3q22,"22.Total amount spent on vaccines, anthelmingics and etc for [LIVESTOCK TYPE]",16,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,4,oop_health_expenditure,financial_outcome_gate,3,sect8_3_ls_w5.dta,ls_s8_3q24,24.Total amount spent on curative treatments for [LIVESTOCK TYPE],16,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,4,oop_health_expenditure,financial_outcome_gate,4,sect3_hh_w5.dta,s3q17,17. How many nights did [NAME] spend in any health facility in last 12 months?,12,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,4,oop_health_expenditure,financial_outcome_gate,5,sect3_hh_w5.dta,s3q18,18. What were the total cost of [NAME]'s health consultations in last 12 months?,12,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,4,oop_health_expenditure,financial_outcome_gate,6,sect8_3_ls_w5.dta,ls_s8_3q03,3.Any cost incurred related to breeding [LIVESTOCK TYPE]?,12,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,4,oop_health_expenditure,financial_outcome_gate,7,sect8_3_ls_w5.dta,ls_s8_3q05,5.Has this holder paid anyone outside HH to help look after [LIVESTOCK TYPE]?,12,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,4,oop_health_expenditure,financial_outcome_gate,8,sect8_3_ls_w5.dta,ls_s8_3q06,6.Total wages paid for those looking after [LIVESTOCK TYPE],12,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,4,oop_health_expenditure,financial_outcome_gate,9,sect8_3_ls_w5.dta,ls_s8_3q10a,"10a.During dry season, has water been paid for [LIVESTOCK TYPE]?",12,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,4,oop_health_expenditure,financial_outcome_gate,10,sect8_3_ls_w5.dta,ls_s8_3q10b,"10b.During rainy season, has water been paid for [LIVESTOCK TYPE]?",12,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,4,oop_health_expenditure,financial_outcome_gate,11,sect8_3_ls_w5.dta,ls_s8_3q11,11.How much has been paid for the water for [LIVESTOCK TYPE]?,12,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,4,oop_health_expenditure,financial_outcome_gate,12,sect8_3_ls_w5.dta,ls_s8_3q12_1,12.This holder's major feeding practices for [LIVESTOCK TYPE]: FEED 1,12,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,5,health_need_and_access,access_outcome_gate,1,sect04_com_w5.dta,cs4q37,37. Distance to the nearest hospital/health facility with a medical doctor,29,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,5,health_need_and_access,access_outcome_gate,2,sect3_hh_w5.dta,s3q14,14. [NAME] consulted a healthcare provider in the last 12 months,21,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,5,health_need_and_access,access_outcome_gate,3,sect3_hh_w5.dta,s3q15,15. Number of times [NAME] consulted a healthcare provider in the last 12 months,21,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,5,health_need_and_access,access_outcome_gate,4,sect3_hh_w5.dta,s3q05,"5. During the last 4 weeks, did [NAME] suffer from any illness or injury?",17,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,5,health_need_and_access,access_outcome_gate,5,sect3_hh_w5.dta,s3q17,17. How many nights did [NAME] spend in any health facility in last 12 months?,17,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,5,health_need_and_access,access_outcome_gate,6,sect04_com_w5.dta,cs4q34,34. Is there a hospital/health center/clinic in this community?,14,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,5,health_need_and_access,access_outcome_gate,7,sect04_com_w5.dta,cs4q35,35. Does the community hospital/health center have a doctor or health officer?,14,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,5,health_need_and_access,access_outcome_gate,8,sect3_hh_w5.dta,s3q13,13. Main reason for [NAME] not consulting a healthcare provider,14,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,5,health_need_and_access,access_outcome_gate,9,sect3_hh_w5.dta,s3q18,18. What were the total cost of [NAME]'s health consultations in last 12 months?,14,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,5,health_need_and_access,access_outcome_gate,10,sect3_pp_w5.dta,s3q15_1,15. Who are other HH members consulted on [FIELD]?: HH ID 1,11,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,5,health_need_and_access,access_outcome_gate,11,sect3_pp_w5.dta,s3q15_2,15. Who are other HH members consulted on [FIELD]?: HH ID 2,11,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,5,health_need_and_access,access_outcome_gate,12,sect04_com_w5.dta,cs4q28,28. Distance to the nearest place where one can purchase common medicines,10,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6,survey_timing,climate_timing_gate,1,sect_cover_pp_w5.dta,InterviewDate,20. Date of Interview,46,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6,survey_timing,climate_timing_gate,2,sect_cover_ph_w5.dta,InterviewDate,20. Date of Interview,46,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6,survey_timing,climate_timing_gate,3,sect_cover_ls_w5.dta,InterviewDate,20. Date of Interview,46,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6,survey_timing,climate_timing_gate,4,sect12b1_hh_w5.dta,s12bq08a,8. When did [NFE] start operating? (MONTH),14,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6,survey_timing,climate_timing_gate,5,sect12b1_hh_w5.dta,s12bq08b,8. When did [NFE] start operating? (YEAR),14,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6,survey_timing,climate_timing_gate,6,eth_householdgeovariables_y5.dta,wetQ_avgstart,"Avg start of wettest quarter in dekads 1-36, where first dekad of year =1",14,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6,survey_timing,climate_timing_gate,7,sect_cover_hh_w5.dta,saq19__Timestamp,GPS coordinates of the dwelling: Timestamp,12,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6,survey_timing,climate_timing_gate,8,eth_plotgeovariables_y5.dta,wetQ_avgstart,"Avg start of wettest quarter in dekads 1-36, where first dekad of year =1",12,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6,survey_timing,climate_timing_gate,9,sect7b_hh_w5.dta,item_cd_12months,Item Code (12 MONTHS),10,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6,survey_timing,climate_timing_gate,10,sect7b_hh_w5.dta,s7q04,"4. In total, how much did your household spend on [ITEM] in the past 12 months?",10,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6,survey_timing,climate_timing_gate,11,sect10a_hh_w5.dta,s10aq35,"35. On average, how much does the household spend on electricty each month?",10,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6,survey_timing,climate_timing_gate,12,sect12e_hh_w5.dta,s12eq03_1,3. Did loss of crop production happended last time due to the [event]?,10,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,7,climate_geography,climate_geography_gate,1,sect_cover_hh_w5.dta,saq19__Latitude,GPS coordinates of the dwelling: Latitude,44,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,7,climate_geography,climate_geography_gate,2,sect_cover_hh_w5.dta,saq19__Longitude,GPS coordinates of the dwelling: Longitude,44,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,7,climate_geography,climate_geography_gate,3,sect10a_com_w5.dta,cs10q05__Latitude,5. GPS COORDINATES OF THE MARKET:LATITUDE,42,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,7,climate_geography,climate_geography_gate,4,sect10a_com_w5.dta,cs10q05__Longitude,5. GPS COORDINATES OF THE MARKET: LONGITUDE,42,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,7,climate_geography,climate_geography_gate,5,sect_cover_pp_w5.dta,saq19__Latitude,GPS coordinates of the dwelling: Latitude,42,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,7,climate_geography,climate_geography_gate,6,sect_cover_pp_w5.dta,saq19__Longitude,GPS coordinates of the dwelling: Longitude,42,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,7,climate_geography,climate_geography_gate,7,sect_cover_ph_w5.dta,saq19__Latitude,GPS coordinates of the dwelling: Latitude,42,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,7,climate_geography,climate_geography_gate,8,sect_cover_ph_w5.dta,saq19__Longitude,GPS coordinates of the dwelling: Longitude,42,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,7,climate_geography,climate_geography_gate,9,sect_cover_ls_w5.dta,saq19__Latitude,GPS coordinates of the dwelling: Latitude,42,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,7,climate_geography,climate_geography_gate,10,sect_cover_ls_w5.dta,saq19__Longitude,GPS coordinates of the dwelling: Longitude,42,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,7,climate_geography,climate_geography_gate,11,sect3_pp_w5.dta,s3q09__Latitude,9.GPS Coordinates Corner of the Field: Latitude,40,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,7,climate_geography,climate_geography_gate,12,sect3_pp_w5.dta,s3q09__Longitude,9.GPS Coordinates Corner of the Field: Longitude,40,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,1,household_person_keys,merge_key_gate,1,sect1_hh_w4.dta,individual_id,Household member ID,37,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,1,household_person_keys,merge_key_gate,2,sect11b1_hh_w4.dta,individual_id,Household member ID,35,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,1,household_person_keys,merge_key_gate,3,sect1_hh_w4.dta,household_id,Unique Household Indentifier,33,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,1,household_person_keys,merge_key_gate,4,sect10d1_hh_w4.dta,household_id,Unique Household Indentifier,33,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,1,household_person_keys,merge_key_gate,5,sect1_ph_w4.dta,household_id,Unique Household Indentifier,33,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,1,household_person_keys,merge_key_gate,6,sect1_pp_w4.dta,household_id,Unique Household Indentifier,33,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,1,household_person_keys,merge_key_gate,7,sect10b_hh_w4.dta,household_id,Unique Household Indentifier,31,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,1,household_person_keys,merge_key_gate,8,sect11b1_hh_w4.dta,household_id,Unique Household Indentifier,31,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,1,household_person_keys,merge_key_gate,9,sect2_pp_w4.dta,household_id,Unique Household Indentifier,31,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,1,household_person_keys,merge_key_gate,10,sect3_pp_w4.dta,household_id,Unique Household Indentifier,31,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,1,household_person_keys,merge_key_gate,11,sect4_pp_w4.dta,household_id,Unique Household Indentifier,31,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,1,household_person_keys,merge_key_gate,12,sect5_pp_w4.dta,household_id,Unique Household Indentifier,31,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,2,weights_and_design,survey_design_gate,1,sect_cover_hh_w4.dta,ea_id,Unique Enumeration Area Indentifier,31,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,2,weights_and_design,survey_design_gate,2,sect_cover_ph_w4.dta,ea_id,Unique Enumeration Area Indentifier,31,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,2,weights_and_design,survey_design_gate,3,sect_cover_pp_w4.dta,ea_id,Unique Enumeration Area Indentifier,31,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,2,weights_and_design,survey_design_gate,4,sect6b2_hh_w4.dta,ea_id,Unique Enumeration Area Indentifier,29,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,2,weights_and_design,survey_design_gate,5,sect7a_hh_w4.dta,ea_id,Unique Enumeration Area Indentifier,29,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,2,weights_and_design,survey_design_gate,6,sect9_hh_w4.dta,ea_id,Unique Enumeration Area Indentifier,29,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,2,weights_and_design,survey_design_gate,7,sect1_hh_w4.dta,ea_id,Unique Enumeration Area Indentifier,29,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,2,weights_and_design,survey_design_gate,8,sect10d1_hh_w4.dta,ea_id,Unique Enumeration Area Indentifier,29,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,2,weights_and_design,survey_design_gate,9,sect10d2_hh_w4.dta,ea_id,Unique Enumeration Area Indentifier,29,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,,,,
