download_priority_order,queue_role,country,wave,idno,catalog_id,file_id,file_name,file_description,case_quantity,variable_quantity,source_saved_path,priority_core_target,current_receipt_status,post_download_review_action
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F11,sect6b3_hh_w5.dta,Household Data - Food shared by non-household members,7692,15,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F12,sect6b4_hh_w5.dta,Household Data - Food consumed outside home,39672,19,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F13,sect6c_hh_w5.dta,Household Data - Dietary quality,22688,47,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F14,sect7a_hh_w5.dta,"Household Data - Nonfood expenditure, one month",59508,15,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F15,sect7b_hh_w5.dta,"Household Data - Nonfood expenditure, 12 months",64467,15,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F16,sect8_hh_w5.dta,Household Data - Food insecurity experience scale,4959,24,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F17,sect9_hh_w5.dta,Household Data - Shocks,94221,25,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F18,sect10a_hh_w5.dta,Household Data - Housing,4959,69,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F19,sect11_hh_w5.dta,Household Data - Assets,183483,17,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F20,sect12a_hh_w5.dta,Household Data - Nonfarm enterprises participation filter question,4959,20,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F21,sect12b1_hh_w5.dta,Household Data - Nonfarm enterprises roster,1551,68,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F22,sect12b2_hh_w5.dta,Household Data - Nonfarm enterprises start-up barriers,3518,16,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F23,sect12c_hh_w5.dta,Household Data - Agriculture for All Urban EAs and rural EAs that are not part of the agriculture survey,1096,32,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F24,sect12c_q1_hh_w5.dta,Household Data - Agriculture for All Urban EAs and rural EAs that are not part of agriculture survey: filter question,2875,13,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F25,sect12d_hh_w5.dta,Household Data - Livestock for All Urban EAs and rural EAs that are not part of the agriculture survey,46000,21,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F26,sect12e_hh_w5.dta,Household Data - Perception of climate risk,49590,27,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F27,sect12f_hh_w5.dta,Household Data - Perception of climate risk: source of information,4959,17,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F28,sect13_hh_w5.dta,Household Data - Other income,69426,21,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F29,sect14_hh_w5.dta,Household Data - Assistance,14877,30,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F30,sect15a_hh_w5.dta,Credit access filter and constraints,4959,29,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F31,sect15b_hh_w5.dta,Credit details data,1033,30,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F32,sect01a_com_w5.dta,Community - Cover/ identification,433,11,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F33,sect01b_com_w5.dta,Community - Cover/ community overview/ observation,433,23,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F34,sect02_com_w5.dta,Community - Roster of informants,2335,19,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F35,sect03_com_w5.dta,Community - Community basic information/ demographics,433,36,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F36,sect04_com_w5.dta,Community - Access to basic services and infrastructure,433,106,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F37,sect05_com_w5.dta,Community - Economic activities and employment,433,27,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F38,sect06_com_w5.dta,Community - Agriculture,433,69,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F39,sect07_com_w5.dta,Community - Changes and events,668,18,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F40,sect08_com_w5.dta,Community - Community needs,4763,34,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F41,sect09_com_w5.dta,Community - Productive safety net program,433,26,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F42,sect10a_com_w5.dta,Community - Market prices: market location,433,19,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F43,sect10b_com_w5.dta,Community - Prices in market,27155,16,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F44,sect11_com_w5.dta,Community - Agriculture mechanization,3464,43,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F45,sect12_com_w5.dta,Community - Virtual/video extension services,433,15,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F46,sect_cover_pp_w5.dta,Post-planting - Cover page,2110,29,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F47,sect1_pp_w5.dta,Post-planting - Household roster,12117,23,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F48,sect2_pp_w5.dta,Post-planting - Parcel roster,6594,54,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F49,sect3_pp_w5.dta,Post-planting - Field roster,14878,145,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F50,sect4_pp_w5.dta,Post-planting - Crop field roster,14239,62,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F51,sect5_pp_w5.dta,Post-planting - Seed acquisition,7733,36,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F52,sect7_pp_w5.dta,Post-planting - Holder questions,2110,88,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F53,sect9a_pp_w5.dta,Post-planting - Crop cut by field (for specified fields and crops only),14239,26,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F54,sect_cover_ph_w5.dta,Post-harvest - Cover page,1596,28,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F55,sect1_ph_w5.dta,Post-harvest - Household roster,9058,21,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F56,sect9_ph_w5.dta,Post-harvest - Harvest by field,13772,48,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F57,sect10_ph_w5.dta,Post-harvest - Harvest labor,13608,59,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F58,sect11_ph_w5.dta,Post-harvest - Crop utilization,7534,75,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F59,sect_cover_ls_w5.dta,Livestock - Cover page,2110,29,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F60,sect8_1_ls_w5.dta,Livestock - Livestock inventory and ownership,31776,25,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F61,sect8_2_ls_w5.dta,Livestock - Livestock change,28400,36,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F62,sect8_3_ls_w5.dta,"Livestock - Livestock breeding, health, shelter, water, and feed",10650,81,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F63,sect8_4_ls_w5.dta,"Livestock - Milk and egg production, animal power, and dung",28400,42,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F64,eth_householdgeovariables_y5.dta,Household geo-variables,4890,52,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F65,eth_plotgeovariables_y5.dta,Plot geo-variables,4890,52,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F66,cons_agg_w5.dta,Household Data - Consumption aggregate,4959,22,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F67,crop_cf_wave5.dta,Crop unit of measurement conversion factor data,1175,12,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,F68,food_cf_wave5.dta,Food item unit of measurement conversion factor data,1269,13,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
2,core_selected_lsms_isa_aligned,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,F1,sect_cover_hh_w4.dta,"Household identification; location; household size, and field staff identification",6770,20,temp/source_snapshots/priority_lsms_isa_public_documentation/2_ETH_2018_ESS_v04_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
2,core_selected_lsms_isa_aligned,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,F2,sect1_hh_w4.dta,"Roster - List of individuals living in the household and basic demographics; for members younger than 18, parental education and occupation.",29503,42,temp/source_snapshots/priority_lsms_isa_public_documentation/2_ETH_2018_ESS_v04_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
2,core_selected_lsms_isa_aligned,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,F3,sect2_hh_w4.dta,"Education - Educational attainment, enrollment, attendance, school characteristics, and expenditures for the 2018‒19 academic year.",29503,39,temp/source_snapshots/priority_lsms_isa_public_documentation/2_ETH_2018_ESS_v04_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
2,core_selected_lsms_isa_aligned,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,F4,sect3_hh_w4.dta,"Health - Health problems, types of injury/illness, medical assistance/consultation, health insurance, disabilities, vital registration (birth certificate), breast feeding, and anthropometrics (children and under).",29503,69,temp/source_snapshots/priority_lsms_isa_public_documentation/2_ETH_2018_ESS_v04_M/ddi_metadata.xml,1,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
2,core_selected_lsms_isa_aligned,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,F5,sect4_hh_w4.dta,"Labor and time use - Time use, labor market participation in the last 7 days and the last 12 months, unpaid apprenticeship, temporary absence, job search, casual or temporary work participation, participation in food for work/ public works programs, and contribution of free labor to community activities.",29503,82,temp/source_snapshots/priority_lsms_isa_public_documentation/2_ETH_2018_ESS_v04_M/ddi_metadata.xml,0,blocked_no_original_package,Confirm this file or its archive member is present after the complete official package is placed locally.
