download_rank,country,wave,idno,local_target_folder,target_relative_path,file_name,file_extension,file_bytes,file_kind,archive_read_status,archive_member_count,expected_file_name_matches,expected_core_file_name_matches,matched_expected_file_names,matched_core_file_names,data_write_gate_status,modeling_gate_status
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,temp/raw_downloads/ETH_2021_ESPS-W5_v02_M/,_PRIORITY_LSMS_ISA_RAW_PACKAGE_INTAKE.md,_PRIORITY_LSMS_ISA_RAW_PACKAGE_INTAKE.md,.md,2492,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,temp/raw_downloads/ETH_2021_ESPS-W5_v02_M/,_PRIORITY_LSMS_ISA_RAW_PACKAGE_RECEIPT_CHECKLIST.md,_PRIORITY_LSMS_ISA_RAW_PACKAGE_RECEIPT_CHECKLIST.md,.md,3010,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,temp/raw_downloads/ETH_2021_ESPS-W5_v02_M/,_PRIORITY_LSMS_ISA_RAW_VALUE_VERIFICATION_WORKBOOK.md,_PRIORITY_LSMS_ISA_RAW_VALUE_VERIFICATION_WORKBOOK.md,.md,3235,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,temp/raw_downloads/ETH_2021_ESPS-W5_v02_M/,_PRIORITY_LSMS_ISA_REFOCUSED_ACQUISITION.md,_PRIORITY_LSMS_ISA_REFOCUSED_ACQUISITION.md,.md,2461,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,temp/raw_downloads/ETH_2021_ESPS-W5_v02_M/,_PRIORITY_LSMS_ISA_THRESHOLD_DOWNLOAD_SEQUENCE.md,_PRIORITY_LSMS_ISA_THRESHOLD_DOWNLOAD_SEQUENCE.md,.md,2116,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,temp/raw_downloads/ETH_2021_ESPS-W5_v02_M/,_PRIORITY_LSMS_ISA_VARIABLE_EVIDENCE.md,_PRIORITY_LSMS_ISA_VARIABLE_EVIDENCE.md,.md,3933,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,temp/raw_downloads/ETH_2021_ESPS-W5_v02_M/,_PRIORITY_MANUAL_VERIFICATION_DECISION_GATE.md,_PRIORITY_MANUAL_VERIFICATION_DECISION_GATE.md,.md,1103,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,temp/raw_downloads/ETH_2021_ESPS-W5_v02_M/,_PRIORITY_OFFICIAL_DOWNLOAD_DOSSIER.md,_PRIORITY_OFFICIAL_DOWNLOAD_DOSSIER.md,.md,2269,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,temp/raw_downloads/ETH_2021_ESPS-W5_v02_M/,_PRIORITY_OFFICIAL_ENDPOINT_MATRIX.md,_PRIORITY_OFFICIAL_ENDPOINT_MATRIX.md,.md,1299,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,temp/raw_downloads/ETH_2021_ESPS-W5_v02_M/,_PRIORITY_OFFICIAL_METADATA_EVIDENCE.md,_PRIORITY_OFFICIAL_METADATA_EVIDENCE.md,.md,633,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,temp/raw_downloads/ETH_2021_ESPS-W5_v02_M/,_PRIORITY_PUBLIC_DOCUMENTATION_RECEIPT.md,_PRIORITY_PUBLIC_DOCUMENTATION_RECEIPT.md,.md,1254,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,temp/raw_downloads/ETH_2021_ESPS-W5_v02_M/,_PRIORITY_RAW_INTAKE_HANDOFF.md,_PRIORITY_RAW_INTAKE_HANDOFF.md,.md,4628,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,temp/raw_downloads/ETH_2021_ESPS-W5_v02_M/,_PRIORITY_RAW_PACKAGE_RECEIPT_LEDGER.md,_PRIORITY_RAW_PACKAGE_RECEIPT_LEDGER.md,.md,2032,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,temp/raw_downloads/ETH_2021_ESPS-W5_v02_M/,_PRIORITY_RAW_VERIFICATION_WORKBOOK.md,_PRIORITY_RAW_VERIFICATION_WORKBOOK.md,.md,2937,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,temp/raw_downloads/ETH_2021_ESPS-W5_v02_M/,_PRIORITY_THRESHOLD_ACQUISITION_CAMPAIGN.md,_PRIORITY_THRESHOLD_ACQUISITION_CAMPAIGN.md,.md,1948,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_NEXT_RAW_PACKAGE_ACTION_PACKET.md,_NEXT_RAW_PACKAGE_ACTION_PACKET.md,.md,4116,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PLACE_RAW_FILES_HERE.md,_PLACE_RAW_FILES_HERE.md,.md,3866,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_ANALYSIS_DATASET_SYNTHESIS_BLUEPRINT.md,_PRIORITY_ANALYSIS_DATASET_SYNTHESIS_BLUEPRINT.md,.md,2712,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_CLIMATE_LINKAGE_HANDOFF.md,_PRIORITY_CLIMATE_LINKAGE_HANDOFF.md,.md,3518,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_CORE_FILE_ENDPOINT_MATRIX.md,_PRIORITY_CORE_FILE_ENDPOINT_MATRIX.md,.md,3453,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_COUNTRY_WAVE_PROMOTION_PACKET.md,_PRIORITY_COUNTRY_WAVE_PROMOTION_PACKET.md,.md,516,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_CREDENTIALED_RAW_ACQUISITION.md,_PRIORITY_CREDENTIALED_RAW_ACQUISITION.md,.md,3898,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_DOWNLOAD_EXECUTION_PACKET.md,_PRIORITY_DOWNLOAD_EXECUTION_PACKET.md,.md,10051,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_FIRST_PASS_VARIABLE_REVIEW_QUEUE.md,_PRIORITY_FIRST_PASS_VARIABLE_REVIEW_QUEUE.md,.md,6890,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_LSMS_ISA_ALIGNMENT_AUDIT.md,_PRIORITY_LSMS_ISA_ALIGNMENT_AUDIT.md,.md,646,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_LSMS_ISA_ARCHIVE_PREFLIGHT.md,_PRIORITY_LSMS_ISA_ARCHIVE_PREFLIGHT.md,.md,1591,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_LSMS_ISA_COUNTRY_WAVE_PROMOTION_PACKET.md,_PRIORITY_LSMS_ISA_COUNTRY_WAVE_PROMOTION_PACKET.md,.md,529,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_LSMS_ISA_CREDENTIALED_RAW_ACQUISITION_WORKBENCH.md,_PRIORITY_LSMS_ISA_CREDENTIALED_RAW_ACQUISITION_WORKBENCH.md,.md,7167,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_LSMS_ISA_DOWNLOAD_ACCEPTANCE.md,_PRIORITY_LSMS_ISA_DOWNLOAD_ACCEPTANCE.md,.md,5837,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_LSMS_ISA_MINIMUM_BATCH_ENDPOINT_REFRESH.md,_PRIORITY_LSMS_ISA_MINIMUM_BATCH_ENDPOINT_REFRESH.md,.md,1442,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_LSMS_ISA_MINIMUM_BATCH_RAW_INTAKE_GUIDE.md,_PRIORITY_LSMS_ISA_MINIMUM_BATCH_RAW_INTAKE_GUIDE.md,.md,5945,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_LSMS_ISA_OFFICIAL_FILE_RECEIPT_VALIDATOR.md,_PRIORITY_LSMS_ISA_OFFICIAL_FILE_RECEIPT_VALIDATOR.md,.md,16014,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_LSMS_ISA_PUBLIC_DOCUMENTATION_RECEIPT.md,_PRIORITY_LSMS_ISA_PUBLIC_DOCUMENTATION_RECEIPT.md,.md,1555,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_LSMS_ISA_RAW_PACKAGE_INTAKE.md,_PRIORITY_LSMS_ISA_RAW_PACKAGE_INTAKE.md,.md,2484,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_LSMS_ISA_RAW_PACKAGE_RECEIPT_CHECKLIST.md,_PRIORITY_LSMS_ISA_RAW_PACKAGE_RECEIPT_CHECKLIST.md,.md,3001,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_LSMS_ISA_RAW_VALUE_VERIFICATION_WORKBOOK.md,_PRIORITY_LSMS_ISA_RAW_VALUE_VERIFICATION_WORKBOOK.md,.md,3220,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_LSMS_ISA_REFOCUSED_ACQUISITION.md,_PRIORITY_LSMS_ISA_REFOCUSED_ACQUISITION.md,.md,2453,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_LSMS_ISA_THRESHOLD_DOWNLOAD_SEQUENCE.md,_PRIORITY_LSMS_ISA_THRESHOLD_DOWNLOAD_SEQUENCE.md,.md,2108,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_LSMS_ISA_VARIABLE_EVIDENCE.md,_PRIORITY_LSMS_ISA_VARIABLE_EVIDENCE.md,.md,3899,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_MANUAL_VERIFICATION_DECISION_GATE.md,_PRIORITY_MANUAL_VERIFICATION_DECISION_GATE.md,.md,1099,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_OFFICIAL_DOWNLOAD_DOSSIER.md,_PRIORITY_OFFICIAL_DOWNLOAD_DOSSIER.md,.md,2261,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_OFFICIAL_ENDPOINT_MATRIX.md,_PRIORITY_OFFICIAL_ENDPOINT_MATRIX.md,.md,1295,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_OFFICIAL_METADATA_EVIDENCE.md,_PRIORITY_OFFICIAL_METADATA_EVIDENCE.md,.md,629,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_PUBLIC_DOCUMENTATION_RECEIPT.md,_PRIORITY_PUBLIC_DOCUMENTATION_RECEIPT.md,.md,1226,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_RAW_INTAKE_HANDOFF.md,_PRIORITY_RAW_INTAKE_HANDOFF.md,.md,4547,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_RAW_PACKAGE_RECEIPT_LEDGER.md,_PRIORITY_RAW_PACKAGE_RECEIPT_LEDGER.md,.md,2011,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_RAW_VERIFICATION_WORKBOOK.md,_PRIORITY_RAW_VERIFICATION_WORKBOOK.md,.md,2933,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,temp/raw_downloads/ETH_2018_ESS_v04_M/,_PRIORITY_THRESHOLD_ACQUISITION_CAMPAIGN.md,_PRIORITY_THRESHOLD_ACQUISITION_CAMPAIGN.md,.md,1940,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/,_NEXT_RAW_PACKAGE_ACTION_PACKET.md,_NEXT_RAW_PACKAGE_ACTION_PACKET.md,.md,3380,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/,_PLACE_RAW_FILES_HERE.md,_PLACE_RAW_FILES_HERE.md,.md,3720,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/,_PRIORITY_ANALYSIS_DATASET_SYNTHESIS_BLUEPRINT.md,_PRIORITY_ANALYSIS_DATASET_SYNTHESIS_BLUEPRINT.md,.md,2715,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/,_PRIORITY_CLIMATE_LINKAGE_HANDOFF.md,_PRIORITY_CLIMATE_LINKAGE_HANDOFF.md,.md,3328,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/,_PRIORITY_CORE_FILE_ENDPOINT_MATRIX.md,_PRIORITY_CORE_FILE_ENDPOINT_MATRIX.md,.md,3510,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/,_PRIORITY_COUNTRY_WAVE_PROMOTION_PACKET.md,_PRIORITY_COUNTRY_WAVE_PROMOTION_PACKET.md,.md,523,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/,_PRIORITY_CREDENTIALED_RAW_ACQUISITION.md,_PRIORITY_CREDENTIALED_RAW_ACQUISITION.md,.md,3706,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/,_PRIORITY_DOWNLOAD_EXECUTION_PACKET.md,_PRIORITY_DOWNLOAD_EXECUTION_PACKET.md,.md,9668,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/,_PRIORITY_FIRST_PASS_VARIABLE_REVIEW_QUEUE.md,_PRIORITY_FIRST_PASS_VARIABLE_REVIEW_QUEUE.md,.md,5606,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/,_PRIORITY_LSMS_ISA_ALIGNMENT_AUDIT.md,_PRIORITY_LSMS_ISA_ALIGNMENT_AUDIT.md,.md,652,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/,_PRIORITY_LSMS_ISA_ARCHIVE_PREFLIGHT.md,_PRIORITY_LSMS_ISA_ARCHIVE_PREFLIGHT.md,.md,1598,placeholder_or_instruction,not_applicable,0,0,0,,,blocked_no_data_write,blocked
