download_rank,country,wave,idno,requirement_review_order,requirement,requirement_role,file_rank,file_name,file_description,candidate_variable_rows,strong_candidate_variable_rows,top_variable_names,acceptance_gate_status,current_file_verification_status,minimum_batch_review_status,fill_file_present_direct_or_archive,fill_file_readable,fill_schema_extracted,fill_required_variables_found,fill_documentation_crosschecked,fill_accept_file_for_requirement,review_notes
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,7,climate_geography,climate_geography_gate,4,sect_cover_ph_w5.dta,Post-harvest - Cover page,2,2,saq19__Latitude;saq19__Longitude,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,7,climate_geography,climate_geography_gate,5,sect_cover_ls_w5.dta,Livestock - Cover page,2,2,saq19__Latitude;saq19__Longitude,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,7,climate_geography,climate_geography_gate,6,sect3_pp_w5.dta,Post-planting - Field roster,2,2,s3q09__Latitude;s3q09__Longitude,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,1,household_person_keys,merge_key_gate,1,sect1_hh_w4.dta,"Roster - List of individuals living in the household and basic demographics; for members younger than 18, parental education and occupation.",2,2,individual_id;household_id,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,1,household_person_keys,merge_key_gate,2,sect11b1_hh_w4.dta,Mobile phones - Individual disaggregated mobile phone ownership roster,2,2,individual_id;household_id,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,1,household_person_keys,merge_key_gate,3,sect10d1_hh_w4.dta,Livestock roster - Individual disaggregated livestock roster: Household ownership of different livestock by type and number.,1,1,household_id,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,1,household_person_keys,merge_key_gate,4,sect1_ph_w4.dta,"Household Roster - Age, and gender of each household member and holding type: farming, livestock, or both.",1,1,household_id,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,1,household_person_keys,merge_key_gate,5,sect1_pp_w4.dta,"Household Roster - Age, and gender of each household member, and holding type: farming, livestock, or both",1,1,household_id,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,1,household_person_keys,merge_key_gate,6,sect10b_hh_w4.dta,Land parcel roster - Individual disaggregated land roster,1,1,household_id,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,1,household_person_keys,merge_key_gate,7,sect2_pp_w4.dta,Parcel Roster - Information on all parcels owned or managed by the holder.,1,1,household_id,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,1,household_person_keys,merge_key_gate,8,sect3_pp_w4.dta,"Field Roster - Information on all fields (sub-parcels) owned and managed, including holder self-reported area, GPS and compass measured area, labor inputs, and other details about each fi...",1,1,household_id,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,2,weights_and_design,survey_design_gate,1,sect_cover_hh_w4.dta,"Household identification; location; household size, and field staff identification",1,1,ea_id,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,2,weights_and_design,survey_design_gate,2,sect_cover_ph_w4.dta,"Holder location identification; household size, agriculture holding type: farming, livestock, or both, field staff identification.",1,1,ea_id,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,2,weights_and_design,survey_design_gate,3,sect_cover_pp_w4.dta,"Holder location identification; name of household head, name of holder, household size, type of agriculture holding type: farming, livestock, or both; field staff identification.",1,1,ea_id,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,2,weights_and_design,survey_design_gate,4,sect6b2_hh_w4.dta,"Meals shared with non-household members, last 7 days - Meal sharing with non-household members (number of persons and meals shared).",1,1,ea_id,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,2,weights_and_design,survey_design_gate,5,sect7a_hh_w4.dta,Nonfood expenditure - Household monthly expenditures on nonfood items.,1,1,ea_id,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,2,weights_and_design,survey_design_gate,6,sect9_hh_w4.dta,"Shocks - Shocks during the last 12 months and their impact on income, assets, food production, shock and purchase. Strategies the household used to cope with the three worst shocks faced.",1,1,ea_id,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,2,weights_and_design,survey_design_gate,7,sect1_hh_w4.dta,"Roster - List of individuals living in the household and basic demographics; for members younger than 18, parental education and occupation.",1,1,ea_id,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,2,weights_and_design,survey_design_gate,8,sect10d1_hh_w4.dta,Livestock roster - Individual disaggregated livestock roster: Household ownership of different livestock by type and number.,1,1,ea_id,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3,consumption_or_income,financial_denominator_gate,1,sect7a_hh_w4.dta,Nonfood expenditure - Household monthly expenditures on nonfood items.,9,9,ea_id;household_id;item_cd_30day;pw_w4;s7q01;s7q02;saq01;saq02;saq03,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3,consumption_or_income,financial_denominator_gate,2,cons_agg_w4.dta,,3,3,nom_nonfoodcons_aeq;nonfood_cons_ann;food_cons_ann,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,4,oop_health_expenditure,financial_outcome_gate,1,sect8_3_ls_w4.dta,"Livestock Breeding, Health, Shelter, Water, and Feed - Livestock breeding methods and costs; livestock shelter type and feed type and sources; livestock treatments and treatment expenses.",10,10,ls_s8_3q04;ls_s8_3q22;ls_s8_3q24;ls_s8_3q03;ls_s8_3q05;ls_s8_3q06;ls_s8_3q10a;ls_s8_3q10b;ls_s8_3q11;ls_s8_3q12_1,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,4,oop_health_expenditure,financial_outcome_gate,2,sect3_hh_w4.dta,"Health - Health problems, types of injury/illness, medical assistance/consultation, health insurance, disabilities, vital registration (birth certificate), breast feeding, and anthropomet...",2,2,s3q17;s3q18,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,5,health_need_and_access,access_outcome_gate,1,sect3_hh_w4.dta,"Health - Health problems, types of injury/illness, medical assistance/consultation, health insurance, disabilities, vital registration (birth certificate), breast feeding, and anthropomet...",11,11,s3q14;s3q15;s3q05;s3q17;s3q13;s3q18;s3q06_1;s3q06_2;s3q06_os;s3q09a;s3q09b,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,5,health_need_and_access,access_outcome_gate,2,sect04_com_w4.dta,"Access to Basic Services - Transportation, markets, proximity to the nearest town and major urban centers, electrification, bank and microfinance institutions, piped water",1,1,cs4q37,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,6,survey_timing,climate_timing_gate,1,sect_cover_ph_w4.dta,"Holder location identification; household size, agriculture holding type: farming, livestock, or both, field staff identification.",2,2,InterviewDate;saq19__Timestamp,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,6,survey_timing,climate_timing_gate,2,sect_cover_pp_w4.dta,"Holder location identification; name of household head, name of holder, household size, type of agriculture holding type: farming, livestock, or both; field staff identification.",2,2,InterviewDate;saq19__Timestamp,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,6,survey_timing,climate_timing_gate,3,sect_cover_ls_w4.dta,Holder educational level and holding type,2,1,InterviewDate;saq19__Timestamp,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,6,survey_timing,climate_timing_gate,4,sect12b1_hh_w4.dta,"Nonfarm enterprises - Characteristics of enterprises owned by the household: sector, employment, revenue, expenses and tax and fees related to the business.",2,2,s12bq08a;s12bq08b,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,6,survey_timing,climate_timing_gate,5,ETH_HouseholdGeovariables_Y4.dta,Household geo-variables,2,1,wetQ_avgstart;h2018_wetQstart,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,6,survey_timing,climate_timing_gate,6,sect_cover_hh_w4.dta,"Household identification; location; household size, and field staff identification",1,1,InterviewStart,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,6,survey_timing,climate_timing_gate,7,sect15b_hh_w4.dta,"Credit (questions 2 to 10) - Loans or credit received by the household: source, repayment, collateral and challenges in accessing credit.",1,0,s15q06b,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,7,climate_geography,climate_geography_gate,1,sect_cover_ph_w4.dta,"Holder location identification; household size, agriculture holding type: farming, livestock, or both, field staff identification.",3,3,saq19__Latitude;saq19__Longitude;ea_id,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,7,climate_geography,climate_geography_gate,2,sect_cover_pp_w4.dta,"Holder location identification; name of household head, name of holder, household size, type of agriculture holding type: farming, livestock, or both; field staff identification.",2,2,saq19__Latitude;saq19__Longitude,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,7,climate_geography,climate_geography_gate,3,sect_cover_ls_w4.dta,Holder educational level and holding type,2,2,saq19__Latitude;saq19__Longitude,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,7,climate_geography,climate_geography_gate,4,sect3_pp_w4.dta,"Field Roster - Information on all fields (sub-parcels) owned and managed, including holder self-reported area, GPS and compass measured area, labor inputs, and other details about each fi...",2,2,s3q09__Latitude;s3q09__Longitude,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,7,climate_geography,climate_geography_gate,5,sect10a_com_w4.dta,Market Prices - Market prices in the first closest market center.,2,2,cs10q05__Latitude;cs10q05__Longitude,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,7,climate_geography,climate_geography_gate,6,sect_cover_hh_w4.dta,"Household identification; location; household size, and field staff identification",1,1,ea_id,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1,household_person_keys,merge_key_gate,1,sect1_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 1 (Household Roster). The data also contains geographic area identification variables.",1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1,household_person_keys,merge_key_gate,2,sect1_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 1 (Household Roster). The data also contains geographic area identification variables.",1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1,household_person_keys,merge_key_gate,3,secta10_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A10 (Network Roster). The data also contains geographic area identification variables.",1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1,household_person_keys,merge_key_gate,4,sect11a_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11A (Plot Roster). The data also contains geographic area identification variables.",1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1,household_person_keys,merge_key_gate,5,sect11a1_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11A (Plot Roster) and questions 4 to 6. The data also contains geographic area identification variables.",1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1,household_person_keys,merge_key_gate,6,sect12_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 12 (Network Roster). The data also contains geographic area identification variables.",1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1,household_person_keys,merge_key_gate,7,HHTrack,"This data contains household interview status for wave 1 and wave 2, wave 1 and wave 2 population weights, and combined wave 1 and wave 2 population weights.",1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1,household_person_keys,merge_key_gate,8,secta_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A (Household Identification). The data also contains geographic area identification variables.",1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,2,weights_and_design,survey_design_gate,1,HHTrack,"This data contains household interview status for wave 1 and wave 2, wave 1 and wave 2 population weights, and combined wave 1 and wave 2 population weights.",7,7,wt_combined;wt_w1v1;wt_w1v2;wt_w2v1;wt_w2v2;wt_wave1;wt_wave2,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,2,weights_and_design,survey_design_gate,2,cons_agg_wave2_visit1,Consumption aggregate data (visit 1),2,2,ea;hhweight,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,2,weights_and_design,survey_design_gate,3,cons_agg_wave2_visit2,Consumption aggregate data (visit 2),2,2,ea;hhweight,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,2,weights_and_design,survey_design_gate,4,secta_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A (Household Identification). The data also contains geographic area identification variables.",1,1,wt_combined,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,3,consumption_or_income,financial_denominator_gate,1,cons_agg_wave2_visit1,Consumption aggregate data (visit 1),5,5,totcons;nfdfoth;fdfishpr;fdothpr;fdrestby,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,3,consumption_or_income,financial_denominator_gate,2,cons_agg_wave2_visit2,Consumption aggregate data (visit 2),5,5,totcons;nfdfoth;fdfishpr;fdothpr;fdrestby,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,3,consumption_or_income,financial_denominator_gate,3,sect8e_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 8e (Non-Food Expenditure - 12 months recall, non-food items that may not have been purchased). The data also contains g...",1,1,s8q10,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,3,consumption_or_income,financial_denominator_gate,4,sect8a_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 8A (Non-Food Expenditure - 7 days). The data also contains geographic area identification variables.",1,1,ea,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,4,oop_health_expenditure,financial_outcome_gate,1,sect4a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 4A (Health). The data also contains geographic area identification variables.",6,6,s4aq20;s4aq20b;s4aq13;s4aq35a;s4aq35b;s4aq35c,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
