probe_time,download_rank,country,wave,idno,catalog_id,sample_file_rank,file_id,file_name,file_description,route_name,route_role,url,request_attempted,http_status,final_url,content_type,content_length_header,content_disposition,bytes_read,truncated,content_sha256_limited,route_classification,raw_payload_candidate,access_gate_detected,data_dictionary_html_detected,evidence_flags,next_action,data_write_gate_status,modeling_gate_status
2026-07-10T08:06:44+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,2,F66,cons_agg_w5.dta,Household Data - Consumption aggregate,index_catalog_data_dictionary_file_id_filename_query,index.php numeric catalog data-dictionary file page,https://microdata.worldbank.org/index.php/catalog/6161/data-dictionary/F66?file_name=cons_agg_w5.dta,1,200,https://microdata.worldbank.org/index.php/catalog/6161/data-dictionary/F66?file_name=cons_agg_w5.dta,text/html; charset=UTF-8,,,79896,0,bb3de07cc21e5289199acafd228c4dbb9402081363602fa45c23213e7e406a08,resource_data_dictionary_html_not_raw,0,1,1,access_gate_language;data_dictionary_html;html_response,Use as metadata evidence only; raw package receipt remains missing.,blocked_no_data_write,blocked
2026-07-10T08:06:45+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,3,F4,sect3_hh_w5.dta,Household Data - Health,catalog_download_file_id_path,numeric catalog file-id download path,https://microdata.worldbank.org/catalog/6161/download/F4,1,404,https://microdata.worldbank.org/catalog/6161/download/F4,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:45+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,3,F4,sect3_hh_w5.dta,Household Data - Health,index_catalog_download_file_id_path,index.php numeric catalog file-id download path,https://microdata.worldbank.org/index.php/catalog/6161/download/F4,1,404,https://microdata.worldbank.org/index.php/catalog/6161/download/F4,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:45+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,3,F4,sect3_hh_w5.dta,Household Data - Health,catalog_download_file_id_filename_query,numeric catalog file-id route with filename query,https://microdata.worldbank.org/catalog/6161/download/F4?file_name=sect3_hh_w5.dta,1,404,https://microdata.worldbank.org/catalog/6161/download/F4?file_name=sect3_hh_w5.dta,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:45+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,3,F4,sect3_hh_w5.dta,Household Data - Health,index_catalog_download_file_id_filename_query,index.php numeric catalog file-id route with filename query,https://microdata.worldbank.org/index.php/catalog/6161/download/F4?file_name=sect3_hh_w5.dta,1,404,https://microdata.worldbank.org/index.php/catalog/6161/download/F4?file_name=sect3_hh_w5.dta,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:46+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,3,F4,sect3_hh_w5.dta,Household Data - Health,catalog_data_dictionary_file_id_filename_query,numeric catalog data-dictionary file page,https://microdata.worldbank.org/catalog/6161/data-dictionary/F4?file_name=sect3_hh_w5.dta,1,200,https://microdata.worldbank.org/catalog/6161/data-dictionary/F4?file_name=sect3_hh_w5.dta,text/html; charset=UTF-8,,,143389,0,2a4906cad0cc425a55fc98b32736c9e483ca6d1dd7b0efffc3cf3cbc0f7e4af4,resource_data_dictionary_html_not_raw,0,1,1,access_gate_language;data_dictionary_html;html_response,Use as metadata evidence only; raw package receipt remains missing.,blocked_no_data_write,blocked
2026-07-10T08:06:46+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,3,F4,sect3_hh_w5.dta,Household Data - Health,index_catalog_data_dictionary_file_id_filename_query,index.php numeric catalog data-dictionary file page,https://microdata.worldbank.org/index.php/catalog/6161/data-dictionary/F4?file_name=sect3_hh_w5.dta,1,200,https://microdata.worldbank.org/index.php/catalog/6161/data-dictionary/F4?file_name=sect3_hh_w5.dta,text/html; charset=UTF-8,,,143389,0,8f2abe627ac05ee7d647a6cb75af7e09aadbc4b3cd1a7f1ce7135fd977261c53,resource_data_dictionary_html_not_raw,0,1,1,access_gate_language;data_dictionary_html;html_response,Use as metadata evidence only; raw package receipt remains missing.,blocked_no_data_write,blocked
2026-07-10T08:06:47+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,4,F2,sect1_hh_w5.dta,Household Data - Roster,catalog_download_file_id_path,numeric catalog file-id download path,https://microdata.worldbank.org/catalog/6161/download/F2,1,404,https://microdata.worldbank.org/catalog/6161/download/F2,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:47+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,4,F2,sect1_hh_w5.dta,Household Data - Roster,index_catalog_download_file_id_path,index.php numeric catalog file-id download path,https://microdata.worldbank.org/index.php/catalog/6161/download/F2,1,404,https://microdata.worldbank.org/index.php/catalog/6161/download/F2,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:47+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,4,F2,sect1_hh_w5.dta,Household Data - Roster,catalog_download_file_id_filename_query,numeric catalog file-id route with filename query,https://microdata.worldbank.org/catalog/6161/download/F2?file_name=sect1_hh_w5.dta,1,404,https://microdata.worldbank.org/catalog/6161/download/F2?file_name=sect1_hh_w5.dta,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:48+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,4,F2,sect1_hh_w5.dta,Household Data - Roster,index_catalog_download_file_id_filename_query,index.php numeric catalog file-id route with filename query,https://microdata.worldbank.org/index.php/catalog/6161/download/F2?file_name=sect1_hh_w5.dta,1,404,https://microdata.worldbank.org/index.php/catalog/6161/download/F2?file_name=sect1_hh_w5.dta,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:48+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,4,F2,sect1_hh_w5.dta,Household Data - Roster,catalog_data_dictionary_file_id_filename_query,numeric catalog data-dictionary file page,https://microdata.worldbank.org/catalog/6161/data-dictionary/F2?file_name=sect1_hh_w5.dta,1,200,https://microdata.worldbank.org/catalog/6161/data-dictionary/F2?file_name=sect1_hh_w5.dta,text/html; charset=UTF-8,,,134955,0,24452e8c6d0d75695e133f053b8872e152351fbb0b4e0d8b2dda0c18fe86556b,resource_data_dictionary_html_not_raw,0,1,1,access_gate_language;data_dictionary_html;html_response,Use as metadata evidence only; raw package receipt remains missing.,blocked_no_data_write,blocked
2026-07-10T08:06:48+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,4,F2,sect1_hh_w5.dta,Household Data - Roster,index_catalog_data_dictionary_file_id_filename_query,index.php numeric catalog data-dictionary file page,https://microdata.worldbank.org/index.php/catalog/6161/data-dictionary/F2?file_name=sect1_hh_w5.dta,1,200,https://microdata.worldbank.org/index.php/catalog/6161/data-dictionary/F2?file_name=sect1_hh_w5.dta,text/html; charset=UTF-8,,,134955,0,f22f5af7eded827e4c11c01a44116684363e800a2a0cea36e3448e525b396b3a,resource_data_dictionary_html_not_raw,0,1,1,access_gate_language;data_dictionary_html;html_response,Use as metadata evidence only; raw package receipt remains missing.,blocked_no_data_write,blocked
2026-07-10T08:06:48+00:00,2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,1,F39,sect_cover_ph_w4.dta,"Holder location identification; household size, agriculture holding type: farming, livestock, or both, field staff identification.",catalog_download_file_id_path,numeric catalog file-id download path,https://microdata.worldbank.org/catalog/3823/download/F39,1,404,https://microdata.worldbank.org/catalog/3823/download/F39,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:49+00:00,2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,1,F39,sect_cover_ph_w4.dta,"Holder location identification; household size, agriculture holding type: farming, livestock, or both, field staff identification.",index_catalog_download_file_id_path,index.php numeric catalog file-id download path,https://microdata.worldbank.org/index.php/catalog/3823/download/F39,1,404,https://microdata.worldbank.org/index.php/catalog/3823/download/F39,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:49+00:00,2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,1,F39,sect_cover_ph_w4.dta,"Holder location identification; household size, agriculture holding type: farming, livestock, or both, field staff identification.",catalog_download_file_id_filename_query,numeric catalog file-id route with filename query,https://microdata.worldbank.org/catalog/3823/download/F39?file_name=sect_cover_ph_w4.dta,1,404,https://microdata.worldbank.org/catalog/3823/download/F39?file_name=sect_cover_ph_w4.dta,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:50+00:00,2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,1,F39,sect_cover_ph_w4.dta,"Holder location identification; household size, agriculture holding type: farming, livestock, or both, field staff identification.",index_catalog_download_file_id_filename_query,index.php numeric catalog file-id route with filename query,https://microdata.worldbank.org/index.php/catalog/3823/download/F39?file_name=sect_cover_ph_w4.dta,1,404,https://microdata.worldbank.org/index.php/catalog/3823/download/F39?file_name=sect_cover_ph_w4.dta,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:50+00:00,2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,1,F39,sect_cover_ph_w4.dta,"Holder location identification; household size, agriculture holding type: farming, livestock, or both, field staff identification.",catalog_data_dictionary_file_id_filename_query,numeric catalog data-dictionary file page,https://microdata.worldbank.org/catalog/3823/data-dictionary/F39?file_name=sect_cover_ph_w4.dta,1,200,https://microdata.worldbank.org/catalog/3823/data-dictionary/F39?file_name=sect_cover_ph_w4.dta,text/html; charset=UTF-8,,,89947,0,f327f29cb0f63f11938d39978501b28b97ec4455eacdcb29d21b0e8c9890c60c,resource_data_dictionary_html_not_raw,0,1,1,access_gate_language;data_dictionary_html;html_response,Use as metadata evidence only; raw package receipt remains missing.,blocked_no_data_write,blocked
2026-07-10T08:06:50+00:00,2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,1,F39,sect_cover_ph_w4.dta,"Holder location identification; household size, agriculture holding type: farming, livestock, or both, field staff identification.",index_catalog_data_dictionary_file_id_filename_query,index.php numeric catalog data-dictionary file page,https://microdata.worldbank.org/index.php/catalog/3823/data-dictionary/F39?file_name=sect_cover_ph_w4.dta,1,200,https://microdata.worldbank.org/index.php/catalog/3823/data-dictionary/F39?file_name=sect_cover_ph_w4.dta,text/html; charset=UTF-8,,,89947,0,e37be07bd41e6a550424969c63dcc53589716ab6dae9ffc256651b2e8d3650f6,resource_data_dictionary_html_not_raw,0,1,1,access_gate_language;data_dictionary_html;html_response,Use as metadata evidence only; raw package receipt remains missing.,blocked_no_data_write,blocked
2026-07-10T08:06:50+00:00,2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,2,F14,sect7a_hh_w4.dta,Nonfood expenditure - Household monthly expenditures on nonfood items.,catalog_download_file_id_path,numeric catalog file-id download path,https://microdata.worldbank.org/catalog/3823/download/F14,1,404,https://microdata.worldbank.org/catalog/3823/download/F14,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:51+00:00,2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,2,F14,sect7a_hh_w4.dta,Nonfood expenditure - Household monthly expenditures on nonfood items.,index_catalog_download_file_id_path,index.php numeric catalog file-id download path,https://microdata.worldbank.org/index.php/catalog/3823/download/F14,1,404,https://microdata.worldbank.org/index.php/catalog/3823/download/F14,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:51+00:00,2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,2,F14,sect7a_hh_w4.dta,Nonfood expenditure - Household monthly expenditures on nonfood items.,catalog_download_file_id_filename_query,numeric catalog file-id route with filename query,https://microdata.worldbank.org/catalog/3823/download/F14?file_name=sect7a_hh_w4.dta,1,404,https://microdata.worldbank.org/catalog/3823/download/F14?file_name=sect7a_hh_w4.dta,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:51+00:00,2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,2,F14,sect7a_hh_w4.dta,Nonfood expenditure - Household monthly expenditures on nonfood items.,index_catalog_download_file_id_filename_query,index.php numeric catalog file-id route with filename query,https://microdata.worldbank.org/index.php/catalog/3823/download/F14?file_name=sect7a_hh_w4.dta,1,404,https://microdata.worldbank.org/index.php/catalog/3823/download/F14?file_name=sect7a_hh_w4.dta,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:52+00:00,2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,2,F14,sect7a_hh_w4.dta,Nonfood expenditure - Household monthly expenditures on nonfood items.,catalog_data_dictionary_file_id_filename_query,numeric catalog data-dictionary file page,https://microdata.worldbank.org/catalog/3823/data-dictionary/F14?file_name=sect7a_hh_w4.dta,1,200,https://microdata.worldbank.org/catalog/3823/data-dictionary/F14?file_name=sect7a_hh_w4.dta,text/html; charset=UTF-8,,,70972,0,14121dfd59ee06de6457ebf8034da0df7557f084254b9eea422e6a8764ea6ece,resource_data_dictionary_html_not_raw,0,1,1,access_gate_language;data_dictionary_html;html_response,Use as metadata evidence only; raw package receipt remains missing.,blocked_no_data_write,blocked
2026-07-10T08:06:52+00:00,2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,2,F14,sect7a_hh_w4.dta,Nonfood expenditure - Household monthly expenditures on nonfood items.,index_catalog_data_dictionary_file_id_filename_query,index.php numeric catalog data-dictionary file page,https://microdata.worldbank.org/index.php/catalog/3823/data-dictionary/F14?file_name=sect7a_hh_w4.dta,1,200,https://microdata.worldbank.org/index.php/catalog/3823/data-dictionary/F14?file_name=sect7a_hh_w4.dta,text/html; charset=UTF-8,,,70972,0,53a11f3eb596585a0bf4d3c6875606becc636e2e700caef7750d0146e8f0c329,resource_data_dictionary_html_not_raw,0,1,1,access_gate_language;data_dictionary_html;html_response,Use as metadata evidence only; raw package receipt remains missing.,blocked_no_data_write,blocked
2026-07-10T08:06:52+00:00,2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,3,F4,sect3_hh_w4.dta,"Health - Health problems, types of injury/illness, medical assistance/consultation, health insurance, disabilities, vital registration (birth certificate), breast feeding, and anthropometrics (children and under).",catalog_download_file_id_path,numeric catalog file-id download path,https://microdata.worldbank.org/catalog/3823/download/F4,1,404,https://microdata.worldbank.org/catalog/3823/download/F4,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:53+00:00,2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,3,F4,sect3_hh_w4.dta,"Health - Health problems, types of injury/illness, medical assistance/consultation, health insurance, disabilities, vital registration (birth certificate), breast feeding, and anthropometrics (children and under).",index_catalog_download_file_id_path,index.php numeric catalog file-id download path,https://microdata.worldbank.org/index.php/catalog/3823/download/F4,1,404,https://microdata.worldbank.org/index.php/catalog/3823/download/F4,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:53+00:00,2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,3,F4,sect3_hh_w4.dta,"Health - Health problems, types of injury/illness, medical assistance/consultation, health insurance, disabilities, vital registration (birth certificate), breast feeding, and anthropometrics (children and under).",catalog_download_file_id_filename_query,numeric catalog file-id route with filename query,https://microdata.worldbank.org/catalog/3823/download/F4?file_name=sect3_hh_w4.dta,1,404,https://microdata.worldbank.org/catalog/3823/download/F4?file_name=sect3_hh_w4.dta,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:54+00:00,2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,3,F4,sect3_hh_w4.dta,"Health - Health problems, types of injury/illness, medical assistance/consultation, health insurance, disabilities, vital registration (birth certificate), breast feeding, and anthropometrics (children and under).",index_catalog_download_file_id_filename_query,index.php numeric catalog file-id route with filename query,https://microdata.worldbank.org/index.php/catalog/3823/download/F4?file_name=sect3_hh_w4.dta,1,404,https://microdata.worldbank.org/index.php/catalog/3823/download/F4?file_name=sect3_hh_w4.dta,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
