download_priority_order,country,wave,idno,relative_path,file_name,suffix,bytes,file_role,direct_file_acceptance_status
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/aux_year2.dta,aux_year2.dta,.dta,194585,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/aux_year3.dta,aux_year3.dta,.dta,836940,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/aux_year4.dta,aux_year4.dta,.dta,986439,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/cons_agg_wave3_visit1.dta,cons_agg_wave3_visit1.dta,.dta,2455208,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/cons_agg_wave3_visit2.dta,cons_agg_wave3_visit2.dta,.dta,2449411,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/food_conv_w3.dta,food_conv_w3.dta,.dta,166187,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/HHTrack.dta,HHTrack.dta,.dta,668085,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/NGA_HouseholdGeovars_Y3.dta,NGA_HouseholdGeovars_Y3.dta,.dta,754769,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/NGA_PlotGeovariables_Y3.dta,NGA_PlotGeovariables_Y3.dta,.dta,204909,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/PH_W3_Household_Quest.pdf,PH_W3_Household_Quest.pdf,.pdf,1850071,documentation_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/PP_W3_Household_Quest.pdf,PP_W3_Household_Quest.pdf,.pdf,1594221,documentation_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/PTrack.dta,PTrack.dta,.dta,846094,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect10a_harvestw3.dta,sect10a_harvestw3.dta,.dta,1876394,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect10b_harvestw3.dta,sect10b_harvestw3.dta,.dta,98852503,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect10c_harvestw3.dta,sect10c_harvestw3.dta,.dta,2187325,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect10ca_harvestw3.dta,sect10ca_harvestw3.dta,.dta,74770,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect10cb_harvestw3.dta,sect10cb_harvestw3.dta,.dta,292128,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect11_plantingw3.dta,sect11_plantingw3.dta,.dta,1885648,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect11a1_plantingw3.dta,sect11a1_plantingw3.dta,.dta,458557,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect11a_harvestw3.dta,sect11a_harvestw3.dta,.dta,735264,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect11a_plantingw3.dta,sect11a_plantingw3.dta,.dta,80027,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect11b1_plantingw3.dta,sect11b1_plantingw3.dta,.dta,1448442,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect11b_harvestw3.dta,sect11b_harvestw3.dta,.dta,6619476,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect11c1_plantingw3.dta,sect11c1_plantingw3.dta,.dta,449708,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect11c_harvestw3.dta,sect11c_harvestw3.dta,.dta,9039256,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect11d_harvestw3.dta,sect11d_harvestw3.dta,.dta,3759861,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect11e_harvestw3.dta,sect11e_harvestw3.dta,.dta,478770,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect11e_plantingw3.dta,sect11e_plantingw3.dta,.dta,2295747,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect11f_plantingw3.dta,sect11f_plantingw3.dta,.dta,1856615,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect11i_plantingw3.dta,sect11i_plantingw3.dta,.dta,9589170,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect11j_plantingw3.dta,sect11j_plantingw3.dta,.dta,1272520,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect11k_plantingw3.dta,sect11k_plantingw3.dta,.dta,1475231,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect11l1_plantingw3.dta,sect11l1_plantingw3.dta,.dta,2485767,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect11l2_plantingw3.dta,sect11l2_plantingw3.dta,.dta,1967716,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect12_harvestw3.dta,sect12_harvestw3.dta,.dta,779585,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect12_plantingw3.dta,sect12_plantingw3.dta,.dta,256272,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect13_harvestw3.dta,sect13_harvestw3.dta,.dta,347668,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect14_harvestw3.dta,sect14_harvestw3.dta,.dta,6117485,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect15a_harvestw3.dta,sect15a_harvestw3.dta,.dta,29462593,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect15b1_harvestw3.dta,sect15b1_harvestw3.dta,.dta,74770,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect15b2_harvestw3.dta,sect15b2_harvestw3.dta,.dta,61812,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect15c_harvestw3.dta,sect15c_harvestw3.dta,.dta,12459248,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect1_harvestw3.dta,sect1_harvestw3.dta,.dta,11232337,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect1_plantingw3.dta,sect1_plantingw3.dta,.dta,6606771,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect2_harvestw3.dta,sect2_harvestw3.dta,.dta,6312707,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect3_harvestw3.dta,sect3_harvestw3.dta,.dta,9856108,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect3_plantingw3.dta,sect3_plantingw3.dta,.dta,7367200,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect4a_harvestw3.dta,sect4a_harvestw3.dta,.dta,7442104,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect4a_plantingw3.dta,sect4a_plantingw3.dta,.dta,1457014,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect4b_harvestw3.dta,sect4b_harvestw3.dta,.dta,1205445,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect4b_plantingw3.dta,sect4b_plantingw3.dta,.dta,3142730,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect4c1_plantingw3.dta,sect4c1_plantingw3.dta,.dta,75183,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect4c2_plantingw3.dta,sect4c2_plantingw3.dta,.dta,100221,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect4c3_plantingw3.dta,sect4c3_plantingw3.dta,.dta,928337,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect5_plantingw3.dta,sect5_plantingw3.dta,.dta,15645162,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect6_harvestw3.dta,sect6_harvestw3.dta,.dta,1773478,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect6a_harvestw3.dta,sect6a_harvestw3.dta,.dta,147280,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect6b_harvestw3.dta,sect6b_harvestw3.dta,.dta,3411374,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect7a_plantingw3.dta,sect7a_plantingw3.dta,.dta,1962695,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect7b_plantingw3.dta,sect7b_plantingw3.dta,.dta,119858945,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect8a_plantingw3.dta,sect8a_plantingw3.dta,.dta,736694,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect8b_plantingw3.dta,sect8b_plantingw3.dta,.dta,6632453,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect8c_plantingw3.dta,sect8c_plantingw3.dta,.dta,9056985,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect9_harvestw3.dta,sect9_harvestw3.dta,.dta,3054131,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect9_plantingw3.dta,sect9_plantingw3.dta,.dta,859041,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect9b_harvestw3.dta,sect9b_harvestw3.dta,.dta,135613,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sect9b_plantingw3.dta,sect9b_plantingw3.dta,.dta,128462,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/secta10_harvestw3.dta,secta10_harvestw3.dta,.dta,254360,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/secta11c2_harvestw3.dta,secta11c2_harvestw3.dta,.dta,1293528,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/secta11d_harvestw3.dta,secta11d_harvestw3.dta,.dta,1151328,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/secta1_harvestw3.dta,secta1_harvestw3.dta,.dta,1023413,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/secta2_harvestw3.dta,secta2_harvestw3.dta,.dta,899047,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/secta3i_harvestw3.dta,secta3i_harvestw3.dta,.dta,1345583,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/secta3ii_harvestw3.dta,secta3ii_harvestw3.dta,.dta,2098843,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/secta4_harvestw3.dta,secta4_harvestw3.dta,.dta,5835106,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/secta5a_harvestw3.dta,secta5a_harvestw3.dta,.dta,2099430,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/secta5b_harvestw3.dta,secta5b_harvestw3.dta,.dta,46622,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/secta8_harvestw3.dta,secta8_harvestw3.dta,.dta,1606496,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/secta9a1_harvestw3.dta,secta9a1_harvestw3.dta,.dta,54658,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/secta9a2_harvestw3.dta,secta9a2_harvestw3.dta,.dta,56153,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/secta9b1_harvestw3.dta,secta9b1_harvestw3.dta,.dta,20507,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/secta9b2_harvestw3.dta,secta9b2_harvestw3.dta,.dta,36086,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/secta9b3_harvestw3.dta,secta9b3_harvestw3.dta,.dta,28326,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/secta_harvestw3.dta,secta_harvestw3.dta,.dta,561139,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/secta_plantingw3.dta,secta_plantingw3.dta,.dta,374933,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sectaa_harvestw3.dta,sectaa_harvestw3.dta,.dta,485243,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sectaa_plantingw3.dta,sectaa_plantingw3.dta,.dta,386394,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sectc1_harvestw3.dta,sectc1_harvestw3.dta,.dta,194593,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sectc1_plantingw3.dta,sectc1_plantingw3.dta,.dta,148442,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sectc2_harvestw3.dta,sectc2_harvestw3.dta,.dta,435857,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/sectc2a_plantingw3.dta,sectc2a_plantingw3.dta,.dta,1191347,raw_tabular_or_workbook_candidate,direct_file_present_pending_schema_or_documentation_review
