download_priority_order,country,wave,idno,archive_relative_path,archive_file_name,archive_read_status,member_name,member_suffix,member_size,member_role,member_acceptance_status
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,MWI_2004_IHS-II_v01_M_Stata8.zip,readable_zip,ihs2_exp.dta,.dta,6421700,raw_tabular_candidate,archive_member_candidate_pending_schema_or_documentation_review
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,MWI_2004_IHS-II_v01_M_Stata8.zip,readable_zip,ihs2_household.dta,.dta,2510161,raw_tabular_candidate,archive_member_candidate_pending_schema_or_documentation_review
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,MWI_2004_IHS-II_v01_M_Stata8.zip,readable_zip,ihs2_individ.dta,.dta,1698587,raw_tabular_candidate,archive_member_candidate_pending_schema_or_documentation_review
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,MWI_2004_IHS-II_v01_M_Stata8.zip,readable_zip,ihs2_pov.dta,.dta,1981532,raw_tabular_candidate,archive_member_candidate_pending_schema_or_documentation_review
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,MWI_2004_IHS-II_v01_M_Stata8.zip,readable_zip,mod_a.dta,.dta,40887,raw_tabular_candidate,archive_member_candidate_pending_schema_or_documentation_review
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,MWI_2004_IHS-II_v01_M_Stata8.zip,readable_zip,mod_b.dta,.dta,299543,raw_tabular_candidate,archive_member_candidate_pending_schema_or_documentation_review
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,MWI_2004_IHS-II_v01_M_Stata8.zip,readable_zip,mod_c.dta,.dta,43163,raw_tabular_candidate,archive_member_candidate_pending_schema_or_documentation_review
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,MWI_2004_IHS-II_v01_M_Stata8.zip,readable_zip,mod_d.dta,.dta,156320,raw_tabular_candidate,archive_member_candidate_pending_schema_or_documentation_review
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,MWI_2004_IHS-II_v01_M_Stata8.zip,readable_zip,mod_e.dta,.dta,49714,raw_tabular_candidate,archive_member_candidate_pending_schema_or_documentation_review
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,MWI_2004_IHS-II_v01_M_Stata8.zip,readable_zip,mod_f.dta,.dta,73809,raw_tabular_candidate,archive_member_candidate_pending_schema_or_documentation_review
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,MWI_2004_IHS-II_v01_M_Stata8.zip,readable_zip,mod_g.dta,.dta,61196,raw_tabular_candidate,archive_member_candidate_pending_schema_or_documentation_review
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,MWI_2004_IHS-II_v01_M_Stata8.zip,readable_zip,mod_g50better.dta,.dta,36908,raw_tabular_candidate,archive_member_candidate_pending_schema_or_documentation_review
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,MWI_2004_IHS-II_v01_M_Stata8.zip,readable_zip,mod_g50worse.dta,.dta,75500,raw_tabular_candidate,archive_member_candidate_pending_schema_or_documentation_review
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,MWI_2004_IHS-II_v01_M_Stata8.zip,readable_zip,mod_h.dta,.dta,983835,raw_tabular_candidate,archive_member_candidate_pending_schema_or_documentation_review
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,MWI_2004_IHS-II_v01_M_Stata8.zip,readable_zip,sec_a.dta,.dta,899758,raw_tabular_candidate,archive_member_candidate_pending_schema_or_documentation_review
