promotion_rank,promotion_tier,country,wave,idno,requirement,official_core_file_rows,official_core_matched_rows,official_core_missing_rows,schema_candidate_rows,schema_present_rows,value_profile_status,semantics_review_status,requirement_gate_status,next_required_action
4,minimum_batch_remaining,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,oop_health_expenditure,1,0,1,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
4,minimum_batch_remaining,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,health_need_and_access,3,0,3,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
4,minimum_batch_remaining,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,survey_timing,1,0,1,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
4,minimum_batch_remaining,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,climate_geography,5,0,5,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
4,minimum_batch_remaining,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,missing_codes_units_recall_skip_patterns,0,0,0,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
5,minimum_batch_remaining,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,household_person_keys,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
5,minimum_batch_remaining,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,weights_and_design,5,0,5,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
5,minimum_batch_remaining,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,consumption_or_income,3,0,3,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
5,minimum_batch_remaining,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,oop_health_expenditure,1,0,1,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
5,minimum_batch_remaining,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,health_need_and_access,2,0,2,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
5,minimum_batch_remaining,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,survey_timing,1,0,1,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
5,minimum_batch_remaining,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,climate_geography,6,0,6,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
5,minimum_batch_remaining,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,missing_codes_units_recall_skip_patterns,0,0,0,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
6,minimum_batch_remaining,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,household_person_keys,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
6,minimum_batch_remaining,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,weights_and_design,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
6,minimum_batch_remaining,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,consumption_or_income,2,0,2,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
6,minimum_batch_remaining,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,oop_health_expenditure,1,0,1,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
6,minimum_batch_remaining,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,health_need_and_access,3,0,3,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
6,minimum_batch_remaining,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,survey_timing,2,0,2,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
6,minimum_batch_remaining,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,climate_geography,3,0,3,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
6,minimum_batch_remaining,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,missing_codes_units_recall_skip_patterns,0,0,0,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
7,minimum_batch_remaining,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,household_person_keys,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
7,minimum_batch_remaining,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,weights_and_design,7,0,7,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
7,minimum_batch_remaining,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,consumption_or_income,3,0,3,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
7,minimum_batch_remaining,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,oop_health_expenditure,2,0,2,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
7,minimum_batch_remaining,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,health_need_and_access,2,0,2,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
7,minimum_batch_remaining,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,survey_timing,5,0,5,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
7,minimum_batch_remaining,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,climate_geography,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
7,minimum_batch_remaining,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,missing_codes_units_recall_skip_patterns,0,0,0,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
8,minimum_batch_remaining,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,household_person_keys,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
8,minimum_batch_remaining,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,weights_and_design,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
8,minimum_batch_remaining,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,consumption_or_income,3,0,3,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
8,minimum_batch_remaining,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,oop_health_expenditure,1,0,1,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
8,minimum_batch_remaining,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,health_need_and_access,6,0,6,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
8,minimum_batch_remaining,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,survey_timing,6,0,6,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
8,minimum_batch_remaining,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,6,0,6,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
8,minimum_batch_remaining,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,missing_codes_units_recall_skip_patterns,0,0,0,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
9,minimum_batch_remaining,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,household_person_keys,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
9,minimum_batch_remaining,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,weights_and_design,6,0,6,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
9,minimum_batch_remaining,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,consumption_or_income,2,0,2,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
9,minimum_batch_remaining,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,oop_health_expenditure,1,0,1,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
9,minimum_batch_remaining,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,health_need_and_access,6,0,6,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
9,minimum_batch_remaining,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,survey_timing,5,0,5,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
9,minimum_batch_remaining,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,climate_geography,5,0,5,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
9,minimum_batch_remaining,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,missing_codes_units_recall_skip_patterns,0,0,0,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
10,minimum_batch_remaining,Uganda,2019-2020,UGA_2019_UNPS_v03_M,household_person_keys,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
10,minimum_batch_remaining,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
10,minimum_batch_remaining,Uganda,2019-2020,UGA_2019_UNPS_v03_M,consumption_or_income,2,0,2,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
10,minimum_batch_remaining,Uganda,2019-2020,UGA_2019_UNPS_v03_M,oop_health_expenditure,3,0,3,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
10,minimum_batch_remaining,Uganda,2019-2020,UGA_2019_UNPS_v03_M,health_need_and_access,4,0,4,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
10,minimum_batch_remaining,Uganda,2019-2020,UGA_2019_UNPS_v03_M,survey_timing,6,0,6,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
10,minimum_batch_remaining,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
10,minimum_batch_remaining,Uganda,2019-2020,UGA_2019_UNPS_v03_M,missing_codes_units_recall_skip_patterns,0,0,0,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
11,minimum_batch_remaining,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,household_person_keys,4,0,4,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
11,minimum_batch_remaining,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,weights_and_design,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
11,minimum_batch_remaining,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,consumption_or_income,3,0,3,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
11,minimum_batch_remaining,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,oop_health_expenditure,1,0,1,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
11,minimum_batch_remaining,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,health_need_and_access,4,0,4,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
11,minimum_batch_remaining,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,survey_timing,3,0,3,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
11,minimum_batch_remaining,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,5,0,5,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
11,minimum_batch_remaining,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,missing_codes_units_recall_skip_patterns,0,0,0,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
12,backup_after_minimum_batch,Jamaica,1997,JAM_1997_SLC_v01_M,household_person_keys,2,0,2,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
12,backup_after_minimum_batch,Jamaica,1997,JAM_1997_SLC_v01_M,weights_and_design,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
12,backup_after_minimum_batch,Jamaica,1997,JAM_1997_SLC_v01_M,consumption_or_income,5,0,5,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
12,backup_after_minimum_batch,Jamaica,1997,JAM_1997_SLC_v01_M,oop_health_expenditure,2,0,2,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
12,backup_after_minimum_batch,Jamaica,1997,JAM_1997_SLC_v01_M,health_need_and_access,3,0,3,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
12,backup_after_minimum_batch,Jamaica,1997,JAM_1997_SLC_v01_M,survey_timing,5,0,5,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
12,backup_after_minimum_batch,Jamaica,1997,JAM_1997_SLC_v01_M,climate_geography,7,0,7,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
12,backup_after_minimum_batch,Jamaica,1997,JAM_1997_SLC_v01_M,missing_codes_units_recall_skip_patterns,0,0,0,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
13,backup_after_minimum_batch,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,household_person_keys,7,0,7,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
13,backup_after_minimum_batch,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,weights_and_design,2,0,2,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
13,backup_after_minimum_batch,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,consumption_or_income,3,0,3,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
13,backup_after_minimum_batch,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,oop_health_expenditure,4,0,4,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
13,backup_after_minimum_batch,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,health_need_and_access,4,0,4,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
13,backup_after_minimum_batch,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,survey_timing,6,0,6,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
13,backup_after_minimum_batch,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,climate_geography,5,0,5,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
13,backup_after_minimum_batch,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,missing_codes_units_recall_skip_patterns,0,0,0,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
14,backup_after_minimum_batch,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,household_person_keys,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
14,backup_after_minimum_batch,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,weights_and_design,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
14,backup_after_minimum_batch,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,consumption_or_income,6,0,6,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
14,backup_after_minimum_batch,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,oop_health_expenditure,1,0,1,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
14,backup_after_minimum_batch,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,health_need_and_access,2,0,2,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
14,backup_after_minimum_batch,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,survey_timing,3,0,3,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
14,backup_after_minimum_batch,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,climate_geography,7,0,7,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
14,backup_after_minimum_batch,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,missing_codes_units_recall_skip_patterns,0,0,0,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
15,backup_after_minimum_batch,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,household_person_keys,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
15,backup_after_minimum_batch,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,weights_and_design,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
15,backup_after_minimum_batch,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,consumption_or_income,5,0,5,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
15,backup_after_minimum_batch,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,oop_health_expenditure,1,0,1,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
15,backup_after_minimum_batch,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,health_need_and_access,3,0,3,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
