receipt_time,acquisition_batch_rank,batch_role,country,wave,idno,catalog_id,resource_type,url,final_url,http_status,content_type,content_length,receipt_status,saved_path,bytes,sha256,required_for_core_public_documentation,access_gate_detected,login_link,register_link,metadata_links,notes
2026-07-09T19:57:04+00:00,2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,data_dictionary_html,https://microdata.worldbank.org/catalog/3823/data-dictionary,,,,,saved_existing,temp/source_snapshots/priority_public_documentation/2_ETH_2018_ESS_v04_M/data_dictionary_html.html,88754,6937932310314f4a3a8dbdf98fd9a82c5d5de04fbe6c586a9b76c793cc64ebb0,1,1,https://microdata.worldbank.org/auth/login,,https://microdata.worldbank.org/catalog/3823/pdf-documentation;https://microdata.worldbank.org/metadata/export/3823/ddi;https://microdata.worldbank.org/metadata/export/3823/json;https://microdata.worldbank.org/catalog/3823/data-dictionary;https://microdata.worldbank.org/catalog/3823/related-materials;https://microdata.worldbank.org/catalog/3823/data-dictionary/F1?file_name=sect_cover_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F2?file_name=sect1_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F3?file_name=sect2_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F4?file_name=sect3_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F5?file_name=sect4_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F6?file_name=sect5a_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F7?file_name=sect5b1_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F8?file_name=sect5b2_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F9?file_name=sect6a_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F10?file_name=sect6b1_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F11?file_name=sect6b2_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F12?file_name=sect6b3_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F13?file_name=sect6b4_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F14?file_name=sect7a_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F17?file_name=sect8_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F18?file_name=sect9_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F19?file_name=sect10a_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F20?file_name=sect10b_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F21?file_name=sect10c_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F22?file_name=sect10d1_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F23?file_name=sect10d2_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F24?file_name=sect11_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F25?file_name=sect11b1_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F26?file_name=sect11b2_hh_w4.dta;https://microdata.worldbank.org/catalog/3823/data-dictionary/F27?file_name=sect12a_hh_w4.dta,existing priority public documentation snapshot reused
2026-07-09T19:57:04+00:00,2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,related_materials_html,https://microdata.worldbank.org/catalog/3823/related-materials,,,,,saved_existing,temp/source_snapshots/priority_public_documentation/2_ETH_2018_ESS_v04_M/related_materials_html.html,180065,f9e09118f13c68c18dc4cc44e0c62366bd3471f5d4bcf08ba869caa1a9832ddc,1,1,https://microdata.worldbank.org/auth/login,,https://microdata.worldbank.org/catalog/3823/pdf-documentation;https://microdata.worldbank.org/metadata/export/3823/ddi;https://microdata.worldbank.org/metadata/export/3823/json;https://microdata.worldbank.org/catalog/3823/data-dictionary;https://microdata.worldbank.org/catalog/3823/related-materials,existing priority public documentation snapshot reused
2026-07-09T19:57:04+00:00,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,get_microdata_html,https://microdata.worldbank.org/catalog/3462/get-microdata,https://microdata.worldbank.org/catalog/3462/get-microdata,200,text/html; charset=UTF-8,,saved_existing_access_probe,temp/source_snapshots/priority_official_raw_access/3_MWI_2007-2009_MTM_v01_M/get_microdata.html,27156,a8c1a0bde5fa4b6102939216a1c0f72252b1f255f19462338afb4234ab5a4171,1,1,https://microdata.worldbank.org/catalog/3462/get-microdata,https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/metadata/export/3462/ddi;https://microdata.worldbank.org/metadata/export/3462/json;https://microdata.worldbank.org/catalog/3462/data-dictionary;https://microdata.worldbank.org/catalog/3462/related-materials,existing priority official raw access probe snapshot reused
2026-07-09T19:57:04+00:00,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,pdf_documentation,,,,,,missing_optional_url,,,,0,,,,,No official URL was listed in the priority download dossier.
2026-07-09T19:57:04+00:00,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,ddi_metadata,https://microdata.worldbank.org/metadata/export/3462/ddi,,,,,saved_existing,temp/source_snapshots/priority_public_documentation/3_MWI_2007-2009_MTM_v01_M/ddi_metadata.xml,8362404,6e3d135b6c82e6c48f5d182f1a14a8178fcab2cf19083c49283cc73f104e211a,1,,,,,existing priority public documentation snapshot reused
2026-07-09T19:57:04+00:00,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,json_metadata,https://microdata.worldbank.org/metadata/export/3462/json,,,,,saved_existing,temp/source_snapshots/priority_public_documentation/3_MWI_2007-2009_MTM_v01_M/json_metadata.json,8919,c75c5bd4684f26bb6e0f72d22bf4fab07f12ea398c3a708686bca9132b00a99a,1,,,,,existing priority public documentation snapshot reused
2026-07-09T19:57:04+00:00,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,data_dictionary_html,https://microdata.worldbank.org/catalog/3462/data-dictionary,,,,,saved_existing,temp/source_snapshots/priority_public_documentation/3_MWI_2007-2009_MTM_v01_M/data_dictionary_html.html,121432,ec4a2be0cc6e14958e7d5df2ce69b0b56ab6c3ce7eeeb525fb8e8fe2003f092c,1,1,https://microdata.worldbank.org/auth/login,,https://microdata.worldbank.org/metadata/export/3462/ddi;https://microdata.worldbank.org/metadata/export/3462/json;https://microdata.worldbank.org/catalog/3462/data-dictionary;https://microdata.worldbank.org/catalog/3462/related-materials;https://microdata.worldbank.org/catalog/3462/data-dictionary/F1?file_name=hh2_cmty;https://microdata.worldbank.org/catalog/3462/data-dictionary/F2?file_name=hh2_divorce;https://microdata.worldbank.org/catalog/3462/data-dictionary/F3?file_name=hh2_mkts_foodprices;https://microdata.worldbank.org/catalog/3462/data-dictionary/F4?file_name=hh2_mkts_hlthfac;https://microdata.worldbank.org/catalog/3462/data-dictionary/F5?file_name=hh2_mkts_location;https://microdata.worldbank.org/catalog/3462/data-dictionary/F6?file_name=hh2_mortality;https://microdata.worldbank.org/catalog/3462/data-dictionary/F7?file_name=hh2_tf;https://microdata.worldbank.org/catalog/3462/data-dictionary/F8?file_name=hh2_vct;https://microdata.worldbank.org/catalog/3462/data-dictionary/F9?file_name=hh2p1_cs;https://microdata.worldbank.org/catalog/3462/data-dictionary/F10?file_name=hh2p1_s1;https://microdata.worldbank.org/catalog/3462/data-dictionary/F11?file_name=hh2p1_s2;https://microdata.worldbank.org/catalog/3462/data-dictionary/F12?file_name=hh2p1_s3;https://microdata.worldbank.org/catalog/3462/data-dictionary/F13?file_name=hh2p1_s4;https://microdata.worldbank.org/catalog/3462/data-dictionary/F14?file_name=hh2p1_s5;https://microdata.worldbank.org/catalog/3462/data-dictionary/F15?file_name=hh2p1_s6;https://microdata.worldbank.org/catalog/3462/data-dictionary/F16?file_name=hh2p1_s7;https://microdata.worldbank.org/catalog/3462/data-dictionary/F17?file_name=hh2p1_s8;https://microdata.worldbank.org/catalog/3462/data-dictionary/F18?file_name=hh2p2_cs;https://microdata.worldbank.org/catalog/3462/data-dictionary/F19?file_name=hh2p2_s9;https://microdata.worldbank.org/catalog/3462/data-dictionary/F20?file_name=hh2p2_s10;https://microdata.worldbank.org/catalog/3462/data-dictionary/F21?file_name=hh2p2_s11;https://microdata.worldbank.org/catalog/3462/data-dictionary/F22?file_name=hh2p2_s12;https://microdata.worldbank.org/catalog/3462/data-dictionary/F23?file_name=hh2p2_s13;https://microdata.worldbank.org/catalog/3462/data-dictionary/F24?file_name=hh2p2_s13a;https://microdata.worldbank.org/catalog/3462/data-dictionary/F25?file_name=hh2p2_s14;https://microdata.worldbank.org/catalog/3462/data-dictionary/F26?file_name=hh2p3_cs,existing priority public documentation snapshot reused
2026-07-09T19:57:04+00:00,3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,related_materials_html,https://microdata.worldbank.org/catalog/3462/related-materials,,,,,saved_existing,temp/source_snapshots/priority_public_documentation/3_MWI_2007-2009_MTM_v01_M/related_materials_html.html,97259,7df589317a8a452ef7e8a9630c8a8caf392cd48fcd452f16ee427c074712460d,1,1,https://microdata.worldbank.org/auth/login,,https://microdata.worldbank.org/metadata/export/3462/ddi;https://microdata.worldbank.org/metadata/export/3462/json;https://microdata.worldbank.org/catalog/3462/data-dictionary;https://microdata.worldbank.org/catalog/3462/related-materials,existing priority public documentation snapshot reused
2026-07-09T19:57:04+00:00,4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,get_microdata_html,https://microdata.worldbank.org/catalog/1952/get-microdata,https://microdata.worldbank.org/catalog/1952/get-microdata,200,text/html; charset=UTF-8,,saved_existing_access_probe,temp/source_snapshots/priority_official_raw_access/4_NGA_2012_GHSP-W2_v02_M/get_microdata.html,29482,8aee92201be3c954227d8a6a8668f25a562f824fe916f9bf5d11ea68765c3196,1,1,https://microdata.worldbank.org/catalog/1952/get-microdata,https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/catalog/1952/pdf-documentation;https://microdata.worldbank.org/metadata/export/1952/ddi;https://microdata.worldbank.org/metadata/export/1952/json;https://microdata.worldbank.org/catalog/1952/data-dictionary;https://microdata.worldbank.org/catalog/1952/related-materials,existing priority official raw access probe snapshot reused
2026-07-09T19:57:04+00:00,4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,pdf_documentation,https://microdata.worldbank.org/catalog/1952/pdf-documentation,,,,,saved_existing,temp/source_snapshots/priority_public_documentation/4_NGA_2012_GHSP-W2_v02_M/pdf_documentation.pdf,1647849,227d5713301374b4b378354a51580b037edb17353be7491d417f5d009df20fa3,0,,,,,existing priority public documentation snapshot reused
2026-07-09T19:57:04+00:00,4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,ddi_metadata,https://microdata.worldbank.org/metadata/export/1952/ddi,,,,,saved_existing,temp/source_snapshots/priority_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,10678397,8839a1be944337cbf2b91cdc05e5d6128b3a7a58e91a9165c71e3bcfd678c406,1,,,,,existing priority public documentation snapshot reused
2026-07-09T19:57:04+00:00,4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,json_metadata,https://microdata.worldbank.org/metadata/export/1952/json,,,,,saved_existing,temp/source_snapshots/priority_public_documentation/4_NGA_2012_GHSP-W2_v02_M/json_metadata.json,24899,28ae206e5a664a790bb813aaa35898e58fcdde031edaed4a4094b815653bdee3,1,,,,,existing priority public documentation snapshot reused
2026-07-09T19:57:04+00:00,4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,data_dictionary_html,https://microdata.worldbank.org/catalog/1952/data-dictionary,,,,,saved_existing,temp/source_snapshots/priority_public_documentation/4_NGA_2012_GHSP-W2_v02_M/data_dictionary_html.html,120649,b53e3938350ae0891815a7287c241242ef9cfd5fab348dc8bd67797d323cd9c1,1,1,https://microdata.worldbank.org/auth/login,,https://microdata.worldbank.org/catalog/1952/pdf-documentation;https://microdata.worldbank.org/metadata/export/1952/ddi;https://microdata.worldbank.org/metadata/export/1952/json;https://microdata.worldbank.org/catalog/1952/data-dictionary;https://microdata.worldbank.org/catalog/1952/related-materials;https://microdata.worldbank.org/catalog/1952/data-dictionary/F18?file_name=NGA_HouseholdGeovars_Y2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F19?file_name=NGA_PlotGeovariables_Y2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F20?file_name=sect1_plantingw2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F21?file_name=sect2_plantingw2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F22?file_name=sect3a_plantingw2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F23?file_name=sect3b_plantingw2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F24?file_name=sect3c_plantingw2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F25?file_name=sect3d_plantingw2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F26?file_name=sect3e_plantingw2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F27?file_name=sect4a_plantingw2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F28?file_name=sect4b_plantingw2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F29?file_name=sect5a_plantingw2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F30?file_name=sect5b_plantingw2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F31?file_name=sect6_plantingw2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F32?file_name=sect7a_plantingw2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F33?file_name=sect7b_plantingw2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F34?file_name=sect8a_plantingw2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F35?file_name=sect8b_plantingw2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F36?file_name=sect8c_plantingw2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F37?file_name=sect8d_plantingw2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F38?file_name=sect8e_plantingw2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F39?file_name=sect9_plantingw2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F40?file_name=sect10_plantingw2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F42?file_name=sect11a_plantingw2;https://microdata.worldbank.org/catalog/1952/data-dictionary/F43?file_name=sect11a1_plantingw2,existing priority public documentation snapshot reused
2026-07-09T19:57:04+00:00,4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,related_materials_html,https://microdata.worldbank.org/catalog/1952/related-materials,,,,,saved_existing,temp/source_snapshots/priority_public_documentation/4_NGA_2012_GHSP-W2_v02_M/related_materials_html.html,170568,80f589519cfc8b3615d9580c120bae30afd86bfb7825756f15ed6126bc4036de,1,1,https://microdata.worldbank.org/auth/login,,https://microdata.worldbank.org/catalog/1952/pdf-documentation;https://microdata.worldbank.org/metadata/export/1952/ddi;https://microdata.worldbank.org/metadata/export/1952/json;https://microdata.worldbank.org/catalog/1952/data-dictionary;https://microdata.worldbank.org/catalog/1952/related-materials,existing priority public documentation snapshot reused
2026-07-09T19:57:04+00:00,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,get_microdata_html,https://microdata.worldbank.org/catalog/2734/get-microdata,https://microdata.worldbank.org/catalog/2734/get-microdata,200,text/html; charset=UTF-8,,saved_existing_access_probe,temp/source_snapshots/priority_official_raw_access/5_NGA_2015_GHSP-W3_v02_M/get_microdata.html,29482,c4bf6af2f1c4d34adb3702ca39bee209172d49e99fa5011083e661db2c9763eb,1,1,https://microdata.worldbank.org/catalog/2734/get-microdata,https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/catalog/2734/pdf-documentation;https://microdata.worldbank.org/metadata/export/2734/ddi;https://microdata.worldbank.org/metadata/export/2734/json;https://microdata.worldbank.org/catalog/2734/data-dictionary;https://microdata.worldbank.org/catalog/2734/related-materials,existing priority official raw access probe snapshot reused
2026-07-09T19:57:04+00:00,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,pdf_documentation,https://microdata.worldbank.org/catalog/2734/pdf-documentation,,,,,saved_existing,temp/source_snapshots/priority_public_documentation/5_NGA_2015_GHSP-W3_v02_M/pdf_documentation.pdf,1590947,b83759638b68caa8820cec19689ca74c457c11f86e848a9510039557c7e24a90,0,,,,,existing priority public documentation snapshot reused
2026-07-09T19:57:04+00:00,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,ddi_metadata,https://microdata.worldbank.org/metadata/export/2734/ddi,,,,,saved_existing,temp/source_snapshots/priority_public_documentation/5_NGA_2015_GHSP-W3_v02_M/ddi_metadata.xml,12422720,9a0d995646ee5cf033e4216804f316642a4cca3c67ef1a3fac206396f58b2c14,1,,,,,existing priority public documentation snapshot reused
2026-07-09T19:57:04+00:00,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,json_metadata,https://microdata.worldbank.org/metadata/export/2734/json,,,,,saved_existing,temp/source_snapshots/priority_public_documentation/5_NGA_2015_GHSP-W3_v02_M/json_metadata.json,13506,c1915d29119c212c4e0ecf687317e91878f171947a308818289211ecd4c04204,1,,,,,existing priority public documentation snapshot reused
