probe_time,threshold_sequence_rank,threshold_download_role,country,wave,idno,catalog_id,endpoint_name,endpoint_url,endpoint_role,http_status,final_url,content_type,content_length_header,content_disposition,bytes_read,truncated,content_sha256_limited,endpoint_classification,raw_download_candidate,access_gate_detected,metadata_endpoint_detected,candidate_links,evidence_flags,next_action
2026-07-10T14:43:52+00:00,2,minimum_10_wave_core,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,metadata_ddi_export,https://microdata.worldbank.org/metadata/export/3823/ddi,DDI/XML metadata export,200,https://microdata.worldbank.org/metadata/export/3823/ddi,application/octet-stream,5398132,"attachment; filename=""ETH_2018_ESS_v04_M.xml""",524288,1,e0cec7b2e3beb6e792b747ea536f73b906717c83e019fb86cacef7fa2dcf0e0c,public_metadata_endpoint_not_raw_package,0,1,1,,access_gate_language;metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:44:00+00:00,2,minimum_10_wave_core,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,metadata_json_export,https://microdata.worldbank.org/metadata/export/3823/json,JSON metadata export,200,https://microdata.worldbank.org/metadata/export/3823/json,application/json; charset=UTF-8,,,24029,0,f809820fffd812266cb69c0ce85a935f46cc513292b2f6ec020c76acfa1fdfd7,public_metadata_endpoint_not_raw_package,0,0,1,,metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:44:01+00:00,2,minimum_10_wave_core,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,numeric_get_microdata_page,https://microdata.worldbank.org/catalog/3823/get-microdata,numeric get-microdata page,200,https://microdata.worldbank.org/catalog/3823/get-microdata,text/html; charset=UTF-8,,,29697,0,603ce8c1d0650b50779cb20c0e520bee3679f8d3fb2c4a248a1e086b5409ce7b,official_get_microdata_access_gate,0,1,0,https://microdata.worldbank.org/catalog/3823/get-microdata;https://microdata.worldbank.org/metadata/export/3823/ddi;https://microdata.worldbank.org/metadata/export/3823/json;https://microdata.worldbank.org/catalog/3823/data-dictionary;https://microdata.worldbank.org/auth/login?destination=catalog/3823/get-microdata,access_gate_language,Use official login/register/terms workflow and download the complete package manually.
2026-07-10T14:44:03+00:00,2,minimum_10_wave_core,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,numeric_download_page,https://microdata.worldbank.org/catalog/3823/download,numeric download route check,200,https://microdata.worldbank.org/catalog/3823/download,text/html; charset=UTF-8,0,,0,0,,empty_download_route_not_raw_package,0,0,0,,empty_body,Use the official get-microdata workflow; no public raw payload returned.
2026-07-10T14:44:04+00:00,2,minimum_10_wave_core,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,idno_get_microdata_page,https://microdata.worldbank.org/catalog/ETH_2018_ESS_v04_M/get-microdata,IDNO get-microdata route check,200,https://microdata.worldbank.org/catalog/ETH_2018_ESS_v04_M/get-microdata,text/html; charset=UTF-8,,,437109,0,68c4d1bee27117720be4d2cf00b20880ccbbae6c5d588cb093ccd5a8c34599fa,idno_route_returns_catalog_or_search_html_not_raw_package,0,1,0,https://microdata.worldbank.org/catalog/ETH_2018_ESS_v04_M/get-microdata#facet-year;https://microdata.worldbank.org/catalog/ETH_2018_ESS_v04_M/get-microdata#facet-country;https://microdata.worldbank.org/catalog/ETH_2018_ESS_v04_M/get-microdata#facet-tag;https://microdata.worldbank.org/catalog/ETH_2018_ESS_v04_M/get-microdata#facet-collection;https://microdata.worldbank.org/catalog/ETH_2018_ESS_v04_M/get-microdata#facet-dtype;https://microdata.worldbank.org/catalog/8050/get-microdata;https://microdata.worldbank.org/catalog/8051/get-microdata;https://microdata.worldbank.org/catalog/8054/get-microdata;https://microdata.worldbank.org/catalog/6536/get-microdata;https://microdata.worldbank.org/catalog/8161/get-microdata;https://microdata.worldbank.org/catalog/8048/get-microdata;https://microdata.worldbank.org/catalog/8049/get-microdata;https://microdata.worldbank.org/catalog/8052/get-microdata;https://microdata.worldbank.org/catalog/8053/get-microdata;https://microdata.worldbank.org/catalog/6537/get-microdata;https://microdata.worldbank.org/catalog/8055/get-microdata;https://microdata.worldbank.org/catalog/8162/get-microdata;https://microdata.worldbank.org/catalog/6534/get-microdata;https://microdata.worldbank.org/catalog/6530/get-microdata;https://microdata.worldbank.org/catalog/6531/get-microdata,access_gate_language,Use numeric catalog get-microdata URL for the official access workflow.
2026-07-10T14:44:06+00:00,3,minimum_10_wave_core,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,2307,catalog_numeric_api,https://microdata.worldbank.org/index.php/api/catalog/2307,numeric catalog API check,400,https://microdata.worldbank.org/index.php/api/catalog/2307,application/json; charset=utf-8,46,,46,0,942399b1f9db3808a467516c5fbbcc182f40963b1a1c48c3573aa74401bafa9e,http_error_not_public_endpoint,0,0,0,,,Use official catalog/get-microdata workflow; do not treat this endpoint as raw access.
2026-07-10T14:44:08+00:00,3,minimum_10_wave_core,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,2307,catalog_idno_api,https://microdata.worldbank.org/index.php/api/catalog/MWI_2004_IHS-II_v01_M,IDNO catalog API check,200,https://microdata.worldbank.org/index.php/api/catalog/MWI_2004_IHS-II_v01_M,application/json; charset=utf-8,,,11355,0,2ac7fca8c132f6bb5bede3b9061588fa8da9d4703de393cf872c33483522d131,public_metadata_endpoint_not_raw_package,0,1,1,,access_gate_language;metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:44:13+00:00,3,minimum_10_wave_core,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,2307,variables_idno_api,https://microdata.worldbank.org/index.php/api/catalog/MWI_2004_IHS-II_v01_M/variables,IDNO variable metadata API check,200,https://microdata.worldbank.org/index.php/api/catalog/MWI_2004_IHS-II_v01_M/variables,application/json; charset=utf-8,,,214048,0,d4dd609b36205a7964f35e3efffe9cb518bcab569bfabb2a44f31f6cf6b60bb5,public_metadata_endpoint_not_raw_package,0,1,1,,access_gate_language;metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:44:19+00:00,3,minimum_10_wave_core,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,2307,metadata_ddi_export,https://microdata.worldbank.org/metadata/export/2307/ddi,DDI/XML metadata export,200,https://microdata.worldbank.org/metadata/export/2307/ddi,application/octet-stream,5069884,"attachment; filename=""MWI_2004_IHS-II_v01_M.xml""",524288,1,bfc32388e52d0c3cee04cb8804e32d07dca17d667d9d468ce0b386c550b4f8d3,public_metadata_endpoint_not_raw_package,0,1,1,,access_gate_language;metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:44:21+00:00,3,minimum_10_wave_core,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,2307,metadata_json_export,https://microdata.worldbank.org/metadata/export/2307/json,JSON metadata export,200,https://microdata.worldbank.org/metadata/export/2307/json,application/json; charset=UTF-8,,,10646,0,9699d0ad0bfd015f0584e5b3964a825ff1d7d63e1a89c9fae40664e8905d322a,public_metadata_endpoint_not_raw_package,0,1,1,,access_gate_language;metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:44:22+00:00,3,minimum_10_wave_core,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,2307,numeric_get_microdata_page,https://microdata.worldbank.org/catalog/2307/get-microdata,numeric get-microdata page,200,https://microdata.worldbank.org/catalog/2307/get-microdata,text/html; charset=UTF-8,,,29039,0,504bde46640098637db0613f0099f92dbff18e80d4f94ab091b72d18c200ac84,official_get_microdata_access_gate,0,1,0,https://microdata.worldbank.org/catalog/2307/get-microdata;https://microdata.worldbank.org/metadata/export/2307/ddi;https://microdata.worldbank.org/metadata/export/2307/json;https://microdata.worldbank.org/catalog/2307/data-dictionary;https://microdata.worldbank.org/auth/login?destination=catalog/2307/get-microdata,access_gate_language,Use official login/register/terms workflow and download the complete package manually.
2026-07-10T14:44:23+00:00,3,minimum_10_wave_core,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,2307,numeric_download_page,https://microdata.worldbank.org/catalog/2307/download,numeric download route check,200,https://microdata.worldbank.org/catalog/2307/download,text/html; charset=UTF-8,0,,0,0,,empty_download_route_not_raw_package,0,0,0,,empty_body,Use the official get-microdata workflow; no public raw payload returned.
2026-07-10T14:44:24+00:00,3,minimum_10_wave_core,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,2307,idno_get_microdata_page,https://microdata.worldbank.org/catalog/MWI_2004_IHS-II_v01_M/get-microdata,IDNO get-microdata route check,200,https://microdata.worldbank.org/catalog/MWI_2004_IHS-II_v01_M/get-microdata,text/html; charset=UTF-8,,,437112,0,f96f5e14acc2484b5ed006e50ce7e302fe1b1ab10ec28568f3df788a9b7d1349,idno_route_returns_catalog_or_search_html_not_raw_package,0,1,0,https://microdata.worldbank.org/catalog/MWI_2004_IHS-II_v01_M/get-microdata#facet-year;https://microdata.worldbank.org/catalog/MWI_2004_IHS-II_v01_M/get-microdata#facet-country;https://microdata.worldbank.org/catalog/MWI_2004_IHS-II_v01_M/get-microdata#facet-tag;https://microdata.worldbank.org/catalog/MWI_2004_IHS-II_v01_M/get-microdata#facet-collection;https://microdata.worldbank.org/catalog/MWI_2004_IHS-II_v01_M/get-microdata#facet-dtype;https://microdata.worldbank.org/catalog/8050/get-microdata;https://microdata.worldbank.org/catalog/8051/get-microdata;https://microdata.worldbank.org/catalog/8054/get-microdata;https://microdata.worldbank.org/catalog/6536/get-microdata;https://microdata.worldbank.org/catalog/8161/get-microdata;https://microdata.worldbank.org/catalog/8048/get-microdata;https://microdata.worldbank.org/catalog/8049/get-microdata;https://microdata.worldbank.org/catalog/8052/get-microdata;https://microdata.worldbank.org/catalog/8053/get-microdata;https://microdata.worldbank.org/catalog/6537/get-microdata;https://microdata.worldbank.org/catalog/8055/get-microdata;https://microdata.worldbank.org/catalog/8162/get-microdata;https://microdata.worldbank.org/catalog/6534/get-microdata;https://microdata.worldbank.org/catalog/6530/get-microdata;https://microdata.worldbank.org/catalog/6531/get-microdata,access_gate_language,Use numeric catalog get-microdata URL for the official access workflow.
2026-07-10T14:44:27+00:00,4,minimum_10_wave_core,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,catalog_numeric_api,https://microdata.worldbank.org/index.php/api/catalog/1952,numeric catalog API check,400,https://microdata.worldbank.org/index.php/api/catalog/1952,application/json; charset=utf-8,46,,46,0,942399b1f9db3808a467516c5fbbcc182f40963b1a1c48c3573aa74401bafa9e,http_error_not_public_endpoint,0,0,0,,,Use official catalog/get-microdata workflow; do not treat this endpoint as raw access.
2026-07-10T14:44:28+00:00,4,minimum_10_wave_core,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,catalog_idno_api,https://microdata.worldbank.org/index.php/api/catalog/NGA_2012_GHSP-W2_v02_M,IDNO catalog API check,200,https://microdata.worldbank.org/index.php/api/catalog/NGA_2012_GHSP-W2_v02_M,application/json; charset=utf-8,,,25622,0,bb5563ac7445c568bfaf88cdf476a6f1dbaa0dae14a72f6387db32f709063b8f,public_metadata_endpoint_not_raw_package,0,0,1,,metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:44:29+00:00,4,minimum_10_wave_core,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,variables_idno_api,https://microdata.worldbank.org/index.php/api/catalog/NGA_2012_GHSP-W2_v02_M/variables,IDNO variable metadata API check,200,https://microdata.worldbank.org/index.php/api/catalog/NGA_2012_GHSP-W2_v02_M/variables,application/json; charset=utf-8,,,359702,0,8ed5955f855b42ec8edca5f05989f2098c96ae5557da0fb1177c8e4d8032cc60,public_metadata_endpoint_not_raw_package,0,1,1,,access_gate_language;metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:44:32+00:00,4,minimum_10_wave_core,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,metadata_ddi_export,https://microdata.worldbank.org/metadata/export/1952/ddi,DDI/XML metadata export,200,https://microdata.worldbank.org/metadata/export/1952/ddi,application/octet-stream,10678397,"attachment; filename=""NGA_2012_GHSP-W2_v02_M.xml""",524288,1,84fd457d19fd674b38a7d6aeb6a43df378bcd29218c7146ab592565cfe84722f,public_metadata_endpoint_not_raw_package,0,0,1,,metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:44:34+00:00,4,minimum_10_wave_core,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,metadata_json_export,https://microdata.worldbank.org/metadata/export/1952/json,JSON metadata export,200,https://microdata.worldbank.org/metadata/export/1952/json,application/json; charset=UTF-8,,,24899,0,28ae206e5a664a790bb813aaa35898e58fcdde031edaed4a4094b815653bdee3,public_metadata_endpoint_not_raw_package,0,0,1,,metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:44:36+00:00,4,minimum_10_wave_core,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,numeric_get_microdata_page,https://microdata.worldbank.org/catalog/1952/get-microdata,numeric get-microdata page,200,https://microdata.worldbank.org/catalog/1952/get-microdata,text/html; charset=UTF-8,,,29482,0,26af0f4eb4ef2b55f41da1cf9ad592c41ab3fc726c886ac6f76da5e96ba4c67a,official_get_microdata_access_gate,0,1,0,https://microdata.worldbank.org/catalog/1952/get-microdata;https://microdata.worldbank.org/metadata/export/1952/ddi;https://microdata.worldbank.org/metadata/export/1952/json;https://microdata.worldbank.org/catalog/1952/data-dictionary;https://microdata.worldbank.org/auth/login?destination=catalog/1952/get-microdata,access_gate_language,Use official login/register/terms workflow and download the complete package manually.
2026-07-10T14:44:37+00:00,4,minimum_10_wave_core,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,numeric_download_page,https://microdata.worldbank.org/catalog/1952/download,numeric download route check,200,https://microdata.worldbank.org/catalog/1952/download,text/html; charset=UTF-8,0,,0,0,,empty_download_route_not_raw_package,0,0,0,,empty_body,Use the official get-microdata workflow; no public raw payload returned.
2026-07-10T14:44:39+00:00,4,minimum_10_wave_core,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,idno_get_microdata_page,https://microdata.worldbank.org/catalog/NGA_2012_GHSP-W2_v02_M/get-microdata,IDNO get-microdata route check,200,https://microdata.worldbank.org/catalog/NGA_2012_GHSP-W2_v02_M/get-microdata,text/html; charset=UTF-8,,,437113,0,0dd584bdf3488abb84baa5d9c805c4912d7a922d7245bf8faee30e72d8c1b9ae,idno_route_returns_catalog_or_search_html_not_raw_package,0,1,0,https://microdata.worldbank.org/catalog/NGA_2012_GHSP-W2_v02_M/get-microdata#facet-year;https://microdata.worldbank.org/catalog/NGA_2012_GHSP-W2_v02_M/get-microdata#facet-country;https://microdata.worldbank.org/catalog/NGA_2012_GHSP-W2_v02_M/get-microdata#facet-tag;https://microdata.worldbank.org/catalog/NGA_2012_GHSP-W2_v02_M/get-microdata#facet-collection;https://microdata.worldbank.org/catalog/NGA_2012_GHSP-W2_v02_M/get-microdata#facet-dtype;https://microdata.worldbank.org/catalog/8050/get-microdata;https://microdata.worldbank.org/catalog/8051/get-microdata;https://microdata.worldbank.org/catalog/8054/get-microdata;https://microdata.worldbank.org/catalog/6536/get-microdata;https://microdata.worldbank.org/catalog/8161/get-microdata;https://microdata.worldbank.org/catalog/8048/get-microdata;https://microdata.worldbank.org/catalog/8049/get-microdata;https://microdata.worldbank.org/catalog/8052/get-microdata;https://microdata.worldbank.org/catalog/8053/get-microdata;https://microdata.worldbank.org/catalog/6537/get-microdata;https://microdata.worldbank.org/catalog/8055/get-microdata;https://microdata.worldbank.org/catalog/8162/get-microdata;https://microdata.worldbank.org/catalog/6534/get-microdata;https://microdata.worldbank.org/catalog/6530/get-microdata;https://microdata.worldbank.org/catalog/6531/get-microdata,access_gate_language,Use numeric catalog get-microdata URL for the official access workflow.
2026-07-10T14:44:41+00:00,5,minimum_10_wave_core,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,catalog_numeric_api,https://microdata.worldbank.org/index.php/api/catalog/2734,numeric catalog API check,400,https://microdata.worldbank.org/index.php/api/catalog/2734,application/json; charset=utf-8,46,,46,0,942399b1f9db3808a467516c5fbbcc182f40963b1a1c48c3573aa74401bafa9e,http_error_not_public_endpoint,0,0,0,,,Use official catalog/get-microdata workflow; do not treat this endpoint as raw access.
2026-07-10T14:44:46+00:00,5,minimum_10_wave_core,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,catalog_idno_api,https://microdata.worldbank.org/index.php/api/catalog/NGA_2015_GHSP-W3_v02_M,IDNO catalog API check,200,https://microdata.worldbank.org/index.php/api/catalog/NGA_2015_GHSP-W3_v02_M,application/json; charset=utf-8,,,14204,0,071797cf87db77ea57faa8f4b5ead8ef717f61550c71fa1963bd8a0ef50b344e,public_metadata_endpoint_not_raw_package,0,0,1,,metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:44:47+00:00,5,minimum_10_wave_core,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,variables_idno_api,https://microdata.worldbank.org/index.php/api/catalog/NGA_2015_GHSP-W3_v02_M/variables,IDNO variable metadata API check,200,https://microdata.worldbank.org/index.php/api/catalog/NGA_2015_GHSP-W3_v02_M/variables,application/json; charset=utf-8,,,345970,0,2ff7fb19cd3e0382b3fc4329c64aa3ef1c9aba7cb15106e6bb8ef6ef2c8b13cd,public_metadata_endpoint_not_raw_package,0,1,1,,access_gate_language;metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:44:48+00:00,5,minimum_10_wave_core,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,metadata_ddi_export,https://microdata.worldbank.org/metadata/export/2734/ddi,DDI/XML metadata export,200,https://microdata.worldbank.org/metadata/export/2734/ddi,application/octet-stream,12422720,"attachment; filename=""NGA_2015_GHSP-W3_v02_M.xml""",524288,1,a67db42b2a95fe8a8a6fdd20245170f90978134115e6ecca1627dd566db16a83,public_metadata_endpoint_not_raw_package,0,0,1,,metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:44:50+00:00,5,minimum_10_wave_core,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,metadata_json_export,https://microdata.worldbank.org/metadata/export/2734/json,JSON metadata export,200,https://microdata.worldbank.org/metadata/export/2734/json,application/json; charset=UTF-8,,,13506,0,c1915d29119c212c4e0ecf687317e91878f171947a308818289211ecd4c04204,public_metadata_endpoint_not_raw_package,0,0,1,,metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:44:52+00:00,5,minimum_10_wave_core,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,numeric_get_microdata_page,https://microdata.worldbank.org/catalog/2734/get-microdata,numeric get-microdata page,200,https://microdata.worldbank.org/catalog/2734/get-microdata,text/html; charset=UTF-8,,,29482,0,8ef8b2e2e8fe2fd625aad2b9bbdd3a5b6ad71282fd51ea5817f5d89a791bb742,official_get_microdata_access_gate,0,1,0,https://microdata.worldbank.org/catalog/2734/get-microdata;https://microdata.worldbank.org/metadata/export/2734/ddi;https://microdata.worldbank.org/metadata/export/2734/json;https://microdata.worldbank.org/catalog/2734/data-dictionary;https://microdata.worldbank.org/auth/login?destination=catalog/2734/get-microdata,access_gate_language,Use official login/register/terms workflow and download the complete package manually.
2026-07-10T14:44:53+00:00,5,minimum_10_wave_core,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,numeric_download_page,https://microdata.worldbank.org/catalog/2734/download,numeric download route check,200,https://microdata.worldbank.org/catalog/2734/download,text/html; charset=UTF-8,0,,0,0,,empty_download_route_not_raw_package,0,0,0,,empty_body,Use the official get-microdata workflow; no public raw payload returned.
2026-07-10T14:44:54+00:00,5,minimum_10_wave_core,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,idno_get_microdata_page,https://microdata.worldbank.org/catalog/NGA_2015_GHSP-W3_v02_M/get-microdata,IDNO get-microdata route check,200,https://microdata.worldbank.org/catalog/NGA_2015_GHSP-W3_v02_M/get-microdata,text/html; charset=UTF-8,,,437113,0,78f82d983586fe3548b2b2cdac791e97ee0ba3731aefe7b6114036cab8e3f7e4,idno_route_returns_catalog_or_search_html_not_raw_package,0,1,0,https://microdata.worldbank.org/catalog/NGA_2015_GHSP-W3_v02_M/get-microdata#facet-year;https://microdata.worldbank.org/catalog/NGA_2015_GHSP-W3_v02_M/get-microdata#facet-country;https://microdata.worldbank.org/catalog/NGA_2015_GHSP-W3_v02_M/get-microdata#facet-tag;https://microdata.worldbank.org/catalog/NGA_2015_GHSP-W3_v02_M/get-microdata#facet-collection;https://microdata.worldbank.org/catalog/NGA_2015_GHSP-W3_v02_M/get-microdata#facet-dtype;https://microdata.worldbank.org/catalog/8050/get-microdata;https://microdata.worldbank.org/catalog/8051/get-microdata;https://microdata.worldbank.org/catalog/8054/get-microdata;https://microdata.worldbank.org/catalog/6536/get-microdata;https://microdata.worldbank.org/catalog/8161/get-microdata;https://microdata.worldbank.org/catalog/8048/get-microdata;https://microdata.worldbank.org/catalog/8049/get-microdata;https://microdata.worldbank.org/catalog/8052/get-microdata;https://microdata.worldbank.org/catalog/8053/get-microdata;https://microdata.worldbank.org/catalog/6537/get-microdata;https://microdata.worldbank.org/catalog/8055/get-microdata;https://microdata.worldbank.org/catalog/8162/get-microdata;https://microdata.worldbank.org/catalog/6534/get-microdata;https://microdata.worldbank.org/catalog/6530/get-microdata;https://microdata.worldbank.org/catalog/6531/get-microdata,access_gate_language,Use numeric catalog get-microdata URL for the official access workflow.
