download_priority_order,queue_role,country,wave,idno,archive_relative_path,member_name,member_key,member_role,read_status,read_error,row_count,column_count
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,mod_f.dta,mod_f.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpkhzlhdip',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,mod_g.dta,mod_g.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpf12zxkwz',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,mod_g50better.dta,mod_g50better.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpif_g2gvm',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,mod_g50worse.dta,mod_g50worse.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmp5o3h_0ac',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,mod_h.dta,mod_h.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpz1pey2q_',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_a.dta,sec_a.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpw_f97345',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_aa.dta,sec_aa.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmplw6q3u5p',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_ab.dta,sec_ab.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmphv1fnthr',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_ac.dta,sec_ac.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpnzqinck9',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_ad.dta,sec_ad.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpukemsmh8',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_b.dta,sec_b.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpnz_wwtqj',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_c.dta,sec_c.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpdipz19dy',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_d.dta,sec_d.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmptogsag8d',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_e.dta,sec_e.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmprags6s_3',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_f.dta,sec_f.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmplc3gq3hb',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_g.dta,sec_g.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpk8giuk8l',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_h.dta,sec_h.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpolkluemz',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_i.dta,sec_i.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpc8z3gt2u',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_j1.dta,sec_j1.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpfk4kk5l3',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_j2.dta,sec_j2.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpqqd3gk2j',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_k.dta,sec_k.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmp85mafg0b',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_l.dta,sec_l.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpaw601agt',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_m1.dta,sec_m1.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmp9v_5xehi',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_m2.dta,sec_m2.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpr48ix82w',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_n.dta,sec_n.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpc1wo891d',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_o.dta,sec_o.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmplsrltftg',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_p.dta,sec_p.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmp_h8hmyoa',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_q1.dta,sec_q1.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpez004007',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_q2.dta,sec_q2.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpqmiy2i7g',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_r.dta,sec_r.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpaork9al6',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_s.dta,sec_s.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpixfkapcu',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_t.dta,sec_t.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpywj15k1z',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_u.dta,sec_u.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpj8qeia5v',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_v.dta,sec_v.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmp8ag__e43',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_w.dta,sec_w.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmp3uywfech',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_x.dta,sec_x.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpyane9db8',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_y.dta,sec_y.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmpl_ddceqs',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_z1.dta,sec_z1.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmp6bs8a0rp',,
3,core_replacement_primary,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,temp/raw_downloads/MWI_2004_IHS-II_v01_M/MWI_2004_IHS-II_v01_M_Stata8.zip,sec_z2.dta,sec_z2.dta,raw_tabular_candidate,failed_metadata_read,PermissionError: [WinError 5] Access is denied: 'C:\\Users\\admin\\AppData\\Local\\Temp\\tmp9xsa89jb',,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Round 1 (2010) Consumption Aggregate.dta,Round 1 (2010) Consumption Aggregate.dta,round 1 (2010) consumption aggregate.dta,raw_tabular_or_workbook_candidate,readable_metadata,,3246,114
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_mod_a_filt.dta,ag_mod_a_filt.dta,ag_mod_a_filt.dta,raw_tabular_or_workbook_candidate,readable_metadata,,10401,8
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_mod_a_filt.dta,ag_mod_a_filt.dta,ag_mod_a_filt.dta,raw_tabular_or_workbook_candidate,readable_metadata,,2666,11
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_mod_b.dta,ag_mod_b.dta,ag_mod_b.dta,raw_tabular_or_workbook_candidate,readable_metadata,,5409,94
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_mod_b.dta,ag_mod_b.dta,ag_mod_b.dta,raw_tabular_or_workbook_candidate,readable_metadata,,5409,96
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_mod_c.dta,ag_mod_c.dta,ag_mod_c.dta,raw_tabular_or_workbook_candidate,readable_metadata,,19265,11
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_mod_c.dta,ag_mod_c.dta,ag_mod_c.dta,raw_tabular_or_workbook_candidate,readable_metadata,,5513,13
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_mod_d.dta,ag_mod_d.dta,ag_mod_d.dta,raw_tabular_or_workbook_candidate,readable_metadata,,19265,218
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_mod_d.dta,ag_mod_d.dta,ag_mod_d.dta,raw_tabular_or_workbook_candidate,readable_metadata,,5513,186
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_mod_e.dta,ag_mod_e.dta,ag_mod_e.dta,raw_tabular_or_workbook_candidate,readable_metadata,,16641,51
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_mod_e.dta,ag_mod_e.dta,ag_mod_e.dta,raw_tabular_or_workbook_candidate,readable_metadata,,4104,53
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_mod_f.dta,ag_mod_f.dta,ag_mod_f.dta,raw_tabular_or_workbook_candidate,readable_metadata,,25379,72
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_mod_f.dta,ag_mod_f.dta,ag_mod_f.dta,raw_tabular_or_workbook_candidate,readable_metadata,,6702,59
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_mod_g.dta,ag_mod_g.dta,ag_mod_g.dta,raw_tabular_or_workbook_candidate,readable_metadata,,28143,36
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_mod_g.dta,ag_mod_g.dta,ag_mod_g.dta,raw_tabular_or_workbook_candidate,readable_metadata,,7378,37
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_mod_h.dta,ag_mod_h.dta,ag_mod_h.dta,raw_tabular_or_workbook_candidate,readable_metadata,,24009,68
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_mod_h.dta,ag_mod_h.dta,ag_mod_h.dta,raw_tabular_or_workbook_candidate,readable_metadata,,6265,56
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_mod_i.dta,ag_mod_i.dta,ag_mod_i.dta,raw_tabular_or_workbook_candidate,readable_metadata,,24081,102
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_mod_i.dta,ag_mod_i.dta,ag_mod_i.dta,raw_tabular_or_workbook_candidate,readable_metadata,,6325,93
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_mod_j.dta,ag_mod_j.dta,ag_mod_j.dta,raw_tabular_or_workbook_candidate,readable_metadata,,10550,10
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_mod_j.dta,ag_mod_j.dta,ag_mod_j.dta,raw_tabular_or_workbook_candidate,readable_metadata,,2706,12
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_mod_k.dta,ag_mod_k.dta,ag_mod_k.dta,raw_tabular_or_workbook_candidate,readable_metadata,,13586,188
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_mod_k.dta,ag_mod_k.dta,ag_mod_k.dta,raw_tabular_or_workbook_candidate,readable_metadata,,3700,174
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_mod_l.dta,ag_mod_l.dta,ag_mod_l.dta,raw_tabular_or_workbook_candidate,readable_metadata,,11383,72
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_mod_l.dta,ag_mod_l.dta,ag_mod_l.dta,raw_tabular_or_workbook_candidate,readable_metadata,,2878,59
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_mod_m.dta,ag_mod_m.dta,ag_mod_m.dta,raw_tabular_or_workbook_candidate,readable_metadata,,10989,32
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_mod_m.dta,ag_mod_m.dta,ag_mod_m.dta,raw_tabular_or_workbook_candidate,readable_metadata,,2815,33
