year,filename,official_url,listed_last_modified,listed_size,product_type,horizon_years,data_format,canonical_csv_product,download_policy
2018,rw2018_dictionary.txt,https://www2.census.gov/programs-surveys/sipp/data/datasets/2018/rw2018_dictionary.txt,2020-08-18 10:44,1.4K,replicate_weights,,text_dictionary,False,download_lightweight_source
2018,rw2018_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2018/rw2018_dta.zip,2020-08-18 11:57,1.0G,replicate_weights,,stata,False,catalog_only_redundant_encoding
2018,rw2018_sasdata.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2018/rw2018_sasdata.zip,2020-08-18 12:05,1.0G,replicate_weights,,sas,False,catalog_only_redundant_encoding
2018,rw2018_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2018/rw2018_schema.json,2020-08-18 10:43,22K,replicate_weights,,json_schema,False,download_lightweight_source
2018,rw2018_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2018/rw2018_validate.xls,2020-08-18 10:43,58K,replicate_weights,,validation_or_workbook,False,download_lightweight_source
2018,sipp_python_input_example.py,https://www2.census.gov/programs-surveys/sipp/data/datasets/2018/sipp_python_input_example.py,2020-08-18 11:03,3.6K,documentation_or_metadata,,input_example,False,download_lightweight_source
2019,2019_sipp_python_input_example.py,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/2019_sipp_python_input_example.py,2021-09-16 08:08,4.1K,documentation_or_metadata,,input_example,False,download_lightweight_source
2019,2019_sipp_r_input_example.r,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/2019_sipp_r_input_example.r,2021-09-16 08:08,3.1K,documentation_or_metadata,,input_example,False,download_lightweight_source
2019,lgtrepwgt2019yr2_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtrepwgt2019yr2_schema.json,2021-09-16 08:08,22K,longitudinal_replicate_weights,2,json_schema,False,download_lightweight_source
2019,lgtrepwgt2019yr2_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtrepwgt2019yr2_validate.xls,2021-09-16 08:08,18K,longitudinal_replicate_weights,2,validation_or_workbook,False,download_lightweight_source
2019,lgtrepwgt2019yr2_validate.xlsx,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtrepwgt2019yr2_validate.xlsx,2022-01-27 14:27,22K,longitudinal_replicate_weights,2,validation_or_workbook,False,download_lightweight_source
2019,lgtrw2019_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtrw2019_schema.json,2021-09-16 08:11,22K,longitudinal_replicate_weights,,json_schema,False,download_lightweight_source
2019,lgtrw2019yr2.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtrw2019yr2.csv.gz,2021-09-16 08:08,44M,longitudinal_replicate_weights,2,csv_gzip,False,catalog_only_redundant_encoding
2019,lgtrw2019yr2.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtrw2019yr2.dta.gz,2021-09-16 08:11,53M,longitudinal_replicate_weights,2,stata,False,catalog_only_redundant_encoding
2019,lgtrw2019yr2.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtrw2019yr2.sas7bdat.gz,2021-09-16 08:11,53M,longitudinal_replicate_weights,2,sas,False,catalog_only_redundant_encoding
2019,lgtrw2019yr2_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtrw2019yr2_csv.zip,2021-09-16 08:04,44M,longitudinal_replicate_weights,2,csv_zip,True,download_raw_canonical
2019,lgtrw2019yr2_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtrw2019yr2_dta.zip,2021-09-16 08:07,53M,longitudinal_replicate_weights,2,stata,False,catalog_only_redundant_encoding
2019,lgtrw2019yr2_sasdata.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtrw2019yr2_sasdata.zip,2021-09-16 08:07,53M,longitudinal_replicate_weights,2,sas,False,catalog_only_redundant_encoding
2019,lgtrw2019yr2_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtrw2019yr2_validate.xls,2021-09-16 08:11,18K,longitudinal_replicate_weights,2,validation_or_workbook,False,download_lightweight_source
2019,lgtwgt2019.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtwgt2019.csv.gz,2021-09-16 08:11,327K,longitudinal_weights,2,csv_gzip,False,catalog_only_redundant_encoding
2019,lgtwgt2019.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtwgt2019.dta.gz,2021-09-16 08:11,331K,longitudinal_weights,2,stata,False,catalog_only_redundant_encoding
2019,lgtwgt2019.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtwgt2019.sas7bdat.gz,2021-09-16 08:11,399K,longitudinal_weights,2,sas,False,catalog_only_redundant_encoding
2019,lgtwgt2019_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtwgt2019_csv.zip,2021-09-16 08:07,327K,longitudinal_weights,2,csv_zip,True,download_raw_canonical
2019,lgtwgt2019_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtwgt2019_dta.zip,2021-09-16 08:07,331K,longitudinal_weights,2,stata,False,catalog_only_redundant_encoding
2019,lgtwgt2019_sasdata.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtwgt2019_sasdata.zip,2021-09-16 08:07,726K,longitudinal_weights,2,sas,False,catalog_only_redundant_encoding
2019,lgtwgt2019_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtwgt2019_schema.json,2021-09-16 08:12,348,longitudinal_weights,2,json_schema,False,download_lightweight_source
2019,lgtwgt2019_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtwgt2019_validate.xls,2021-09-16 08:12,5.8K,longitudinal_weights,2,validation_or_workbook,False,download_lightweight_source
2019,lgtwgt2019_validate.xlsx,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtwgt2019_validate.xlsx,2022-01-27 14:27,7.9K,longitudinal_weights,2,validation_or_workbook,False,download_lightweight_source
2019,pu2019.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/pu2019.csv.gz,2025-07-23 08:45,129M,primary,,csv_gzip,False,catalog_only_redundant_encoding
2019,pu2019.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/pu2019.dta.gz,2025-07-23 08:45,119M,primary,,stata,False,catalog_only_redundant_encoding
2019,pu2019.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/pu2019.sas7bdat.gz,2025-07-23 09:00,459M,primary,,sas,False,catalog_only_redundant_encoding
2019,pu2019_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/pu2019_csv.zip,2025-07-23 09:00,129M,primary,,csv_zip,True,download_raw_canonical
2019,pu2019_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/pu2019_dta.zip,2025-07-23 09:00,119M,primary,,stata,False,catalog_only_redundant_encoding
2019,pu2019_sas.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/pu2019_sas.zip,2025-07-23 09:01,459M,primary,,sas,False,catalog_only_redundant_encoding
2019,pu2019_sasdata.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/pu2019_sasdata.zip,2021-09-16 08:17,323M,primary,,sas,False,catalog_only_redundant_encoding
2019,pu2019_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/pu2019_schema.json,2025-07-23 09:01,712K,primary,,json_schema,False,download_lightweight_source
2019,pu2019_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/pu2019_validate.xls,2025-07-23 09:01,258K,primary,,validation_or_workbook,False,download_lightweight_source
2019,pu2019_validate.xlsx,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/pu2019_validate.xlsx,2025-07-23 10:15,258K,primary,,validation_or_workbook,False,download_lightweight_source
2019,rw2019.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/rw2019.csv.gz,2021-09-16 08:23,779M,replicate_weights,,csv_gzip,False,catalog_only_redundant_encoding
2019,rw2019.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/rw2019.dta.gz,2021-09-16 08:50,763M,replicate_weights,,stata,False,catalog_only_redundant_encoding
2019,rw2019.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/rw2019.sas7bdat.gz,2021-09-16 08:49,768M,replicate_weights,,sas,False,catalog_only_redundant_encoding
2019,rw2019_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/rw2019_csv.zip,2021-09-16 09:04,779M,replicate_weights,,csv_zip,True,download_raw_canonical
2019,rw2019_dictionary.txt,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/rw2019_dictionary.txt,2021-09-16 08:41,1.4K,replicate_weights,,text_dictionary,False,download_lightweight_source
2019,rw2019_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/rw2019_dta.zip,2021-09-16 10:50,763M,replicate_weights,,stata,False,catalog_only_redundant_encoding
2019,rw2019_sasdata.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/rw2019_sasdata.zip,2021-09-16 10:13,768M,replicate_weights,,sas,False,catalog_only_redundant_encoding
2019,rw2019_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/rw2019_schema.json,2021-09-16 08:41,21K,replicate_weights,,json_schema,False,download_lightweight_source
2019,rw2019_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/rw2019_validate.xls,2021-09-16 08:41,18K,replicate_weights,,validation_or_workbook,False,download_lightweight_source
2019,rw2019_validate.xlsx,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/rw2019_validate.xlsx,2022-01-27 14:27,22K,replicate_weights,,validation_or_workbook,False,download_lightweight_source
2019,validate_lgtwgt2019.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/validate_lgtwgt2019.xls,2021-09-16 08:12,5.8K,documentation_or_metadata,,validation_or_workbook,False,catalog_only_other
2020,2020_sipp_python_input_example.py,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/2020_sipp_python_input_example.py,2021-10-27 13:16,4.6K,documentation_or_metadata,,input_example,False,download_lightweight_source
2020,2020_sipp_r_input_example.r,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/2020_sipp_r_input_example.r,2021-10-27 15:11,3.1K,documentation_or_metadata,,input_example,False,download_lightweight_source
2020,lgtrw2020yr2.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr2.csv.gz,2021-10-27 14:29,30M,longitudinal_replicate_weights,2,csv_gzip,False,catalog_only_redundant_encoding
2020,lgtrw2020yr2.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr2.dta.gz,2021-10-27 14:27,36M,longitudinal_replicate_weights,2,stata,False,catalog_only_redundant_encoding
2020,lgtrw2020yr2.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr2.sas7bdat.gz,2021-10-27 14:26,36M,longitudinal_replicate_weights,2,sas,False,catalog_only_redundant_encoding
2020,lgtrw2020yr2_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr2_csv.zip,2021-10-27 13:11,30M,longitudinal_replicate_weights,2,csv_zip,True,download_raw_canonical
2020,lgtrw2020yr2_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr2_dta.zip,2021-10-27 13:13,36M,longitudinal_replicate_weights,2,stata,False,catalog_only_redundant_encoding
2020,lgtrw2020yr2_sas.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr2_sas.zip,2021-10-27 13:13,36M,longitudinal_replicate_weights,2,sas,False,catalog_only_redundant_encoding
2020,lgtrw2020yr2_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr2_schema.json,2021-10-27 13:16,22K,longitudinal_replicate_weights,2,json_schema,False,download_lightweight_source
2020,lgtrw2020yr2_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr2_validate.xls,2021-10-27 13:16,53K,longitudinal_replicate_weights,2,validation_or_workbook,False,download_lightweight_source
2020,lgtrw2020yr3.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr3.csv.gz,2021-10-27 14:24,29M,longitudinal_replicate_weights,3,csv_gzip,False,catalog_only_redundant_encoding
2020,lgtrw2020yr3.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr3.dta.gz,2021-10-27 14:26,34M,longitudinal_replicate_weights,3,stata,False,catalog_only_redundant_encoding
2020,lgtrw2020yr3.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr3.sas7bdat.gz,2021-10-27 14:05,34M,longitudinal_replicate_weights,3,sas,False,catalog_only_redundant_encoding
2020,lgtrw2020yr3_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr3_csv.zip,2021-10-27 13:11,29M,longitudinal_replicate_weights,3,csv_zip,True,download_raw_canonical
2020,lgtrw2020yr3_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr3_dta.zip,2021-10-27 13:12,34M,longitudinal_replicate_weights,3,stata,False,catalog_only_redundant_encoding
2020,lgtrw2020yr3_sas.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr3_sas.zip,2021-10-27 13:12,34M,longitudinal_replicate_weights,3,sas,False,catalog_only_redundant_encoding
2020,lgtrw2020yr3_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr3_schema.json,2021-10-27 13:16,22K,longitudinal_replicate_weights,3,json_schema,False,download_lightweight_source
2020,lgtrw2020yr3_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr3_validate.xls,2021-10-27 13:16,53K,longitudinal_replicate_weights,3,validation_or_workbook,False,download_lightweight_source
2020,lgtwgt2020yr2.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr2.csv.gz,2021-10-27 14:27,225K,longitudinal_weights,2,csv_gzip,False,catalog_only_redundant_encoding
2020,lgtwgt2020yr2.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr2.dta.gz,2021-10-27 14:19,231K,longitudinal_weights,2,stata,False,catalog_only_redundant_encoding
2020,lgtwgt2020yr2.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr2.sas7bdat.gz,2021-10-27 14:18,273K,longitudinal_weights,2,sas,False,catalog_only_redundant_encoding
2020,lgtwgt2020yr2_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr2_csv.zip,2021-10-27 13:11,225K,longitudinal_weights,2,csv_zip,True,download_raw_canonical
2020,lgtwgt2020yr2_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr2_dta.zip,2021-10-27 13:11,231K,longitudinal_weights,2,stata,False,catalog_only_redundant_encoding
2020,lgtwgt2020yr2_sas.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr2_sas.zip,2021-10-27 13:11,273K,longitudinal_weights,2,sas,False,catalog_only_redundant_encoding
2020,lgtwgt2020yr2_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr2_schema.json,2021-10-27 13:17,348,longitudinal_weights,2,json_schema,False,download_lightweight_source
2020,lgtwgt2020yr2_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr2_validate.xls,2021-10-27 13:17,26K,longitudinal_weights,2,validation_or_workbook,False,download_lightweight_source
2020,lgtwgt2020yr3.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr3.csv.gz,2021-10-27 14:17,211K,longitudinal_weights,3,csv_gzip,False,catalog_only_redundant_encoding
2020,lgtwgt2020yr3.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr3.dta.gz,2021-10-27 14:13,215K,longitudinal_weights,3,stata,False,catalog_only_redundant_encoding
2020,lgtwgt2020yr3.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr3.sas7bdat.gz,2021-10-27 14:06,249K,longitudinal_weights,3,sas,False,catalog_only_redundant_encoding
2020,lgtwgt2020yr3_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr3_csv.zip,2021-10-27 13:11,211K,longitudinal_weights,3,csv_zip,True,download_raw_canonical
2020,lgtwgt2020yr3_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr3_dta.zip,2021-10-27 13:11,216K,longitudinal_weights,3,stata,False,catalog_only_redundant_encoding
2020,lgtwgt2020yr3_sas.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr3_sas.zip,2021-10-27 13:11,249K,longitudinal_weights,3,sas,False,catalog_only_redundant_encoding
2020,lgtwgt2020yr3_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr3_schema.json,2021-10-27 13:17,348,longitudinal_weights,3,json_schema,False,download_lightweight_source
2020,lgtwgt2020yr3_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr3_validate.xls,2021-10-27 13:17,26K,longitudinal_weights,3,validation_or_workbook,False,download_lightweight_source
2020,pu2020.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/pu2020.csv.gz,2025-07-23 08:30,133M,primary,,csv_gzip,False,catalog_only_redundant_encoding
2020,pu2020.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/pu2020.dta.gz,2025-07-23 08:45,134M,primary,,stata,False,catalog_only_redundant_encoding
2020,pu2020.dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/pu2020.dta.zip,2021-10-27 13:15,130M,primary,,stata,False,catalog_only_redundant_encoding
2020,pu2020.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/pu2020.sas7bdat.gz,2025-07-23 08:45,485M,primary,,sas,False,catalog_only_redundant_encoding
2020,pu2020_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/pu2020_csv.zip,2025-07-23 08:45,133M,primary,,csv_zip,True,download_raw_canonical
2020,pu2020_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/pu2020_dta.zip,2025-07-23 08:46,134M,primary,,stata,False,catalog_only_redundant_encoding
2020,pu2020_sas.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/pu2020_sas.zip,2025-07-23 08:46,485M,primary,,sas,False,catalog_only_redundant_encoding
2020,pu2020_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/pu2020_schema.json,2025-07-23 08:46,711K,primary,,json_schema,False,download_lightweight_source
2020,pu2020_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/pu2020_validate.xls,2025-07-23 08:46,258K,primary,,validation_or_workbook,False,download_lightweight_source
2020,pu2020_validate.xlsx,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/pu2020_validate.xlsx,2025-07-23 10:15,258K,primary,,validation_or_workbook,False,download_lightweight_source
2020,rw2020.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/rw2020.csv.gz,2021-10-27 14:20,816M,replicate_weights,,csv_gzip,False,catalog_only_redundant_encoding
2020,rw2020.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/rw2020.dta.gz,2021-10-27 14:33,803M,replicate_weights,,stata,False,catalog_only_redundant_encoding
2020,rw2020.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/rw2020.sas7bdat.gz,2021-10-27 14:05,806M,replicate_weights,,sas,False,catalog_only_redundant_encoding
2020,rw2020_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/rw2020_csv.zip,2021-10-27 13:45,816M,replicate_weights,,csv_zip,True,download_raw_canonical
2020,rw2020_dictionary.txt,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/rw2020_dictionary.txt,2021-10-27 13:17,1.4K,replicate_weights,,text_dictionary,False,download_lightweight_source
2020,rw2020_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/rw2020_dta.zip,2021-10-27 14:12,803M,replicate_weights,,stata,False,catalog_only_redundant_encoding
2020,rw2020_sas.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/rw2020_sas.zip,2021-10-27 13:36,806M,replicate_weights,,sas,False,catalog_only_redundant_encoding
2020,rw2020_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/rw2020_schema.json,2021-10-27 13:17,22K,replicate_weights,,json_schema,False,download_lightweight_source
2020,rw2020_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/rw2020_validate.xls,2021-10-27 13:17,58K,replicate_weights,,validation_or_workbook,False,download_lightweight_source
2021,2021_sipp_python_input_example.py,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/2021_sipp_python_input_example.py,2022-08-30 13:28,4.6K,documentation_or_metadata,,input_example,False,download_lightweight_source
2021,2021_sipp_r_input_example.R,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/2021_sipp_r_input_example.R,2022-08-30 13:28,3.2K,documentation_or_metadata,,input_example,False,download_lightweight_source
2021,lgtrw2021yr2.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr2.csv.gz,2022-08-30 14:12,43M,longitudinal_replicate_weights,2,csv_gzip,False,catalog_only_redundant_encoding
2021,lgtrw2021yr2.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr2.dta.gz,2022-08-30 14:12,52M,longitudinal_replicate_weights,2,stata,False,catalog_only_redundant_encoding
2021,lgtrw2021yr2.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr2.sas7bdat.gz,2022-08-30 14:12,52M,longitudinal_replicate_weights,2,sas,False,catalog_only_redundant_encoding
2021,lgtrw2021yr2_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr2_csv.zip,2022-08-30 14:10,43M,longitudinal_replicate_weights,2,csv_zip,True,download_raw_canonical
2021,lgtrw2021yr2_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr2_dta.zip,2022-08-30 14:11,52M,longitudinal_replicate_weights,2,stata,False,catalog_only_redundant_encoding
2021,lgtrw2021yr2_sas.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr2_sas.zip,2022-08-30 14:11,52M,longitudinal_replicate_weights,2,sas,False,catalog_only_redundant_encoding
2021,lgtrw2021yr2_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr2_schema.json,2022-08-30 14:12,22K,longitudinal_replicate_weights,2,json_schema,False,download_lightweight_source
2021,lgtrw2021yr2_validate.xlsx,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr2_validate.xlsx,2022-08-30 14:12,18K,longitudinal_replicate_weights,2,validation_or_workbook,False,download_lightweight_source
2021,lgtrw2021yr3.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr3.csv.gz,2022-08-30 14:15,22M,longitudinal_replicate_weights,3,csv_gzip,False,catalog_only_redundant_encoding
2021,lgtrw2021yr3.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr3.dta.gz,2022-08-30 14:15,26M,longitudinal_replicate_weights,3,stata,False,catalog_only_redundant_encoding
