year,filename,official_url,listed_last_modified,listed_size,directory_fetched_at_utc,directory_http_date,directory_last_modified,directory_cache_age_seconds,directory_cf_cache_status,present_in_prior_catalog,prior_listed_last_modified,prior_listed_size,listed_metadata_changed,live_snapshot_relative_path
2018,pu2018_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2018/pu2018_schema.json,2025-07-23 09:15,690K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:31 GMT",139,HIT,True,2025-07-23 09:15,690K,False,temp\source_metadata\census_sipp\2018\official_dataset_directory_index_reaudit_20260716.html
2018,pu2018_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2018/pu2018_validate.xls,2025-07-23 09:15,250K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:31 GMT",139,HIT,True,2025-07-23 09:15,250K,False,temp\source_metadata\census_sipp\2018\official_dataset_directory_index_reaudit_20260716.html
2018,pu2018_validate.xlsx,https://www2.census.gov/programs-surveys/sipp/data/datasets/2018/pu2018_validate.xlsx,2025-07-23 10:15,250K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:31 GMT",139,HIT,True,2025-07-23 10:15,250K,False,temp\source_metadata\census_sipp\2018\official_dataset_directory_index_reaudit_20260716.html
2018,rw2018.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2018/rw2018.csv.gz,2020-08-18 10:25,1.0G,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:31 GMT",139,HIT,True,2020-08-18 10:25,1.0G,False,temp\source_metadata\census_sipp\2018\official_dataset_directory_index_reaudit_20260716.html
2018,rw2018.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2018/rw2018.dta.gz,2020-08-18 10:41,1.0G,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:31 GMT",139,HIT,True,2020-08-18 10:41,1.0G,False,temp\source_metadata\census_sipp\2018\official_dataset_directory_index_reaudit_20260716.html
2018,rw2018.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2018/rw2018.sas7bdat.gz,2020-08-18 11:29,1.0G,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:31 GMT",139,HIT,True,2020-08-18 11:29,1.0G,False,temp\source_metadata\census_sipp\2018\official_dataset_directory_index_reaudit_20260716.html
2018,rw2018_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2018/rw2018_csv.zip,2020-08-18 11:40,1.0G,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:31 GMT",139,HIT,True,2020-08-18 11:40,1.0G,False,temp\source_metadata\census_sipp\2018\official_dataset_directory_index_reaudit_20260716.html
2018,rw2018_dictionary.txt,https://www2.census.gov/programs-surveys/sipp/data/datasets/2018/rw2018_dictionary.txt,2020-08-18 10:44,1.4K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:31 GMT",139,HIT,True,2020-08-18 10:44,1.4K,False,temp\source_metadata\census_sipp\2018\official_dataset_directory_index_reaudit_20260716.html
2018,rw2018_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2018/rw2018_dta.zip,2020-08-18 11:57,1.0G,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:31 GMT",139,HIT,True,2020-08-18 11:57,1.0G,False,temp\source_metadata\census_sipp\2018\official_dataset_directory_index_reaudit_20260716.html
2018,rw2018_sasdata.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2018/rw2018_sasdata.zip,2020-08-18 12:05,1.0G,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:31 GMT",139,HIT,True,2020-08-18 12:05,1.0G,False,temp\source_metadata\census_sipp\2018\official_dataset_directory_index_reaudit_20260716.html
2018,rw2018_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2018/rw2018_schema.json,2020-08-18 10:43,22K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:31 GMT",139,HIT,True,2020-08-18 10:43,22K,False,temp\source_metadata\census_sipp\2018\official_dataset_directory_index_reaudit_20260716.html
2018,rw2018_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2018/rw2018_validate.xls,2020-08-18 10:43,58K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:31 GMT",139,HIT,True,2020-08-18 10:43,58K,False,temp\source_metadata\census_sipp\2018\official_dataset_directory_index_reaudit_20260716.html
2018,sipp_python_input_example.py,https://www2.census.gov/programs-surveys/sipp/data/datasets/2018/sipp_python_input_example.py,2020-08-18 11:03,3.6K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:31 GMT",139,HIT,True,2020-08-18 11:03,3.6K,False,temp\source_metadata\census_sipp\2018\official_dataset_directory_index_reaudit_20260716.html
2019,2019_sipp_python_input_example.py,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/2019_sipp_python_input_example.py,2021-09-16 08:08,4.1K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:08,4.1K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,2019_sipp_r_input_example.r,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/2019_sipp_r_input_example.r,2021-09-16 08:08,3.1K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:08,3.1K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,lgtrepwgt2019yr2_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtrepwgt2019yr2_schema.json,2021-09-16 08:08,22K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:08,22K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,lgtrepwgt2019yr2_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtrepwgt2019yr2_validate.xls,2021-09-16 08:08,18K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:08,18K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,lgtrepwgt2019yr2_validate.xlsx,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtrepwgt2019yr2_validate.xlsx,2022-01-27 14:27,22K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2022-01-27 14:27,22K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,lgtrw2019_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtrw2019_schema.json,2021-09-16 08:11,22K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:11,22K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,lgtrw2019yr2.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtrw2019yr2.csv.gz,2021-09-16 08:08,44M,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:08,44M,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,lgtrw2019yr2.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtrw2019yr2.dta.gz,2021-09-16 08:11,53M,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:11,53M,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,lgtrw2019yr2.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtrw2019yr2.sas7bdat.gz,2021-09-16 08:11,53M,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:11,53M,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,lgtrw2019yr2_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtrw2019yr2_csv.zip,2021-09-16 08:04,44M,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:04,44M,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,lgtrw2019yr2_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtrw2019yr2_dta.zip,2021-09-16 08:07,53M,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:07,53M,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,lgtrw2019yr2_sasdata.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtrw2019yr2_sasdata.zip,2021-09-16 08:07,53M,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:07,53M,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,lgtrw2019yr2_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtrw2019yr2_validate.xls,2021-09-16 08:11,18K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:11,18K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,lgtwgt2019.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtwgt2019.csv.gz,2021-09-16 08:11,327K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:11,327K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,lgtwgt2019.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtwgt2019.dta.gz,2021-09-16 08:11,331K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:11,331K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,lgtwgt2019.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtwgt2019.sas7bdat.gz,2021-09-16 08:11,399K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:11,399K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,lgtwgt2019_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtwgt2019_csv.zip,2021-09-16 08:07,327K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:07,327K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,lgtwgt2019_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtwgt2019_dta.zip,2021-09-16 08:07,331K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:07,331K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,lgtwgt2019_sasdata.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtwgt2019_sasdata.zip,2021-09-16 08:07,726K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:07,726K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,lgtwgt2019_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtwgt2019_schema.json,2021-09-16 08:12,348,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:12,348,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,lgtwgt2019_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtwgt2019_validate.xls,2021-09-16 08:12,5.8K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:12,5.8K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,lgtwgt2019_validate.xlsx,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/lgtwgt2019_validate.xlsx,2022-01-27 14:27,7.9K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2022-01-27 14:27,7.9K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,pu2019.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/pu2019.csv.gz,2025-07-23 08:45,129M,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2025-07-23 08:45,129M,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,pu2019.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/pu2019.dta.gz,2025-07-23 08:45,119M,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2025-07-23 08:45,119M,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,pu2019.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/pu2019.sas7bdat.gz,2025-07-23 09:00,459M,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2025-07-23 09:00,459M,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,pu2019_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/pu2019_csv.zip,2025-07-23 09:00,129M,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2025-07-23 09:00,129M,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,pu2019_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/pu2019_dta.zip,2025-07-23 09:00,119M,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2025-07-23 09:00,119M,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,pu2019_sas.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/pu2019_sas.zip,2025-07-23 09:01,459M,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2025-07-23 09:01,459M,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,pu2019_sasdata.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/pu2019_sasdata.zip,2021-09-16 08:17,323M,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:17,323M,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,pu2019_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/pu2019_schema.json,2025-07-23 09:01,712K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2025-07-23 09:01,712K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,pu2019_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/pu2019_validate.xls,2025-07-23 09:01,258K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2025-07-23 09:01,258K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,pu2019_validate.xlsx,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/pu2019_validate.xlsx,2025-07-23 10:15,258K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2025-07-23 10:15,258K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,rw2019.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/rw2019.csv.gz,2021-09-16 08:23,779M,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:23,779M,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,rw2019.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/rw2019.dta.gz,2021-09-16 08:50,763M,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:50,763M,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,rw2019.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/rw2019.sas7bdat.gz,2021-09-16 08:49,768M,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:49,768M,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,rw2019_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/rw2019_csv.zip,2021-09-16 09:04,779M,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 09:04,779M,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,rw2019_dictionary.txt,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/rw2019_dictionary.txt,2021-09-16 08:41,1.4K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:41,1.4K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,rw2019_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/rw2019_dta.zip,2021-09-16 10:50,763M,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 10:50,763M,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,rw2019_sasdata.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/rw2019_sasdata.zip,2021-09-16 10:13,768M,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 10:13,768M,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,rw2019_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/rw2019_schema.json,2021-09-16 08:41,21K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:41,21K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,rw2019_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/rw2019_validate.xls,2021-09-16 08:41,18K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:41,18K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,rw2019_validate.xlsx,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/rw2019_validate.xlsx,2022-01-27 14:27,22K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2022-01-27 14:27,22K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2019,validate_lgtwgt2019.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2019/validate_lgtwgt2019.xls,2021-09-16 08:12,5.8K,2026-07-16T01:42:46Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:36 GMT",134,HIT,True,2021-09-16 08:12,5.8K,False,temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html
2020,2020_sipp_python_input_example.py,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/2020_sipp_python_input_example.py,2021-10-27 13:16,4.6K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:16,4.6K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
