file_year_page,title,description,official_url,domain_tags,current_panel_variables_named,current_panel_variable_match_count,issue_language_in_title_or_description,audit_priority_for_current_panel,page_modified_date,http_last_modified,fetched_at_utc,snapshot_relative_path,snapshot_sha256_project_generated
2018,2018 SIPP: Health Insurance Begin/End Month Status Flag Error,User note concerning status flag error for begin- and end-month health insurance variables.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-hi-month-flag-status.html,health_insurance|income_poverty|weights_sampling|employment|education,EMD_BMONTH|EMD_EMONTH,2,True,high,2025-07-23T08:49:15.444-04:00,,2026-07-16T02:32:01Z,temp\source_metadata\census_sipp\user_notes\2018\2018-hi-month-flag-status.html,812246f92f1c0beae62263f2fce2c4fe2b93db100a43939ff605038b96ba227f
2018,2018 SIPP: Unusually High Hourly Wages,User Note concerning Unusually High Hourly Wages.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-high-wages.html,income_poverty|weights_sampling|employment|education,TFTOTINC|THTOTINC|TPEARN|TPTOTINC,4,False,medium,2022-03-24T10:25:59.094-04:00,,2026-07-16T02:32:03Z,temp\source_metadata\census_sipp\user_notes\2018\2018-high-wages.html,7a2d0d40f81d082353253b19b26e3fde23bdf889ffe67eb55caed3aa32227776
2018,2018 SIPP: Hot-deck Allocation Error,User note concerning 2014-2022 SIPP Food Security hot-deck error.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-hot-deck-alloc-error.html,income_poverty|weights_sampling|employment|food_security|education,,0,True,medium,2024-12-30T11:34:08.041-05:00,,2026-07-16T02:32:03Z,temp\source_metadata\census_sipp\user_notes\2018\2018-hot-deck-alloc-error.html,e3e5acab7ba7d1c9a1eeb0c1fb36e506a87d02af5826058acd4bb256899d5126
2018,2018 SIPP: Hot Deck Corrections for Attainment Values,User note concerning correction applied to attainment hot decks for EEDUC and RGED.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-hot-deck-corrections.html,income_poverty|weights_sampling|employment|education,EEDUC,1,False,medium,2025-07-23T11:46:21.403-04:00,,2026-07-16T02:32:03Z,temp\source_metadata\census_sipp\user_notes\2018\2018-hot-deck-corrections.html,0c865c26e26b44dffc71be6ecaa741e4825636d5d1cb5ec03637a2da2632a0e3
2018,"2018 SIPP: Hot Deck Issues for ECERT, EPROCERT, EWHOCERT","User note concerning corrections applied to the hot decks for ECERT, EPROCERT, and EWHOCERT.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-hot-deck-issues.html,income_poverty|weights_sampling|employment|education,,0,False,medium,2025-07-23T12:28:09.000-04:00,,2026-07-16T02:32:04Z,temp\source_metadata\census_sipp\user_notes\2018\2018-hot-deck-issues.html,cb914e4bde4a0bb1b40da41aa1067732b1b5d1755d465d6eef0406fd0f73b587
2018,2018 SIPP: Identifying Residential Moves,User note concerning identifying residential moves.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-ident-res-mov.html,income_poverty|weights_sampling|employment|education,ERESIDENCEID|TMOVER|TRESDUR,3,False,medium,2022-03-24T13:23:11.183-04:00,,2026-07-16T02:32:05Z,temp\source_metadata\census_sipp\user_notes\2018\2018-ident-res-mov.html,e20effff0bd8874dd1ba5a9428325d2bc03211c33788e7abb27d47e86acf0496
2018,2018 SIPP: Improvements to Residence Data Processing as of the 2018 SIPP,User note concerning improvements in processing residence data as of the 2018 SIPP.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-imp-res-dat-proc.html,income_poverty|weights_sampling|employment|education,ERESIDENCEID,1,False,medium,2022-03-24T13:36:39.136-04:00,,2026-07-16T02:32:04Z,temp\source_metadata\census_sipp\user_notes\2018\2018-imp-res-dat-proc.html,dcaed9e6d4e34a51f0ab6655b724c4c781ef27efa2c549733154fe44ad055e1d
2018,2018 SIPP: Inconsistent Relationships Among People,User note concerning inconsistent relationships among people for a small number of cases.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-inconsistent-relationships.html,income_poverty|weights_sampling|employment|family_relationship|education,EPNSPOUSE,1,True,high,2022-03-30T08:40:54.189-04:00,,2026-07-16T02:32:06Z,temp\source_metadata\census_sipp\user_notes\2018\2018-inconsistent-relationships.html,94ab6b32f8ac75ef9468e18b1c5943aa29d360c4bca4867624f8e966f6b7dc54
2018,2018 SIPP: Incorrect Status Flags for Household Relationship Variables,User note concerning assignment of status flags for individuals who do not have a value for household relationship variables.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-incorr-stat-flag-hh-rel-var.html,income_poverty|weights_sampling|employment|family_relationship|education,EPNSPOUSE,1,True,high,2021-10-08T12:31:50.026-04:00,,2026-07-16T02:32:06Z,temp\source_metadata\census_sipp\user_notes\2018\2018-incorr-stat-flag-hh-rel-var.html,2317de9e8601207f782cabdaab1fe1980f12894e62da810c65f70f0571a18d5d
2018,2018 SIPP: Incorrect Universe for EWELACTV3,User note concerning an error in the universe for EWELACTV3.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-incorrect-universe.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2022-04-11T11:47:54.791-04:00,,2026-07-16T02:32:07Z,temp\source_metadata\census_sipp\user_notes\2018\2018-incorrect-universe.html,23fd0fdd1da3623d7c6ba40b78efa3b44b92f479f318b375376729c808dd32f9
2018,2018 SIPP: Start of Dates of Jobs/Businesses,User Note concerning Start Dates of jobs/businesses.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-jobs.html,income_poverty|weights_sampling|employment|education,,0,False,medium,2022-03-24T10:42:37.224-04:00,,2026-07-16T02:32:07Z,temp\source_metadata\census_sipp\user_notes\2018\2018-jobs.html,06a0c8b0874e4aa2dcd30f9c1dd0864b75fe81afe2c3ae2974544d9a4a348825
2018,2018 SIPP: Jointly Held Assets and Unsecured Debts Universes,User note concerning the universes for jointly held assets and unsecured debts.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-jointly-held-assets-and-unsecured-debts-universes.html,income_poverty|weights_sampling|employment|education,EMS|MONTHCODE,2,False,medium,2023-08-09T08:17:41.947-04:00,,2026-07-16T02:32:07Z,temp\source_metadata\census_sipp\user_notes\2018\2018-jointly-held-assets-and-unsecured-debts-universes.html,c4cc82fe3b561006b122c577e3cbecb91d8987b83e31f4bc9482fe50f9bde551
2018,2018 SIPP: Medicaid End-Month Variable Error,User note concerning processing error that affects Medicaid spell end-month variable.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-medicaid-variable-error.html,health_insurance|income_poverty|weights_sampling|employment|education,EMD_BMONTH|EMD_EMONTH|MONTHCODE,3,True,high,2025-07-22T17:51:36.714-04:00,,2026-07-16T02:32:11Z,temp\source_metadata\census_sipp\user_notes\2018\2018-medicaid-variable-error.html,6621a9f8b2a19f2b5a9a7a2b761bf7b457e85f8a716409a612abc3654e5e3d15
2018,2018 SIPP: Model-based Imputation of Asset Variables,User note concerning changes to the imputation of asset variables.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-mod-bas-impute-ass-var.html,income_poverty|weights_sampling|employment|education,,0,False,medium,2022-03-23T11:20:07.614-04:00,,2026-07-16T02:32:08Z,temp\source_metadata\census_sipp\user_notes\2018\2018-mod-bas-impute-ass-var.html,8a4ef10deff9246a1606d14a6186d5c678c72e81c2f3cb37294f97b81ab0cfd5
2018,2018 SIPP: Monthly Health Insurance Variables Error,"User note concerning processing error that affects monthly Medicare, Medicaid, and Other health coverage.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-monthly-hi-variables-error.html,health_insurance|income_poverty|weights_sampling|employment|education,ECRMTH|EMDMTH|EMD_BMONTH|EMD_EMONTH|MONTHCODE|RHLTHMTH|RPRIMTH|RPUBMTH|RPUBTYPE1|RPUBTYPE2,10,True,high,2025-07-23T18:24:13.487-04:00,,2026-07-16T02:32:09Z,temp\source_metadata\census_sipp\user_notes\2018\2018-monthly-hi-variables-error.html,0efe3e20ee99b22cd92e73969bed4785a1ed0c0cfd1772542120277f99a6c146
2018,2018 SIPP: Reasons Did Not Have Private and/or Public Health Insurance Coverage,User note concerning reasons respondent did not have private and/or public health insurance coverage for at least one month.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-no-health-insurance.html,health_insurance|income_poverty|weights_sampling|employment|education,,0,False,medium,2022-03-23T14:31:38.669-04:00,,2026-07-16T02:32:09Z,temp\source_metadata\census_sipp\user_notes\2018\2018-no-health-insurance.html,68342b6b438cc546c6f13b2133afa754f7845d3410635bf88830c52a7a215f05
2018,2018 SIPP: ‘Other Jobs’ Section,User Note concerning &lsquo;Other Jobs&rsquo; section data.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-other-jobs-section.html,income_poverty|weights_sampling|employment|education,RMESR|TPEARN,2,False,medium,2022-03-24T10:24:49.425-04:00,,2026-07-16T02:32:10Z,temp\source_metadata\census_sipp\user_notes\2018\2018-other-jobs-section.html,26d6d9f22fabdf0b5410b93e26109f0f7c347a4987d699d0cb35b5798d90b46c
2018,2018 SIPP: Other Assistance Universe and Logical-Imputation Rates,"User note concerning some annual, means-tested program assistance universes and logical-imputation rates.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-othr-assist-univ-logical-imput-rates.html,income_poverty|weights_sampling|employment|food_security|education,,0,False,medium,2023-01-11T16:39:14.948-05:00,,2026-07-16T02:32:09Z,temp\source_metadata\census_sipp\user_notes\2018\2018-othr-assist-univ-logical-imput-rates.html,23b6abf369f07ec13d7fcd1af7d078770f7d45a6697b3b87170620481c0074ca
2018,2018 SIPP: Other Health Insurance Coverage Reports,User Note concerning interpretation of &lsquo;Other Coverage&rsquo; reports.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-othr-health-ins-cov-report.html,health_insurance|income_poverty|weights_sampling|employment|education,,0,False,medium,2022-03-23T11:14:15.501-04:00,,2026-07-16T02:32:11Z,temp\source_metadata\census_sipp\user_notes\2018\2018-othr-health-ins-cov-report.html,67362f8134a642f7ccb8980a124d4b1065a9e8d0657a74c4fdea35f2ee5338db
2018,2018 SIPP: “Other Support Paid” Universe,User note concerning an error in the universe of &ldquo;Other Support Paid&rdquo;.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-othr-supprt-paid-univ.html,income_poverty|weights_sampling|employment|education,TAGE_EHC,1,True,high,2023-01-31T10:53:47.028-05:00,,2026-07-16T02:32:11Z,temp\source_metadata\census_sipp\user_notes\2018\2018-othr-supprt-paid-univ.html,14e286fcf1079e3697a5e9ea6e396b34bf48958fc22175effbc571f44f22db50
2018,2018 SIPP: Pass-Through Child Support Universe Error,User note concerning an error in the universe for the receipt of pass-through child support variable.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-pass-thr-child-supprt-univ-error.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2025-03-11T13:46:33.430-04:00,,2026-07-16T02:32:13Z,temp\source_metadata\census_sipp\user_notes\2018\2018-pass-thr-child-supprt-univ-error.html,f0dea7727b98d75b960e86219510275a734651ba3486df7cb9f5453f47171b84
2018,2018 SIPP: Problems with Fertility Status Flag Universes,User note concerning inconsistencies between a respondent&rsquo;s universe status in fertility variables and their corresponding status flags.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-prob-fertility-stat-flg.html,income_poverty|weights_sampling|employment|family_relationship|education,,0,True,medium,2022-03-23T14:02:06.101-04:00,,2026-07-16T02:32:12Z,temp\source_metadata\census_sipp\user_notes\2018\2018-prob-fertility-stat-flg.html,9eee69e994fdd485327ce3ee3adb1b7d582ba816a33111b488a11799e9c62e44
2018,2018 SIPP: Problems with Registered Domestic Partnership Data,User note concerning a small number of cases with inconsistent cohabiting partner and registered domestic partnership info.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-prob-reg-dom-prs-data.html,income_poverty|weights_sampling|employment|family_relationship|education,,0,True,medium,2022-03-24T11:13:41.573-04:00,,2026-07-16T02:32:14Z,temp\source_metadata\census_sipp\user_notes\2018\2018-prob-reg-dom-prs-data.html,9d50e10681356a0cf5ae2868c0743561f15e9b46c90126010cd51ecb442a5441
2018,2018 SIPP: Problem with Shared Fertility Histories,User note concerning inconsistencies between fertility histories of two members of a childbearing couple.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-prob-shared-fertility-hist.html,income_poverty|weights_sampling|employment|family_relationship|education,,0,True,medium,2022-03-23T14:04:14.794-04:00,,2026-07-16T02:32:15Z,temp\source_metadata\census_sipp\user_notes\2018\2018-prob-shared-fertility-hist.html,e9ac93a04654a49fae3392a60d36fd50a08953ab6109a76a38ae71cb1f89e8d0
2018,2018 SIPP: Problems with Marital History Data,User note concerning inconsistencies between a respondent&rsquo;s monthly marital status during the reference period and other marital history variables.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-problem-marital-data.html,income_poverty|weights_sampling|employment|family_relationship|education,,0,True,medium,2022-03-24T11:11:12.770-04:00,,2026-07-16T02:32:14Z,temp\source_metadata\census_sipp\user_notes\2018\2018-problem-marital-data.html,3e4c3e2d0e1bf2f387856e5be93bf56e0d0c56875910756f1a0f6afbace06040
2018,2018 SIPP: Processing Error Effects on Uninsured Care,User note concerning effects of processing error in monthly health insurance variables on Uninsured Care.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-processing-error-effects.html,health_insurance|income_poverty|weights_sampling|employment|education,,0,True,medium,2025-07-23T19:15:49.009-04:00,,2026-07-16T02:32:14Z,temp\source_metadata\census_sipp\user_notes\2018\2018-processing-error-effects.html,b468e315473e59c0420a8538cf976fc3b963ce50d97130be417b1332412d19ee
2018,2018 SIPP: Incorrect Metadata for Reason SSI Receipt Began,User note concerning originally published metadata for the reason SSI receipt began.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-reason-ssi-recpt-answ-catg.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2022-03-24T12:30:01.232-04:00,,2026-07-16T02:32:16Z,temp\source_metadata\census_sipp\user_notes\2018\2018-reason-ssi-recpt-answ-catg.html,7b82624423bf9a560b6e3d4db0cd5c8423352ce25a81db560faa2f15527813fc
2018,2018 SIPP: Recode Allocation Flags,User Note concerning recode allocation flags.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-recode-flags.html,income_poverty|weights_sampling|employment|education,TPEARN,1,True,high,2022-03-24T10:25:24.134-04:00,,2026-07-16T02:32:17Z,temp\source_metadata\census_sipp\user_notes\2018\2018-recode-flags.html,f3990bb62f77ae3cc9bafd577c13140bfbb69c41821197ce943fa3268e272db7
2018,2018 SIPP: Registered Domestic Partnership Allocation Flag,User note concerning allocation flag values for registered domestic partnership variable (AREGDOMPART).,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-reg-dom-partshp-alloc-flag.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2022-03-24T11:15:45.361-04:00,,2026-07-16T02:32:16Z,temp\source_metadata\census_sipp\user_notes\2018\2018-reg-dom-partshp-alloc-flag.html,93d0505d78dfea4a1411869d9c4f494c53acc26c1b7630860be96573392616a2
2018,2018 SIPP: “_SCRNR” Health Insurance Variables Versus Recodes,User note advising against the use of health insurance &ldquo;_SCRNR&rdquo; variables in favor of using recodes.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-scrnr-health-ins-var-vs-recodes.html,health_insurance|income_poverty|weights_sampling|employment|education,RPRIMTH|RPRITYPE1|RPRITYPE2|RPUBMTH|RPUBTYPE1|RPUBTYPE2|RPUBTYPE3,7,False,medium,2022-12-07T12:10:38.579-05:00,,2026-07-16T02:32:17Z,temp\source_metadata\census_sipp\user_notes\2018\2018-scrnr-health-ins-var-vs-recodes.html,f0508d7d92bd0fdc55fe47fe8d8c23f54c85b98676dcd305fa1731af7e4a5660
2018,2018 SIPP: Social Security Parent-Child Linkage Variables,User note concerning variables that can be used to link children with adults receiving Social Security on behalf of a child.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-social-security-parent-child-linkage-variable.html,health_insurance|income_poverty|weights_sampling|employment|family_relationship|education,PNUM,1,False,medium,2024-07-09T17:26:27.881-04:00,,2026-07-16T02:32:20Z,temp\source_metadata\census_sipp\user_notes\2018\2018-social-security-parent-child-linkage-variable.html,6bed6e186a5d1713ab3d1db4cea9744951193cd70235127721baf2be90ca0653
2018,2018 SIPP: Status Flag Error for Miscellaneous Income,User note concerning status flag error for &ldquo;any miscellaneous income&rdquo; receipt.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-status-flag-error.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2024-07-01T13:39:47.136-04:00,,2026-07-16T02:32:17Z,temp\source_metadata\census_sipp\user_notes\2018\2018-status-flag-error.html,1e2d34178861d983773eb9ee562661b1864a0d9a2b1b3615716596ead2ad1e9f
2018,2018 SIPP: Tax Returns,User note concerning an error in processing tax returns data.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-tax-return.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2022-04-08T08:28:41.764-04:00,,2026-07-16T02:32:19Z,temp\source_metadata\census_sipp\user_notes\2018\2018-tax-return.html,774feac850a7da5b8f98065450185f24f279f172967a0aa4eae1f03246c87ea1
2018,2018 SIPP: Universing Error for RGED,User note concerning universing error that omits respondents aged 15 to 17 with at least a high school credential from being assigned an RGED value.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-universing-error-rged.html,income_poverty|weights_sampling|employment|education,EEDUC|TAGE,2,True,high,2025-07-23T13:26:20.885-04:00,,2026-07-16T02:32:19Z,temp\source_metadata\census_sipp\user_notes\2018\2018-universing-error-rged.html,67c4d1e04cff5aa853d369283acc1266ff0680b76098283a2313ec16c7bc31c0
2018,2018 SIPP: Universe for Medical Utilization Variables,User note concerning universe error for medical utilization variables.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-univs-med-utilz-var.html,income_poverty|weights_sampling|employment|education,TAGE_EHC,1,True,high,2022-03-23T14:18:28.567-04:00,,2026-07-16T02:32:21Z,temp\source_metadata\census_sipp\user_notes\2018\2018-univs-med-utilz-var.html,a474d305da3198ea37fa427e96be4e2175eeea43cd9b1b478817643a164fbc06
2018,2018 SIPP: Veterans Benefits,User note concerning an error in processing Veterans Benefits data.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018-veterans-benefit.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2022-04-11T12:21:02.398-04:00,,2026-07-16T02:32:20Z,temp\source_metadata\census_sipp\user_notes\2018\2018-veterans-benefit.html,455cb926397301168bb47ae9bf1b0ed2f9c916703e14d1addf702d96bbf7c81d
2018,2018 SIPP: Comparing 2018 SIPP Child Care Data to Previous Years,2018 SIPP child care estimates are not comparable to 2008 and prior SIPP panels due to changes in data collection.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2018-usernotes/2018childcare.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2022-03-23T11:45:23.394-04:00,,2026-07-16T02:32:21Z,temp\source_metadata\census_sipp\user_notes\2018\2018childcare.html,b254049d082d5e0c4c609dbc434fa796a951e3e8cb1517194cfcd4750785862e
