project,path,size_bytes,size_mb,read_status,sha256,error
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/raw_downloads/N-SUMHSS-2024-DS0001-bndl-data-csv_v1.zip,3682938,3.5123,ok,8a3a81a49367bfaca14fef0415dac715f77f9cfe765eea1758bed2b1579cabe2,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/rejected_designs.md,1043,0.001,ok,0812c651b508670b98a39b1421cbdc4ca695f89de96502bb7efc3322084aab33,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/skill_registry_all.txt,156839,0.1496,ok,2badb1aaa5d6623d23d46ab557e024c57fb0cc3f415a0ab1d704311830ca5816,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/skill_registry_matching.txt,156506,0.1493,ok,0aafd869fd3ea985b1a92311ec4b79396fbb3b271b82fcf98e0b7aadc431c052,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/skill_usage_log.md,4447,0.0042,ok,b9169c2d2e1845518dc775b9c05811dc9397199b4ffdd1996fbf0a787537b3d7,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/source_inventory.csv,15085,0.0144,ok,8b11937c78c166a415c9b159e51bac153a1ec4f68108a8d82e2d22bdb038d6c0,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/source_snapshots/Alabama_CCBHC_press_release.html,158338,0.151,ok,9cd3e9ef6488bcb5b9588c9756999c1ce0e75b35820ec668bf71d939c72f522a,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/source_snapshots/CMS_2024_cohort_press_release.html,61481,0.0586,ok,fb2c4803313eeed72792b308ac942dd9efdd20c3afb4448f2721b1deca349943,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/source_snapshots/HRSA_AHRF.html,458771,0.4375,ok,5f9446f8223c2ceb3859c82fda777bc44b74a5352bab6a06fed91dd4cab9db7a,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/source_snapshots/HRSA_HPSA.html,56927,0.0543,ok,318167a135e5474e2eb51a113bb163ac792fe9c2840134e33940581dd906abad,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/source_snapshots/Illinois_CCBHC_initiative.html,76424,0.0729,ok,74d11a07bf935a8c349ec85c9b516ae6a07cc29cbdce986f7dc74996d64a4b44,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/source_snapshots/Indiana_CCBHC_page.html,107911,0.1029,ok,3c731b54e865f0b92f325638f6440b81c0e165e4c4cf9c776aad67eeb8abe7c7,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/source_snapshots/Iowa_CCBHC_page.html,211287,0.2015,ok,6b063b93a697cb446d550ec7973c40d4c5f9e6522889bbcaadae6c25a25084be,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/source_snapshots/Maine_CCBHC_page.html,43040,0.041,ok,aefc7b190cba84d8c21c94b2a36504e8b2f90053f2845b7573028c813af70d53,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/source_snapshots/N-SUMHSS-2021-DS0001-info-codebook.pdf,4487785,4.2799,ok,7d87539a1fbe0c6279d580426ae59ff05136569a1bbb66eff6435d0041b5efab,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/source_snapshots/N-SUMHSS-2022-DS0001-info-codebook.pdf,4926832,4.6986,ok,041f2aaf5f0acbecb6440c3dd31838e8b57d12908409e0edf24ba5f157fcf650,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/source_snapshots/N-SUMHSS-2023-DS0001-info-codebook_v1.pdf,5145255,4.9069,ok,f1d8abf03fdbdec33f3acc90f0f513a63ae8b0dff04fed2c31f426e315d16ed0,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/source_snapshots/N-SUMHSS-2024-codebook.pdf,8110680,7.7349,ok,f3acb7fdae2d02da2b04f5f7a43cb7c664463aa494fc24e7b4e55b8de2831e66,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/source_snapshots/N-SUMHSS-2024-DS0001-info-codebook_v1.pdf,8110680,7.7349,ok,f3acb7fdae2d02da2b04f5f7a43cb7c664463aa494fc24e7b4e55b8de2831e66,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/source_snapshots/N_SUMHSS_datafiles.html,248783,0.2373,ok,a68ffc8bb79e3cf887c0e85158368f79c86a2d237753cefac93d17df8cf77966,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/source_snapshots/National_Council_CCBHC_locator.html,673203,0.642,ok,6e8dcf42a076c5d9b07a05b055738220a989b8d98734374a8fdcacd42dbd1003,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/source_snapshots/Rhode_Island_CCBHC_page.html,82292,0.0785,ok,f62b5b756e7d876dd2a900038665ec5e5c5c51f7d39e5f498067203d01f192f4,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/source_snapshots/SAMHSA_CCBHC_expansion_grants.html,691030,0.659,ok,1d5ac534f348fca28b1e0d3e13f232f65cfcd4e3e88bc231f3d5e3780334d260,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/source_snapshots/SAMHSA_CCBHC_history_background.html,698108,0.6658,ok,ddc977030a2c9e7dc5db42c477414edcc395d88ba21d7a029cefa647986bb554,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/source_snapshots/SAMHSA_evaluations_and_reports.html,691345,0.6593,ok,85359a658423c87fbf85673f58901ea2c78af1c9902e90a7f65da36507529b4e,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/source_snapshots/SAMHSA_Section_223_page.html,696389,0.6641,ok,d39863681d9a378167090bd4e69e3155083ce32a80834dcd8a4a55bba27b7ce7,
ccbhc_expansion_capacity,ccbhc_expansion_capacity/temp/source_snapshots/TEDS_datafiles.html,247732,0.2363,ok,59e26dd92e40311e51f563bf042090c4fae1385bc7ddc68c13a17195397ff308,
